dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_x4,delta_excess_x5,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_griewank,composite,random,gradient_boosting,gaussian,0.243653,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,0.974611,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,4.873055,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.243653,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.974611,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,4.873055,0,10,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,logei,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031219750290872206,-29.71002814460448,-0.5942005628920897,-22.87346873541975
iso_griewank,composite,logei,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1873714958365404,-3.968845331394675,-0.07937690662789354,3.685894162568161
iso_griewank,composite,logei,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8224609165165049,127.8988175801149,2.557976351602298,23.354260848720827
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5492789776186615,-5.80408273682616,-0.1160816547365231,-22.406392036675186
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1341742392990326,-21.347304475641167,-0.426946089512823,-34.39278759944899
iso_griewank,composite,qnei,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15383591240612637,38.51153366096085,0.770230673219217,22.055869525575446
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03547404090735817,51.9573321323449,1.0391466426468983,37.31932094970058
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6481684607625953,88.52960578380609,1.770592115676122,35.31057682984584
iso_griewank,composite,ucb,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4090127759833191,102.86843627292706,2.0573687254585415,16.35918592256664
iso_griewank,composite,ei,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974052921461753,20.528534072521154,0.4105706814504231,18.754460318900144
iso_griewank,composite,ei,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103606282494222,22.905528581318492,0.4581105716263698,15.322538775593216
iso_griewank,composite,ei,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4904945028858032,69.35962430959205,1.3871924861918412,23.58536496903507
iso_griewank,composite,random,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.243653,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.974611,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,4.873055,0,7,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,logei,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8404944729935737,50.53795379527757,1.0107590759055514,34.89783005686529
iso_griewank,composite,logei,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8102395766379873,66.11610377980868,1.3223220755961735,24.087137476773222
iso_griewank,composite,logei,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2821554644023232,51.90028986089281,1.0380057972178562,-2.5223743717420177
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013144230384551925,2.185534890228311,0.043710697804566045,14.884907867936661
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1147153579192528,29.42837927260304,0.5885675854520609,32.82697763429918
iso_griewank,composite,qnei,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.843099756616489,113.44929439000624,2.268985887800125,59.780129693433864
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.24899778096308545,5.425327526983693,0.10850655053967406,3.895866530618278
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8702738602096689,59.88791558080153,1.1977583116160306,22.38873109989808
iso_griewank,composite,ucb,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9200021083341667,51.141533166284475,1.0228306633256894,20.241751764059117
iso_griewank,composite,ei,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.20022981804256856,1.4188578769713018,0.028377157539426268,2.1310714875923935
iso_griewank,composite,ei,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.005844648169284206,-1.0143223916704187,-0.02028644783340816,-13.325428454568993
iso_griewank,composite,ei,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8346311488801725,65.32134956719344,1.3064269913438689,37.914308255974774
iso_griewank,composite,random,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.243653,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.974611,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,4.873055,0,11,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,logei,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0342082265622916,12.879141918297378,0.25758283836594753,14.54399398999223
iso_griewank,composite,logei,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3003261604211687,49.00791011636261,0.9801582023272521,18.570958010377723
iso_griewank,composite,logei,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.827407685822719,129.66852146463842,2.5933704292927686,63.31427984937481
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9480069410607526,-42.49430291858809,-0.8498860583717618,-38.582769284301826
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6335700372672692,-10.096114871793361,-0.2019222974358672,-31.94671340524507
iso_griewank,composite,qnei,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4768881195078811,28.608765195157787,0.5721753039031556,0.15656015813586066
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6403139752709266,4.287273104125433,0.08574546208250888,28.153026266661783
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.181224808578734,21.884402457805365,0.43768804915610726,33.55758887099037
iso_griewank,composite,ucb,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9198456101280277,107.45015297273714,2.149003059454743,86.11566540038149
iso_griewank,composite,ei,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3829024509104313,15.326837807082498,0.3065367561416499,22.647494651737475
iso_griewank,composite,ei,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2410875582893939,70.35383222124753,1.4070766444249505,36.11564568403506
iso_griewank,composite,ei,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5292106164989727,137.40290754675104,2.7480581509350204,73.01336817195467
iso_griewank,composite,random,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.243653,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.974611,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,4.873055,0,9,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,logei,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5837629592836473,28.434634620607397,0.5686926924121478,39.93684052885401
iso_griewank,composite,logei,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.6502596308354627,25.733719253062006,0.5146743850612403,13.402548334458963
iso_griewank,composite,logei,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4865327762570857,77.96076758738776,1.5592153517477552,52.88089037219289
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3163218796154097,-22.72606254092112,-0.4545212508184222,8.202784531592272
iso_griewank,composite,qnei,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8858079978151325,24.289143817439907,0.48578287634879835,28.50869758692191
iso_griewank,composite,qnei,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3457277107790637,19.469250303328124,0.3893850060665627,-3.4786386665369804
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716504858067992,48.40255730558191,0.9680511461116379,17.7564681957936
iso_griewank,composite,ucb,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6428619734886136,40.658581090214014,0.8131716218042802,6.044370087437414
iso_griewank,composite,ucb,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5679271158332369,62.35677881908602,1.2471355763817202,40.18268733787616
iso_griewank,composite,ei,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.28169558972142283,-13.550238488995646,-0.2710047697799127,1.1102614391652423
iso_griewank,composite,ei,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016037386605209925,13.737651892542672,0.2747530378508536,16.3547265127864
iso_griewank,composite,ei,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476194223465963,68.65329070163615,1.373065814032723,24.125839434030183
iso_griewank,composite,random,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,random,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.243653,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,0.974611,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
iso_griewank,composite,sobol,gradient_boosting,gaussian,4.873055,0,8,"x0,x1,x2,x3,x4,x5",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
