delta_x0,delta_x1,delta_x2,delta_x3,delta_x4,delta_x5,delta_l2_norm,iteration,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,final_inference_simple_regret_true,auc_simple_regret_true,auc_inference_simple_regret_true,acq_opt_failures,acquisition,objective,jitter_std,jitter_iteration,iterations,seed,run_id,error_model,oracle_model,baseline,xi,kappa,runtime_sec,y_opt,dataset,param_columns
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,3.2230690571206675,0.8381589714460254,94.17582558956845,1.883516511791369,0.8381589714460254,73.83503919274101,73.83503919274101,0.0,logei,composite,0.0,0,50,10,b19fa017-d5fb-40b8-80ad-6c03369d5cd7,none,gradient_boosting,True,0.01,2.0,16.714131099986844,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,2.3487908399358175,1.7124371886308754,126.60453728168862,2.5320907456337722,1.8263641056555344,97.81729745920615,101.25380769687631,0.0,logei,composite,0.243653,0,50,10,c3f978aa-5472-40f8-bd7c-c65412b6889a,gaussian,gradient_boosting,False,0.01,2.0,16.40942240000004,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,2.435084401988156,1.626143626578537,147.65472372799775,2.953094474559955,2.016823988520317,106.31027282726288,123.07515625894304,0.0,logei,composite,0.974611,0,50,10,059ccd3b-d99d-4945-b39b-6baae79d571a,gaussian,gradient_boosting,False,0.01,2.0,20.98642120003933,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,1.8764372964171128,2.18479073214958,238.85060676321848,4.7770121352643695,4.5220366728167845,114.4505153026475,207.52581121770675,0.0,logei,composite,4.873055,0,50,10,e5b190ca-6cb5-4c94-8622-3c6fe844daf9,gaussian,gradient_boosting,False,0.01,2.0,15.695477799978107,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,3.2686416069060726,0.7925864216606202,132.03624014858516,2.6407248029717034,0.7925864216606202,68.55864196797788,68.55864196797788,0.0,qnei,composite,0.0,0,50,10,318705bb-270d-4436-83ab-2c410852f632,none,gradient_boosting,True,0.01,2.0,13.763451500039082,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,2.99785418726824,1.063373841298453,136.44454409219173,2.7288908818438347,1.102573041395535,78.24800973251799,79.42459023252196,0.0,qnei,composite,0.243653,0,50,10,395c0f8f-0640-4a4b-8bc1-9ad6faf75042,gaussian,gradient_boosting,False,0.01,2.0,13.823369699995965,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,2.795904419956694,1.2653236086099988,126.44048804142224,2.528809760828445,1.9926654375306638,82.53233175266458,114.17767829990854,0.0,qnei,composite,0.974611,0,50,10,932cf061-6319-4899-85db-4bce4be79884,gaussian,gradient_boosting,False,0.01,2.0,20.07809460000135,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,1.8764372964171128,2.18479073214958,256.16504526316356,5.123300905263271,3.6121270919846715,114.4505153026475,194.39515900012967,0.0,qnei,composite,4.873055,0,50,10,d3a4e6d3-e9b9-4fbd-9004-86f4ffa004ee,gaussian,gradient_boosting,False,0.01,2.0,19.482720599975437,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,3.1261535126185187,0.9350745159481741,116.26898324978434,2.325379664995687,0.9350745159481741,80.72276228261853,80.72276228261853,0.0,ucb,composite,0.0,0,50,10,571f5ae1-4baf-4680-9df9-b2df610566dc,none,gradient_boosting,True,0.01,2.0,17.755925100005697,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327,1433.2609662752625,0.0,2.9586000648296253,1.1026279637370675,127.3187655595784,2.546375311191568,1.1026279637370675,92.54776340238101,93.25654552347004,0.0,ucb,composite,0.243653,0,50,10,cd084cd6-1b34-4154-8bf1-37c2fabc003d,gaussian,gradient_boosting,False,0.01,2.0,14.090241400001105,4.061228028566693,iso_griewank,"x0,x1,x2,x3,x4,x5"
