dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
power_law_practice,value,exact,slip,0,0.01,ei,auc_simple_regret_excess_true,5,-0.7598493218245201,-0.539116386306504,0.9511545959599947,-0.7988704728463292,-1.9408637403540931,0.42116509670505287,,,-1.7863286825017919,0.14858460683005145,3.0,0.3125,0.6179431700619427,0.8088235294117647
power_law_practice,value,exact,slip,0,0.01,logei,auc_simple_regret_excess_true,5,-0.6328307985987023,-0.6269391257373442,0.8879909987624721,-0.712654519562284,-1.7354172524910672,0.4697556552936626,,,-1.5935439502137208,0.18626047592948253,3.0,0.3125,0.6179431700619427,0.8088235294117647
power_law_practice,value,exact,slip,0,0.01,pi,auc_simple_regret_excess_true,5,0.6236323035126178,0.18805242469528505,0.7710398714671599,0.8088197855785977,-0.3337401460678123,1.581004753093048,-0.25484884152402065,1.804941811474073,1.8085760221005485,0.14478681303826768,0.0,0.0625,0.6179431700619427,0.6875
power_law_practice,value,exact,slip,0,0.01,qnei,auc_simple_regret_excess_true,5,-0.5094521164599034,-0.32074193429240694,0.8656642383887542,-0.588510064142349,-1.5843162357997005,0.5654120028798936,,,-1.3159485088650538,0.25854032425637463,3.0,0.3125,0.6327554814308688,0.8088235294117647
power_law_practice,value,exact,slip,0,0.01,qucb,auc_simple_regret_excess_true,5,0.27533812979239747,0.15343321407635013,0.25214451926796133,1.0919853843810408,-0.03774064212702544,0.5884169017118204,-0.08407154209146402,2.19651177168185,2.441753549912244,0.07107392357671379,0.0,0.0625,0.6179431700619427,0.6875
power_law_practice,value,exact,slip,0,0.01,random,auc_simple_regret_excess_true,5,-0.24449743503209903,0.11696702607271448,0.7169203813703665,-0.34103847705480395,-1.1346716621581956,0.6456767920939976,,,-0.7625852176375438,0.4882015431281512,6.0,0.8125,0.70616067062173,0.9930555555555555
power_law_practice,value,exact,slip,0,0.01,sobol,auc_simple_regret_excess_true,5,0.36064679569069114,0.3973948762387991,0.8936352519936192,0.40357270473173573,-0.7489479242355344,1.4702415156169166,-0.5354916779473325,1.2987929332676795,0.9024160016436121,0.4178640748089133,5.0,0.625,0.6566435461282923,0.9482758620689655
power_law_practice,value,exact,slip,0,0.01,ucb,auc_simple_regret_excess_true,5,-0.0038306767320057666,0.04845711235551242,0.11883180837941475,-0.03223612250160249,-0.15137985503817344,0.1437185015741619,-0.9070903899605204,0.8464848525445127,-0.07208216124459374,0.9459968192415219,5.0,0.625,0.9459968192415219,0.9482758620689655
power_law_practice,value,exact,slip,0,0.05,ei,auc_simple_regret_excess_true,5,0.4920853602874075,0.327367064002269,1.0804508888623798,0.4554444494978669,-0.8494716102402657,1.8336423308150809,-0.496605052738541,1.3592854374326264,1.0184047490522001,0.36607187828252685,4.0,0.4375,0.6327554814308688,0.9482758620689655
power_law_practice,value,exact,slip,0,0.05,logei,auc_simple_regret_excess_true,5,-0.8604133866132647,-0.18769258443557035,2.001187815228546,-0.42995134193089274,-3.3452162504265965,1.6243894772000669,-1.3293846951723378,0.5155930880059918,-0.9614004275747318,0.39079413889791154,5.0,0.625,0.6368497078336336,0.9482758620689655
power_law_practice,value,exact,slip,0,0.05,pi,auc_simple_regret_excess_true,5,0.4964677160749571,0.31731562921549994,0.8154418291600634,0.6088327803668572,-0.5160370458225181,1.5089724779724323,-0.387056072165019,1.5459007344758475,1.361391483830492,0.24503088847560878,2.0,0.1875,0.6327554814308688,0.8088235294117647
power_law_practice,value,exact,slip,0,0.05,qnei,auc_simple_regret_excess_true,5,0.404708106362105,0.6105454411460274,1.2142788776429352,0.3332909052553836,-1.1030182597864011,1.912434472510611,-0.5898051198898691,1.2190421455980798,0.7452611204334796,0.49752229066530984,5.0,0.625,0.70616067062173,0.9482758620689655
