dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
branin,value,exact,gaussian,0,0.05,logei,5,2,1.2,0.19999999999999996,1.4,-0.16940275544201971,-0.12949906468915356,-0.0034571990906534615,3.317320910838095,0.0,True
branin,value,exact,gaussian,0,0.05,qnei,5,2,1.8,0.8,1.6,-0.06564752105078629,0.032564855136781645,-0.0013397453275670664,3.2933980259738362,0.0,False
branin,value,exact,gaussian,0,0.25,qnei,5,2,1.4,0.3999999999999999,1.4,0.6537676978215938,0.5753455031208681,0.013342197914726406,4.012813244846216,0.0,True
branin,value,exact,gaussian,0,0.25,logei,5,2,1.6,0.6000000000000001,1.6,1.3485247078754576,0.5391373759695668,0.027520912405621573,4.835248374155572,0.0,False
branin,value,exact,gaussian,0,1.0,qnei,5,2,1.4,0.3999999999999999,1.4,2.1765254317711173,2.320419339826329,0.04441888636267587,5.535570978795741,0.0,True
branin,value,exact,gaussian,0,1.0,logei,5,2,1.6,0.6000000000000001,1.6,2.1059323771417784,1.7291144867619508,0.04297821177840364,5.592656043421893,0.0,False
branin,value,exact,gaussian,0,5.0,logei,5,2,1.4,0.3999999999999999,1.4,3.1253562260517365,1.7970493682556032,0.06378278012350483,6.612079892331852,0.0,True
branin,value,exact,gaussian,0,5.0,qnei,5,2,1.6,0.6000000000000001,1.6,2.343098617757768,3.432645315094513,0.047818339137913626,5.70214416478239,0.0,False
branin,value,exact,gaussian,20,0.05,logei,5,2,1.4,0.3999999999999999,1.4,0.4317664401248318,0.0,0.014888497935339029,3.918490106404947,-0.7740580361197346,True
branin,value,exact,gaussian,20,0.05,qnei,5,2,1.6,0.6000000000000001,1.6,0.0032912484881512548,0.0005976041484148098,0.00011349132717760764,3.3623367955127734,-2.380391541760762,False
branin,value,exact,gaussian,20,0.25,qnei,5,2,1.4,0.3999999999999999,1.6,0.012492005672135709,0.0005976041484148098,0.00043075881628052104,3.3715375526967577,-2.1527975733700053,True
branin,value,exact,gaussian,20,0.25,logei,5,2,1.6,0.6000000000000001,1.4,0.432832648590525,0.0013645715411128023,0.014925263744500875,3.91955631487064,-0.3728970547830629,False
branin,value,exact,gaussian,20,1.0,qnei,5,2,1.4,0.3999999999999999,1.6,0.015728983406216347,0.010032694228788053,0.0005423787381453706,3.3747745304308383,-1.6838251792969015,True
branin,value,exact,gaussian,20,1.0,logei,5,2,1.6,0.6000000000000001,1.4,0.432625911248451,0.0013645715411128023,0.014918134870636243,3.9193495775285654,-0.3589232928829108,False
branin,value,exact,gaussian,20,5.0,qnei,5,2,1.4,0.3999999999999999,1.6,0.015728983406216347,0.010032694228788053,0.0005423787381453706,3.3747745304308383,-0.08093604145805351,True
branin,value,exact,gaussian,20,5.0,logei,5,2,1.6,0.6000000000000001,1.4,0.43305633296189583,0.0013645715411128023,0.01493297699868607,3.919779999242011,2.072401228999655,False
