dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
hicks_law,value,logei,0.35,1.5,0.1395607852982759,32.57385634614489,-2.666214813504399,2,2
hicks_law,value,qnei,0.65,1.5,0.24253049895359471,37.584643931468506,0.35619099276586147,1,2
