User_ID;Run;Phase;value;x0;x1;x2
11;1;sampling;0.20357380448150375;0.5669168388793651;0.4307441454901856;0.0940738254615245
11;2;sampling;-1.9112755721429187;0.3480795504359955;0.6215090383806794;0.0216550031827105
11;3;sampling;-2.344827603951262;0.8746323779455377;0.8540495315269422;0.0443042157882848
11;4;sampling;1.1644107709617204;0.8024209628659041;0.1847951614868486;0.6956239148985941
11;5;sampling;0.8780993424505001;0.1550002548656667;0.6916197559832665;0.9586338310644203
11;6;optimization;1.0343781732901443;0.0;1.0;1.0
11;7;optimization;0.21340184763568648;0.1982791772185017;0.5903032204071075;0.9706630013303902
11;8;optimization;1.9465728782774914;0.8352425614991167;0.6109232912415586;1.0
11;9;optimization;4.69969544040303;0.0;0.5750293224757177;0.8221456570669852
11;10;optimization;2.1997002760580355;0.0;0.6866467049410907;0.7503804775939253
11;11;optimization;2.8798432740161686;0.0;0.4449348595260234;0.8295476464667151
11;12;optimization;2.5824347884357146;0.8530472020531706;0.5770410486771188;0.848885754594034
11;13;optimization;4.430922162875793;0.0;0.5707734837533235;0.8524681119180988
11;14;optimization;2.802565469898895;0.0;0.5878785422141265;0.8547222895241667
11;15;optimization;-0.9796923453076124;0.0;0.0;1.0
11;16;optimization;0.3804742256090867;0.0;0.0;0.3606227579029418
11;17;optimization;0.9750705681779904;0.0;1.0;0.3751073202363473
11;18;optimization;3.0795528370603265;0.0;0.5720724974210848;0.8541934832741991
11;19;optimization;1.1455546367440836;1.0;0.0;0.0
11;20;optimization;2.477941069501703;0.0;0.5732096740576454;0.8544562522783615
