level,name,group,condition,n_landscapes,n_runs,dim,optimum,realized_noise_sd,noise_sd_fit,noise_sd_ratio,ls_geomean,ls_min,ls_max,n_ls_above_1,loo_lpd,loo_lpd_trivial,loo_lpd_gain,loo_lpd_oracle,loo_lpd_frac_achievable,loo_lpd_true_latent,loo_mean_z2,loo_cov95,loo_rmse_rating,loo_rmse_true,visited_rmse_pm,visited_rmse_obs,visited_shrink_ratio,visited_r2_pm,visited_spearman_pm,visited_spearman_obs,rank_best_visited_under_pm,rank_best_visited_under_obs,pm_bias_at_best_visited,sobol_rmse,sobol_r2,sobol_spearman,sobol_cov95,sobol_mean_post_sd,pm_gain_over_opt_z,gp_n_warnings,ls_geomean_lo,ls_geomean_hi,loo_lpd_gain_lo,loo_lpd_gain_hi,loo_mean_z2_lo,loo_mean_z2_hi,visited_rmse_pm_lo,visited_rmse_pm_hi,visited_r2_pm_lo,visited_r2_pm_hi,visited_spearman_pm_lo,visited_spearman_pm_hi,visited_spearman_obs_lo,visited_spearman_obs_hi,sobol_rmse_lo,sobol_rmse_hi,sobol_r2_lo,sobol_r2_hi,sobol_cov95_lo,sobol_cov95_hi,pm_gain_over_opt_z_lo,pm_gain_over_opt_z_hi,noise_sd_ratio_lo,noise_sd_ratio_hi,loo_lpd_frac_achievable_lo,loo_lpd_frac_achievable_hi,visited_shrink_ratio_lo,visited_shrink_ratio_hi
landscape,ackley,classical,clean,1,20,4.0,interior,0.0,0.7188107088374643,,0.180394865221923,0.11459588996957464,0.5419045219279021,0.1,-1.942627552307713,-3.0572272966855025,1.114599744377789,,,-2.362596867925581,0.5223984678918245,0.975,1.11015537582589,1.11015537582589,0.37266721801063657,0.0,,0.9932097483425878,0.9903355506558817,1.0,2.5,1.0,-1.6058184648077816,0.9660299928344781,-1.0239595249406563,0.003692885957885092,0.994921875,4.908819724805774,-0.040364479191576826,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,ackley,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,1.0202203548106454,1.0202203548106454,0.26879692997037463,0.15578286561650326,0.5370011000483401,0.25,-1.9393130694545033,-2.700791169941291,0.7614781004867874,-1.4203180061010627,0.2594614766418647,-1.9403707860999895,0.8781385293203817,0.953,1.4143038799447742,1.025293504520586,0.798084361483156,0.9976278455354686,0.8034813861536536,0.44664607034302256,0.7918129492065328,0.7955523325524351,7.1,5.05,-1.575668666573129,1.0969839610097911,-1.527263818827681,0.05011390621423667,0.939453125,3.7039932940959006,-0.006788111135079854,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,branin,classical,clean,1,20,2.0,interior,0.0,0.00807045878859297,,0.31473610142244246,0.23755715426635185,0.4179141796019463,0.0,2.724018847281641,-1.3936041550686984,4.1176230023503395,,,3.3856754175526924,0.5178196952273435,0.966,0.2383070212415249,0.2383070212415249,0.0009366545477784199,0.0,,0.9999985012275541,0.9835726290516206,1.0,2.7,1.0,3.913681773359644e-06,0.16515388700829595,0.9658601625017663,0.9942448572327762,0.8625,0.08463002924078894,-7.374902556097024e-05,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,branin,classical,gaussian_1sd_onset0,1,20,2.0,interior,0.9976278455354686,0.8848917085651266,0.8848917085651266,0.3888839985119033,0.276240059104116,0.5667288009397012,0.1,-1.4735571864009869,-1.6573123754920835,0.1837551890910965,-1.4203180061010627,0.7811693400160482,-0.4688354284574675,1.1831921524951456,0.924,1.0502502083199399,0.45435717075142606,0.4130289692319328,0.9976278455354686,0.41638575802497835,0.5969595202577158,0.7176996356064549,0.4382325611728536,23.1,19.9,-0.37036404410071355,0.8219945471952859,0.25638548319654714,0.7117688901922635,0.8107421875,0.5477419029784003,0.07942470504777807,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,eggholder,classical,clean,1,20,2.0,boundary,0.0,0.2573664671437206,,0.11228002564080693,0.074311580990243,0.24240276568548785,0.05,-0.8454586279188799,-1.597833335239724,0.7523747073208442,,,-1.7802794939880353,0.8508261041369216,0.954,0.7650019511491116,0.7650019511491116,0.2086192976196073,0.0,,0.8794872042956248,0.8829435774309724,1.0,6.7,1.0,-0.32602455254902735,1.071050315396974,-0.18253053877379632,0.1415856580839793,0.8615234375,0.9379993784705251,-0.07476923414402871,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,eggholder,classical,gaussian_1sd_onset0,1,20,2.0,boundary,0.9976278455354686,0.9301305831722704,0.9301305831722704,0.19921817378228032,0.1448189186298066,0.3306990127739552,0.05,-1.6559142270653389,-1.844401589597237,0.18848736253189805,-1.4203180061010627,0.44588801402454736,-2.1506955683707814,1.1413648942571897,0.931,1.263461489153633,0.9004473991365318,0.7545261390002673,0.9976278455354686,0.7550978053861815,0.4868175423224711,0.6442785114045618,0.6864681872749099,15.75,12.4,-1.0074907309491197,1.2758555089269044,-0.6846138120839173,0.047413492698781444,0.82734375,1.0911481946003783,-0.1320827884701101,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,griewank,classical,clean,1,20,6.0,interior,0.0,0.030222909870128174,,0.9252082647018248,0.8406940818021882,0.9854769237297756,1.1,0.9224003396316084,-1.9569300377406122,2.879330377372221,,,1.1083585288155822,0.6086951896755564,0.977,0.341736155969546,0.341736155969546,0.007868791970656855,0.0,,0.9999556877938458,0.9902989137885969,1.0,4.15,1.0,0.011688583297755165,0.28724749971993596,0.9169989109428501,0.9728234078164337,0.9611328125,0.29177868467996576,-0.0009429891306060451,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,griewank,classical,gaussian_1sd_onset0,1,20,6.0,interior,0.9976278455354686,0.7467106945015323,0.7467106945015323,0.3821236917136602,0.1813222421787933,0.8650198591591163,0.35,-1.489338713285677,-1.785904294147978,0.296565580862301,-1.4203180061010627,0.8270170289183042,-0.8562581166146475,1.1140293627934947,0.93,1.0569871238249742,0.6114882225141444,0.6009041000888614,0.9976278455354686,0.6015557379074177,0.5500714191208149,0.794516206482593,0.636547418967587,11.25,15.75,-0.3861998499672029,1.1966612354251216,-0.5591285292428221,0.4024995781182816,0.9560546875,1.234845934787018,0.035127841813909474,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,hartmann_3,classical,clean,1,20,3.0,interior,0.0,0.017850379884661195,,0.5340465101574312,0.1898383152154149,2.6377142608707804,1.0,1.1779412824595235,-1.922608020758889,3.1005493032184126,,,1.51432824965861,0.44360171548641086,0.976,0.23403032274676555,0.23403032274676555,0.003091126875839195,0.0,,0.9999932346058431,0.9927010804321729,1.0,2.3,1.0,-0.00393225208302485,0.28047336747907675,0.9056064082115199,0.9195003504806591,0.91015625,0.26327416210524535,-0.00022907755679188517,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,hartmann_3,classical,gaussian_1sd_onset0,1,20,3.0,interior,0.9976278455354686,0.8238540060274218,0.8238540060274218,0.3407745156784794,0.14405668885659867,1.2260908660774272,0.5,-1.4790485604329908,-1.9031016381673875,0.4240530777343966,-1.4203180061010627,0.8715776871100683,-0.7886336554773653,1.0843081122535803,0.9400000000000001,1.0331999693514733,0.5176626509397404,0.5310337408629019,0.9976278455354686,0.5374481392968034,0.7828018269094812,0.8411188475390154,0.676422569027611,12.15,13.8,-0.3172093238754598,0.9252690542095283,0.030352132725925195,0.44829154983978015,0.9416015625,1.0854558573970625,0.010339171527916271,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,hartmann_6,classical,clean,1,20,6.0,interior,0.0,0.10121118735072805,,0.6413022116160956,0.2718646439246973,3.438570788369968,1.05,-0.8922913355229009,-2.578076048512357,1.6857847129894559,,,-0.8575392876306127,0.27678421820825283,0.9970000000000001,0.5886704189315038,0.5886704189315038,0.02150588340926607,0.0,,0.9999407605822114,0.9980648259303722,1.0,1.75,1.0,-0.04472313844167357,0.978292607674442,-0.04019855790687673,0.48766100652323174,0.9861328125,2.1268009901446274,-0.00051021571166189,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,hartmann_6,classical,gaussian_1sd_onset0,1,20,6.0,interior,0.9976278455354686,0.7809921961971803,0.7809921961971803,0.4764353083319467,0.2081092716615638,1.8547352491868452,0.85,-1.5921838623623965,-2.321847413111705,0.7296635507493086,-1.4203180061010627,0.790509022210331,-1.2393535976208212,0.9385479895285573,0.9490000000000001,1.1035745964651207,0.7184611802854035,0.680834643726924,0.9976278455354686,0.6860895195086922,0.6649181235425463,0.8576950780312125,0.7806002400960383,8.6,8.35,-0.7265010835490643,1.2160947905843997,-0.6931618654894438,0.24849891538182883,0.975,2.141822754774906,0.010349954658900751,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,hicks_law,law,clean,1,20,4.0,boundary,0.0,0.05186803945850651,,0.9405058886176532,0.6398664693678143,1.3702483787898496,1.9,0.6947554034789671,-2.101764401471959,2.7965198049509263,,,0.9244620523782293,0.8543264313812788,0.952,0.23132260325150195,0.23132260325150195,0.025223483722532126,0.0,,0.9994601744726147,0.996252897233596,1.0,1.05,1.0,-0.044295475663402736,0.227177863898341,0.9416075622465195,0.9754522988670175,0.7623046875,0.13978752181825177,-1.643910956401473e-17,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
