level,name,group,condition,n_landscapes,n_runs,dim,optimum,realized_noise_sd,noise_sd_fit,noise_sd_ratio,ls_geomean,ls_min,ls_max,n_ls_above_1,loo_lpd,loo_lpd_trivial,loo_lpd_gain,loo_lpd_oracle,loo_lpd_frac_achievable,loo_lpd_true_latent,loo_mean_z2,loo_cov95,loo_rmse_rating,loo_rmse_true,visited_rmse_pm,visited_rmse_obs,visited_shrink_ratio,visited_r2_pm,visited_spearman_pm,visited_spearman_obs,rank_best_visited_under_pm,rank_best_visited_under_obs,pm_bias_at_best_visited,sobol_rmse,sobol_r2,sobol_spearman,sobol_cov95,sobol_mean_post_sd,pm_gain_over_opt_z,gp_n_warnings,ls_geomean_lo,ls_geomean_hi,loo_lpd_gain_lo,loo_lpd_gain_hi,loo_mean_z2_lo,loo_mean_z2_hi,visited_rmse_pm_lo,visited_rmse_pm_hi,visited_r2_pm_lo,visited_r2_pm_hi,visited_spearman_pm_lo,visited_spearman_pm_hi,visited_spearman_obs_lo,visited_spearman_obs_hi,sobol_rmse_lo,sobol_rmse_hi,sobol_r2_lo,sobol_r2_hi,sobol_cov95_lo,sobol_cov95_hi,pm_gain_over_opt_z_lo,pm_gain_over_opt_z_hi,noise_sd_ratio_lo,noise_sd_ratio_hi,loo_lpd_frac_achievable_lo,loo_lpd_frac_achievable_hi,visited_shrink_ratio_lo,visited_shrink_ratio_hi
landscape,hicks_law,law,gaussian_1sd_onset0,1,20,4.0,boundary,0.9976278455354686,0.8774867698926391,0.8774867698926391,0.8869884320477401,0.5799240733909391,1.2849722046824528,1.65,-1.4990167714856297,-2.2554194771690743,0.7564027056834446,-1.4203180061010627,0.9043640319108526,-0.6780971947827211,1.1121817594751915,0.933,1.080054543792286,0.5198103369474831,0.4838678973125384,0.9976278455354686,0.4851207930224898,0.9318173242529442,0.9603440515701047,0.8318824320772291,2.95,11.4,-0.3657961642352469,0.7234206002948105,0.38393297942501003,0.8393067635614555,0.9083984375,0.7346471946585609,0.06510196562193495,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,levy_10,classical,clean,1,20,11.0,interior,0.0,0.12687111057377426,,0.5780966568663289,0.2015004710736779,1.6773764906867807,1.6,-0.38052817537917294,-1.559535211245449,1.179007035866276,,,-0.4692124918828222,1.073183807626951,0.9339999999999999,0.4900204833103145,0.4900204833103145,0.06745492992169254,0.0,,0.9921503636770993,0.9846050420168068,1.0,2.75,1.0,-0.06431114498422362,1.2025954526157039,-0.4618829311119782,0.2686218038744229,0.9091796875,0.9911601435662012,-0.01415329078965576,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,levy_10,classical,gaussian_1sd_onset0,1,20,11.0,interior,0.9976278455354686,0.7269201433451633,0.7269201433451633,0.4931621781867353,0.1310529123705646,1.525874877454456,2.8,-1.55014809086314,-1.815533945238998,0.26538585437585793,-1.4203180061010627,0.7134566774875728,-1.3180608922393928,1.1150965574397733,0.9369999999999999,1.1330367737346807,0.8666093156131737,0.7388158384153989,0.9976278455354686,0.7455387261323214,0.4630357944060517,0.6965522208883553,0.6483985594237694,9.05,10.35,-0.4287983723391079,1.5071897498850773,-1.4607355565829174,0.15743512802077092,0.9568359375,1.4158500116546837,0.10637728477281798,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,michalewicz,classical,clean,1,20,5.0,interior,0.0,0.48738070763478714,,0.4043831417765172,0.05825699015224609,2.748976628921978,1.5,-1.2086394115063688,-1.8981101158844662,0.6894707043780974,,,-2.2637483796105746,0.9402720298548589,0.9410000000000001,0.7974656405230176,0.7974656405230176,0.3784984131888133,0.0,,0.9245908910244133,0.951941148439159,1.0,4.0,1.0,-1.0255968388756087,1.034939683440149,-0.13871389730455502,0.12690003943394662,0.9671875,1.4689471662919864,-0.08597476774389717,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,michalewicz,classical,gaussian_1sd_onset0,1,20,5.0,interior,0.9976278455354686,0.7904173845159168,0.7904173845159168,0.3173830164530174,0.08729171734096108,1.4440117422483754,0.9,-1.620586102659559,-1.9000919541162928,0.2795058514567342,-1.4203180061010627,0.549290728843381,-1.9122908227754887,1.0514211408567837,0.9410000000000001,1.1638741387072877,0.8949988176350795,0.8135087339434367,0.9976278455354686,0.8144610676171213,0.545289564035527,0.7793565426170468,0.7507226890756302,6.25,4.6,-1.1350171837535152,1.1732186938579445,-0.4889148856552719,0.06810341954204281,0.9482421875,1.4698025049026584,-0.03908910693230988,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,moving_peaks,other,clean,1,20,4.0,interior,0.0,0.14245073010596254,,0.25124166428791084,0.14076398102545432,1.0062170327562086,0.1,-0.32863290898055164,-1.4109214934127414,1.08228858443219,,,-0.838289321556862,0.8211880389042253,0.96,0.4544832394462647,0.4544832394462647,0.09463821574828683,0.0,,0.9770992386185702,0.9783817527010804,1.0,2.85,1.0,-0.2105849017035819,0.9298770615255076,0.12330591743058564,0.42115243762874793,0.883203125,0.7735166411245153,-0.04022411453890849,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,moving_peaks,other,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.8382500704032928,0.8382500704032928,0.3843685111174283,0.17856325432162154,1.0658854421455428,0.5,-1.5260588906184727,-1.690757425772476,0.1646985351540034,-1.4203180061010627,0.5905299079647357,-1.0847493175048881,1.1489726642491935,0.925,1.0889436597450177,0.6140035822714582,0.5793882561733271,0.9976278455354686,0.5808060908496654,0.3781107046718308,0.6576998799519809,0.5503625450180072,17.6,14.4,-0.7828613700364706,1.1016231633594205,-0.23666444591946983,0.29371142523874216,0.9025390625,0.9926141424699881,-0.03409132267116623,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,powell,classical,clean,1,20,4.0,interior,0.0,0.04269084766569767,,0.47383522408599077,0.3136840813241122,0.7377166599893737,0.15,0.20315381135994012,-1.6232991020005105,1.8264529133604506,,,0.21824388596659144,1.5793974426496544,0.897,0.5819715781858898,0.5819715781858898,0.013467024808391445,0.0,,0.9996569599436139,0.9856278511404561,1.0,4.9,1.0,-0.00023044620710014038,0.8065502971211235,0.36602942284185197,0.7696125758182649,0.6298828125,0.25073876257734085,-0.00576560758329146,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,powell,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.8884533277057238,0.8884533277057238,0.4713602840896286,0.27182504252920664,0.992117121191742,0.35,-1.570721267940588,-1.7914060104024336,0.22068474246184575,-1.4203180061010627,0.5950149841586023,-0.7725777294880025,1.2056472224978163,0.9199999999999999,1.1891297280501063,0.713972365528464,0.5265794711758559,0.9976278455354686,0.5261724390033018,0.5511585500580243,0.5936950780312125,0.39185594237695076,17.05,19.3,-0.09594611779549335,1.3070739666620956,-0.7136160397854168,0.4422996180476081,0.858984375,0.913576181492345,0.08445159853119692,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,power_law_practice,law,clean,1,20,4.0,boundary,0.0,0.026112849417009032,,0.964073578982411,0.23818733340816775,2.172850103484219,2.8,0.9188812149620785,-2.0354246045313937,2.954305819493473,,,1.152506273759662,1.1567481438809375,0.9339999999999999,0.47725426597421067,0.47725426597421067,0.008073203353130994,0.0,,0.9998283321976759,0.9987007822855206,1.0,1.1,1.0,-0.00463599502833009,0.4997403677733182,0.5906117664727191,0.972674310482948,0.7515625,0.12910326732994845,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,power_law_practice,law,gaussian_1sd_onset0,1,20,4.0,boundary,0.9976278455354686,0.7912084915942755,0.7912084915942755,0.7270935272142669,0.26868915574221813,1.8042808915840738,1.6,-1.4572826291853156,-1.6892890541435155,0.23200642495819981,-1.4203180061010627,0.4781697212893013,-0.5872977145691209,1.1823880026047302,0.925,1.0580985858092542,0.5696361658253176,0.49981977124802607,0.9976278455354686,0.5081174656771041,0.26781900790778457,0.5574819242594284,0.3130264884117257,17.95,20.1,-0.40050428563719925,1.0025969382085278,-0.0916614190772776,0.656327689125885,0.844140625,0.7116944698294387,0.005970404489178585,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,rastrigin,classical,clean,1,20,4.0,interior,0.0,0.3875007411165057,,0.2751942122106689,0.14800474923563717,0.5086967679940446,0.0,-0.8280191047008223,-1.426072980789059,0.5980538760882367,,,-2.9424541366614845,1.0035944212288548,0.945,0.572363808665957,0.572363808665957,0.3352183939853401,0.0,,0.8602670267805841,0.8708235294117646,1.0,5.45,1.0,-0.7960716078936361,1.0248514723407682,-0.01640943943559343,0.3012143123796585,0.8353515625,0.7754317028912728,-0.1910127985409406,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,rastrigin,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.9185478389065947,0.9185478389065947,0.3929960446332256,0.18511542379050558,1.0785997082114451,0.6,-1.610040373776264,-1.7719916975927883,0.1619513238165243,-1.4203180061010627,0.466514621490054,-1.7121974717234305,1.1436843069493439,0.922,1.1797416998409491,0.7718665221294411,0.6880013710027677,0.9976278455354686,0.6918042359863852,0.4372416867619088,0.6963985594237695,0.6651428571428571,9.4,5.75,-1.0265205944703637,1.3104566872819794,-0.741196063224142,0.21181973425066847,0.83515625,1.0419959853116452,-0.08826602946245686,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,rosenbrock,classical,clean,1,20,4.0,interior,0.0,0.019019581576347318,,0.9572815693578806,0.3386559224187681,15.369495482615918,1.0,1.1211070528963911,-1.514796741375068,2.635903794271459,,,1.1723587805178137,1.290828425145029,0.906,0.48356781963224427,0.48356781963224427,0.006712095451819365,0.0,,0.9999364692101127,0.9724129651860742,1.0,6.0,1.0,-0.004773114432037935,0.5644213485541455,0.6688363959402152,0.9179698228999771,0.574609375,0.19790135722868832,-0.0059043844347394705,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,rosenbrock,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.8450018793945949,0.8450018793945949,0.49295616259591013,0.24705411915587736,1.3418675892939984,0.7,-1.5102485308585583,-1.7158784838333925,0.20562995297483408,-1.4203180061010627,0.6354503695961976,-0.7462437639609583,1.1761914656433696,0.9179999999999999,1.0946230693621284,0.6049300746569914,0.5190508042157782,0.9976278455354686,0.5242273946761309,0.46636310516866786,0.5729171668667467,0.4155486194477791,22.05,23.1,-0.20970734891283738,1.0964771499082997,-0.31956839236953244,0.5181787880521858,0.8751953125,0.8637113750733809,-0.032005862281412986,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,schwefel,classical,clean,1,20,4.0,interior,0.0,0.33915870512381013,,0.2866686854474041,0.07656000656300302,1.2587437868312672,0.85,-0.9783133061459258,-1.5843067835453193,0.6059934773993935,,,-1.8682919747207882,0.9520046384615769,0.953,0.6944621279725969,0.6944621279725969,0.258420511812241,0.0,,0.912513038566282,0.9348529078298726,1.0,5.95,1.0,-0.5749555564930883,1.1281540142222994,-0.1786278136173789,0.051737855768566585,0.87265625,1.0078529076935165,-0.07554671813339067,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,schwefel,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.8366728327458735,0.8366728327458735,0.4060752119655361,0.16002499297025846,1.028702106089671,0.7,-1.6180462146245667,-1.7795259225627835,0.16147970793821678,-1.4203180061010627,0.3899594836056228,-2.3145105777727606,1.126860847179351,0.9289999999999999,1.2002078979550417,0.8548107725253544,0.781011747623974,0.9976278455354686,0.7812182958062291,0.2933129611522884,0.6306074429771908,0.6785882352941176,11.0,8.1,-0.9536165479050809,1.213546022528972,-0.3796914246578823,0.04528149770810806,0.858984375,1.1000200880449507,-0.06330364983636697,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,shekel,classical,clean,1,20,4.0,interior,0.0,0.560443101556081,,0.07756784079212166,0.060352425214870775,0.1353417223107819,0.0,-2.1496815812851713,-3.202236885970153,1.0525553046849825,,,-2.2495840023861224,0.35766800937059207,0.9879999999999999,1.4797953576622143,1.4797953576622143,0.2040091783703757,0.0,,0.9983906321874894,0.9989051620648258,1.0,1.5,1.0,-0.712357459019959,1.5171669894495499,-2.191164876115066,0.02644011888760856,0.999609375,6.216332586711543,-0.001566886692725595,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,shekel,classical,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.8657072804239185,0.8657072804239185,0.1536931785170406,0.09569058695780898,0.276474466428416,0.05,-2.0077398657646364,-2.735832430798653,0.7280925650340166,-1.4203180061010627,0.6255479652595224,-2.064916547864643,0.7439760375119235,0.9570000000000001,1.4965829828794888,1.1941143182433898,0.8588609657497953,0.9976278455354686,0.8639521763934546,0.841786092033523,0.9206866746698678,0.8706506602641056,5.25,4.55,-1.367826507468838,1.2987403987565789,-1.2757041435938934,0.13221096131733262,0.973828125,4.051502534143125,-0.00083317359103968,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,steering_law,law,clean,1,20,4.0,interior,0.0,0.014249258270311666,,0.8547803810920411,0.4455821744015819,2.254072165145983,1.35,1.4644604750516914,-1.466858885411407,2.9313193604630987,,,1.5840069024860222,1.2438534808857398,0.925,0.36263496644400434,0.36263496644400434,0.00310779358075257,0.0,,0.9999856904111052,0.9866385855898161,1.0,5.4,1.0,-0.0008004315910210081,0.5457354890375417,0.6555954064645528,0.932836962119478,0.724609375,0.11798444320572565,-0.0010747314299616975,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,steering_law,law,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.866538235318467,0.866538235318467,0.6965890734995086,0.3241061465606663,1.6993185145601484,1.05,-1.5536545679427445,-1.988615043205811,0.43496047526306636,-1.4203180061010627,0.7568100833624247,-0.7423421983654849,1.2339394507045744,0.9189999999999999,1.2312524126009619,0.7448522871954069,0.5024980728885552,0.9976278455354686,0.5067693516395588,0.6295735982532611,0.6658950213634892,0.441691270402844,19.1,21.7,-0.2872165811178306,1.254020703005444,-0.972267803629786,0.5868164554245822,0.8400390625,0.740313182185294,0.09679321628689484,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,stevens,law,clean,1,20,4.0,boundary,0.0,0.027634768931409738,,1.2812720478554602,0.8913340765065125,1.6852175442715531,2.95,1.7196810193319767,-1.8256639506962316,3.5453449700282085,,,2.09673550672023,0.7606038258838101,0.958,0.18055178185474338,0.18055178185474338,0.014448008559244354,0.0,,0.9997279096088854,0.9971534326090856,1.0,1.0,1.0,-0.013485880575567544,0.14651907541699855,0.9712600301493252,0.9927389348249026,0.741015625,0.08372850573353993,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,stevens,law,gaussian_1sd_onset0,1,20,4.0,boundary,0.9976278455354686,0.849578185993432,0.849578185993432,0.6987415550428672,0.4408466220798727,1.099599812093444,0.95,-1.4547507308090046,-1.8278536464002535,0.3731029155912486,-1.4203180061010627,0.4367521283679813,-0.5293243666316683,1.1507807415413178,0.925,1.029174731881121,0.5112042411504603,0.4687041080761424,0.9976278455354686,0.46918906099037605,0.6901609191487104,0.8209121592087429,0.5948196683156063,18.4,21.4,-0.65969745652402,0.7713806611791225,0.30300028133703955,0.6838719117763326,0.9275390625,0.7320713419334149,0.08598535614228844,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,weber_fechner,law,clean,1,20,4.0,boundary,0.0,0.027978638985256273,,0.6528664437948645,0.45982932587301173,0.9603330386118897,0.3,0.3838090560225353,-2.0258510405129204,2.4096600965354558,,,0.5361675466892145,1.2082734433220441,0.916,0.7097380071161585,0.7097380071161585,0.006263468268123155,0.0,,0.9999723073727751,0.9992544116246747,1.0,1.15,1.0,-0.006970208425813191,0.718581547158075,0.41509715500452177,0.9254583428702219,0.690625,0.30937501566865766,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,weber_fechner,law,gaussian_1sd_onset0,1,20,4.0,boundary,0.9976278455354686,0.8793636230981086,0.8793636230981086,0.5724391931887723,0.34885445613144617,0.9417206559689542,0.7,-1.5571778978254058,-1.904067282398178,0.3468893845727723,-1.4203180061010627,0.7115721570280037,-0.7278416925277884,1.1884377599360179,0.9259999999999999,1.1833231599577219,0.692089630519688,0.5231681746964021,0.9976278455354686,0.5275037821179798,0.6545950561826261,0.8102558353450078,0.5752375902831092,17.75,19.85,-0.4914516123851282,1.118180581239981,-0.358539949242285,0.6007002102883954,0.8876953125,0.8586136909846374,0.0490570121088384,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,yerkes_dodson,law,clean,1,20,4.0,interior,0.0,0.04820805535973942,,0.4346362862005261,0.321524157468866,1.109420009805506,0.05,-0.24077712430895373,-2.1175040933227125,1.876726969013759,,,-0.24584127406720563,0.5944307203148878,0.978,0.550405944305081,0.550405944305081,0.015378571794073459,0.0,,0.9998956818218234,0.9962278482742848,1.0,2.7,1.0,-0.04102570113621502,0.7593689020800267,0.4172388378757734,0.7337509656099793,0.90078125,0.7128849101765831,-0.0038995667085861352,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
landscape,yerkes_dodson,law,gaussian_1sd_onset0,1,20,4.0,interior,0.9976278455354686,0.789817719893408,0.789817719893408,0.3351053534860945,0.1632283977681957,0.7351204817992485,0.15,-1.4847978464976923,-1.8367277977923986,0.35192995129470633,-1.4203180061010627,0.8466137657348607,-1.0191484109803157,1.0962294433589632,0.931,1.0430184258041377,0.5881561768870383,0.5869078283341772,0.9976278455354686,0.5940401953740401,0.6834386599442859,0.8319183673469388,0.6791164465786313,10.75,13.2,-0.7531850396551908,1.0946988079545166,-0.25153481334828215,0.4113863259655465,0.9404296875,1.1279999724320295,0.07536474473198548,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
