arm,group,family,what,reference_dir,reference_acqs,arm_acqs,error_model,pooled_over_acquisitions,scope,acquisition,jitter_std,jitter_iteration,n_landscapes,n_pairs,delta_deployed,delta_deployed_lo,delta_deployed_hi,price_deployed,price_deployed_lo,price_deployed_hi,std_deployed,std_deployed_lo,std_deployed_hi,std_clean_deployed,std_clean_deployed_lo,std_clean_deployed_hi,arm_deployed,arm_deployed_lo,arm_deployed_hi,cost_deployed,cost_deployed_lo,cost_deployed_hi,delta_search,delta_search_lo,delta_search_hi,price_search,price_search_lo,price_search_hi,std_search,std_search_lo,std_search_hi,std_clean_search,std_clean_search_lo,std_clean_search_hi,arm_search,arm_search_lo,arm_search_hi,cost_search,cost_search_lo,cost_search_hi,delta_selection,delta_selection_lo,delta_selection_hi,price_selection,price_selection_lo,price_selection_hi,std_selection,std_selection_lo,std_selection_hi,std_clean_selection,std_clean_selection_lo,std_clean_selection_hi,arm_selection,arm_selection_lo,arm_selection_hi,cost_selection,cost_selection_lo,cost_selection_hi,delta_deployed_wilcoxon_p,delta_search_wilcoxon_p,delta_selection_wilcoxon_p,price_deployed_wilcoxon_p,price_search_wilcoxon_p,price_selection_wilcoxon_p,identity_max_abs_err,min_run_selection_arm_noisy,min_run_selection_std_noisy,max_abs_run_selection_std_clean,max_abs_run_selection_arm_clean,selection_lowered_ci,search_raised_ci,masking_ci,masking_point,conc_delta_gap10,conc_delta_gap10_lo,conc_delta_gap10_hi,conc_delta_n_near_top,conc_delta_n_near_top_lo,conc_delta_n_near_top_hi,conc_std_gap10,conc_std_gap10_lo,conc_std_gap10_hi,conc_std_n_near_top,conc_std_n_near_top_lo,conc_std_n_near_top_hi
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,pooled,all,,,20,800,0.011069772292600534,-0.020903832941103446,0.039340324472191546,0.014092986747782065,-0.007698266498048117,0.040820501557170964,0.31664557295123863,0.24802414408630796,0.388180942364647,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.32771534524383916,0.25486348390858665,0.4017040772091014,0.20573193353623243,0.17391585231665205,0.23904589202364288,0.0005435253736314899,-0.015671197702257177,0.018119169773692947,0.014092986747782065,-0.007698266498048117,0.040820501557170964,0.17840095485059612,0.10687106143183324,0.26164413746744203,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.17894448022422765,0.09718574047026787,0.2680412594237269,0.06748731543558999,0.045737097052560384,0.09149387028113919,0.010526246918969029,-0.0194937183075915,0.03553180752668303,0.0,0.0,0.0,0.13824461810064245,0.10763400689262718,0.1732093949894268,0.0,0.0,0.0,0.1487708650196115,0.12011210304850252,0.17549677466226954,0.13824461810064245,0.10763400689262718,0.1732093949894268,0.38837623596191406,0.49800872802734375,0.16495704650878906,0.46911315243545415,0.46911315243545415,1.0,5.551115123125783e-17,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,0.05,0.0,20,100,0.008891384957452229,-0.01232607517893506,0.03040380272615912,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.12395193118335786,0.0541105476773305,0.20070256220525265,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.1328433161408101,0.061042020271495454,0.2131331249919601,0.01303829176835172,-0.012858326756787759,0.04404545669934665,0.00900467831367451,-0.012316206028072846,0.030573010740421916,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.1202209383973569,0.05022533287204081,0.19862086856750846,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.12922561671103144,0.05668563794331597,0.21141530123585556,0.009307298982350755,-0.01597220807965706,0.040337055244290376,-0.0001132933562222694,-0.001449069143679609,0.0011231782616954648,0.0,0.0,0.0,0.0037309927860009625,0.0018114299751232068,0.005940023597597184,0.0,0.0,0.0,0.003617699429778693,0.0014007778923704848,0.0062908231723222035,0.0037309927860009625,0.0018114299751232068,0.005940023597597184,0.4924592974852695,0.6791156892928161,0.8752911852109797,0.46911315243545415,0.46911315243545415,1.0,3.5019730171281793e-17,0.0,0.0,0.0,0.0,False,False,False,True,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,0.05,20.0,20,100,0.022615987256699006,0.0008877813284123595,0.047477769917561356,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.11056834135777986,0.0496659799710858,0.18309379063770675,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.13318432861447888,0.05945159905471676,0.21742737950697705,-0.0003452980572262912,-0.01250411918008199,0.009596546746895104,0.02429536363903435,0.0032708839549918257,0.04867890655917464,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.10602538779367321,0.044037367541696223,0.17931740058755424,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.13032075143270758,0.056041863922186096,0.21604053675326726,-0.004888251621332933,-0.016736846013994094,0.004170097904078131,-0.0016793763823353407,-0.003456856235710311,-0.00011875999865307182,0.0,0.0,0.0,0.004542953564106638,0.0018326931409825423,0.007672529577457134,0.0,0.0,0.0,0.0028635771817712976,0.0013587166311411453,0.004554208965000334,0.004542953564106638,0.0018326931409825423,0.007672529577457134,0.24613691576742636,0.04373288761671472,0.05553298081594267,0.46911315243545415,0.46911315243545415,1.0,3.230922474006803e-17,0.0,0.0,0.0,0.0,True,True,True,True,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,0.25,0.0,20,100,0.00943145299660672,-0.030039930892440822,0.04848702329048528,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.16021828346657627,0.08831941827528814,0.2454643040870523,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.16964973646318302,0.09204251011376613,0.2520881596392935,0.04930464405157013,0.027744265195751083,0.07247682177893712,0.010314051926219554,-0.02919635721539496,0.048966955860299886,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.1364889936947254,0.06544096088544787,0.22334441121053833,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.14680304562094498,0.07083681977174874,0.22944989937031288,0.02557535427971926,0.002889235152923476,0.051332399750710814,-0.0008825989296128358,-0.010526690725456814,0.008139450773715091,0.0,0.0,0.0,0.023729289771850882,0.014717950354665069,0.033547946993737664,0.0,0.0,0.0,0.022846690842238043,0.015014833257084125,0.031799381017062096,0.023729289771850882,0.014717950354665069,0.033547946993737664,0.6291623521725525,0.6191537066890378,0.9039076325167246,0.46911315243545415,0.46911315243545415,1.0,3.903127820947816e-17,0.0,0.0,0.0,0.0,False,False,False,True,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,0.25,20.0,20,100,0.004296814180855619,-0.015492739628595062,0.02507795060159999,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.14807699730550103,0.08267387447189728,0.2228460513130075,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.1523738114863566,0.0829573194165329,0.23053502353974764,0.037163357890494846,0.01541276212921828,0.06140143841403858,0.0018287649515426247,-0.016107094044683034,0.0202005486184398,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.12865155968185737,0.06172603981336469,0.20514629875526286,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.1304803246334,0.06080532919066673,0.21041922381920428,0.017737920266851216,-0.002126908477546605,0.04257669471803773,0.002468049229312991,-0.004839570969710702,0.00904573304544558,0.0,0.0,0.0,0.019425437623643637,0.012180014045049044,0.02743154669145863,0.0,0.0,0.0,0.021893486852956633,0.014736047357756228,0.028784867503373546,0.019425437623643637,0.012180014045049044,0.02743154669145863,0.8106969968597719,0.8767217432348915,0.47239920501692023,0.46911315243545415,0.46911315243545415,1.0,2.862293735361732e-17,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,1.0,0.0,20,100,-0.04044987787594198,-0.1032874488618299,0.019966983126656297,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.36715684656635816,0.2831713262797626,0.4522575855211353,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.32670696869041616,0.22488215683717921,0.4359250107851723,0.256243207151352,0.2072844743357233,0.30305551623802157,-0.021262433801040752,-0.06505305777969085,0.025944947305202797,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.23202358327766914,0.15488744380004718,0.31905819775062566,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.21076114947662838,0.1072371220709643,0.327278104952199,0.12110994386266298,0.08716369617038326,0.15421879775622233,-0.01918744407490124,-0.05548806302555732,0.015243941498879978,0.0,0.0,0.0,0.135133263288689,0.09563330658099929,0.17569491613937355,0.0,0.0,0.0,0.11594581921378777,0.08280698423588274,0.15286154885154948,0.135133263288689,0.09563330658099929,0.17569491613937355,0.24548721313476562,0.24548721313476562,0.38837623596191406,0.46911315243545415,0.46911315243545415,1.0,6.938893903907228e-17,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,1.0,20.0,20,100,0.024092354241845297,-0.011042476253935792,0.06060102617013009,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.2305970564680893,0.15458346566172598,0.3079474118970675,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.2546894107099345,0.17565863247733826,0.3365084043238492,0.11968341705308312,0.08796616738964386,0.15033860016477266,0.0041115119767477296,-0.02377747264844906,0.03479369146670489,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.13520018388002003,0.06675437684164565,0.20893206266451383,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.13931169585676775,0.06198416475118907,0.22575632540707033,0.024286544465013882,0.00963967261417783,0.04399146497736334,0.01998084226509757,-0.0013761614542118948,0.04236126649556703,0.0,0.0,0.0,0.09539687258806921,0.06915570063760293,0.12041824122750232,0.0,0.0,0.0,0.11537771485316681,0.08411343454652334,0.1452862465200138,0.09539687258806921,0.06915570063760293,0.12041824122750232,0.29542405582364173,0.9176315934670087,0.24320097107575667,0.46911315243545415,0.46911315243545415,1.0,3.469446951953614e-17,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,5.0,0.0,20,100,0.030520240204309223,-0.06693618830707121,0.13428379159130352,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.7547087306962615,0.6561832487358831,0.8458448844850347,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.7852289709005709,0.6842886512156026,0.8856899045600577,0.6437950912812554,0.5507828920843318,0.7395414796631241,-0.014765460663549302,-0.06608142914240944,0.032593983320852705,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.38405314982965966,0.28032830969521705,0.4935935679390079,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.3692876891661103,0.25717988481913373,0.4822367400529988,0.2731395104146535,0.20211462020912033,0.3473128063282396,0.04528570086785855,-0.04957490724561872,0.13172028452652929,0.0,0.0,0.0,0.370655580866602,0.29888731618433007,0.4484234935856179,0.0,0.0,0.0,0.4159412817344605,0.3250660719968376,0.5070258258230786,0.370655580866602,0.29888731618433007,0.4484234935856179,0.9272785186767578,0.6215133666992188,0.36827659606933594,0.46911315243545415,0.46911315243545415,1.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-aei,acquisition-side,augmented EI,"augmented expected improvement, against LogEI",output-boba,logei,aei,gaussian,True,cell,all,5.0,20.0,20,100,0.029159822378978094,-0.23665869795974678,0.22240114825725565,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.6378863965659849,0.45251779178026597,0.8543617388786869,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.667046218944963,0.5303050474265923,0.7849727403932043,0.5269727571509787,0.36299761795224256,0.7444486902302814,-0.009178273353576747,-0.02920579860668321,0.01150784153408606,0.01409298674778207,-0.007698266498048117,0.04082050155717097,0.1845438422498075,0.09258161567604381,0.2861096842327055,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.17536556889623073,0.08457222224186074,0.2750697197673504,0.07363020283480134,0.036430436553157315,0.11532049074751277,0.038338095732554825,-0.22653303146423895,0.23001807588290515,0.0,0.0,0.0,0.45334255431617737,0.29398563901433333,0.6751939987028797,0.0,0.0,0.0,0.4916806500487323,0.3674317189129976,0.6170531659655334,0.45334255431617737,0.29398563901433333,0.6751939987028797,0.1893482208251953,0.27753025059514513,0.14290618896484375,0.46911315243545415,0.46911315243545415,1.0,2.7755575615628914e-16,0.0,0.0,0.0,0.0,False,False,False,False,,,,,,,,,,,,
q-ts,acquisition-side,Thompson sampling,"Thompson sampling, against LogEI",output-boba,logei,ts,gaussian,True,pooled,all,,,20,800,0.13389904277494255,0.09138348812750217,0.18384769723995295,0.08055043286428512,0.03597926516902116,0.12772627442222798,0.31664557295123863,0.24802414408630796,0.388180942364647,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.45054461572618115,0.3572201172343576,0.5426718434528227,0.20573193353623243,0.17391585231665205,0.23904589202364288,0.056974999427499895,0.018829554673150218,0.09858043204387967,0.08055043286428512,0.03597926516902116,0.12772627442222798,0.17840095485059612,0.10687106143183324,0.26164413746744203,0.11091363941500613,0.04589452599237024,0.18611661013170958,0.23537595427809607,0.13213560976685693,0.3440558048240059,0.06748731543558999,0.045737097052560384,0.09149387028113919,0.07692404334744264,0.04941383555685074,0.10407263609552929,0.0,0.0,0.0,0.13824461810064245,0.10763400689262718,0.1732093949894268,0.0,0.0,0.0,0.21516866144808508,0.17207776200887767,0.2575209208221492,0.13824461810064245,0.10763400689262718,0.1732093949894268,5.7220458984375e-06,0.069580078125,6.29425048828125e-05,0.0019187660162923678,0.0019187660162923678,1.0,1.1102230246251565e-16,0.0,0.0,0.0,0.0,False,True,False,False,,,,,,,,,,,,
