landscape,group,acquisition,seed,condition,file,dim,n_train,opt_z,injected_sd,realized_noise_sd,gp_fit_ok,gp_n_warnings,gp_kernel,noise_sd_fit,noise_sd_ratio,noise_var_standardised,target_stdv,outputscale,ls_geomean,ls_min,ls_max,ls_median,n_ls_above_1,loo_lpd,loo_lpd_trivial,loo_lpd_gain,loo_lpd_oracle,loo_lpd_frac_achievable,loo_lpd_true_latent,loo_mean_z2,loo_cov95,loo_rmse_rating,loo_rmse_true,visited_rmse_pm,visited_rmse_obs,visited_shrink_ratio,visited_r2_pm,visited_spearman_pm,visited_spearman_obs,visited_true_sd,rank_best_visited_under_pm,rank_best_visited_under_obs,pm_bias_at_best_visited,pm_mean_bias,sobol_rmse,sobol_r2,sobol_spearman,sobol_cov95,sobol_mean_post_sd,sobol_true_sd,regret_pm,regret_best_observed,regret_best_visited,pm_gain_over_opt_z,idx_pm,idx_best_observed,idx_best_visited,log_final_simple_regret_true,log_final_inference_regret_true,check_posterior_mean_err,check_posterior_var_err,check_oracle_err
ackley,classical,qnei,7,clean,ackley/bo_sensor_error_ackley_value_qnei_seed7_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.8076626462416568,,0.02590275738641401,5.018304370783378,,0.16060291381919325,0.12065286023951796,0.2682860905193033,0.14343667734695753,0,-2.211115721033963,-3.0633613892478,0.8522456682138371,,,-2.636189154849857,0.42831569937711295,0.98,1.2407859035816298,1.2407859035816298,0.3858189838483378,0.0,,0.9939684752712055,0.99875150060024,0.9999999999999999,4.967867870894624,1,1,-2.2601078008788686,4.6545020759847235e-08,0.7372240703251918,-0.10619703805723169,0.1935397116044861,1.0,4.585484919649314,0.7009439003338509,3.709068550754754,3.709068550754754,3.709068550754754,0.0,24,24,24,3.709068550754754,3.709068550754754,4.601681605175017e-15,6.678960351118811e-16,0.0
ackley,classical,qnei,8,clean,ackley/bo_sensor_error_ackley_value_qnei_seed8_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.7457116797916671,,0.022001514308594282,5.027414098496501,,0.1349167358236108,0.1118584906162806,0.19208384608090923,0.12420192141388425,0,-2.13916863076051,-3.059007447036893,0.9198388162763833,,,-2.4280352135759924,0.42309612861297224,0.98,1.018254516765668,1.018254516765668,0.34933829401266314,0.0,,0.9950730631368935,0.9991356542617047,0.9999999999999999,4.976886041231621,1,1,-1.909716686807478,-1.1304540923595673e-06,0.9991718686691519,-1.0319540119925739,0.04140535591668573,1.0,4.775949151513904,0.7009439003338509,3.4426071351939243,3.4426071351939243,3.4426071351939243,0.0,30,30,30,3.4426071351939243,3.4426071351939243,7.066682014244611e-15,1.1091295977652732e-15,0.0
ackley,classical,qnei,9,clean,ackley/bo_sensor_error_ackley_value_qnei_seed9_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,1.0249394860466188,,0.0381383409033407,5.248283983091801,,0.14617943209515932,0.13736552984378694,0.15772063652080479,0.145350451542259,0,-2.311575921887822,-3.1032676509142436,0.7916917290264216,,,-2.84165994889762,0.4302940914557316,0.98,1.204783984377317,1.204783984377317,0.5300539619212321,0.0,,0.9895917086330768,0.9984633853541416,0.9999999999999999,5.195536071651739,4,1,-2.832711453913806,6.401309966155844e-07,0.7703080922242795,-0.20770926711764903,0.17311098077363238,1.0,4.930518045911529,0.7009439003338509,5.18543040228491,3.2936616448958738,3.2936616448958738,-0.09410639127218913,31,26,26,3.2936616448958738,3.2936616448958738,5.7538933424891325e-15,9.99602324873141e-16,0.0
ackley,classical,qnei,10,clean,ackley/bo_sensor_error_ackley_value_qnei_seed10_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.30245582901622525,,0.045582607306570065,1.4166493844949248,,0.8605878305104359,0.07343557152179364,7.353614632155416,3.079489946909908,2,-0.8099237012510614,-1.882735482852642,1.0728117816015805,,,-1.2358107848104316,1.0069106059964448,0.92,0.5666938833564557,0.5666938833564557,0.21465285272811627,0.0,,0.9765726859730237,0.8754745185197981,1.0,1.402411340876154,2,1,-0.4305664014184183,3.594209039259333e-07,0.9752109547573442,-0.9356668865955604,0.19844858663309678,0.8984375,0.9810847687086723,0.7009439003338509,16.045372852134946,15.039953350456504,15.039953350456504,-0.05001478148324428,49,45,45,15.039953350456504,15.039953350456504,5.015656968738447e-15,7.779434180977596e-16,0.0
ackley,classical,qnei,11,clean,ackley/bo_sensor_error_ackley_value_qnei_seed11_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.39164609389516053,,0.005187595111464229,5.437643901726726,,0.12985824628282477,0.08677414363355138,0.16219910933855244,0.14214171070533543,0,-1.9793902086913548,-3.1371042989109164,1.1577140902195615,,,-2.0062171351917653,0.40999110000097,1.0,1.1157315032330861,1.1157315032330861,0.12823683424981358,0.0,,0.9994324841777764,0.9996158463385355,0.9999999999999999,5.382992827224101,1,1,0.08274887774683748,-1.6888831211314682e-08,0.8559098043878688,-0.49104063989173774,0.02928158617532615,1.0,5.219615587252747,0.7009439003338509,4.133437529589813,4.133437529589813,4.133437529589813,0.0,47,47,47,4.133437529589813,4.133437529589813,8.820297086496696e-15,8.880140728296398e-16,0.0
ackley,classical,qnei,12,clean,ackley/bo_sensor_error_ackley_value_qnei_seed12_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.4485507511990006,,0.0134745813133428,3.864149749968432,,0.2067816475284161,0.1528805287258991,0.2551427702492753,0.21693561896124985,0,-1.272859056180076,-2.8156235929411,1.542764536761024,,,-1.6830760109606642,0.7048796205523025,0.96,0.7567259888611233,0.7567259888611233,0.27701192427467464,0.0,,0.9947559967106092,0.9847298919567826,0.9999999999999999,3.825313088412172,1,1,-0.137233791866203,1.3089370587415772e-09,1.0652968001668421,-1.3098018422667086,0.2265492675669489,1.0,3.4217058089810974,0.7009439003338509,7.059346133673024,7.059346133673024,7.059346133673024,0.0,49,49,49,7.059346133673024,7.059346133673024,1.2871652167106967e-14,1.1115871695909694e-15,0.0
ackley,classical,qnei,13,clean,ackley/bo_sensor_error_ackley_value_qnei_seed13_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.6326882170768848,,0.015546094126527512,5.074334587153693,,0.14772811320548174,0.13368632255944082,0.16955841275382794,0.14508762985751344,0,-2.119644588519275,-3.0660498636762683,0.9464052751569931,,,-2.3343419804528933,0.3985219576117824,0.98,0.9844953868131777,0.9844953868131777,0.275485883704551,0.0,,0.9969924391414611,0.9996158463385355,0.9999999999999999,5.023334955220143,1,1,-1.6558540094844076,-3.028775008573348e-10,0.7190648940070982,-0.05237288778759641,0.1355179961089494,1.0,4.759476213387787,0.7009439003338509,4.554889549224214,4.554889549224214,4.554889549224214,0.0,30,30,30,4.554889549224214,4.554889549224214,7.701472931197915e-15,1.1102716824483212e-15,0.0
ackley,classical,qnei,14,clean,ackley/bo_sensor_error_ackley_value_qnei_seed14_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.7072077851179922,,0.01570094618109422,5.6439625111209075,,0.10003349732448658,0.09689741228326454,0.10603761387247175,0.09873560832893694,0,-2.272571762745987,-3.172483839114798,0.8999120763688109,,,-2.518573507099418,0.34220102708381483,0.98,1.2753706142725387,1.2753706142725387,0.29129040509245263,0.0,,0.9972819462386392,0.9999039615846338,0.9999999999999999,5.587237830126748,1,1,-1.446388462751294,3.244429385418357e-07,1.5326501102678953,-3.781008545078314,0.008847133211261158,1.0,5.5491670371060176,0.7009439003338509,2.099282543226032,2.099282543226032,2.099282543226032,0.0,29,29,29,2.099282543226032,2.099282543226032,5.665243708866219e-15,8.870125728411788e-16,0.0
ackley,classical,qnei,15,clean,ackley/bo_sensor_error_ackley_value_qnei_seed15_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,0.5610218098723299,,0.011558557930017614,5.218286480639859,,0.14834664529326458,0.11201005866135738,0.18739632356590352,0.15249805534100347,0,-1.7440015183594064,-3.097604642987469,1.3536031246280626,,,-2.030509058239913,0.5424999044811315,0.98,1.0086030101179904,1.0086030101179904,0.28762281110973087,0.0,,0.9968999782445288,0.9977911164465786,0.9999999999999999,5.165840059288339,2,1,-1.500485923149414,1.0784830264798374e-06,1.0910859432036422,-1.422988760896979,-0.3371809910734721,1.0,4.981607513600802,0.7009439003338509,4.380542499822425,3.2927044927399614,3.2927044927399614,-0.054114705476240324,46,40,40,3.2927044927399614,3.2927044927399614,5.27635481740124e-15,1.555424503181339e-15,0.0
ackley,classical,qnei,16,clean,ackley/bo_sensor_error_ackley_value_qnei_seed16_baseline_exact.csv,4,50,20.102447153853433,0.0,0.0,True,0,RBFKernel,1.268402501276026,,0.051872279518479086,5.569156510465577,,0.17062055203037857,0.0994815185794667,0.2740124160628342,0.17644957384094595,0,-2.3364207740332885,-3.158122554297779,0.8217017802644904,,,-2.6654460200226566,0.46026873762945064,1.0,1.437081497006003,1.437081497006003,0.6407826286124771,0.0,,0.9864912072921588,0.9961584633853541,0.9999999999999999,5.513183667655188,2,1,-2.22263349022597,0.0007736929291148209,0.7849709727385515,-0.2541245605196494,0.222382124055848,1.0,5.063958333868233,0.7009439003338509,5.15463677915915,3.7918559377022234,3.7918559377022234,-0.06779178828462659,27,37,37,3.7918559377022234,3.7918559377022234,3.5085968937456264e-15,7.767676272308109e-16,0.0
ackley,classical,logei,7,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed7_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0279233047221594,True,0,RBFKernel,1.0996077613263022,1.0996077613263022,0.03829387053855055,5.619182847214551,,0.14434812399125982,0.12389407241279043,0.1735866539056594,0.14257877399908261,0,-1.905371464160173,-3.164328413966179,1.258956949806006,-1.4472516934001354,0.7331978441772736,-2.6996181122753145,0.8790789465641765,0.94,1.2884475808618419,1.1037270132227408,0.8752976716256755,1.0279233047221594,0.8515204078014968,0.9746649046189778,0.970612244897959,0.9631212484993998,5.499136518626815,1,4,-2.004319659386084,-0.20847368775311817,1.0427234084737913,-1.212950628945261,-0.27974436369878686,1.0,5.493217992943423,0.7009439003338509,3.1238089203149606,4.218075308483105,3.1238089203149606,0.054434486497748825,48,24,48,3.1238089203149606,4.218075308483105,1.2328824069313046e-14,1.1146105865130834e-15,0.0
ackley,classical,logei,8,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed8_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,0.8957342347518743,True,0,RBFKernel,0.7270679854889315,0.7270679854889315,0.01797977567242232,5.422291827914182,,0.11619757890354133,0.09689331520570792,0.1364600094164174,0.11770662249930808,0,-2.1237323685299163,-3.1267605964991776,1.0030282279692613,-1.3201084428579355,0.5551861358301288,-1.906612157221415,0.5460234812924708,0.98,1.5308461424241042,1.1591934962046204,0.7729944943075838,0.8957342347518743,0.862973038561722,0.9782392310896515,0.9702280912364946,0.9674429771908762,5.240096467085409,5,3,-0.8020692921594499,0.045949706864546906,1.4054795460188534,-3.020522877877206,-0.11048723964293886,1.0,5.294025015012738,0.7009439003338509,5.207772699320616,5.207772699320616,4.497694668352265,0.0,31,31,34,4.497694668352265,5.207772699320616,6.224449184910032e-15,8.883295043031288e-16,0.0
ackley,classical,logei,9,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed9_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,0.9956965102012483,True,0,RBFKernel,0.7992989083353738,0.7992989083353738,0.031292894158526145,4.5184174701827935,,0.17095144670492807,0.12843981218579445,0.2764479217724688,0.15619470015382025,0,-1.9121989129715593,-2.949008155574414,1.0368092426028546,-1.4146443034181448,0.6757258007256935,-1.73379359025666,1.0131232310668918,0.9,1.5066914627753367,1.069621185244023,0.8008167007666648,0.9956965102012483,0.8042779025155017,0.962892787024923,0.9799279711884753,0.9656182472989195,4.157229048115458,1,1,-0.6202468634578704,-0.09007934595642413,0.9375256010167329,-0.7889563746285893,0.0947721160448615,1.0,4.249635192047362,0.7009439003338509,5.963385827267514,5.963385827267514,5.963385827267514,0.0,49,49,49,5.963385827267514,5.963385827267514,5.405632990518101e-15,1.0005881250751397e-15,0.0
ackley,classical,logei,10,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed10_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0613163616645511,True,0,RBFKernel,0.8816196490800072,0.8816196490800072,0.7441978089387158,1.0219674590076044,,1.2348116835265877,0.6203312738298966,2.7664674292980163,1.2822075190275437,2,-1.4487701941918645,-1.4734834012221052,0.024713207030240714,-1.4821347429731129,-2.8565750540790047,-0.6804212318682891,1.1958145285597643,0.92,1.0189163707293594,0.4543374607189673,0.48045082815183815,1.0613163616645511,0.4526933207722408,-2.4249561009486285,-0.23414986265993712,0.047742556612097954,0.25961001462578026,32,2,-0.8513515096056495,-0.1540977713500858,1.4006495530872005,-2.992936948446259,0.15574001487754632,0.3671875,0.41865430530741277,0.7009439003338509,20.47372153101567,20.87522922883628,19.96719246809861,0.019973075653311405,47,16,12,19.96719246809861,20.87522922883628,5.540428294151944e-15,7.839676093521989e-16,0.0
ackley,classical,logei,11,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed11_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,0.8352352454027554,True,0,RBFKernel,0.6474888874357786,0.6474888874357786,0.030472906010739962,3.709158424107338,,0.13206716796727386,0.09232214585649086,0.2252358340839367,0.12095451493949559,0,-1.6174992842162652,-2.749940820355143,1.1324415361388778,-1.2677474907861732,0.7640309219770933,-1.5004324035515688,0.9049579542763937,0.98,1.13942358104113,0.8926306822080459,0.6771048661309548,0.8352352454027554,0.8106756388189184,0.9644943914945183,0.981752701080432,0.9753181272509003,3.593415649816341,5,2,-1.0836662787081153,0.09295286178973206,0.9175697583927069,-0.7136087114532803,-0.06775005722133211,1.0,3.6224691513660483,0.7009439003338509,9.04475001650951,9.398108238032144,8.570513650657134,0.01757787093373346,46,47,42,8.570513650657134,9.398108238032144,6.704754261767232e-15,1.1095890486056816e-15,0.0
ackley,classical,logei,12,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed12_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0546922044771148,True,0,RBFKernel,0.990950072590126,0.990950072590126,0.03264539218883654,5.48454783440174,,0.134163762301275,0.11484086939332022,0.16394372470760857,0.13131344647601645,0,-2.1232278964089244,-3.1416563894408487,1.0184284930319243,-1.4751263562970707,0.6111071944564593,-1.9419775894255256,0.8980443580914538,0.96,1.8174959937640494,1.2664993290466422,0.8932528374489931,1.0546922044771148,0.8469322458791108,0.9715787184330611,0.9829051620648258,0.9759903961584634,5.298495573495114,1,2,-0.47081237055278713,-0.09303087948026592,0.8976137726643154,-0.639881602283823,0.027648632410162508,1.0,5.341873311991945,0.7009439003338509,4.557623754462147,4.990643018185306,4.557623754462147,0.021540624403042063,49,39,49,4.557623754462147,4.990643018185306,6.153794436234747e-15,8.858084407569815e-16,0.0
ackley,classical,logei,13,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed13_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0823438418442084,True,0,RBFKernel,1.0378277670235507,1.0378277670235507,0.7392460971384607,1.207065301689802,,0.5934478597263736,0.10519284168830417,1.9450301361907993,0.8320931510381466,2,-1.6060171674744015,-1.6336275716274848,0.027610404153083357,-1.5046726291937127,0.21410892542768054,-1.1055317262572055,1.1456175006615097,0.92,1.1621794047257699,0.48565786809093553,0.4939871525316329,1.0823438418442084,0.4564050105278254,-0.46604961205336504,0.375750300120048,0.4276110444177671,0.4079822985236443,24,15,-0.6912802088177556,0.12498002801373577,1.4075458879839142,-3.0323535476733587,-0.07734678988326847,0.79296875,0.9744943239539425,0.7009439003338509,20.350965490740236,19.853725594497305,19.544669254151337,-0.024735291799914755,34,8,26,19.544669254151337,19.853725594497305,2.4373917559704145e-15,6.762652314575249e-16,0.0
ackley,classical,logei,14,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed14_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0967035960836857,True,0,RBFKernel,1.1327605725846845,1.1327605725846845,0.1468151595686254,2.9563283874188167,,0.3363608278932416,0.23117316140380267,0.5254294783884381,0.33596481586630045,0,-1.9327742480862578,-2.5369723227065806,0.6041980746203228,-1.520317922036117,0.5943003583340278,-1.623438761208811,0.9766630915579226,0.94,1.5197546069487236,0.8912616582695426,0.6453083994794103,1.0967035960836857,0.5884072978184791,0.949090251669954,0.7634573829531812,0.7210084033613444,2.860005333024491,5,4,-1.2336613348448147,-0.0879726005726139,1.2054572447831235,-1.9575840887646434,0.549279011215381,0.98046875,1.904792299167526,0.7009439003338509,12.821262972870732,12.821262972870732,12.534765669813618,0.0,49,49,46,12.534765669813618,12.821262972870732,3.605195242097977e-15,1.0035337291809108e-15,0.0
ackley,classical,logei,15,gaussian_1sd_onset0,ackley/bo_sensor_error_ackley_value_logei_seed15_jittered_exact_gaussian_jit0_std1.0.csv,4,50,20.102447153853433,1.0,1.0462940607317182,True,0,RBFKernel,0.8448113015171653,0.8448113015171653,0.5574889622662936,1.1314661831005886,,0.24834458911820131,0.07644377434450507,0.9242321314021654,0.25382003097616257,0,-1.5549476222431187,-1.5696043998168159,0.01465677757369721,-1.4663041639659065,0.14188522855698957,-0.9448768415305304,1.1552817589687123,0.94,1.1011407749998052,0.5930581900800336,0.6151262675303099,1.0462940607317182,0.5879095472453755,-2.919739999197546,0.36611112770295945,0.3545405890344435,0.3106959860793988,45,39,-1.5504156976686154,0.06992090331390292,1.2214453488839594,-2.0365578443822576,0.1333965152208743,0.9296875,1.0654149793929715,0.7009439003338509,19.9993149500242,19.861998960006595,19.85509402812065,-0.0068308096505196175,48,45,1,19.85509402812065,19.861998960006595,1.5208989131723856e-14,1.1447245691518497e-14,0.0
