landscape,group,acquisition,seed,condition,file,dim,n_train,opt_z,injected_sd,realized_noise_sd,gp_fit_ok,gp_n_warnings,gp_kernel,noise_sd_fit,noise_sd_ratio,noise_var_standardised,target_stdv,outputscale,ls_geomean,ls_min,ls_max,ls_median,n_ls_above_1,loo_lpd,loo_lpd_trivial,loo_lpd_gain,loo_lpd_oracle,loo_lpd_frac_achievable,loo_lpd_true_latent,loo_mean_z2,loo_cov95,loo_rmse_rating,loo_rmse_true,visited_rmse_pm,visited_rmse_obs,visited_shrink_ratio,visited_r2_pm,visited_spearman_pm,visited_spearman_obs,visited_true_sd,rank_best_visited_under_pm,rank_best_visited_under_obs,pm_bias_at_best_visited,pm_mean_bias,sobol_rmse,sobol_r2,sobol_spearman,sobol_cov95,sobol_mean_post_sd,sobol_true_sd,regret_pm,regret_best_observed,regret_best_visited,pm_gain_over_opt_z,idx_pm,idx_best_observed,idx_best_visited,log_final_simple_regret_true,log_final_inference_regret_true,check_posterior_mean_err,check_posterior_var_err,check_oracle_err
hartmann_3,classical,qnei,7,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed7_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.015650360616736792,,0.0001,1.5650360616736791,,0.424386670156284,0.14582304714118233,1.66097043451067,0.31557103345750953,1,0.7759737036625403,-1.8813787219604947,2.657352425623035,,,0.9770273853849338,0.6612474415812056,0.96,0.2669771999455133,0.2669771999455133,0.00221481119058556,0.0,,0.9999979563870571,0.9996158463385355,0.9999999999999999,1.5493066568153249,1,1,-0.0012918432299904303,1.9874742407388625e-11,0.26158638870054696,0.9283099533166792,0.8948479343099106,0.9375,0.34943739839385457,0.9769800842461556,0.00030812719279049716,0.00030812719279049716,0.00030812719279049716,0.0,49,49,49,0.00030812719279049716,0.00030812719279049716,2.922692309443653e-14,2.664538463905309e-15,0.0
hartmann_3,classical,qnei,8,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed8_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.014886779744831519,,0.00010707556145126132,1.438651433300054,,0.4414066226866209,0.18556085636458056,1.5828764990655948,0.29280813286213514,1,1.1082679160351234,-1.80078991913567,2.9090578351707936,,,1.2552007571840016,0.47857917150165813,0.98,0.15788448078685938,0.15788448078685938,0.0021372022899057673,0.0,,0.9999977480744907,0.9996158463385355,0.9999999999999999,1.4241922579503,1,1,-0.001202352668404405,1.7857700956858125e-10,0.2170138074057007,0.9506595266476274,0.9389140821698329,0.94921875,0.22851378299137354,0.9769800842461556,0.0007964215111031514,0.0007964215111031514,0.0007964215111031514,0.0,41,41,41,0.0007964215111031514,0.0007964215111031514,2.8398961944859467e-14,1.887371283557712e-15,0.0
hartmann_3,classical,qnei,9,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed9_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.015961732704810286,,0.0001,1.5961732704810287,,0.5014059520186086,0.17220374730472685,2.4002646408559505,0.30497674840674455,1,0.8947243491481963,-1.9010225821918403,2.7957469313400365,,,1.071255331526551,0.5472781391195619,0.96,0.18424132034071866,0.18424132034071866,0.001694332341790871,0.0,,0.9999988502297736,0.9995198079231692,0.9999999999999999,1.5801309209081824,1,1,-0.002374419092271207,-2.8522505010619705e-10,0.21708305339384543,0.9506280339516335,0.9489642938887617,0.90234375,0.2118406581834746,0.9769800842461556,7.809258049507051e-05,7.809258049507051e-05,7.809258049507051e-05,0.0,34,34,34,7.809258049507051e-05,7.809258049507051e-05,1.2519953073284055e-14,3.330691753937734e-15,0.0
hartmann_3,classical,qnei,10,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed10_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.036361402393500955,,0.0005685089981990297,1.525007407962266,,0.5251036085024524,0.19641432124236582,2.2264742875952592,0.3310885590503451,1,0.6960166259642402,-1.8582220115310069,2.554238637495247,,,0.770313411607717,0.8420965920788132,0.9,0.20159428991646747,0.20159428991646747,0.013408106166419747,0.0,,0.9999211203640095,0.9983673469387755,0.9999999999999999,1.5096803113417732,6,1,-0.025368040483200627,1.2829923234924933e-12,0.18937154652702823,0.9624285435782955,0.9556270027466237,0.8984375,0.15210108569362452,0.9769800842461556,0.008513173979756594,0.0006906056921009984,0.0006906056921009984,-0.0025606618465787326,49,48,48,0.0006906056921009984,0.0006906056921009984,4.1059852078048515e-14,2.8864846881786226e-15,0.0
hartmann_3,classical,qnei,11,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed11_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.019556109337848872,,0.0001574670346535822,1.5584311925011207,,0.4210111192482107,0.17166558784582653,1.2891929605060108,0.3371937589140932,1,0.6491037534469242,-1.8783965387483135,2.5275002921952376,,,0.7768866603152723,0.5773085133008451,0.96,0.2363958474643652,0.2363958474643652,0.0028508677022508555,0.0,,0.999996585298167,0.9997118847539016,0.9999999999999999,1.5427681699222522,1,1,-0.0024675535437665985,1.7442668365230674e-10,0.1535551442359123,0.9752965665211962,0.9763497081712061,0.98046875,0.23527592101074693,0.9769800842461556,0.0010432756110887453,0.0010432756110887453,0.0010432756110887453,0.0,40,40,40,0.0010432756110887453,0.0010432756110887453,2.2511771932548584e-14,3.2196509548584397e-15,0.0
hartmann_3,classical,qnei,12,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed12_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.020348194669281693,,0.00017491799655439355,1.538539450171678,,0.5313921193923256,0.18853919493550603,2.1054140937411403,0.37801249404459636,1,1.1108832372797628,-1.8663902830248336,2.977273520304596,,,1.2070477553371508,0.6936663249717399,0.98,0.23582795329406195,0.23582795329406195,0.0048734532296386916,0.0,,0.9999897616432999,0.999423769507803,0.9999999999999999,1.5230763496751825,1,1,-0.010640413206986388,5.684819625040305e-09,0.15805196757050555,0.9738285134176626,0.9668209258411534,0.87890625,0.16584260537929954,0.9769800842461556,0.0007416738678989176,0.0007416738678989176,0.0007416738678989176,0.0,30,30,30,0.0007416738678989176,0.0007416738678989176,5.88832472246999e-14,2.4424626779484317e-15,0.0
hartmann_3,classical,qnei,13,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed13_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.017154173370503206,,0.0001,1.7154173370503205,,0.5369765547649356,0.18708122222193693,2.2919774400129453,0.3610982929288854,1,1.224992547744387,-1.971417802559323,3.19641035030371,,,1.4077710829115722,0.3267735045964153,1.0,0.1313959297885615,0.1313959297885615,0.0038037743541318356,0.0,,0.9999949827721273,0.9989435774309724,0.9999999999999999,1.6981765242305515,2,1,-0.005337649317439297,-4.955034229592314e-08,0.24885019708767675,0.9351209388521919,0.9289060711833371,0.8828125,0.19824741714022376,0.9769800842461556,0.0028411058376471843,0.0005535908863572025,0.0005535908863572025,-0.0007488016778952476,40,29,29,0.0005535908863572025,0.0005535908863572025,6.057818867774817e-14,3.774775468399255e-15,0.0
hartmann_3,classical,qnei,14,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed14_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.015828325173120668,,0.0001,1.5828325173120665,,0.41175656087820595,0.20064252560132706,1.5078468699451568,0.23074981365257416,1,0.875400040368296,-1.8927195722848802,2.768119612653176,,,1.0569095009404008,0.425015408336286,0.98,0.23912608129039714,0.23912608129039714,0.001683246931072349,0.0,,0.9999988460163397,0.9997118847539016,0.9999999999999999,1.5669242490635098,1,1,-0.001619234787676227,1.1868121901903451e-11,0.20088772868458363,0.9577199594111291,0.9608212691691462,0.9453125,0.3345218524587885,0.9769800842461556,0.0004093482069085219,0.0004093482069085219,0.0004093482069085219,0.0,35,35,35,0.0004093482069085219,0.0004093482069085219,4.9660206802514025e-14,2.3314581751256874e-15,0.0
hartmann_3,classical,qnei,15,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed15_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.016401645294007648,,0.0001016726666917918,1.6266170052707976,,0.4837912348546868,0.18235338073041182,1.7681043172003421,0.3511982015558832,1,0.942077933325139,-1.919284423915871,2.86136235724101,,,1.1022026962597586,0.7517968234242146,0.96,0.1340956950195419,0.1340956950195419,0.003940269976601274,0.0,,0.9999940123657103,0.9988475390156061,0.9999999999999999,1.6102686807484692,1,1,-0.003644804383843958,3.6622121585283554e-11,0.1739242732394581,0.9683080491910591,0.9615079251544976,0.89453125,0.20411273423163906,0.9769800842461556,0.0006324585897909962,0.0006324585897909962,0.0006324585897909962,0.0,43,43,43,0.0006324585897909962,0.0006324585897909962,9.610092686889016e-14,6.106262535141125e-15,0.0
hartmann_3,classical,qnei,16,clean,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed16_baseline_exact.csv,3,50,3.0549009421557276,0.0,0.0,True,0,RBFKernel,0.016096267666129215,,0.0001,1.6096267666129214,,0.5170033468549459,0.19515170114733787,2.2967137375924986,0.30831940138176,1,1.190048830663627,-1.9092106067655512,3.099259437429178,,,1.3450067618009152,0.6650631130852334,0.94,0.19182277122192845,0.19182277122192845,0.0031501871249000083,0.0,,0.9999960916247184,0.9998079231692677,0.9999999999999999,1.5934492025919222,1,1,-0.005309452625898992,-3.835008907659976e-12,0.3471620249717734,0.8737320864042482,0.8072549496452276,0.87109375,0.21348174703643366,0.9769800842461556,0.0009916859772500786,0.0009916859772500786,0.0009916859772500786,0.0,43,43,43,0.0009916859772500786,0.0009916859772500786,6.759446268541688e-14,5.329056516008069e-15,0.0
hartmann_3,classical,logei,7,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed7_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0279233047221596,True,0,RBFKernel,0.9266080937217581,0.9266080937217581,0.46554601522216693,1.358046943712375,,0.3441183703575627,0.30290600916785954,0.37851255638738335,0.35541470513556545,0,-1.5095630433499785,-1.7506037896067264,0.24104074625674787,-1.4472516934001356,0.7945906729208582,-1.02205609079461,1.1426123514748363,0.94,1.0620076847693303,0.5041167975202838,0.4763123938058926,1.0279233047221596,0.463373475061582,0.7603233155772839,0.9186554621848738,0.6216086434573829,0.9729241598818616,6,42,-0.482435939141983,-0.20847153548424519,0.8066819932312358,0.318237194476221,0.4651364728770885,0.9375,0.8974155585159089,0.9769800842461556,0.6498255362909715,1.01092390638801,0.4462752856587726,0.11820297185879457,35,29,44,0.4462752856587726,1.01092390638801,2.6160462974046802e-15,9.029670937267393e-16,0.0
hartmann_3,classical,logei,8,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed8_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.8957342347518743,True,0,RBFKernel,0.8011107917174058,0.8011107917174058,0.17869949843269323,1.8950946927228531,,0.4168703022727191,0.11461629045873209,2.1822797567797663,0.2896317037980272,1,-1.4095433841344973,-2.0779617200597817,0.6684183359252844,-1.3201084428579355,0.8819891079619336,-0.34621114232828043,1.0119647892401114,0.96,0.9211798417046277,0.39570852754486546,0.42715991991228625,0.8957342347518743,0.4768824315737056,0.9359340749148795,0.8815846338535414,0.8036014405762305,1.6876288678801823,4,2,0.06518206616012501,0.045950222749942676,0.7574962143123959,0.39884078032154713,0.3695196269169146,0.984375,1.1493086432253463,0.9769800842461556,0.039821269510853075,0.039821269510853075,0.011019306896042469,0.0,49,49,38,0.011019306896042469,0.039821269510853075,1.2302648309161788e-14,1.1051581868590917e-15,0.0
hartmann_3,classical,logei,9,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed9_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.9956965102012482,True,0,RBFKernel,0.8445451774648425,0.8445451774648425,0.34441633682968736,1.4390670014044165,,0.2169163876039558,0.0752382031819694,0.3883392601511378,0.34932315653234275,0,-1.4798853745180625,-1.8188198453714888,0.3389344708534263,-1.4146443034181448,0.8385823378015073,-0.5148161076886614,1.1244556936466794,0.96,1.0317306195707714,0.5785374319481411,0.5324586301314966,0.9956965102012482,0.5347599641821353,0.6344775396676391,0.6458103241296518,0.5769507803121248,0.8807017034617598,21,6,-0.15090600813014143,-0.09007979625734258,1.0511168208680615,-0.1575254562188657,0.25383311398489355,0.94140625,1.2682717747570367,0.9769800842461556,1.3075240276175302,1.4114896386070592,1.0312092862853475,0.03403240005424348,48,21,37,1.0312092862853475,1.4114896386070592,3.0859522830880453e-15,1.1258162038599375e-15,0.0
hartmann_3,classical,logei,10,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed10_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0613163616645511,True,0,RBFKernel,0.8290094214714483,0.8290094214714483,0.2727504549798699,1.587364722572978,,0.18038503539209788,0.1366732975865949,0.21915305192879161,0.19596130449444243,0,-1.451935085011298,-1.9307469538160142,0.47881186880471627,-1.4821347429731129,1.0673179579866372,-0.09143638128836866,1.1468312119260455,0.92,1.0446563541530274,0.41160729072355223,0.5745727324566873,1.0613163616645511,0.5413774376902443,0.6433248046272015,0.6433133253301321,0.43318127250900357,0.9620741769431892,31,2,-0.4601037043362246,-0.15409786296585395,1.0572183329914415,-0.17100284346824557,0.48066920347905695,0.96484375,1.4158049452206711,0.9769800842461556,0.32778206693699774,0.23550903119784117,0.06718460619548194,-0.03020491907473864,42,16,18,0.06718460619548194,0.23550903119784117,6.154831638733367e-15,7.710718170053102e-16,0.0
hartmann_3,classical,logei,11,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed11_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.8352352454027554,True,0,RBFKernel,0.7616954473414645,0.7616954473414645,0.29264098456109916,1.4080360855869765,,0.20004063466582714,0.1635492177005497,0.23898428909655228,0.2048032522606222,0,-1.3118827009869392,-1.7939964106470163,0.48211370966007716,-1.2677474907861734,0.91613244505578,-0.16360873116207592,1.0994703286565417,0.92,0.8598751567727608,0.38645591738166035,0.3487190130526288,0.8352352454027554,0.41750993504168327,0.8946672197371002,0.5755102040816326,0.4672749099639856,1.074468908735436,32,25,-0.22597242973691767,0.0929531156365505,0.7882288122607829,0.349071645443886,0.3696405069810024,0.98828125,1.2550845576097567,0.9769800842461556,0.13956704539805997,0.1432305326600951,0.00737052756509371,0.0011992163842307608,44,29,18,0.00737052756509371,0.1432305326600951,5.361735146371516e-15,5.879927327939471e-16,0.0
hartmann_3,classical,logei,12,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed12_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0546922044771148,True,0,RBFKernel,0.9085611327713662,0.9085611327713662,0.39845258960661784,1.4393480620086254,,0.6034448241371188,0.16884114711315135,1.6865051407674567,0.7716968658234774,1,-1.4872290710342577,-1.8225498314813058,0.33532076044704806,-1.475126356297071,0.9651643725837211,-0.13995317215705716,1.1804720324054605,0.94,1.0775210969119549,0.41395679877982444,0.4874337667276501,1.0546922044771148,0.4621573617957149,0.751809957737083,0.9506362545018008,0.6983433373349339,0.9784157495544983,2,17,-0.16002366014483616,-0.09303167816433222,1.8158856955616087,-2.4546622443942905,-0.053725108720531004,0.6953125,0.8010751477178991,0.9769800842461556,1.4359084324001234,1.5114440216877172,1.4354647776228904,0.024726035546766743,43,19,41,1.4354647776228904,1.5114440216877172,5.090826990311481e-15,6.681923395789098e-16,0.0
hartmann_3,classical,logei,13,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed13_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0823438418442084,True,0,RBFKernel,0.9847625883854122,0.9847625883854122,0.370411584676576,1.6180400262058907,,0.3068010773952442,0.11023423837525548,1.110104156604608,0.23598826457431096,1,-1.564110407943218,-1.9446518547395706,0.3805414467963526,-1.5046726291937127,0.8649077608703817,-0.2847735402155993,1.132151739853336,0.94,1.1398554277751403,0.2646158724722374,0.3196675188107217,1.0823438418442084,0.2953474731893327,0.8764439883953605,0.8791836734693877,0.4927250900360144,0.9094243320343743,12,21,0.08801524068640898,0.12497907986315743,0.666433121769744,0.5346907078815528,0.4247997253376058,1.0,1.3657040677421852,0.9769800842461556,0.18214281306696067,0.19605341625529116,0.09282681450957364,0.00455353657998295,33,28,49,0.09282681450957364,0.19605341625529116,3.293534419353507e-15,7.765677413926202e-16,0.0
hartmann_3,classical,logei,14,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed14_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0967035960836857,True,0,RBFKernel,0.9947670581834469,0.9947670581834469,0.5707567242076275,1.3167274115476881,,0.207163084196107,0.13782746328441425,0.32013900041035226,0.20149429607710106,0,-1.5719719935486933,-1.7194353316501239,0.14746333810143053,-1.520317922036117,0.7405848558761946,-0.6732159438507466,1.1334619020472732,0.94,1.121086226590275,0.4464217015177409,0.4454113593052891,1.0967035960836857,0.4061364993201876,0.7392279347374648,0.7786314525810323,0.5470828331332532,0.8722294685497576,24,17,-0.6922782708502528,-0.08797602355002886,1.1449470012089156,-0.3734072843287577,0.22613584344243529,0.91015625,1.1878418719855945,0.9769800842461556,1.3453277316776364,1.4453850888815374,1.070778120063909,0.032753061097062705,47,33,42,1.070778120063909,1.4453850888815374,2.8667727660417292e-15,6.723691447950614e-16,0.0
hartmann_3,classical,logei,15,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed15_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.046294060731718,True,0,RBFKernel,0.8684950704259764,0.8684950704259764,0.23752901401372,1.7820054369284488,,0.21160356645672374,0.0865956939329511,0.6251580933281172,0.17501803152273435,0,-1.5125214411790133,-2.0270582625101543,0.514536821331141,-1.4663041639659065,0.917580134798676,-0.9554199591340381,1.0894056669529626,0.9,1.0343021126094676,0.41083424048659845,0.5063275288127902,1.046294060731718,0.48392468983212406,0.8009564060125267,0.8215606242496999,0.6432172869147658,1.1348995871404155,19,31,-0.14555036861276527,0.06993609988414425,1.2473335302225381,-0.6300231506283378,0.470875057221332,0.99609375,1.5461787848397441,0.9769800842461556,0.4575206380652914,0.9016204720145153,0.16930462646365907,0.1453729081100219,47,24,46,0.16930462646365907,0.9016204720145153,3.987320807420353e-15,7.757120729448364e-16,0.0
hartmann_3,classical,logei,16,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_logei_seed16_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0254794062811603,True,0,RBFKernel,0.9120372325938442,0.9120372325938442,0.4293160017576255,1.3919512651904358,,0.1954847238213699,0.12017091394321035,0.2792469433312992,0.222613082364526,0,-1.5296019867624617,-1.7817447974072607,0.25214281064479893,-1.4447425395580529,0.7481932383895797,-0.7503536040603589,1.166037894008432,0.92,1.0961296194147354,0.4740898355358777,0.45114658543634345,1.0254794062811603,0.439937245617052,0.7489754482223512,0.7782472989195678,0.44201680672268906,0.9004499422469321,20,22,-0.9136630308375513,0.008224141537611123,0.9642465076325675,0.025897343429889474,0.3170469501029984,0.94921875,1.264369728052412,0.9769800842461556,0.9583425657013973,0.5335579261497423,0.23439176840606146,-0.13905021720668317,49,41,40,0.23439176840606146,0.5335579261497423,4.4665708443824585e-15,6.697053888256484e-16,0.0
hartmann_3,classical,qnei,7,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed7_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0505314499793605,True,0,RBFKernel,0.9265425965083581,0.9265425965083581,0.4685840289075315,1.3535417281929414,,0.28122383286782615,0.1287987911764202,0.5935140907242963,0.2909467752825702,0,-1.5597744252178976,-1.7418567041057096,0.18208227888781203,-1.4707466969025416,0.6716176977980779,-0.46105893159978245,1.1785576977039884,0.96,1.1264925228394207,0.49842530255413287,0.4069359028036313,1.0505314499793605,0.387361942197567,0.7671841551950311,0.8795678271308524,0.5806962785114045,0.8433730930516985,8,15,-0.19356309964006702,0.10819619262683411,0.811921104253227,0.3093528263079136,0.26299711032272827,0.99609375,1.035358401257181,0.9769800842461556,0.5345860400117681,0.5397982099188061,0.04224438593931268,0.0017061665846879993,49,48,36,0.04224438593931268,0.5397982099188061,2.4607066073405143e-15,6.6659126243766285e-16,0.0
hartmann_3,classical,qnei,8,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed8_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.1362809329477412,True,0,RBFKernel,0.8849147363962385,0.8849147363962385,0.22546186597310464,1.8636522540680043,,0.30202395280721733,0.15310186884602955,0.6768109660533093,0.26587425308191637,0,-1.6238594731906444,-2.0660476796356018,0.4421882064449574,-1.5645057124949675,0.8816574392885573,-0.9897587219541937,1.0214085359077054,0.96,1.135897409282841,0.636028807761695,0.7092318180822879,1.1362809329477412,0.6241694263428305,0.7944543190854697,0.8821608643457383,0.8067707082833133,1.5643503845291642,3,4,0.28929270983937183,0.06177225450507945,0.788078225142775,0.3493203348096374,0.6827770943007552,0.9765625,1.092802147098253,0.9769800842461556,0.03895668101795957,0.12715321214497877,0.00965125135129341,0.028870504411440016,38,32,31,0.00965125135129341,0.12715321214497877,2.3828973934418232e-15,8.910361991782703e-16,0.0
hartmann_3,classical,qnei,9,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed9_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.9856278731642942,True,0,RBFKernel,0.9097197777448223,0.9097197777448223,0.26224396265706246,1.7764577672917636,,0.6227608111125837,0.2051961611824281,2.917170356309144,0.4034900257231652,1,-1.5474709649282963,-2.0171062329451703,0.46963526801687405,-1.4046696853838574,0.7668308984611298,-0.6760893969462363,1.0992890442572074,0.94,1.1151240361956682,0.5489015038842309,0.5042125977738112,0.9856278731642942,0.5115648730134523,0.8781369366796311,0.9201920768307322,0.8069627851140455,1.444367297608886,8,5,-0.3995683312709972,0.043704511406642305,0.7557949126285233,0.4015380998462621,0.8059016651407643,0.921875,0.6704273861243686,0.9769800842461556,0.19421093612585105,0.5072445039133147,0.02505910321957261,0.10246930218515292,44,12,19,0.02505910321957261,0.5072445039133147,5.49968752231911e-15,6.8601729814523985e-16,0.0
hartmann_3,classical,qnei,10,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed10_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.8980596977768103,True,0,RBFKernel,0.8389343242791901,0.8389343242791901,0.2105771860619617,1.8281941065021425,,0.5229906965060993,0.18755761798200254,2.6859760363109912,0.2839520756320433,1,-1.4911348595634177,-2.0462889342296937,0.555154074666276,-1.3221941435901607,0.7666870164553378,-0.4861174505302442,1.0697938118856591,0.94,1.0223042084499145,0.466796115841547,0.410828688718218,0.8980596977768103,0.4574625603790528,0.9060943408603881,0.9747418967587033,0.7922689075630251,1.3406483581078936,2,5,0.15851016132927764,0.05758118921575531,0.7642979785918323,0.3879963665927213,0.7920312142366672,0.98828125,0.8379015414603928,0.9769800842461556,0.06748766733257305,0.5568311216585169,0.009363749991248227,0.1601830840317306,32,48,37,0.009363749991248227,0.5568311216585169,4.372405396599368e-15,6.975653749269909e-16,0.0
hartmann_3,classical,qnei,11,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed11_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.9000541059766803,True,0,RBFKernel,0.32551103906090806,0.32551103906090806,0.03757781246626411,1.6791905211174671,,0.13132790339426423,0.02550330276308814,0.7047169585006443,0.12602592205549987,0,-1.236748092950443,-1.9560826727272786,0.7193345797768356,-1.3239872300474134,1.1380157666176276,-1.4064355765594216,0.7569561373737841,0.98,0.810164731301178,0.6400753823148043,0.8330836566990875,0.9000541059766803,0.9255928628813699,0.6345441054554206,0.8630492196878752,0.8592076830732293,1.3780695260954177,10,6,0.03517740470444641,-0.029365769512901038,0.8877076281913366,0.1744022850296666,0.18135156786449985,0.9765625,1.5224682400416132,0.9769800842461556,1.0056101927681684,0.07313531004774365,0.018831796077625196,-0.3052389915014438,48,16,12,0.018831796077625196,0.07313531004774365,2.168623199675489e-14,2.5445491137991625e-15,0.0
hartmann_3,classical,qnei,12,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed12_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,0.8143626530217062,True,0,RBFKernel,0.42279969563130704,0.42279969563130704,0.0839955775687193,1.4588359451746153,,0.2387988830758149,0.06413467572831263,1.3213313932961548,0.1606912454423582,1,-1.167395443109556,-1.8209878162181905,0.6535923731086346,-1.2505317985229485,1.1457366612579185,-1.2128640777237079,1.0946340987861476,0.96,0.8167601549359017,0.6724408716708794,0.6759300653958853,0.8143626530217062,0.8300111294247539,0.7696619542331093,0.8480672268907563,0.7901560624249699,1.4083770042616044,8,16,-0.42519111342882354,0.17517231870935057,0.8296223101749558,0.2789100815749118,0.25238970588235293,0.9609375,1.055921601740047,0.9769800842461556,0.6247320523498918,0.8483144973633556,0.027437720551771072,0.07318811616054895,48,36,34,0.027437720551771072,0.8483144973633556,7.914748395317056e-15,1.2226681625644702e-15,0.0
hartmann_3,classical,qnei,13,gaussian_1sd_onset0,hartmann_3/bo_sensor_error_hartmann_3_value_qnei_seed13_jittered_exact_gaussian_jit0_std1.0.csv,3,50,3.0549009421557276,1.0,1.0341326050663013,True,0,RBFKernel,1.015993783919412,1.015993783919412,0.36977279187889067,1.670796568667385,,0.6199826857164188,0.26093226317369517,2.442374507099633,0.37393717606322097,1,-1.6342972690537045,-1.959146997935095,0.3248497288813905,-1.4536536556352804,0.6426389859131278,-0.9307942915647266,1.1101058299328388,0.92,1.181652712334429,0.5590107976816521,0.4833698389833453,1.0341326050663013,0.46741572271803095,0.8800612596547097,0.9566866746698679,0.7772869147659064,1.395724835510745,3,12,-0.5372289358599711,-0.01189804841906233,0.5810044153127643,0.646338777203633,0.7294146257724878,0.9609375,0.6965178209831604,0.9769800842461556,0.23340832108242626,0.7893717774294164,0.044689289728118364,0.18199066577742054,47,28,40,0.044689289728118364,0.7893717774294164,7.973847053162161e-15,6.711303236307742e-16,0.0
