estimand,rule,reference,error_model,group,cell,jitter_std,jitter_iteration,n_landscapes,n_cells,cost,gain,price,recovered,bootstrap_draws_kept,recovered_lo,recovered_hi,wilcoxon_p,recovered_cond_lo,recovered_cond_hi,n_landscapes_rule_better,n_landscapes_rule_worse,n_runs,share_runs_same_design,share_runs_rule_better,share_runs_rule_worse,wilcoxon_p_fdr
share_of_deployed_cost,pm,best_observed,pooled,all20,both_onsets,1.0,,20,16000.0,0.21652094311634307,0.0001576385930027638,0.01620334850586961,0.0007280524033098265,1.0,-0.05182425730545743,0.04715033020849062,0.49800872802734375,-0.019661767913884916,0.030047574052607592,13.0,7.0,16000.0,0.153625,0.3986875,0.3775,
share_of_deployed_cost,pm,best_observed,pooled,all20,both_onsets,5.0,,20,16000.0,0.5776003897168738,-0.024057200141460514,0.01620334850586961,-0.04165024915106583,1.0,-0.06830442683572942,-0.009751572966301029,0.029575347900390625,-0.07573629819157555,-0.011444082249650106,6.0,14.0,16000.0,0.1350625,0.36325,0.436,
share_of_deployed_cost,pm,best_observed,pooled,all20,pooled_std_ge_0.25,,0.0,20,24000.0,0.36613496682781776,0.0015096739845572693,0.016203348505869623,0.004123271802300225,1.0,-0.03075443012216211,0.03629950632072776,0.7285060882568359,-0.014852740531791787,0.025476133221784183,12.0,8.0,24000.0,0.15766666666666668,0.4073333333333333,0.38145833333333334,
share_of_deployed_cost,pm,best_observed,pooled,all20,pooled_std_ge_0.25,,20.0,20,24000.0,0.20703602458526701,-0.02280619674634436,0.016203348505869623,-0.11015569291397262,1.0,-0.1509342434794691,-0.06422769797719151,0.0014324188232421875,-0.1639046479776815,-0.0601600836740063,4.0,16.0,24000.0,0.17704166666666668,0.33725,0.386375,
share_of_deployed_cost,pm,best_observed,pooled,all20,pooled_std_ge_0.25,,,20,48000.0,0.28658549570654235,-0.010648261380893542,0.016203348505869623,-0.037155618621387394,1.0,-0.07572262578965994,0.0005343039385739943,0.15364646911621094,-0.06122552815191142,-0.013786121314812041,8.0,12.0,48000.0,0.16735416666666666,0.3722916666666667,0.3839166666666667,
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,0.05,0.0,6,2400.0,0.00882073727277237,0.0006981412435309538,0.0002855572719668773,0.0791477199628152,0.987,0.03510639668853428,0.3297874099983479,0.0625,,,5.0,1.0,2400.0,0.20916666666666667,0.22458333333333333,0.14458333333333334,0.07142857142857142
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,0.05,20.0,6,2400.0,0.0046956290770712355,0.0008862636314594241,0.0002855572719668773,0.18874225730201963,0.9995,0.10938740394923013,0.43620491063092764,0.0625,0.05300941800766607,0.9158998129150493,5.0,1.0,2400.0,0.30333333333333334,0.185,0.13125,0.07142857142857142
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,0.25,0.0,6,2400.0,0.09680399934928237,0.0067272794985105315,0.0002855572719668773,0.06949381785599132,1.0,0.04683952525135258,0.09141704194022977,0.03125,0.036709214617917575,0.15709990497844983,6.0,0.0,2400.0,0.13166666666666665,0.3729166666666667,0.22,0.0625
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,0.25,20.0,6,2400.0,0.029445116237795343,0.006040475580230642,0.0002855572719668773,0.2051435467752432,1.0,0.09972806943637408,0.4742789151675181,0.03125,0.09435218302221932,0.33792386325148294,6.0,0.0,2400.0,0.16,0.31333333333333335,0.185,0.0625
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,1.0,0.0,6,2400.0,0.32654376723245626,0.027521330198705393,0.0002855572719668773,0.08428067830525708,1.0,0.07115347731173567,0.10526904882565288,0.03125,0.04492787524826386,0.14129815996882863,6.0,0.0,2400.0,0.09666666666666666,0.48583333333333334,0.29,0.0625
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,1.0,20.0,6,2400.0,0.09506591357696409,0.013141849828999257,0.0002855572719668773,0.13823934714896305,1.0,0.057695210597206364,0.2770050256458581,0.03125,0.024534123755382133,0.23940692729824684,6.0,0.0,2400.0,0.09916666666666667,0.3333333333333333,0.24625,0.0625
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,5.0,0.0,6,2400.0,0.7146944125894675,0.04921701911270391,0.0002855572719668773,0.06886442407515363,1.0,0.02193348007974855,0.1046828710691941,0.0625,0.02987175297998957,0.11453504987865672,5.0,1.0,2400.0,0.1075,0.46458333333333335,0.38125,0.07142857142857142
share_of_deployed_cost,pm,best_observed,pooled,laws6,condition,5.0,20.0,6,2400.0,0.33602045536709535,-0.01346504358024358,0.0002855572719668773,-0.04007209491319003,1.0,-0.11010408117798275,0.026234253641293077,0.84375,-0.11861318812128416,0.03119921109202809,3.0,3.0,2400.0,0.10666666666666667,0.30666666666666664,0.3358333333333333,0.84375
share_of_deployed_cost,pm,best_observed,pooled,laws6,both_onsets,0.05,,6,4800.0,0.006758183174921804,0.000792202437495189,0.0002855572719668773,0.11722121419183867,0.9985,0.06283905348196081,0.3091940881023982,0.0625,0.03252416663727151,0.9854666785021182,5.0,1.0,4800.0,0.25625,0.20479166666666668,0.13791666666666666,
share_of_deployed_cost,pm,best_observed,pooled,laws6,both_onsets,0.25,,6,4800.0,0.06312455779353886,0.006383877539370586,0.0002855572719668773,0.10113144174808003,1.0,0.06455332374288317,0.15321943950906583,0.03125,0.053711696705811905,0.20317226432794272,6.0,0.0,4800.0,0.14583333333333334,0.343125,0.2025,
share_of_deployed_cost,pm,best_observed,pooled,laws6,both_onsets,1.0,,6,4800.0,0.21080484040471018,0.020331590013852333,0.0002855572719668773,0.09644745336406445,1.0,0.07557311353617267,0.12109181584872919,0.03125,0.04754384436936546,0.1631445294703218,6.0,0.0,4800.0,0.09791666666666667,0.40958333333333335,0.268125,
share_of_deployed_cost,pm,best_observed,pooled,laws6,both_onsets,5.0,,6,4800.0,0.5253574339782814,0.017875987766230172,0.0002855572719668773,0.03402633447263483,1.0,-0.02186199671649006,0.07582959213925207,0.4375,0.0008842050380938433,0.06824793839525076,5.0,1.0,4800.0,0.10708333333333334,0.385625,0.35854166666666665,
share_of_deployed_cost,pm,best_observed,pooled,laws6,pooled_std_ge_0.25,,0.0,6,7200.0,0.37934739305706877,0.027821876269973306,0.0002855572719668788,0.07334141944607434,1.0,0.04263718038062839,0.09438168208598141,0.03125,0.040401937154745556,0.1166960609863323,6.0,0.0,7200.0,0.11194444444444444,0.4411111111111111,0.2970833333333333,
share_of_deployed_cost,pm,best_observed,pooled,laws6,pooled_std_ge_0.25,,20.0,6,7200.0,0.15351049506061828,0.0019057606096621119,0.0002855572719668788,0.012414529761691957,1.0,-0.05449815632861499,0.0772665617009699,0.5625,-0.053423950847765245,0.07480021267830027,4.0,2.0,7200.0,0.12194444444444444,0.31777777777777777,0.25569444444444445,
share_of_deployed_cost,pm,best_observed,pooled,laws6,pooled_std_ge_0.25,,,6,14400.0,0.2664289440588435,0.014863818439817692,0.0002855572719668788,0.055789052846055905,1.0,0.013051683094239402,0.08669387584229264,0.0625,0.02634294606840045,0.09218061343334946,5.0,1.0,14400.0,0.11694444444444445,0.3794444444444444,0.2763888888888889,
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,0.05,0.0,13,5200.0,0.01772196447199801,-0.021297967779329522,0.02335909650353426,-1.2017836856056143,1.0,-2.770763893168234,-0.31889901565260453,0.09423828125,-2.997195715437325,-0.5899194330061116,6.0,7.0,5200.0,0.33653846153846156,0.29365384615384615,0.3694230769230769,0.1884765625
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,0.05,20.0,13,5200.0,0.008585361269464164,-0.022206595364523886,0.02335909650353426,-2.5865650457257763,0.9995,-7.175282557616356,-0.6623175054851176,0.09423828125,-8.775941837291933,-1.2424731040041443,6.0,7.0,5200.0,0.33326923076923076,0.2871153846153846,0.3775,0.1884765625
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,0.25,0.0,13,5200.0,0.0865286233563943,-0.012470233128300553,0.02335909650353426,-0.14411685572458638,1.0,-0.38381337579123725,0.02180869994962864,0.497314453125,-0.3036301759278496,-0.05974456127248202,7.0,6.0,5200.0,0.24134615384615385,0.36903846153846154,0.38826923076923076,0.568359375
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,0.25,20.0,13,5200.0,0.0430298229292844,-0.016663240015290418,0.02335909650353426,-0.38724863085481287,1.0,-0.8941674426945858,-0.03148368781285175,0.305419921875,-0.6472353956559048,-0.2236220716952514,7.0,6.0,5200.0,0.25,0.34692307692307695,0.4017307692307692,0.4072265625
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,1.0,0.0,13,5200.0,0.27849196583191344,-0.002745301404637628,0.02335909650353426,-0.009857740048036365,1.0,-0.07016866199517907,0.04254400735266083,0.946044921875,-0.032853837496054215,0.016324254341593212,7.0,6.0,5200.0,0.16865384615384615,0.41173076923076923,0.41307692307692306,0.946044921875
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,1.0,20.0,13,5200.0,0.1475410643140725,-0.015951847326679206,0.02335909650353426,-0.10811801718281164,1.0,-0.18431223669051575,-0.031551790822208145,0.039794921875,-0.16197094892835992,-0.052004480903137036,3.0,10.0,5200.0,0.1930769230769231,0.36923076923076925,0.43538461538461537,0.1591796875
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,5.0,0.0,13,5200.0,0.703689933215612,-0.013638975930325413,0.02335909650353426,-0.01938208191781309,1.0,-0.04546059415011539,0.005766689174514154,0.21630859375,-0.05651762142278967,0.016103244531857547,4.0,9.0,5200.0,0.13153846153846155,0.38769230769230767,0.45,0.34609375
share_of_deployed_cost,pm,best_observed,pooled,classical13,condition,5.0,20.0,13,5200.0,0.47960318077616687,-0.06444589622533538,0.02335909650353426,-0.13437337117122372,1.0,-0.1591209021600247,-0.10498055424724893,0.000244140625,-0.21376735344210376,-0.06514588163393001,0.0,13.0,5200.0,0.1675,0.3198076923076923,0.4803846153846154,0.001953125
share_of_deployed_cost,pm,best_observed,pooled,classical13,both_onsets,0.05,,13,10400.0,0.013153662870731091,-0.0217522815719267,0.02335909650353426,-1.653705267171538,1.0,-3.9722536300181535,-0.4463905356105563,0.09423828125,-4.145545682899575,-0.8525409324324125,6.0,7.0,10400.0,0.33490384615384616,0.2903846153846154,0.37346153846153846,
share_of_deployed_cost,pm,best_observed,pooled,classical13,both_onsets,0.25,,13,10400.0,0.06477922314283933,-0.01456673657179549,0.02335909650353426,-0.2248674168209084,1.0,-0.5474122702364445,0.0028624841791848065,0.375732421875,-0.41604275799626117,-0.1132260434009369,7.0,6.0,10400.0,0.2456730769230769,0.3579807692307692,0.395,
share_of_deployed_cost,pm,best_observed,pooled,classical13,both_onsets,1.0,,13,10400.0,0.213016515072993,-0.009348574365658412,0.02335909650353426,-0.043886617722832415,1.0,-0.1115977508967539,0.017738755095598496,0.497314453125,-0.06627266641048139,-0.017706889249452074,6.0,7.0,10400.0,0.18086538461538462,0.39048076923076924,0.42423076923076924,
share_of_deployed_cost,pm,best_observed,pooled,classical13,both_onsets,5.0,,13,10400.0,0.5916465569958894,-0.03904243607783038,0.02335909650353426,-0.06598945876752839,1.0,-0.09035758724441767,-0.04100554243243778,0.000732421875,-0.10817802708805543,-0.02954625183552015,1.0,12.0,10400.0,0.14951923076923077,0.35375,0.4651923076923077,
share_of_deployed_cost,pm,best_observed,pooled,classical13,pooled_std_ge_0.25,,0.0,13,15600.0,0.3562368408013066,-0.0096181701544212,0.02335909650353428,-0.02699936966874742,1.0,-0.07186299338063025,0.010099966750719568,0.375732421875,-0.052691500091710544,-0.0007735938338280968,6.0,7.0,15600.0,0.18051282051282053,0.3894871794871795,0.4171153846153846,
share_of_deployed_cost,pm,best_observed,pooled,classical13,pooled_std_ge_0.25,,20.0,13,15600.0,0.22339135600650797,-0.03235366118910166,0.02335909650353428,-0.14482951250879694,1.0,-0.18984948012598557,-0.09950321943670512,0.000244140625,-0.2067273893830412,-0.08863320009912809,0.0,13.0,15600.0,0.20352564102564102,0.34532051282051285,0.43916666666666665,
share_of_deployed_cost,pm,best_observed,pooled,classical13,pooled_std_ge_0.25,,,13,31200.0,0.28981409840390726,-0.020985915671761425,0.02335909650353428,-0.07241164521442237,1.0,-0.11893551675100043,-0.03223550485621481,0.004638671875,-0.10438912313383246,-0.04489475895449315,3.0,10.0,31200.0,0.19201923076923078,0.36740384615384614,0.42814102564102563,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,0.05,0.0,3,1200.0,0.020224467273656704,0.0020995486043210547,0.00287096453489777,0.10381230694050532,1.0,0.07928298469232892,0.13714837298180999,0.25,0.04938263719482245,0.18088568825283735,3.0,0.0,1200.0,0.27666666666666667,0.44583333333333336,0.2775,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,0.05,20.0,3,1200.0,0.014675642865576937,0.001974609506558587,0.00287096453489777,0.1345501198581368,1.0,0.08005264025303756,0.25042949065486536,0.25,0.03165184222509311,0.23194525481362607,3.0,0.0,1200.0,0.27,0.4583333333333333,0.27166666666666667,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,0.25,0.0,3,1200.0,0.09598162551668625,0.013153501786573547,0.00287096453489777,0.13704187354366937,1.0,0.12103347520194316,0.1647428015254366,0.25,0.05639910195047578,0.2579887094188062,3.0,0.0,1200.0,0.14666666666666667,0.5291666666666667,0.32416666666666666,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,0.25,20.0,3,1200.0,0.05500448782544037,0.008300386983153359,0.00287096453489777,0.15090381369416753,1.0,0.08404564044209198,0.26042873413721984,0.25,0.06220046731079326,0.23912617176686612,3.0,0.0,1200.0,0.16583333333333333,0.5116666666666667,0.3225,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,1.0,0.0,3,1200.0,0.2721262112074394,0.024864777529737297,0.00287096453489777,0.09137222548100336,1.0,0.06070190516937568,0.10655800321670732,0.25,0.014632931614423379,0.18196391444999652,3.0,0.0,1200.0,0.13416666666666666,0.47,0.3958333333333333,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,1.0,20.0,3,1200.0,0.14561977820989858,-0.0008962887803590039,0.00287096453489777,-0.006154993445101115,1.0,-0.055231646648226926,0.07825019373010231,1.0,-0.12325641849777179,0.10677806014756906,1.0,2.0,1200.0,0.1525,0.4241666666666667,0.4225,1.0
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,5.0,0.0,3,1200.0,0.7918440516429756,0.007660094005785194,0.00287096453489777,0.009673740668874728,1.0,-0.049691904477479926,0.062023846062162574,1.0,-0.08007886207010873,0.08641032758347474,2.0,1.0,1200.0,0.15833333333333333,0.4,0.43166666666666664,1.0
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,condition,5.0,20.0,3,1200.0,0.5251172942592884,-0.07997505356364863,0.00287096453489777,-0.15229940898529834,1.0,-0.18933973214265637,-0.08487812914935264,0.25,-0.3636111576946378,0.01981498472860692,0.0,3.0,1200.0,0.17583333333333334,0.31,0.4891666666666667,0.3333333333333333
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,both_onsets,0.05,,3,2400.0,0.01745005506961682,0.0020370790554398214,0.00287096453489777,0.11673768634614132,1.0,0.07961759233652858,0.1832631177938429,0.25,0.05214988773034955,0.18705293410732332,3.0,0.0,2400.0,0.2733333333333333,0.45208333333333334,0.27458333333333335,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,both_onsets,0.25,,3,2400.0,0.0754930566710633,0.01072694438486345,0.00287096453489777,0.14209180099307223,1.0,0.11668017128996112,0.16340690409882844,0.25,0.077560142755192,0.22583886541790074,3.0,0.0,2400.0,0.15625,0.5204166666666666,0.3233333333333333,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,both_onsets,1.0,,3,2400.0,0.20887299470866902,0.011984244374689165,0.00287096453489777,0.05737574831731837,1.0,0.01253438867473448,0.09844981315711572,0.25,-0.0218434628161828,0.14170868746400017,3.0,0.0,2400.0,0.14333333333333334,0.44708333333333333,0.4091666666666667,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,both_onsets,5.0,,3,2400.0,0.6584806729511321,-0.036157479778931655,0.00287096453489777,-0.05491046474740651,1.0,-0.09367818267404955,0.004968479036206552,0.5,-0.15685965834052806,0.033205267324274285,1.0,2.0,2400.0,0.16708333333333333,0.355,0.46041666666666664,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,pooled_std_ge_0.25,,0.0,3,3600.0,0.3866506294557004,0.01522612444069867,0.0028709645348977703,0.039379541324251664,1.0,0.004494995021768278,0.07610353125863584,0.25,-0.028296337405827637,0.10631175874907924,3.0,0.0,3600.0,0.1463888888888889,0.4663888888888889,0.3838888888888889,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,pooled_std_ge_0.25,,20.0,3,3600.0,0.24191385343154245,-0.024190318453618086,0.0028709645348977703,-0.09999558979561929,1.0,-0.13262395443067135,-0.06771864363507235,0.25,-0.24713995916659873,0.03127837261422769,0.0,3.0,3600.0,0.16472222222222221,0.4152777777777778,0.4113888888888889,
share_of_deployed_cost,pm,best_observed,pooled,smooth_classical3,pooled_std_ge_0.25,,,3,7200.0,0.31428224144362144,-0.004482097006459722,0.0028709645348977703,-0.014261375335340916,1.0,-0.028211320793816254,0.021586647988967315,0.5,-0.08949865044420756,0.05728411166784965,1.0,2.0,7200.0,0.15555555555555556,0.44083333333333335,0.3976388888888889,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,0.05,0.0,10,4000.0,0.0169712136315004,-0.028317222694424694,0.029505536094125207,-1.6685443545336605,1.0,-4.173603325587679,-0.5040948197645526,0.02734375,-5.968068707963019,-0.772048670006327,3.0,7.0,4000.0,0.3545,0.248,0.397,0.0546875
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,0.05,20.0,10,4000.0,0.006758276790630333,-0.02946095682584863,0.029505536094125207,-4.359240933531054,0.996,-21.191901089534216,-1.337527999928522,0.02734375,-38.94306719597115,-1.6842553672518612,3.0,7.0,4000.0,0.35225,0.23575,0.40925,0.0546875
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,0.25,0.0,10,4000.0,0.08369272270830669,-0.020157353602762784,0.029505536094125207,-0.24084953805382797,1.0,-0.5647360003777137,-0.02884257332845363,0.193359375,-0.5208954463223674,-0.10703559752905775,4.0,6.0,4000.0,0.26975,0.321,0.4075,0.22098214285714285
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,0.25,20.0,10,4000.0,0.03943742346043761,-0.024152328114823547,0.029505536094125207,-0.6124215528190478,1.0,-1.2820530294232737,-0.1585196539796504,0.083984375,-1.1406020918326225,-0.3315285116008644,4.0,6.0,4000.0,0.27525,0.2975,0.4255,0.11197916666666667
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,1.0,0.0,10,4000.0,0.2804016922192557,-0.011028325084950105,0.029505536094125207,-0.03933045124537508,1.0,-0.10671961528370687,0.0182134451129675,0.375,-0.06759968231572834,-0.016113636027151802,4.0,6.0,4000.0,0.179,0.39425,0.41825,0.375
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,1.0,20.0,10,4000.0,0.14811745014532463,-0.020468514890575266,0.029505536094125207,-0.138191110301269,1.0,-0.2209962867760367,-0.04893399228757894,0.02734375,-0.20383467383696918,-0.08440398040317527,2.0,8.0,4000.0,0.20525,0.35275,0.43925,0.0546875
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,5.0,0.0,10,4000.0,0.677243697687403,-0.020028696911158595,0.029505536094125207,-0.029573840228489346,1.0,-0.05751229969086548,-0.0036423242368411003,0.083984375,-0.0615469033473459,0.0006246414056555586,2.0,8.0,4000.0,0.1235,0.384,0.4555,0.11197916666666667
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,condition,5.0,20.0,10,4000.0,0.4659489467312305,-0.0597871490238414,0.029505536094125207,-0.12831266052486204,1.0,-0.1561927994971553,-0.09251924776422088,0.001953125,-0.18381702091226454,-0.08129654387692842,0.0,10.0,4000.0,0.165,0.32275,0.47775,0.015625
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,both_onsets,0.05,,10,8000.0,0.011864745211065375,-0.028889089760136655,0.029505536094125207,-2.434868111048346,1.0,-6.200433193115959,-0.7548420872828138,0.02734375,-9.534357789244009,-1.137129387823365,3.0,7.0,8000.0,0.353375,0.241875,0.403125,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,both_onsets,0.25,,10,8000.0,0.061565073084372146,-0.022154840858793174,0.029505536094125207,-0.3598605467166581,1.0,-0.7954881836474688,-0.06930657376085438,0.10546875,-0.6928663009849275,-0.17828450995882103,4.0,6.0,8000.0,0.2725,0.30925,0.4165,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,both_onsets,1.0,,10,8000.0,0.2142595711822902,-0.015748419987762684,0.029505536094125207,-0.07350159388848988,1.0,-0.14742985338192294,-0.006224238196163518,0.193359375,-0.10013906055681877,-0.053466396716631205,3.0,7.0,8000.0,0.192125,0.3735,0.42875,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,both_onsets,5.0,,10,8000.0,0.5715963222093167,-0.039907922967499995,0.029505536094125207,-0.06981836904276975,1.0,-0.09678593259417348,-0.04153181297811295,0.001953125,-0.10019478352007598,-0.04303579330211727,0.0,10.0,8000.0,0.14425,0.353375,0.466625,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,pooled_std_ge_0.25,,0.0,10,12000.0,0.3471127042049884,-0.017071458532957162,0.029505536094125227,-0.049181312945767504,1.0,-0.10289554926196566,-0.005536201319735548,0.10546875,-0.07582209596501101,-0.026416364017902542,3.0,7.0,12000.0,0.19075,0.36641666666666667,0.4270833333333333,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,pooled_std_ge_0.25,,20.0,10,12000.0,0.21783460677899757,-0.03480266400974673,0.029505536094125227,-0.1597664600880222,1.0,-0.21502809252476307,-0.10314692259415763,0.001953125,-0.21117447797773753,-0.1185342050326101,0.0,10.0,12000.0,0.21516666666666667,0.3243333333333333,0.4475,
share_of_deployed_cost,pm,best_observed,pooled,rugged_classical10,pooled_std_ge_0.25,,,10,24000.0,0.282473655491993,-0.025937061271351935,0.029505536094125227,-0.09182116904380538,1.0,-0.14834679597575956,-0.04194382484315894,0.009765625,-0.12031104575155421,-0.07010657386682362,2.0,8.0,24000.0,0.20295833333333332,0.345375,0.4372916666666667,
share_of_deployed_cost,pm,best_observed,pooled,landscape:yerkes_dodson,condition,0.05,0.0,1,400.0,0.0004760316014415858,0.0011154680286267274,0.0011413699536377483,2.3432646598434017,1.0,,,,,,1.0,0.0,400.0,0.2025,0.53,0.2675,
share_of_deployed_cost,pm,best_observed,pooled,landscape:yerkes_dodson,condition,0.05,20.0,1,400.0,0.0076580512137407256,0.0008529030529008524,0.0011413699536377483,0.11137338065466335,1.0,,,,,,1.0,0.0,400.0,0.2525,0.4375,0.31,
share_of_deployed_cost,pm,best_observed,pooled,landscape:yerkes_dodson,condition,0.25,0.0,1,400.0,0.09349988019200067,0.005324461877332071,0.0011413699536377483,0.05694618930418268,1.0,,,,0.005583713543752716,0.26104611092686236,1.0,0.0,400.0,0.135,0.56,0.305,
share_of_deployed_cost,pm,best_observed,pooled,landscape:yerkes_dodson,condition,0.25,20.0,1,400.0,0.05560293279191491,0.006146577182619725,0.0011413699536377483,0.11054411834034561,1.0,,,,0.03055789619556389,0.41195087222491666,1.0,0.0,400.0,0.1025,0.58,0.3175,
share_of_deployed_cost,pm,best_observed,pooled,landscape:yerkes_dodson,condition,1.0,0.0,1,400.0,0.3702401209768095,0.02873071547644873,0.0011413699536377483,0.07760022171732253,1.0,,,,0.019567784713634996,0.16928115593780557,1.0,0.0,400.0,0.1325,0.5075,0.36,
