landscape,group,error_model,jitter_std,jitter_iteration,headline_cell,opt_z,n_runs,n_acquisitions,n_seeds,deployed,deployed_lo,deployed_hi,search_traj,search_traj_lo,search_traj_hi,search_final,search_final_lo,search_final_hi,selection,selection_lo,selection_hi,selection_share,selection_share_lo,selection_share_hi,deployed_over_search_traj
levy_10,classical,pooled,5.0,20,False,2.6244803317786123,400,10,10,0.7131555056240991,0.5768046235407567,0.857898483169651,0.06824041871919793,0.045724044329420815,0.09285348000696947,0.12554812349495076,0.09163392217064663,0.16059521432439053,0.5876073821291484,0.45830591201656207,0.7214560332847868,0.8239540710197832,0.7775314029800215,0.8649437300208752,10.450632030243808
michalewicz,classical,pooled,5.0,20,False,8.047721166688978,400,10,10,0.42897023022336717,0.37462580752137636,0.49038969708458036,0.08813849850815139,0.05854810513879157,0.12139873207287963,0.16521291052481796,0.12183112219687098,0.21819863994835248,0.2637573196985492,0.2282440653595607,0.30010601745096177,0.614861594384322,0.5379278888540449,0.6981163033183799,4.867001792453888
moving_peaks,other,pooled,5.0,20,False,2.9574997815819173,400,10,10,0.6346059980206037,0.5390472657859214,0.7202861021003917,0.0794297289412439,0.054078379147545215,0.10597345688984815,0.11471587685419442,0.07800446779975016,0.14732636486412773,0.5198901211664092,0.43783796633836836,0.6020903470927764,0.8192329142617558,0.7690461629450756,0.8739732063077579,7.989527428578249
powell,classical,pooled,5.0,20,False,0.7642238834584598,400,10,10,0.5427250866009217,0.36832347011004624,0.7639196447369762,0.005750845256176219,0.0027795787668674085,0.009557008470660931,0.00795750518719466,0.004228750029505461,0.012743830828164018,0.534767581413727,0.36182460706331493,0.7411107413284036,0.9853378710812276,0.9762956091487374,0.9916166057233313,94.373098635901
power_law_practice,law,pooled,5.0,20,False,1.7175746997911816,400,10,10,0.3707253406532889,0.25385512399789334,0.49883759993142895,0.0005570418543107985,0.0,0.001648682699044199,0.0004073126792578613,-3.827026189140509e-05,0.0014157370805131114,0.370318027974031,0.2643485008512758,0.48779908818368933,0.9989013087733898,0.9959910778658024,1.0000708254980375,665.5251087227006
rastrigin,classical,pooled,5.0,20,False,3.638939073438052,400,10,10,0.6148266324347438,0.5296058059471118,0.7004488463036858,0.07956837904031862,0.047613240813406385,0.11655025895347373,0.12408418568271275,0.08389588305398217,0.16371466301894255,0.4907424467520309,0.41454056324355515,0.5644761081304747,0.7981802037570601,0.7442572671844211,0.8586554972269078,7.7270222147318215
rosenbrock,classical,pooled,5.0,20,False,1.0256232505714238,400,10,10,0.4453611817897292,0.276337424112534,0.6520833765590373,0.00370262907329172,0.0008808685844205309,0.009014087839000264,0.004627127913591578,0.0014928549960457507,0.009721120996585555,0.44073405387613773,0.2767978511929773,0.6461853865903462,0.9896103924122958,0.9756398732136169,0.9969847114011171,120.2824190525229
schwefel,classical,pooled,5.0,20,False,4.328390371778852,400,10,10,0.4553747497084317,0.3985333251035383,0.5069935672956438,0.05179998691210422,0.027759962221478238,0.07821210109568352,0.08843075991642284,0.051521619586336616,0.12361682274726976,0.3669439897920088,0.3261332780421935,0.4105167171692082,0.8058066241638485,0.7368696172878475,0.8784790447982199,8.791020555297154
shekel,classical,pooled,5.0,20,False,56.774074038018384,400,10,10,0.21680976472900165,0.14494916262411375,0.31708174106468334,0.09414397168804842,0.058826047643219595,0.1434396092084003,0.16883140859411414,0.09743280216700949,0.26917943218502416,0.04797835613488753,0.03677224336390237,0.059750841814155686,0.22129241362748311,0.1335575129273532,0.3536402463913979,2.3029596143172455
steering_law,law,pooled,5.0,20,False,1.290375177799024,400,10,10,0.2586286154467678,0.1717728204482358,0.3458833509681341,0.005114559845368977,0.00043473285196345477,0.013298906243861345,0.004746196893208941,0.0004936682920574232,0.01206857764962799,0.2538824185535588,0.16805841601131585,0.3416567195976339,0.9816486010837967,0.942308061473541,0.998023815420444,50.56713055786126
stevens,law,pooled,5.0,20,False,3.0593887562558817,400,10,10,0.30993284092872014,0.17775513040467097,0.4456907116585907,-0.0001734114651989444,-0.0009657034285862814,0.0,-0.00019495450424909948,-0.0010469989774409643,0.0,0.3101277954329692,0.17817881010140577,0.4614049000399447,1.000629021770216,1.0,1.0038133805056815,
weber_fechner,law,pooled,5.0,20,False,2.153305282720616,400,10,10,0.37009120634948706,0.2528724293769147,0.4921863368444116,0.016570673655590604,0.0017188148129262022,0.04106704200376697,0.017997529914839196,0.0015874834200719729,0.04462633509152111,0.35209367643464795,0.23959041186149607,0.47397203034115415,0.951370014725928,0.87946129287002,0.9943014719154302,22.334107474539874
yerkes_dodson,law,pooled,5.0,20,False,3.5354125437868587,400,10,10,0.513058671674449,0.41778273114324666,0.5981176963363684,0.06468868504495778,0.03029398999953427,0.115330531905759,0.08441074269642325,0.038888228272286184,0.1426276723603873,0.42864792897802567,0.3167838441648128,0.5289933682765932,0.835475458545637,0.7217193185336768,0.9235649265447811,7.93119648850305
ackley,classical,ar1,0.05,0,False,20.102447153853433,100,10,10,-0.015882721489892136,-0.09242375042549793,0.05473995692638218,-0.012562637338560436,-0.06348974460570853,0.03499609581677975,-0.015964430756297977,-0.1001256323184114,0.05763379148063984,8.170926640583276e-05,0.0,0.00026814779420605286,,,,
branin,classical,ar1,0.05,0,False,1.2500554659000687,100,10,10,0.0219261353399994,0.012154239715372812,0.03371153885129716,0.007469866589450685,0.001663423539888886,0.01572647518645454,0.00794895648238882,0.0013877440170643475,0.018160566464206208,0.013977178857610587,0.008926531134105945,0.020415973771915806,0.6374665959537478,0.43672679575945905,0.8940817352833157,2.9352780370889855
eggholder,classical,ar1,0.05,0,False,3.2050455310550587,100,10,10,0.024771581244276114,-0.021078216907979886,0.07624728864801232,0.0007823703215866039,-0.029426894180843762,0.03218897663490142,0.02128897837234267,-0.024395990625666504,0.07190220356449463,0.0034826028719334434,0.0016546000170710958,0.006080427070468132,0.1405886381491354,,,31.66222000093346
griewank,classical,ar1,0.05,0,False,2.7538558156589708,100,10,10,0.00896384059405928,0.003202074146598361,0.014899652117994749,0.0065153483539055375,-0.00927493201408243,0.019023032317512477,0.00427695145875524,0.00024213241991679154,0.009334983430436245,0.004686889135304041,0.0026269941666667756,0.007112638937456008,0.5228661851048805,0.3481745736246633,0.9972661928440758,1.3758037340683444
hartmann_3,classical,ar1,0.05,0,False,3.0549009421557276,100,10,10,0.014689219822908163,0.004771139578347155,0.03545738935261531,0.009072727495246695,-0.01082605976774986,0.04044127498972993,0.010476021763405738,0.0011279695042634358,0.031594277100930386,0.004213198059502425,0.0029794991354175574,0.005503494174461844,0.28682245281208535,0.12197298071173315,0.7912721645985801,1.619052245380897
hartmann_6,classical,ar1,0.05,0,False,7.967163963291937,100,10,10,0.019996982563496014,-0.011400729370231302,0.06590621776725976,0.028053446100531284,-0.011960648241315154,0.07578519141736216,0.018497273705095428,-0.012130125023961647,0.0659487751587402,0.001499708858400579,0.0008291939130070422,0.0023066232876538416,0.07499675781776494,,,0.7128173305994412
hicks_law,law,ar1,0.05,0,False,5.402837764670362,100,10,10,-0.0010412385190628017,-0.01637049649490086,0.015425069625195683,0.001238415095165097,-0.011333373571030614,0.018097111211821233,-0.0010412385190628028,-0.01707085819865382,0.015227922775732178,1.6439109564014733e-18,0.0,9.863465738408841e-18,,,,-0.8407831292818592
levy_10,classical,ar1,0.05,0,False,2.6244803317786123,100,10,10,0.023197541989226522,-0.013559061185795673,0.04759221294143754,0.008260808445954358,-0.014579201451972243,0.030035826306528745,0.01777165191552493,-0.01785511565061731,0.0418921838775018,0.005425890073701589,0.0029091788299429153,0.00832687548776096,0.23389935348415355,,,2.808144280429026
michalewicz,classical,ar1,0.05,0,False,8.047721166688978,100,10,10,0.018341553900525,-0.04091736696013113,0.08043414382482034,0.009064344323776986,-0.02869603230589348,0.05095614618839159,0.017880485736062008,-0.040940724216112424,0.08619156688774254,0.00046106816446299533,8.529850977685816e-05,0.0010703929238942602,0.025137900908700977,,,2.02348380041264
moving_peaks,other,ar1,0.05,0,False,2.9574997815819173,100,10,10,0.00620684763949652,-0.016339812361725495,0.02937407049646566,0.0015658292541581628,-0.02029853924194819,0.025008182058088607,0.002518012382022798,-0.019291110038281226,0.028725797991483292,0.00368883525747372,0.0014124129193195405,0.0064980725182921546,0.5943170304359118,,,3.963936440077248
powell,classical,ar1,0.05,0,False,0.7642238834584598,100,10,10,0.026128099385277995,0.013584161624557521,0.048654161945043316,0.009067706073884668,-0.00046772397889696985,0.027876120139998666,0.010152738530552994,0.0004924391424509989,0.0314649411189865,0.015975360854724997,0.011153752399581598,0.02205681703203018,0.6114245287862917,0.2967558275483857,0.9763794957621034,2.881445337154002
power_law_practice,law,ar1,0.05,0,False,1.7175746997911816,100,10,10,0.006065249300660222,0.0005058772154057563,0.022077248008044382,0.004590807137900399,-0.0021815916686547376,0.018162162917765633,0.003332903174233532,-0.0006123241902624815,0.020915905330794914,0.0027323461264266904,0.00044539736513886347,0.006542666773593157,0.45049197336855806,0.04685088152030941,1.5109950036443474,1.32117275208258
rastrigin,classical,ar1,0.05,0,False,3.638939073438052,100,10,10,0.01313077939681761,-0.03246861887220253,0.0559146971517455,0.0030194142342293813,-0.03445234262577621,0.04064167375412191,0.011426840217589808,-0.034444660773394066,0.055771922342133864,0.0017039391792278017,0.00047323612174480535,0.003457391944481473,0.1297667966031605,,,4.348783697169283
rosenbrock,classical,ar1,0.05,0,False,1.0256232505714238,100,10,10,0.015108733025229144,0.009797511729018864,0.02173428012507913,0.0026876829383915184,-0.0005260453580237072,0.008349551499984828,0.0022626231994263765,-7.849626478563987e-05,0.007157728189287786,0.012846109825802764,0.008858014616591331,0.01699228072330625,0.8502440147927582,0.6422592226237568,1.0046311161660386,5.621471494800342
schwefel,classical,ar1,0.05,0,False,4.328390371778852,100,10,10,0.0228813304958407,-0.016614747369412885,0.060647988845891926,0.014101807609524,-0.012862203614905804,0.038268317423170425,0.02106289433111686,-0.01634649946637494,0.060822194594095415,0.0018184361647238356,0.0008694954691168789,0.0031101580963961923,0.07947248369383002,,,1.6225813831403597
shekel,classical,ar1,0.05,0,False,56.774074038018384,100,10,10,0.013315756867761737,-0.05984327426597877,0.08990088277873183,-0.004540265385783012,-0.03549062220434635,0.024461528450899574,0.01321735852260069,-0.058094793742198884,0.09166381497268888,9.839834516104761e-05,2.775924544830763e-05,0.0001973914525143138,0.0073896171384201246,,,
steering_law,law,ar1,0.05,0,False,1.290375177799024,100,10,10,0.00911360495185678,0.004672945011817598,0.017707307431415648,0.005099260837432987,-0.0006259126256240369,0.01270749080525024,0.0022099926580341615,-0.0005012521844174671,0.00926285797191591,0.006903612293822617,0.004331935156292942,0.009776195066563033,0.7575062042179144,0.40948065994988475,1.0660383661753627,1.787240394716629
stevens,law,ar1,0.05,0,False,3.0593887562558817,100,10,10,0.00015096325269490737,-0.0010106425327916354,0.0011593386336004139,0.0007364177149962003,-0.003062744206309791,0.004771798766208941,-0.0001303809830027962,-0.0012579405525349888,0.0007565182409418537,0.00028134423569770354,0.0,0.0011285797948439257,1.8636603986421292,,,0.20499676966039077
weber_fechner,law,ar1,0.05,0,False,2.153305282720616,100,10,10,0.015290347767147893,0.0033702210165773533,0.037454994049399344,0.013619581180823594,0.001781548515565157,0.03191088786605992,0.011237760346671571,0.00041251591753843896,0.03253242008762925,0.004052587420476323,0.0017553321542587976,0.006718183257246724,0.2650422006217228,0.10674270228363138,0.8706169424544054,1.122673859360429
yerkes_dodson,law,ar1,0.05,0,False,3.5354125437868587,100,10,10,-0.0036096464076022837,-0.07205924664615161,0.05004410148787726,-0.007255177013792362,-0.05211427481720004,0.0338765968110577,-0.008440719742870726,-0.07674091801613574,0.05414847612330264,0.004831073335268438,0.0032683347210942758,0.006820948199274147,,,,
ackley,classical,ar1,0.05,20,False,20.102447153853433,100,10,10,0.01999627322555136,-0.00843922015202096,0.05006579366105125,0.015424416250025986,-0.0059589976379775195,0.03557661477053126,0.019924267518407715,-0.009491199290975251,0.050895920509618164,7.200570714364724e-05,0.0,0.0002593721492951706,0.0036009563547890464,,,1.296403889872829
branin,classical,ar1,0.05,20,False,1.2500554659000687,100,10,10,0.01070073767143563,0.006210200560041086,0.017744806883094204,0.0027984563583424425,0.00018208712438647952,0.008106470262418891,0.0023584167448029367,0.0001693275741156222,0.008160886190482225,0.008342320926632694,0.005651230125880914,0.012114420205317776,0.7796024145981587,0.5045960468481325,0.9785414101813085,3.8238000887652928
eggholder,classical,ar1,0.05,20,False,3.2050455310550587,100,10,10,0.0014896910012780276,-0.02563098568327528,0.029394629355531433,0.0002702191880200646,-0.016452734905604238,0.01533444788495583,-0.0004617119283332803,-0.02669554271183287,0.03148657171712729,0.0019514029296113086,0.0010544422984805092,0.0031665254486997955,1.3099380528828943,,,5.512898666424138
griewank,classical,ar1,0.05,20,False,2.7538558156589708,100,10,10,0.009535742280158462,0.004873113321682241,0.015507075465530904,0.004808533953624254,-0.0016992224561511115,0.011672168968564914,0.0045944149025100404,0.000698962993310351,0.009760824833711346,0.004941327377648423,0.003176714284502128,0.006745603406756696,0.5181901138341491,0.3263317251990485,0.8835264529501344,1.9830872303545348
hartmann_3,classical,ar1,0.05,20,False,3.0549009421557276,100,10,10,0.004915696098601543,0.003643197826060895,0.006702021252687253,0.0006794873472085217,-0.0004965252668247171,0.002006404327915939,0.0010564540203678234,0.00047353156552392436,0.0019422583746946912,0.0038592420782337187,0.0028468488471102516,0.005067693387477366,0.785085570959447,0.6866701435257724,0.8877797682590233,7.234418887704483
hartmann_6,classical,ar1,0.05,20,False,7.967163963291937,100,10,10,0.005031134173267108,-0.01150427217750018,0.02338175156291647,0.005364151134692344,-0.004332991641780831,0.01768834598921985,0.0032812680538922344,-0.013001421270601443,0.02082539647956106,0.0017498661193748749,0.0008840270701112087,0.0029425178875563487,0.34780748417976504,,,0.9379180502071487
hicks_law,law,ar1,0.05,20,False,5.402837764670362,100,10,10,-0.0006129396222781104,-0.003671053410127118,1.1507376694810314e-17,-0.0003174750234503599,-0.001931633351812651,2.60579765491089e-05,-0.0006129396222781138,-0.00367105341012712,0.0,3.2878219128029467e-18,0.0,1.3151287651211787e-17,,,,
levy_10,classical,ar1,0.05,20,False,2.6244803317786123,100,10,10,0.012770223242393696,-0.004433394662257727,0.028982649686208103,0.004020975811405748,-0.011188627024369154,0.018793356293684952,0.007491049331102103,-0.00922951432379137,0.02275768317389396,0.005279173911291596,0.00277588443954505,0.008012921400493115,0.4133971514112739,,,3.1759015327001383
michalewicz,classical,ar1,0.05,20,False,8.047721166688978,100,10,10,-0.024220020453276384,-0.07288303981966678,0.01632341459232549,-0.016914443221453853,-0.04709979590703176,0.007181783943727539,-0.02448972633572705,-0.0759571741195768,0.01975420555687295,0.0002697058824506704,2.8406734964531308e-05,0.0006279221617308118,,,,
moving_peaks,other,ar1,0.05,20,False,2.9574997815819173,100,10,10,0.011744366109253591,-0.005021845093061492,0.029263771643290526,0.0015275232156676305,-0.011254243062944248,0.013429064664126413,0.00732744846604113,-0.007498688467178215,0.023426008442664074,0.004416917643212464,0.001556448117702205,0.00765687412968187,0.3760882113281787,,,7.688502530627996
powell,classical,ar1,0.05,20,False,0.7642238834584598,100,10,10,0.017392712446928686,0.012149076098374009,0.024263472573298507,0.0007489074902221094,-0.0005345792447303967,0.002256979219193432,0.0008422522713196257,-0.0009679918795942142,0.002408109578028652,0.016550460175609058,0.011097226327541336,0.023956883050946762,0.9515744152104143,0.8461510614645835,1.0608840992173343,23.224113357138936
power_law_practice,law,ar1,0.05,20,False,1.7175746997911816,100,10,10,0.0024268939015756456,0.0001829417403227927,0.0065305999369899064,0.00029995857452517317,-3.958992609455536e-05,0.0015286825848955805,0.00015883764124069026,-0.0006123241902624815,0.001401608975509852,0.002268056260334955,0.00030516433352921225,0.0053194733493188585,0.9345510567488895,0.723821175259814,1.6825976412698627,8.090763550991523
rastrigin,classical,ar1,0.05,20,False,3.638939073438052,100,10,10,0.00497974625703002,-0.026192470759484842,0.03604803064104109,-0.0021213879318274786,-0.02833733364218905,0.02239765954219073,0.003984083811668771,-0.027596604685242592,0.03601853975158073,0.0009956624453612475,0.00028332132719228786,0.0019126822718703955,0.19994240549016898,,,
rosenbrock,classical,ar1,0.05,20,False,1.0256232505714238,100,10,10,0.010068231427588756,0.006945405351395119,0.013559010290695969,0.00014307768766366253,-0.0009443946883932675,0.0010008442208219643,0.0006093452104609843,-0.0004492433755825089,0.002049961328488674,0.009458886217127769,0.006891108417491713,0.012304796716593833,0.9394784262913074,0.823302544507658,1.062103180669484,70.3689833963244
schwefel,classical,ar1,0.05,20,False,4.328390371778852,100,10,10,0.014259231462185861,-0.012641372861099495,0.03868637915157117,0.010271259475744912,-0.00498300029346105,0.02632061921099191,0.012962192740070346,-0.014218785843546583,0.03684373235272735,0.0012970387221155125,0.00012428857323666935,0.0032691612982409797,0.09096133445586721,,,1.3882651388428415
shekel,classical,ar1,0.05,20,False,56.774074038018384,100,10,10,-0.016781707147384823,-0.070626714875307,0.027827054470904843,-0.0007085806683124612,-0.018183640576481225,0.015554800489114421,-0.016848643682101216,-0.07373517962258866,0.026242726114832967,6.693653471638861e-05,7.283235408688249e-06,0.0001597198076355373,,,,
steering_law,law,ar1,0.05,20,False,1.290375177799024,100,10,10,0.007151280254300393,0.0032211845644355627,0.017020999841118184,0.002440876164857398,-0.0002913803268509437,0.011128275821764603,0.002145260901086917,-0.00044349455938837704,0.012116020762253548,0.005006019353213476,0.003115663204276689,0.007472010272505067,0.7000172242170383,0.29860474107227303,1.0894894598792668,2.9298005188715455
stevens,law,ar1,0.05,20,False,3.0593887562558817,100,10,10,-0.00023266643943132536,-0.0013959986365879523,0.0,-0.00016588177095494392,-0.0009868971557765714,0.0,-0.0003144851381337472,-0.0013966381194217494,0.0,8.181869870242182e-05,0.0,0.0004909121922145309,,,,
weber_fechner,law,ar1,0.05,20,False,2.153305282720616,100,10,10,0.008907541906680095,0.0014979955779885737,0.027627116741014174,0.0073252363298449905,0.0001011926813077456,0.02259605105321853,0.005234982801491483,-0.0004274397332548793,0.02492922723476399,0.003672559105188612,0.0010973824288399803,0.007143728080359759,0.41229770723104026,0.11752927205355816,1.1842972924490198,1.2160074440722635
yerkes_dodson,law,ar1,0.05,20,False,3.5354125437868587,100,10,10,0.006465777918580178,-0.026733383403681442,0.03760397177477901,0.005159740860176596,-0.011381738616445073,0.02384370586835445,0.0022157707027258607,-0.0317579449905463,0.033754449849886674,0.004250007215854319,0.002689066272846836,0.006011805929898406,0.6573079479951547,,,1.2531206690017533
ackley,classical,ar1,0.25,0,False,20.102447153853433,100,10,10,0.05667869317083346,-0.02826654870045929,0.14363258042784266,0.02769409569908174,-0.02017992789879419,0.07292886094066066,0.05429202667869544,-0.03605737767067674,0.14072534991960334,0.002386666492138021,0.0008961368359994245,0.0043967938365122574,0.04210870714581306,,,2.04659844418436
branin,classical,ar1,0.25,0,False,1.2500554659000687,100,10,10,0.08813345155720193,0.06027433285164768,0.1268501916085691,0.03058615456931088,0.01156499030875629,0.06129561446954705,0.031572750948973334,0.011769463618853082,0.06402845332832419,0.05656070060822859,0.04185208355794054,0.0769292402613524,0.6417620053325447,0.4735446342039768,0.8261682110882657,2.881481925342523
eggholder,classical,ar1,0.25,0,False,3.2050455310550587,100,10,10,0.0721911649398258,0.0009150811361111394,0.14908307358933445,0.013233339172765854,-0.0313607833430857,0.06636358510656608,0.056459180835135195,-0.008928628719734906,0.13497889103401187,0.015731984104690608,0.008654927246102088,0.025407100850531106,0.2179211835382327,0.10306040581060194,1.0671302708362447,5.4552493514558185
griewank,classical,ar1,0.25,0,False,2.7538558156589708,100,10,10,0.10268632387440914,0.05516358350696861,0.1761362256650617,0.061460349976618985,0.024774239301509893,0.10580185502128908,0.07012591276567566,0.026939915229100397,0.13065382901435488,0.032560411108733464,0.023377189359851582,0.04519067464660838,0.3170861501338444,0.21022580418207387,0.5099045663708057,1.6707734972787092
hartmann_3,classical,ar1,0.25,0,False,3.0549009421557276,100,10,10,0.08615252977533489,0.04002816740870182,0.16219915206719482,0.06292914262517695,0.01769443312148737,0.1315517219854779,0.057929005023921294,0.013393591388339364,0.13607531988611085,0.028223524751413587,0.019273227085855153,0.040010112208641695,0.3275994892432499,0.16485813794092366,0.6898772554216225,1.3690402599076033
hartmann_6,classical,ar1,0.25,0,False,7.967163963291937,100,10,10,0.120576160871904,0.04069984780041275,0.2471427828863768,0.10851388443279834,0.02524651346454135,0.2009696273447096,0.11072886297476878,0.026725305980060676,0.23188636771368623,0.009847297897135237,0.005856741862344307,0.014781334184887059,0.08166869658088277,0.04345655486417913,0.23410988841606367,1.11115883006267
hicks_law,law,ar1,0.25,0,False,5.402837764670362,100,10,10,0.04184724441668191,-0.0020439038159456554,0.11483235532933006,0.05222446803514551,0.007804743722292296,0.11341504139908486,0.03968151653891162,-0.004679792698019078,0.10652441793073138,0.002165727877770299,0.0,0.00626218004636673,0.051753177729116064,1.516492726958055e-16,0.25608922036391946,0.8012957525679335
levy_10,classical,ar1,0.25,0,False,2.6244803317786123,100,10,10,0.08846743386719695,0.04969317612545003,0.12213705503263955,0.0215176921632495,-0.00452762722706292,0.04856576892863743,0.05052667911239056,0.012975371158120823,0.08640323288133768,0.037940754754806384,0.027606753972824534,0.049443636018450074,0.4288669072481657,0.2712896100381288,0.7969616405967039,4.11138114608277
michalewicz,classical,ar1,0.25,0,False,8.047721166688978,100,10,10,0.042688249182587235,-0.030870965872551673,0.12247904901282386,0.014573035176586086,-0.03288188448498681,0.06473379858378084,0.032927613640842845,-0.037223103864716486,0.10637434504182797,0.009760635541744379,0.004739890065325257,0.01570308036513354,0.22864923553074165,,,2.92926275585835
moving_peaks,other,ar1,0.25,0,False,2.9574997815819173,100,10,10,0.08533671048441889,0.0371954248438307,0.13574306596020597,0.023666649632573093,-0.013505351112174272,0.060584086942648614,0.0439462372429132,0.003990883980293802,0.08840705832135527,0.04139047324150568,0.028705007729351337,0.05432507709480442,0.48502541293834983,0.31196424294886776,0.9535022850157471,3.6057790946027066
powell,classical,ar1,0.25,0,False,0.7642238834584598,100,10,10,0.10920457410001366,0.07200889982355273,0.15156405344233595,0.021417146406974837,0.006689504145076083,0.0426496413614609,0.0164544852429109,0.0038871111035997407,0.03685761758974676,0.09275008885710276,0.06174384566364656,0.12971226584079584,0.8493242121173307,0.704688677207398,0.9574552968995338,5.098932043740871
power_law_practice,law,ar1,0.25,0,False,1.7175746997911816,100,10,10,0.09064928601235275,0.03921069972306365,0.15166545089013442,0.061595151968762044,0.020472444872742006,0.1097012731892297,0.057540656694205224,0.014302941746112111,0.11204569833737692,0.03310862931814753,0.017998264880936327,0.051388548441823646,0.3652387213908759,0.2128873986409278,0.6650623660122418,1.4716951434477425
rastrigin,classical,ar1,0.25,0,False,3.638939073438052,100,10,10,0.06235455787714059,0.001868618950426315,0.1280825204392995,0.035865664415193635,-0.0006283418825055503,0.0761044180590972,0.045351899501095326,-0.012438054482705376,0.10406593011653342,0.01700265837604525,0.008340861631505717,0.026150446251990977,0.2726770737360723,0.1278883072822361,1.181920376508458,1.7385585599447466
rosenbrock,classical,ar1,0.25,0,False,1.0256232505714238,100,10,10,0.06168273265543773,0.03797818894334609,0.08994541364924191,0.01248489184945648,0.0030280770652096004,0.027755578109427477,0.007951632126015953,0.0014974167094533683,0.019329331253805187,0.05373110052942175,0.03423957628857505,0.07727244075536994,0.871088199505782,0.7332362976897434,0.9699887212283608,4.940590066715158
schwefel,classical,ar1,0.25,0,False,4.328390371778852,100,10,10,0.0698029316993301,0.026687154421498476,0.11676164060538881,0.03313951395029944,0.0038074724145951235,0.061305005687728176,0.045189556256859796,0.004611954502855543,0.09341090780038501,0.0246133754424703,0.01613693795325706,0.03563591622576703,0.3526123451159647,0.18977663370289796,0.915051565748717,2.106335409867995
shekel,classical,ar1,0.25,0,False,56.774074038018384,100,10,10,0.037798259834986046,-0.035983432895479076,0.12530105533677002,0.016831101377296487,-0.008047860974732474,0.045993746826814445,0.03684471186269587,-0.0368205318257584,0.12359089083524441,0.0009535479722901666,0.0004024508898924124,0.0016630774899659766,0.02522729819978546,,,2.2457389440938313
steering_law,law,ar1,0.25,0,False,1.290375177799024,100,10,10,0.07135808671495025,0.03661279611855619,0.11809636324441321,0.03411746884646198,0.008119850246581798,0.06779543013277838,0.0290414597435328,0.006315379443217734,0.06466620137457266,0.04231662697141745,0.0255097412174302,0.06564899435136684,0.5930179594144258,0.38243568192616484,0.8481178853029494,2.0915410529450855
stevens,law,ar1,0.25,0,False,3.0593887562558817,100,10,10,0.06129234768856655,0.016531437025205067,0.13858537463240178,0.04936744833559816,0.009850651332960411,0.11099455432129618,0.04623883572711526,0.006601290557189355,0.11916343340413516,0.015053511961451285,0.004912436781935272,0.02819410447311691,0.24560181701539494,0.10243499954321135,0.6391334318700849,1.241553893405698
weber_fechner,law,ar1,0.25,0,False,2.153305282720616,100,10,10,0.11831786664800249,0.06799171509538929,0.1930406947137954,0.05890809683578652,0.02357062736315016,0.10602151266472687,0.07232118391756157,0.02587320917117375,0.1426977548430725,0.04599668273044093,0.03319357022156676,0.06244026291056845,0.3887551731073869,0.22938879029587808,0.6536402947558912,2.008516197320513
yerkes_dodson,law,ar1,0.25,0,False,3.5354125437868587,100,10,10,0.0681000016579633,0.0044126827127289854,0.1456539527501315,0.03882938632377879,-0.006023449314414342,0.09144197585037943,0.04236349902185587,-0.022152445885711615,0.12235299149923835,0.025736502636107425,0.01804933012355856,0.03635399099701198,0.3779222027830585,0.16532954353903706,1.879957813565039,1.7538263698043417
ackley,classical,ar1,0.25,20,False,20.102447153853433,100,10,10,0.019691238485572464,-0.012596085326460046,0.050588726931833715,0.004061369409929688,-0.019416945774957024,0.02491127668449758,0.01842828914952157,-0.012034832204126995,0.05094438729060201,0.001262949336050894,0.00030119569805640096,0.0024324661741547352,0.06413762836584615,,,4.848423400597132
branin,classical,ar1,0.25,20,False,1.2500554659000687,100,10,10,0.040213653374511056,0.026611855314501238,0.0583882758463209,0.0039796638662558115,0.00034918591178628727,0.011088084043161322,0.004217899658853061,0.0003836039366990814,0.012080264456136542,0.03599575371565799,0.024518352755918637,0.05360702990990774,0.8951127464204351,0.7520917518245004,0.9900718075004348,10.104786415628936
eggholder,classical,ar1,0.25,20,False,3.2050455310550587,100,10,10,0.036154362782624246,-0.005959242528242039,0.08112140350498769,0.01905938763423482,0.0008233717737613197,0.04002218894685108,0.024597911109692228,-0.017255036544169967,0.06869922791467759,0.011556451672932018,0.006284674044712353,0.018511883673615424,0.31964196803617956,,,1.896932025123573
griewank,classical,ar1,0.25,20,False,2.7538558156589708,100,10,10,0.05791614433193973,0.03475323107147582,0.08679217103789863,0.025848067553330186,0.010720491738584316,0.04620894340215026,0.02916053331867634,0.010672729787904263,0.05407455160976913,0.028755611013263394,0.020676511000952108,0.03790321170283957,0.49650423633959323,0.3506437499691643,0.7171657727572947,2.240637301509915
hartmann_3,classical,ar1,0.25,20,False,3.0549009421557276,100,10,10,0.02186204125622601,0.014407631150670872,0.03271487989351354,0.0048048161011638914,0.0011008250815776961,0.015414439953434136,0.004163435794798886,0.001576833074278028,0.012113209760585704,0.01769860546142713,0.011647958888865061,0.02501276844340669,0.8095586891451322,0.5888549445350385,0.9226541437521337,4.5500266390903645
hartmann_6,classical,ar1,0.25,20,False,7.967163963291937,100,10,10,0.039500200699291936,0.015386972110768875,0.0722620728722001,0.027792886343085438,0.007583577070937627,0.050339093624281704,0.02993352678944865,0.0048949147981384306,0.06502139493623847,0.009566673909843284,0.0056948363259427945,0.014427053314195224,0.2421930456169751,0.11053488616380587,0.6257857910395555,1.4212342040221075
