section,problem,scheme,direction,candidate,role,metric,full_value,full_lo,full_hi,train_value,test_value,test_lo,test_hi,p_test,optimism,note,n_landscapes_test,seed_shift_mean_over_candidates,test_rank_of_selected,test_best_candidate,test_best_value,n_folds,test_median,test_p2_5,test_p97_5,test_mean,train_mean,optimism_mean,optimism_p2_5,optimism_p97_5,optimism_net_of_shift_mean,optimism_net_p2_5,optimism_net_p97_5,fixed_choice_optimism_mean,full_best_test_p2_5,full_best_test_p97_5,share_selected_k5_to_16,share_selected_full_best,share_selected_paper_choice,full_best,full_best_value,full_best_test_median,selection_regret_on_test_mean,selected_distribution,family,group,label,scope,n_landscapes,mean_gain_test,landscapes_gaining_test,p_full,p_holm_core_test,p_holm_core_full,p_holm_all_test,p_holm_all_full
1_seed_split,sitting_rho1,seed,7-11 -> 12-16,tournament_k5_obs_rho1_post,candidate,recovery,0.05532207360140882,0.003450697509301327,0.10458278168194401,0.002980449800075696,0.10343993898889892,0.04433058147730521,0.16068202993516156,0.009435653686523438,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,7-11 -> 12-16,tournament_k3_lcb_rho1_look,summary_selected,recovery,0.13175865916262014,0.0609539723684937,0.19905966332114478,0.09994327575297014,0.16100666915878561,0.0855392489228275,0.23278418989122374,0.0072956085205078125,-0.061063393405815444,,,-0.07391603532399833,2.0,tournament_k5_lcb_rho1_look,0.17402949641575863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,confirm_k2,candidate,recovery,0.032079935582413774,-0.05327328467018508,0.11817329004509365,0.07177471120438073,-0.011099224501929607,-0.09307501348568505,0.07421717092221859,0.5458755493164062,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,confirm_k4,candidate,recovery,0.03385663400167733,-0.053248552746866795,0.11783978853984553,0.05073991232463388,0.015491351265275314,-0.07410653738798414,0.1055217668616139,0.9272785186767578,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,rerate3x2,candidate,recovery,0.04116325232881443,0.0003951822452065143,0.09284475429012515,,0.04116325232881443,0.0003951822452065143,0.09284475429012515,0.11398696899414062,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k3_lcb_rho1_look,"full_best,test_best",recovery,0.13175865916262014,0.0609539723684937,0.19905966332114478,0.1610066691587856,0.09994327575297011,0.03447935510846226,0.169124760440054,0.01923370361328125,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k3_lcb_rho1_post,candidate,recovery,0.11722299558889016,0.022531543009875733,0.20892247870590056,0.14181715555163452,0.09046997447888785,0.0030765786314088123,0.17513354064548436,0.06372261047363281,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k3_obs_rho1_look,candidate,recovery,0.04504498715735928,-0.0012040302105659332,0.09157378524833608,0.06533636188667266,0.022972447281770336,-0.028381087246086314,0.07118786511864707,0.6476554870605469,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k3_obs_rho1_post,candidate,recovery,0.07521998497221097,0.022361332913765797,0.13260250135257026,0.1184722849637478,0.028171023085219165,-0.021892338900615975,0.0889817491880234,0.7285060882568359,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k5_lcb_rho1_look,"selected,paper_choice",recovery,0.12187275813209382,0.05541599911512625,0.18900532500238035,0.17402949641575863,0.06513773150603905,0.004554276671435172,0.12777620356537053,0.082550048828125,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k5_lcb_rho1_post,candidate,recovery,0.08554630210470147,-0.009970993744041114,0.17687324605955182,0.127973057689672,0.03939535043515851,-0.05486272091477613,0.12985439560343362,0.3299827575683594,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k5_obs_rho1_look,candidate,recovery,0.016379597699731716,-0.014148060399428147,0.04214707373501189,0.05375574162338488,-0.024277402535880326,-0.07338637894944876,0.016860629435807944,0.3299827575683594,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k5_obs_rho1_post,candidate,recovery,0.05532207360140882,0.003450697509301327,0.10458278168194401,0.10343993898889899,0.0029804498000757453,-0.048560310849020745,0.053541986167832394,0.9854354858398438,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,sitting_rho1,seed,12-16 -> 7-11,tournament_k5_lcb_rho1_look,summary_selected,recovery,0.12187275813209382,0.05541599911512625,0.18900532500238035,0.17402949641575863,0.06513773150603905,0.004554276671435172,0.12777620356537053,0.082550048828125,0.10889176490971957,,,0.07391603532399833,3.0,tournament_k3_lcb_rho1_look,0.09994327575297014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,7-11 -> 12-16,best_mean,candidate,recovery,-0.01374250038386902,-0.040514885048269625,0.008934537785484422,-0.01448299432039299,-0.013055212717622135,-0.04067988981982038,0.010769722918426827,0.9433920568226559,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,7-11 -> 12-16,pm,candidate,recovery,0.007384448169479757,-0.04486230428691748,0.058713479158351525,-0.006201835138551675,0.01999452434590312,-0.033163460471391557,0.0680027709669631,0.2942523956298828,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,7-11 -> 12-16,lcb1,candidate,recovery,0.07706948077914334,0.024405690223249298,0.1307771736145987,0.07227775800441054,0.08151690674809553,0.024509208980949763,0.1343866227623193,0.01531219482421875,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,7-11 -> 12-16,lcb2,"selected,paper_choice,full_best,test_best",recovery,0.10141204819331116,0.04588618609930158,0.15882898087661287,0.09556731903721019,0.10683681950257912,0.04890779499148428,0.16361384364798698,0.0031528472900390625,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,7-11 -> 12-16,lcb2,summary_selected,recovery,0.10141204819331116,0.04588618609930158,0.15882898087661287,0.09556731903721019,0.10683681950257912,0.04890779499148428,0.16361384364798698,0.0031528472900390625,-0.011269500465369023,,,-0.012033197574069938,1.0,lcb2,0.10683681950257921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,12-16 -> 7-11,best_mean,candidate,recovery,-0.01374250038386902,-0.040514885048269625,0.008934537785484422,-0.013055212717622163,-0.014482994320392887,-0.04271611954719869,0.009338299860544718,0.30878760631195334,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,12-16 -> 7-11,pm,candidate,recovery,0.007384448169479757,-0.04486230428691748,0.058713479158351525,0.019994524345903167,-0.006201835138551655,-0.06429101313269928,0.05672076415397578,0.8408222198486328,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,12-16 -> 7-11,lcb1,candidate,recovery,0.07706948077914334,0.024405690223249298,0.1307771736145987,0.0815169067480956,0.07227775800441058,0.019092758163374746,0.1300363975945944,0.021484375,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,12-16 -> 7-11,lcb2,"selected,paper_choice,full_best,test_best",recovery,0.10141204819331116,0.04588618609930158,0.15882898087661287,0.10683681950257921,0.09556731903721023,0.0394615537317483,0.15573810946719863,0.0072956085205078125,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule,seed,12-16 -> 7-11,lcb2,summary_selected,recovery,0.10141204819331116,0.04588618609930158,0.15882898087661287,0.10683681950257921,0.09556731903721023,0.0394615537317483,0.15573810946719863,0.0072956085205078125,0.011269500465369023,,,0.012033197574069938,1.0,lcb2,0.09556731903721019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,shortlist_m1,fixed,recovery,0.0035390123828657615,-0.08232881702094048,0.07539945692160425,0.007371074122487151,-0.00024455844758899877,-0.07854159798111758,0.06280727412156568,0.5458755493164062,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,shortlist_m2,fixed,recovery,0.1567343257322046,0.09396463984525708,0.2175751363410964,0.15859795114831315,0.1548942826320694,0.09785149891798614,0.20995705652463076,0.0001678466796875,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,shortlist_m3,fixed,recovery,0.24013261856239823,0.17920572791586034,0.30179360379951325,0.23989720365711387,0.2403650545274763,0.18341546768217998,0.2983696822809897,1.9073486328125e-06,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,shortlist_m5,fixed,recovery,0.3412640624182005,0.2786280080228627,0.4037784088698109,0.3363809428452727,0.3460853909961628,0.28354309700177677,0.407011645770201,1.9073486328125e-06,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,ordinal_lcb1,fixed,recovery,-0.011474012711977477,-0.11070991707023543,0.072635873185341,-0.01471733967699911,-0.008271726806297897,-0.09464041192064084,0.06879694939709768,0.8694877624511719,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,ordinal_pm,fixed,recovery,-0.08151182486046243,-0.18031736260250247,0.008386599028396988,-0.08485604769375114,-0.07820991982283051,-0.16952062636759466,0.0015359331032257387,0.16495704650878906,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,lucb_k4_rho1,fixed,recovery,0.061732429021336674,0.01587222136757981,0.10490282039756146,0.06052342584462161,0.0629261334718809,0.011428871803313262,0.11234999532532067,0.03623390197753906,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,lucb_k8_rho1,fixed,recovery,0.09046245297785048,0.04373626820815461,0.13233519550980075,0.08935326659620949,0.09155760371504333,0.03652314336606973,0.1416216482408375,0.009435653686523438,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,lucb_k4_rho0.5,fixed,recovery,0.10803527990624322,0.05903009010493457,0.1564714995393699,0.1111111739756594,0.10499830820031186,0.052375067298303844,0.15627541854560703,0.002712249755859375,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,no_selection_remedies,seed,test seeds 12-16 only,lucb_k8_rho0.5,fixed,recovery,0.161025885794131,0.11140743746313778,0.20562125875550588,0.15820626551999098,0.16380982659338575,0.10459204364166715,0.214746426221223,0.000209808349609375,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule_all_magnitudes,seed,test seeds 12-16 only,best_mean,fixed,recovery,-0.014118902008180357,-0.04087950610253107,0.008402140583918907,,-0.01332730846951726,-0.040557107690182594,0.010132030335181456,0.9433920568226559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule_all_magnitudes,seed,test seeds 12-16 only,pm,fixed,recovery,-0.008701704699730096,-0.07443062626898103,0.05257697100596679,,0.005352281955708487,-0.06061365776019915,0.06191787502084477,0.47490501403808594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule_all_magnitudes,seed,test seeds 12-16 only,lcb1,fixed,recovery,0.06109647800945178,-0.0038723467928454065,0.12484438515304411,,0.0670006773237593,-0.001075109408856768,0.12719414460100312,0.09730720520019531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1_seed_split,ship_rule_all_magnitudes,seed,test seeds 12-16 only,lcb2,fixed,recovery,0.08480412235107795,0.01746515618726758,0.15079394506165333,,0.09128461512628606,0.02227247392030819,0.15514510651487612,0.03276824951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2_landscape_split,k,landscape,,fixed_k8,summary,,,,,,,,,,,,,,,,,2000.0,0.019464777327903658,0.00047422249741008843,0.03403907251243771,0.018901900805914147,0.024050147151910145,0.005148246345995998,-0.024908267979314305,0.04238493140335032,0.005148246345995997,-0.004662298926532634,0.014762055252936621,0.0,0.008350429237385154,0.03518708373606581,0.9995,0.38,0.38,fixed_k8,0.021768756486725487,0.021768756486725487,0.005148246345995998,"fixed_k16: 45.2%, fixed_k8: 38.0%, fixed_k12: 8.8%, fixed_k5: 7.9%, fixed_k2: 0.1%",,,,,,,,,,,,
2_landscape_split,k,crossed,,fixed_k8,summary,,,,,,,,,,,,,,,,,2000.0,0.017652973324661494,-0.001599063587997145,0.036845348222465255,0.017656798152242206,0.024760520983300068,0.007103722831057864,-0.02477443729229276,0.0411369225954395,0.005865462328174948,-0.00441310904340043,0.01605507741476837,-0.0018461687338397427,0.00644098724751541,0.0389426944597753,0.9995,0.093,0.093,fixed_k8,0.021768756486725487,0.022691840853645354,0.0075145041247657715,"fixed_k12: 69.7%, fixed_k16: 19.2%, fixed_k8: 9.3%, fixed_k5: 1.7%, fixed_k2: 0.1%",,,,,,,,,,,,
2_landscape_split,sitting19,landscape,,tournament_k5_lcb_rho0.5_look,summary,,,,,,,,,,,,,,,,,2000.0,0.19152362004654666,0.11647622687053572,0.25551115936453145,0.18963473098698802,0.19612371685338653,0.00648898586639848,-0.12318318910636072,0.1473737013122015,0.00648898586639848,-0.02900546847728336,0.08538515418584545,0.0,0.12134361110403641,0.26526056082914834,,0.8985,0.8985,tournament_k5_lcb_rho0.5_look,0.1966228787952786,0.19662080062410908,0.00648898586639848,"tournament_k5_lcb_rho0.5_look: 89.8%, tournament_k3_lcb_rho0.5_look: 7.0%, tournament_k5_obs_rho0.5_look: 3.1%",,,,,,,,,,,,
2_landscape_split,sitting19,crossed,,tournament_k5_lcb_rho0.5_look,summary,,,,,,,,,,,,,,,,,2000.0,0.22525129209300065,0.13869135669576804,0.29786959543222974,0.22237508226288955,0.16068630651147298,-0.06168877575141658,-0.18842751576004155,0.08268396328243433,0.009333125142130765,-0.02669332966331756,0.07916675305287683,-0.06926362375520663,0.14505869460758028,0.3047436285872046,,0.815,0.815,tournament_k5_lcb_rho0.5_look,0.1966228787952786,0.2303083728151032,0.00769067098343287,"tournament_k5_lcb_rho0.5_look: 81.5%, tournament_k3_lcb_rho0.5_look: 15.9%, tournament_k5_obs_rho0.5_look: 1.8%, tournament_k3_obs_rho0.5_look: 0.7%, tournament_k3_lcb_rho0.5_post: 0.1%, tournament_k5_lcb_rho0.5_post: 0.1%",,,,,,,,,,,,
2_landscape_split,sitting_rho1,landscape,,tournament_k3_lcb_rho1_look,summary,,,,,,,,,,,,,,,,,2000.0,0.12178534044224426,0.016546520504129327,0.19416060597216134,0.11709486034369428,0.13417969244813036,0.017084832104436082,-0.13079381610565288,0.1886686899802224,0.017084832104436086,-0.029963312238466856,0.09264284938209455,0.0,0.05591578552953637,0.1997566688872657,,0.5955,0.22,tournament_k3_lcb_rho1_look,0.13175865916262014,0.1317606902679888,0.017084832104436082,"tournament_k3_lcb_rho1_look: 59.6%, tournament_k5_lcb_rho1_look: 22.0%, tournament_k3_lcb_rho1_post: 18.0%, tournament_k3_obs_rho1_look: 0.3%, tournament_k5_obs_rho1_look: 0.1%, tournament_k5_lcb_rho1_post: 0.1%",,,,,,,,,,,,
2_landscape_split,sitting_rho1,crossed,,tournament_k3_lcb_rho1_look,summary,,,,,,,,,,,,,,,,,2000.0,0.15519758124188535,0.027610362105361715,0.2321630932426527,0.14669539602879483,0.10331863279199804,-0.04249978122176352,-0.18702227596084323,0.14312798420619327,0.029004698147141128,-0.022943589852298826,0.12126772470031189,-0.05953092146413844,0.07520447850693932,0.23549084637725096,,0.658,0.0205,tournament_k3_lcb_rho1_look,0.13175865916262014,0.16100812338958703,0.028161472845173556,"tournament_k3_lcb_rho1_look: 65.8%, tournament_k3_lcb_rho1_post: 29.4%, tournament_k5_lcb_rho1_look: 2.1%, rerate3x2: 1.4%, tournament_k3_obs_rho1_look: 1.1%, tournament_k5_obs_rho1_look: 0.1%, confirm_k4: 0.1%",,,,,,,,,,,,
2_landscape_split,ship_rule,landscape,,lcb2,summary,,,,,,,,,,,,,,,,,2000.0,0.10141189358206286,0.044364925360732076,0.15763930686934108,0.10123507788907962,0.10123507788907962,0.0,-0.11242364286387797,0.11242364286387797,0.0,-0.03931492251398172,0.0393149225139816,0.0,0.044364925360732076,0.15763930686934108,,1.0,1.0,lcb2,0.10141204819331116,0.10141189358206286,0.0,lcb2: 100.0%,,,,,,,,,,,,
2_landscape_split,ship_rule,crossed,,lcb2,summary,,,,,,,,,,,,,,,,,2000.0,0.10683755571409281,0.04693642981576296,0.16245061236551908,0.10631216261920803,0.0957821930233369,-0.010529969595871153,-0.12221916920458699,0.10277632608271642,0.0009134587711206463,-0.03831924248442051,0.04067256242874661,-0.010529969595871153,0.04693642981576296,0.16245061236551908,,1.0,1.0,lcb2,0.10141204819331116,0.10683755571409281,0.0,lcb2: 100.0%,,,,,,,,,,,,
2_landscape_split,rank_spike,landscape,,ordinal_lcb1,summary,,,,,,,,,,,,,,,,,2000.0,0.4996771414438136,0.3451600254073239,0.6258903387258268,0.4967772666676677,0.5026024691806825,0.005825202513014875,-0.27203466758251266,0.28410488978069914,0.005825202513014876,-0.02048953676227998,0.03237687693343483,0.0,0.34995716373581265,0.6360491089415681,,0.8945,0.8945,ordinal_lcb1,0.5051892507455902,0.5051877177277024,0.005825202513014876,"ordinal_lcb1: 89.5%, ordinal_pm: 10.5%",,,,,,,,,,,,
2_landscape_split,rank_ceiling,landscape,,ordinal_lcb1,summary,,,,,,,,,,,,,,,,,2000.0,0.3564434288055831,0.27999105874659475,0.4361790166185453,0.3569136480150765,0.363984082730097,0.007070434715020487,-0.14493967714466824,0.15844072686327793,0.007070434715020487,-0.0034152888329459325,0.019840851659100135,0.0,0.2902102793600735,0.43701970950880653,,0.6575,0.6575,ordinal_lcb1,0.36139061623136004,0.36139140667085223,0.007070434715020487,"ordinal_lcb1: 65.8%, ordinal_pm: 34.2%",,,,,,,,,,,,
4_holm,,,,confirm_k2,,,,,,,,,,0.1893482208251953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,confirm_k2,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.016550839042832294,11.0,0.47490501403808594,0.9897422790527344,1.0,1.0,1.0
4_holm,,,,confirm_k4,,,,,,,,,,0.3299827575683594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,confirm_k4,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.011700334391330605,13.0,0.7561664581298828,1.0,1.0,1.0,1.0
4_holm,,,,tournament_k3_lcb_rho0.5_look,,,,,,,,,,0.0010166168212890625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_lcb_rho0.5_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.049033943916618083,15.0,0.000850677490234375,0.021348953247070312,0.017864227294921875,0.03354835510253906,0.02892303466796875
4_holm,,,,tournament_k3_lcb_rho0.5_post,,,,,,,,,,0.029575347900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_lcb_rho0.5_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03621432118046959,14.0,0.03623390197753906,0.3253288269042969,0.4710407257080078,0.5619316101074219,0.6522102355957031
4_holm,,,,tournament_k3_lcb_rho1_look,,,,,,,,,,0.0072956085205078125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_lcb_rho1_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03712721962031338,15.0,0.00830841064453125,0.10943412780761719,0.14124298095703125,0.18968582153320312,0.20771026611328125
4_holm,,,,tournament_k3_lcb_rho1_post,,,,,,,,,,0.03276824951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_lcb_rho1_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03270222722824628,14.0,0.03623390197753906,0.3276824951171875,0.4710407257080078,0.5898284912109375,0.6522102355957031
4_holm,,,,tournament_k3_obs_rho0.5_look,,,,,,,,,,0.0003223419189453125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_obs_rho0.5_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.031044239382658868,17.0,0.0001678466796875,0.007091522216796875,0.0040283203125,0.011281967163085938,0.006378173828125
4_holm,,,,tournament_k3_obs_rho0.5_post,,,,,,,,,,0.00365447998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_obs_rho0.5_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03035555609357945,15.0,0.006389617919921875,0.0657806396484375,0.12140274047851562,0.10597991943359375,0.1789093017578125
4_holm,,,,tournament_k3_obs_rho1_look,,,,,,,,,,0.04844093322753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_obs_rho1_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.015066192410740914,15.0,0.1893482208251953,0.33908653259277344,1.0,0.6781730651855469,1.0
4_holm,,,,tournament_k3_obs_rho1_post,,,,,,,,,,0.006389617919921875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k3_obs_rho1_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.02731903321614303,14.0,0.01068878173828125,0.10223388671875,0.1710205078125,0.17251968383789062,0.25653076171875
4_holm,,,,tournament_k5_lcb_rho0.5_look,,,,,,,,,,0.000209808349609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_lcb_rho0.5_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.05310676033606147,16.0,0.000209808349609375,0.004825592041015625,0.004825592041015625,0.007762908935546875,0.0075531005859375
4_holm,,,,tournament_k5_lcb_rho0.5_post,,,,,,,,,,0.021484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_lcb_rho0.5_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03402528651221949,14.0,0.04405403137207031,0.2578125,0.48459434509277344,0.4296875,0.6608104705810547
4_holm,,,,tournament_k5_lcb_rho1_look,,,,,,,,,,0.005580902099609375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_lcb_rho1_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.040130209311195125,15.0,0.006389617919921875,0.09487533569335938,0.12140274047851562,0.1562652587890625,0.1789093017578125
4_holm,,,,tournament_k5_lcb_rho1_post,,,,,,,,,,0.03623390197753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_lcb_rho1_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.029509857219900286,14.0,0.13272666931152344,0.3276824951171875,1.0,0.6159763336181641,1.0
4_holm,,,,tournament_k5_obs_rho0.5_look,,,,,,,,,,3.62396240234375e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_obs_rho0.5_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.04087790446080931,18.0,3.62396240234375e-05,0.0009059906005859375,0.0009059906005859375,0.0014133453369140625,0.0014133453369140625
4_holm,,,,tournament_k5_obs_rho0.5_post,,,,,,,,,,0.001689910888671875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_obs_rho0.5_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.03447340058813074,15.0,0.013616561889648438,0.0337982177734375,0.20424842834472656,0.0540771484375,0.31318092346191406
4_holm,,,,tournament_k5_obs_rho1_look,,,,,,,,,,0.03623390197753906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_obs_rho1_look,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.012395767427099323,15.0,0.2942523956298828,0.3276824951171875,1.0,0.6159763336181641,1.0
4_holm,,,,tournament_k5_obs_rho1_post,,,,,,,,,,0.009435653686523438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,sitting variant,tournament_k5_obs_rho1_post,"gaussian, LogEI/qNEI/UCB, all magnitudes and onsets",20.0,0.023852659970036463,14.0,0.04844093322753906,0.13209915161132812,0.48459434509277344,0.23589134216308594,0.6781730651855469
4_holm,,,,best_mean,,,,,,,,,,0.9433920568226559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,ship rule,best_mean,"gaussian >= 0.25 sigma, ten acquisitions",20.0,-0.0037829747164474224,11.0,0.9479148130096964,1.0,1.0,1.0,1.0
4_holm,,,,pm,,,,,,,,,,0.2942523956298828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,ship rule,pm,"gaussian >= 0.25 sigma, ten acquisitions",20.0,0.0057937608297906566,12.0,0.7841262817382812,1.0,1.0,1.0,1.0
4_holm,,,,lcb1,,,,,,,,,,0.01531219482421875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,ship rule,lcb1,"gaussian >= 0.25 sigma, ten acquisitions",20.0,0.02362094006900369,15.0,0.01923370361328125,0.19905853271484375,0.2692718505859375,0.32155609130859375,0.40390777587890625
4_holm,,,,lcb2,,,,,,,,,,0.0031528472900390625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,core,ship rule,lcb2,"gaussian >= 0.25 sigma, ten acquisitions",20.0,0.030957824717660114,16.0,0.0031528472900390625,0.05990409851074219,0.06305694580078125,0.09458541870117188,0.09773826599121094
