level,error_model,jitter_std,jitter_iteration,unit,mean_rank,mean_fragility,is_winner_by_mean_rank,is_winner_by_mean_fragility,kendall_w,friedman_p,n_landscapes,k
representatives:ei/pi/qucb/qnei/greedy,ar1,5.0,20,PI,3.7,0.06203660584431768,False,False,0.0950666666666666,0.1071532370076875,20,5
representatives:ei/pi/qucb/qnei/greedy,ar1,5.0,20,UCB,3.125,0.052246166518972514,False,False,0.0950666666666666,0.1071532370076875,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,0,EI,2.25,0.0019790067798857885,True,False,0.2700000000000003,0.00024071414025182624,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,0,Greedy,4.05,0.03245568763847256,False,False,0.2700000000000003,0.00024071414025182624,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,0,NEI,2.35,0.003738827716828664,False,False,0.2700000000000003,0.00024071414025182624,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,0,PI,3.7,0.018554775860551175,False,False,0.2700000000000003,0.00024071414025182624,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,0,UCB,2.65,0.0008549125124240689,False,True,0.2700000000000003,0.00024071414025182624,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,20,EI,2.95,0.0006446100124750277,False,True,0.13763440860215065,0.02644343437688502,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,20,Greedy,2.9,0.0020073923089108754,False,False,0.13763440860215065,0.02644343437688502,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,20,NEI,2.45,0.0009205057248915296,True,False,0.13763440860215065,0.02644343437688502,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,20,PI,3.95,0.007217418202998913,False,False,0.13763440860215065,0.02644343437688502,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.05,20,UCB,2.75,0.0007475546597172376,False,False,0.13763440860215065,0.02644343437688502,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,0,EI,2.35,0.030188656313299356,False,False,0.5865000000000002,1.584557149281765e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,0,Greedy,3.9,0.0984745064576493,False,False,0.5865000000000002,1.584557149281765e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,0,NEI,2.5,0.03024632601532286,False,False,0.5865000000000002,1.584557149281765e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,0,PI,4.6,0.12606967382092987,False,False,0.5865000000000002,1.584557149281765e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,0,UCB,1.65,0.00526675487118476,True,True,0.5865000000000002,1.584557149281765e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,20,EI,2.6,0.007501568812772891,False,False,0.22930555555555543,0.001056745339826742,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,20,Greedy,3.2,0.017614527608698142,False,False,0.22930555555555543,0.001056745339826742,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,20,NEI,2.575,0.005576908879470369,False,False,0.22930555555555543,0.001056745339826742,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,20,PI,4.175,0.03216166632447874,False,False,0.22930555555555543,0.001056745339826742,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,0.25,20,UCB,2.45,0.003642978952123516,True,True,0.22930555555555543,0.001056745339826742,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,0,EI,3.1,0.13529438957511708,False,False,0.4759999999999998,1.0787747724399829e-07,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,0,Greedy,3.85,0.2034175962236368,False,False,0.4759999999999998,1.0787747724399829e-07,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,0,NEI,2.05,0.1022792095406615,False,False,0.4759999999999998,1.0787747724399829e-07,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,0,PI,4.25,0.21346822884066174,False,False,0.4759999999999998,1.0787747724399829e-07,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,0,UCB,1.75,0.07667762879190719,True,True,0.4759999999999998,1.0787747724399829e-07,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,20,EI,2.725,0.025564983008339676,False,True,0.10880758807588116,0.06892223149906689,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,20,Greedy,3.15,0.03785300033736449,False,False,0.10880758807588116,0.06892223149906689,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,20,NEI,2.525,0.026624410848082213,True,False,0.10880758807588116,0.06892223149906689,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,20,PI,3.8,0.05263434170248832,False,False,0.10880758807588116,0.06892223149906689,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,1.0,20,UCB,2.8,0.026855752094792858,False,False,0.10880758807588116,0.06892223149906689,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,0,EI,2.9,0.21914584321550024,False,False,0.39350000000000024,2.443207250312704e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,0,Greedy,3.95,0.256104828276448,False,False,0.39350000000000024,2.443207250312704e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,0,NEI,2.6,0.2155820771610248,False,False,0.39350000000000024,2.443207250312704e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,0,PI,3.95,0.258611155891923,False,False,0.39350000000000024,2.443207250312704e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,0,UCB,1.6,0.1782744177506752,True,True,0.39350000000000024,2.443207250312704e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,20,EI,2.775,0.047148180085441124,False,False,0.1426829268292687,0.02227883749812961,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,20,Greedy,3.05,0.04916842615169771,False,False,0.1426829268292687,0.02227883749812961,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,20,NEI,2.225,0.0430768351828052,True,True,0.1426829268292687,0.02227883749812961,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,20,PI,3.8,0.0643207652236113,False,False,0.1426829268292687,0.02227883749812961,20,5
representatives:ei/pi/qucb/qnei/greedy,bias,5.0,20,UCB,3.15,0.06359209272068797,False,False,0.1426829268292687,0.02227883749812961,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,0,EI,2.1,-0.0011347808243464717,True,False,0.37049999999999983,5.7937834298703275e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,0,Greedy,3.8,0.019565252933283976,False,False,0.37049999999999983,5.7937834298703275e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,0,NEI,2.55,-0.000993260834839704,False,False,0.37049999999999983,5.7937834298703275e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,0,PI,4.25,0.04221238590339266,False,False,0.37049999999999983,5.7937834298703275e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,0,UCB,2.3,-0.004785977540641988,False,True,0.37049999999999983,5.7937834298703275e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,20,EI,3.375,0.007040974107122408,False,False,0.18347222222222193,0.005418377253159985,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,20,Greedy,3.5,0.002680418716181013,False,False,0.18347222222222193,0.005418377253159985,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,20,NEI,2.25,0.00039047811890433097,True,True,0.18347222222222193,0.005418377253159985,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,20,PI,3.525,0.011805263739078448,False,False,0.18347222222222193,0.005418377253159985,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.05,20,UCB,2.35,0.0005953080618054709,False,False,0.18347222222222193,0.005418377253159985,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,0,EI,2.3,0.01574362591932708,False,False,0.6285000000000004,3.1560386143787545e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,0,Greedy,3.95,0.09333436939697112,False,False,0.6285000000000004,3.1560386143787545e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,0,NEI,2.25,0.018576989302101662,False,False,0.6285000000000004,3.1560386143787545e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,0,PI,4.7,0.12948578173919706,False,False,0.6285000000000004,3.1560386143787545e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,0,UCB,1.8,0.0011406398154512267,True,True,0.6285000000000004,3.1560386143787545e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,20,EI,3.125,0.006859996563700771,False,False,0.19836065573770467,0.003200288557515685,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,20,Greedy,3.225,0.017919686629193642,False,False,0.19836065573770467,0.003200288557515685,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,20,NEI,2.325,0.004497694768777749,True,False,0.19836065573770467,0.003200288557515685,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,20,PI,3.95,0.03089318020723248,False,False,0.19836065573770467,0.003200288557515685,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,0.25,20,UCB,2.375,0.0032248832687197817,False,True,0.19836065573770467,0.003200288557515685,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,0,EI,2.8,0.1359418466335902,False,False,0.55,6.41577661359853e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,0,Greedy,4.0,0.20942080451053569,False,False,0.55,6.41577661359853e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,0,NEI,2.1,0.12049898971478352,False,False,0.55,6.41577661359853e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,0,PI,4.4,0.22577449788386175,False,False,0.55,6.41577661359853e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,0,UCB,1.7,0.09373905342946207,True,True,0.55,6.41577661359853e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,20,EI,3.225,0.024985698345870524,False,False,0.16355013550135494,0.010872514253026688,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,20,Greedy,3.0,0.03731659510814798,False,False,0.16355013550135494,0.010872514253026688,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,20,NEI,2.525,0.023811441210275973,False,False,0.16355013550135494,0.010872514253026688,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,20,PI,3.9,0.051445681471643856,False,False,0.16355013550135494,0.010872514253026688,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,1.0,20,UCB,2.35,0.019203030879221525,True,True,0.16355013550135494,0.010872514253026688,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,0,EI,2.8,0.22523149046465168,False,False,0.3484999999999999,1.319123689668654e-05,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,0,Greedy,3.75,0.25725041331772125,False,False,0.3484999999999999,1.319123689668654e-05,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,0,NEI,2.7,0.21308046199812752,False,False,0.3484999999999999,1.319123689668654e-05,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,0,PI,4.05,0.2669971156106469,False,False,0.3484999999999999,1.319123689668654e-05,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,0,UCB,1.7,0.17778906531182095,True,True,0.3484999999999999,1.319123689668654e-05,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,20,EI,2.875,0.04789187654421242,False,False,0.1030054644808746,0.08315728621367614,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,20,Greedy,2.875,0.0397216602030107,False,False,0.1030054644808746,0.08315728621367614,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,20,NEI,2.375,0.038269985688016664,True,True,0.1030054644808746,0.08315728621367614,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,20,PI,3.7,0.05971937416451162,False,False,0.1030054644808746,0.08315728621367614,20,5
representatives:ei/pi/qucb/qnei/greedy,drift,5.0,20,UCB,3.175,0.05816308285500421,False,False,0.1030054644808746,0.08315728621367614,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,0,EI,1.95,-0.007725611778290101,True,True,0.41700000000000015,1.0079762573684092e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,0,Greedy,3.8,0.02330244271326993,False,False,0.41700000000000015,1.0079762573684092e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,0,NEI,2.45,0.002945588931398593,False,False,0.41700000000000015,1.0079762573684092e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,0,PI,4.35,0.024924544710889385,False,False,0.41700000000000015,1.0079762573684092e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,0,UCB,2.45,-0.001621294606833892,False,False,0.41700000000000015,1.0079762573684092e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,20,EI,2.7,0.00685707139088817,False,False,0.20819444444444457,0.00225460390894633,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,20,Greedy,3.2,0.00467523856722679,False,False,0.20819444444444457,0.00225460390894633,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,20,NEI,2.275,0.0050690677452713325,True,False,0.20819444444444457,0.00225460390894633,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,20,PI,4.075,0.012852893560685998,False,False,0.20819444444444457,0.00225460390894633,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.05,20,UCB,2.75,0.000389955217756339,False,True,0.20819444444444457,0.00225460390894633,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,0,EI,2.2,0.017482193753613373,False,False,0.6094999999999999,6.55227548906025e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,0,Greedy,4.35,0.11176084335494336,False,False,0.6094999999999999,6.55227548906025e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,0,NEI,2.1,0.013846117899760483,False,False,0.6094999999999999,6.55227548906025e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,0,PI,4.35,0.1066620546023764,False,False,0.6094999999999999,6.55227548906025e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,0,UCB,2.0,0.010240804957288957,True,True,0.6094999999999999,6.55227548906025e-10,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,20,EI,2.725,0.006757183032523048,False,False,0.3661202185792351,6.826697083277947e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,20,Greedy,3.275,0.0170766926299433,False,False,0.3661202185792351,6.826697083277947e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,20,NEI,2.425,0.00760169823408675,False,False,0.3661202185792351,6.826697083277947e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,20,PI,4.45,0.032611998327232807,False,False,0.3661202185792351,6.826697083277947e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,0.25,20,UCB,2.125,0.005131653139565201,True,True,0.3661202185792351,6.826697083277947e-06,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,0,EI,2.85,0.1316052933216882,False,False,0.5914999999999999,1.3079334004906534e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,0,Greedy,4.2,0.1964403099099739,False,False,0.5914999999999999,1.3079334004906534e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,0,NEI,2.2,0.09727394317743021,False,False,0.5914999999999999,1.3079334004906534e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,0,PI,4.25,0.21563634660560366,False,False,0.5914999999999999,1.3079334004906534e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,0,UCB,1.5,0.07588558394762386,True,True,0.5914999999999999,1.3079334004906534e-09,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,20,EI,3.025,0.022568159699181706,False,False,0.20109289617486376,0.002904059445473268,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,20,Greedy,3.125,0.029993436110998018,False,False,0.20109289617486376,0.002904059445473268,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,20,NEI,2.375,0.0149218082187751,True,True,0.20109289617486376,0.002904059445473268,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,20,PI,4.05,0.05253952524360744,False,False,0.20109289617486376,0.002904059445473268,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,1.0,20,UCB,2.425,0.018624078000976117,False,False,0.20109289617486376,0.002904059445473268,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,0,EI,2.95,0.21510578262086216,False,False,0.24600000000000008,0.0005775260525249784,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,0,Greedy,3.75,0.23804948864401831,False,False,0.24600000000000008,0.0005775260525249784,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,0,NEI,2.65,0.20728225607747888,False,False,0.24600000000000008,0.0005775260525249784,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,0,PI,3.75,0.2510707444560203,False,False,0.24600000000000008,0.0005775260525249784,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,0,UCB,1.9,0.17754654277035462,True,True,0.24600000000000008,0.0005775260525249784,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,20,EI,3.025,0.041608607267046224,False,False,0.06517615176151764,0.2660271530948785,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,20,Greedy,2.75,0.04011950816581415,False,True,0.06517615176151764,0.2660271530948785,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,20,NEI,2.675,0.043395192337239895,True,False,0.06517615176151764,0.2660271530948785,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,20,PI,3.65,0.0585339757409982,False,False,0.06517615176151764,0.2660271530948785,20,5
representatives:ei/pi/qucb/qnei/greedy,gaussian,5.0,20,UCB,2.9,0.05148671406910227,False,False,0.06517615176151764,0.2660271530948785,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,0,EI,2.15,-0.000512321882933347,False,False,0.3200000000000003,3.8098661494112965e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,0,Greedy,4.05,0.015849006146212753,False,False,0.3200000000000003,3.8098661494112965e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,0,NEI,2.1,-0.0019391980392960695,True,True,0.3200000000000003,3.8098661494112965e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,0,PI,3.75,0.017654886082246204,False,False,0.3200000000000003,3.8098661494112965e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,0,UCB,2.95,0.007947665772930147,False,False,0.3200000000000003,3.8098661494112965e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,20,EI,2.8,0.000659898771887045,False,False,0.09097222222222237,0.121917094938939,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,20,Greedy,3.45,0.0035376512410666373,False,False,0.09097222222222237,0.121917094938939,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,20,NEI,2.625,0.0013011550797711355,False,False,0.09097222222222237,0.121917094938939,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,20,PI,3.525,0.005257579167354308,False,False,0.09097222222222237,0.121917094938939,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.05,20,UCB,2.6,-0.0018191844589456065,True,True,0.09097222222222237,0.121917094938939,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,0,EI,2.4,0.012885883633491694,False,False,0.5490000000000002,6.665996190463557e-09,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,0,Greedy,4.15,0.07240708160895634,False,False,0.5490000000000002,6.665996190463557e-09,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,0,NEI,2.35,0.011102509387943979,False,False,0.5490000000000002,6.665996190463557e-09,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,0,PI,4.35,0.08970677707977906,False,False,0.5490000000000002,6.665996190463557e-09,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,0,UCB,1.75,0.004366247810124897,True,True,0.5490000000000002,6.665996190463557e-09,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,20,EI,2.825,0.0032583407472128343,False,True,0.12595628415300583,0.03915853373255211,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,20,Greedy,3.125,0.013301062548872578,False,False,0.12595628415300583,0.03915853373255211,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,20,NEI,2.6,0.004053950859252817,False,False,0.12595628415300583,0.03915853373255211,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,20,PI,3.875,0.02011148476108377,False,False,0.12595628415300583,0.03915853373255211,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,0.25,20,UCB,2.575,0.004615669368951506,True,False,0.12595628415300583,0.03915853373255211,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,0,EI,2.7,0.08723248251727798,False,False,0.4575000000000003,2.177550773630825e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,0,Greedy,3.6,0.1527005713752596,False,False,0.4575000000000003,2.177550773630825e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,0,NEI,2.15,0.06710709529272724,False,False,0.4575000000000003,2.177550773630825e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,0,PI,4.55,0.19326222308982524,False,False,0.4575000000000003,2.177550773630825e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,0,UCB,2.0,0.0618968110459112,True,True,0.4575000000000003,2.177550773630825e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,20,EI,2.7,0.015061761062610502,False,False,0.2193333333333332,0.0015129774552468723,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,20,Greedy,3.225,0.03140789054560437,False,False,0.2193333333333332,0.0015129774552468723,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,20,NEI,2.55,0.014159948846179984,False,False,0.2193333333333332,0.0015129774552468723,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,20,PI,4.15,0.04827088339429324,False,False,0.2193333333333332,0.0015129774552468723,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,1.0,20,UCB,2.375,0.00696472083628371,True,True,0.2193333333333332,0.0015129774552468723,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,0,EI,3.1,0.2114780535419039,False,False,0.1905000000000001,0.004228470584193619,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,0,Greedy,3.6,0.22799074096346178,False,False,0.1905000000000001,0.004228470584193619,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,0,NEI,2.85,0.20077312240365738,False,False,0.1905000000000001,0.004228470584193619,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,0,PI,3.55,0.2259510943192334,False,False,0.1905000000000001,0.004228470584193619,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,0,UCB,1.9,0.17178998843898027,True,True,0.1905000000000001,0.004228470584193619,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,20,EI,2.95,0.04103184281114435,False,False,0.08893333333333354,0.12995127893605027,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,20,Greedy,2.725,0.04087024251350894,False,False,0.08893333333333354,0.12995127893605027,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,20,NEI,2.5,0.030940682636053173,True,True,0.08893333333333354,0.12995127893605027,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,20,PI,3.7,0.05915265616128755,False,False,0.08893333333333354,0.12995127893605027,20,5
representatives:ei/logpi/ucb/qnei/greedy,ar1,5.0,20,UCB,3.125,0.0553004538016061,False,False,0.08893333333333354,0.12995127893605027,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,0,EI,2.35,0.0019790067798857885,True,True,0.20150000000000007,0.0028622968560320858,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,0,Greedy,4.0,0.03245568763847256,False,False,0.20150000000000007,0.0028622968560320858,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,0,NEI,2.35,0.003738827716828664,False,False,0.20150000000000007,0.0028622968560320858,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,0,PI,3.4,0.0244112004713274,False,False,0.20150000000000007,0.0028622968560320858,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,0,UCB,2.9,0.015246128400725412,False,False,0.20150000000000007,0.0028622968560320858,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,20,EI,2.975,0.0006446100124750277,False,True,0.07076502732240446,0.22591886271576542,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,20,Greedy,2.975,0.0020073923089108754,False,False,0.07076502732240446,0.22591886271576542,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,20,NEI,2.5,0.0009205057248915296,True,False,0.07076502732240446,0.22591886271576542,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,20,PI,3.625,0.007581189289303382,False,False,0.07076502732240446,0.22591886271576542,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.05,20,UCB,2.925,0.0022644747255942473,False,False,0.07076502732240446,0.22591886271576542,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,0,EI,2.45,0.030188656313299356,False,False,0.45600000000000024,2.3050147975649343e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,0,Greedy,3.9,0.0984745064576493,False,False,0.45600000000000024,2.3050147975649343e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,0,NEI,2.45,0.03024632601532286,False,False,0.45600000000000024,2.3050147975649343e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,0,PI,4.35,0.11655055089239634,False,False,0.45600000000000024,2.3050147975649343e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,0,UCB,1.85,0.017027719739332807,True,True,0.45600000000000024,2.3050147975649343e-07,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,20,EI,2.475,0.007501568812772891,False,False,0.2972677595628414,8.835007980227658e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,20,Greedy,3.225,0.017614527608698142,False,False,0.2972677595628414,8.835007980227658e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,20,NEI,2.575,0.005576908879470369,False,True,0.2972677595628414,8.835007980227658e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,20,PI,4.35,0.033253143967353946,False,False,0.2972677595628414,8.835007980227658e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,0.25,20,UCB,2.375,0.00757202640849936,True,False,0.2972677595628414,8.835007980227658e-05,20,5
representatives:ei/logpi/ucb/qnei/greedy,bias,1.0,0,EI,3.05,0.13529438957511708,False,False,0.5285000000000004,1.4594602436459074e-08,20,5
