level,error_model,jitter_std,jitter_iteration,unit,mean_rank,mean_fragility,is_winner_by_mean_rank,is_winner_by_mean_fragility,kendall_w,friedman_p,n_landscapes,k
acquisition,drift,1.0,20,logei,4.325,0.018600948370816297,True,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,logpi,7.525,0.04699811233554092,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,pi,7.45,0.051445681471643856,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,qei,4.7,0.020456345965519804,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,qnei,4.95,0.023811441210275973,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,qpi,4.975,0.02714819912276546,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,qucb,4.475,0.019203030879221525,False,False,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,1.0,20,ucb,4.725,0.018152247736717492,False,True,0.16301392036257706,0.0005672112802853996,20,10
acquisition,drift,5.0,0,ei,5.05,0.22523149046465168,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,greedy,7.25,0.25725041331772125,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,logei,5.65,0.2368747326756983,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,logpi,7.2,0.2542526995929738,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,pi,7.55,0.2669971156106469,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,qei,5.8,0.23645818692204376,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,qnei,4.9,0.21308046199812752,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,qpi,5.25,0.22948983549143803,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,qucb,2.7,0.17778906531182095,True,True,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,0,ucb,3.65,0.19378486583911464,False,False,0.26854545454545475,2.20800095748932e-07,20,10
acquisition,drift,5.0,20,ei,5.55,0.04789187654421242,False,False,0.11469072164948499,0.014326779093514099,20,10
acquisition,drift,5.0,20,greedy,4.95,0.0397216602030107,False,False,0.11469072164948499,0.014326779093514099,20,10
acquisition,drift,5.0,20,logei,4.75,0.03643367641586381,False,True,0.11469072164948499,0.014326779093514099,20,10
acquisition,drift,5.0,20,logpi,6.7,0.06022047700084543,False,False,0.11469072164948499,0.014326779093514099,20,10
acquisition,drift,5.0,20,pi,6.8,0.05971937416451162,False,False,0.11469072164948499,0.014326779093514099,20,10
