arm,T,error_model,jitter_std,onset,quantity,estimate,lo,hi,n_landscapes,n_runs
main,50,gaussian,0.25,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,gaussian,0.25,early/late,normalised_ratio,0.8473502117236004,0.5970023937201638,1.263847174309038,20,4000
main,50,gaussian,0.25,early/late,normalised_task_ratio,0.41564706461557327,0.26281670701403276,0.6638158024162317,20,4000
main,50,gaussian,0.25,early/late,deployed_ratio,2.4407266476337686,1.978033149580555,3.1365748751484968,20,4000
main,50,gaussian,0.25,early/late,inst_ratio,0.20242038827490633,-0.08791517881313465,0.3582661011659541,20,4000
main,50,gaussian,0.25,early/late,inst_diff,0.06640818165544413,0.04570316427231096,0.08881980442321678,20,4000
main,50,gaussian,0.25,early/late,mechanical_log_share,1.1108105074512302,,,20,4000
main,50,gaussian,1.0,0,excess,0.14844917375278155,0.11508383524971474,0.18347572732719636,20,2000
main,50,gaussian,1.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,gaussian,1.0,0,normalised,0.4290079125299086,0.3759982968380207,0.48030789693698234,20,2000
main,50,gaussian,1.0,0,median_run_ratio,0.41545153796414896,0.36311248004937674,0.4730941710110341,20,2000
main,50,gaussian,1.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,gaussian,1.0,0,normalised_task,0.1839603871840224,0.13495317187695147,0.24165443663940894,20,2000
main,50,gaussian,1.0,0,deployed,0.30219155616248644,0.2711781999062497,0.33519952618172444,20,2000
main,50,gaussian,1.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,gaussian,1.0,0,inst_excess,0.12274191220625019,0.0963959266152655,0.14924572035254585,20,2000
main,50,gaussian,1.0,0,share_bound_zero,0.0045,,,20,2000
main,50,gaussian,1.0,0,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,1.0,0,n_bound_violations,0.0,,,20,2000
main,50,gaussian,1.0,0,max_violation,0.0,,,20,2000
main,50,gaussian,1.0,0,share_iters_bound_binds,0.15280443716953804,,,20,2000
main,50,gaussian,1.0,0,share_iters_ge90pct_bound,0.2215876305655978,,,20,2000
main,50,gaussian,1.0,0,share_iters_ge50pct_bound,0.4595084727799432,,,20,2000
main,50,gaussian,1.0,0,share_runs_noisy_no_gain_clean_gain,0.069,,,20,2000
main,50,gaussian,1.0,0,share_runs_deployed_exceeds_bound,0.266,,,20,2000
main,50,gaussian,1.0,20,excess,0.02699795749510512,0.016889460476262212,0.037791599738853744,20,2000
main,50,gaussian,1.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,gaussian,1.0,20,normalised,0.41053041985678,0.3141746411657182,0.510868950881141,20,2000
main,50,gaussian,1.0,20,median_run_ratio,0.7364073417391286,0.5466048172837387,0.9454917938937045,20,2000
main,50,gaussian,1.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,gaussian,1.0,20,normalised_task,0.3588744836218032,0.2785990986276904,0.4372176191148927,20,2000
main,50,gaussian,1.0,20,deployed,0.12244079084291067,0.09642070597727827,0.14791697317012217,20,2000
main,50,gaussian,1.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,gaussian,1.0,20,inst_excess,-0.049251958916077136,-0.10653297948611244,0.003273157207255798,20,2000
main,50,gaussian,1.0,20,share_bound_zero,0.2825,,,20,2000
main,50,gaussian,1.0,20,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,1.0,20,n_bound_violations,0.0,,,20,2000
main,50,gaussian,1.0,20,max_violation,0.0,,,20,2000
main,50,gaussian,1.0,20,share_iters_bound_binds,0.4152556627046423,,,20,2000
main,50,gaussian,1.0,20,share_iters_ge90pct_bound,0.4633325857815654,,,20,2000
main,50,gaussian,1.0,20,share_iters_ge50pct_bound,0.6260932944606414,,,20,2000
main,50,gaussian,1.0,20,share_runs_noisy_no_gain_clean_gain,0.2455,,,20,2000
main,50,gaussian,1.0,20,share_runs_deployed_exceeds_bound,0.5955,,,20,2000
main,50,gaussian,1.0,early/late,raw_ratio,5.498533501273058,3.8099882652001225,8.998701071623369,20,4000
main,50,gaussian,1.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,gaussian,1.0,early/late,normalised_ratio,1.0450088270671263,0.8098371679537549,1.4086292777125635,20,4000
main,50,gaussian,1.0,early/late,normalised_task_ratio,0.5126036973358281,0.3480724054771274,0.7580100290530756,20,4000
main,50,gaussian,1.0,early/late,deployed_ratio,2.468062759821543,2.0335880288167814,3.1121447109278906,20,4000
main,50,gaussian,1.0,early/late,inst_ratio,-2.492122443604654,-18.011177828472377,9.157020361401955,20,4000
main,50,gaussian,1.0,early/late,inst_diff,0.17199387112232734,0.12002432887541745,0.22615756165002243,20,4000
main,50,gaussian,1.0,early/late,mechanical_log_share,0.9741708347158071,,,20,4000
main,50,gaussian,5.0,0,excess,0.21851579772731117,0.16979913365809327,0.2688424594890151,20,2000
main,50,gaussian,5.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,2000
main,50,gaussian,5.0,0,normalised,0.6314956416929534,0.5636191635177278,0.6904069038200462,20,2000
main,50,gaussian,5.0,0,median_run_ratio,0.7203268252301983,0.6358671211608039,0.8085492079522937,20,2000
main,50,gaussian,5.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,2000
main,50,gaussian,5.0,0,normalised_task,0.27078797233782836,0.19744219179987776,0.35720853394417873,20,2000
main,50,gaussian,5.0,0,deployed,0.7078236626435876,0.6449044541356596,0.7675882560082437,20,2000
main,50,gaussian,5.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,2000
main,50,gaussian,5.0,0,inst_excess,0.4490729125552669,0.3690012249503582,0.5258076038496677,20,2000
main,50,gaussian,5.0,0,share_bound_zero,0.0045,,,20,2000
main,50,gaussian,5.0,0,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,5.0,0,n_bound_violations,0.0,,,20,2000
main,50,gaussian,5.0,0,max_violation,0.0,,,20,2000
main,50,gaussian,5.0,0,share_iters_bound_binds,0.33063272059256466,,,20,2000
main,50,gaussian,5.0,0,share_iters_ge90pct_bound,0.41970583732733546,,,20,2000
main,50,gaussian,5.0,0,share_iters_ge50pct_bound,0.6732768873868039,,,20,2000
main,50,gaussian,5.0,0,share_runs_noisy_no_gain_clean_gain,0.22,,,20,2000
main,50,gaussian,5.0,0,share_runs_deployed_exceeds_bound,0.708,,,20,2000
main,50,gaussian,5.0,20,excess,0.0478498144525069,0.029225802832268638,0.06762874481728966,20,2000
main,50,gaussian,5.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,2000
main,50,gaussian,5.0,20,normalised,0.7276033537284519,0.6754046846856484,0.7798601673914112,20,2000
main,50,gaussian,5.0,20,median_run_ratio,1.0,0.9917088749495695,1.0,20,2000
main,50,gaussian,5.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,2000
main,50,gaussian,5.0,20,normalised_task,0.6360509848256447,0.5906492177979393,0.6757208843760648,20,2000
main,50,gaussian,5.0,20,deployed,0.4070282986614283,0.34760866638613785,0.4630326600091783,20,2000
main,50,gaussian,5.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,2000
main,50,gaussian,5.0,20,inst_excess,0.25214963121143724,0.15227238698359555,0.34942234716285625,20,2000
main,50,gaussian,5.0,20,share_bound_zero,0.2825,,,20,2000
main,50,gaussian,5.0,20,share_prefix_identical,1.0,,,20,2000
main,50,gaussian,5.0,20,n_bound_violations,0.0,,,20,2000
main,50,gaussian,5.0,20,max_violation,0.0,,,20,2000
main,50,gaussian,5.0,20,share_iters_bound_binds,0.6363814756671899,,,20,2000
main,50,gaussian,5.0,20,share_iters_ge90pct_bound,0.6968490692980489,,,20,2000
main,50,gaussian,5.0,20,share_iters_ge50pct_bound,0.8359777977124916,,,20,2000
main,50,gaussian,5.0,20,share_runs_noisy_no_gain_clean_gain,0.411,,,20,2000
main,50,gaussian,5.0,20,share_runs_deployed_exceeds_bound,0.834,,,20,2000
main,50,gaussian,5.0,early/late,raw_ratio,4.566701046337347,3.1678559238909174,7.555850872162444,20,4000
main,50,gaussian,5.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,4000
main,50,gaussian,5.0,early/late,normalised_ratio,0.867911944683852,0.7856494263330007,0.9608329292258421,20,4000
main,50,gaussian,5.0,early/late,normalised_task_ratio,0.42573312328422414,0.31329792831214454,0.5613187237601124,20,4000
main,50,gaussian,5.0,early/late,deployed_ratio,1.7390035655293958,1.5259957075854063,2.0244682644116994,20,4000
main,50,gaussian,5.0,early/late,inst_ratio,1.7809778677752728,1.3740162926289583,2.6965912895059465,20,4000
main,50,gaussian,5.0,early/late,inst_diff,0.19692328134382964,0.11974273429563954,0.27796672221556784,20,4000
main,50,gaussian,5.0,early/late,mechanical_log_share,1.0932748540905814,,,20,4000
main,50,pooled,0.05,0,excess,0.00948375715544107,0.005677819613893555,0.014147384945017372,20,8000
main,50,pooled,0.05,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,8000
main,50,pooled,0.05,0,normalised,0.02740740657116741,0.016467384745048216,0.039633007385785096,20,8000
main,50,pooled,0.05,0,median_run_ratio,0.0076939715998533345,0.002038932763253142,0.016822029236667098,20,8000
main,50,pooled,0.05,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,8000
main,50,pooled,0.05,0,normalised_task,0.011752410566997126,0.007073013959435999,0.01800242232818047,20,8000
main,50,pooled,0.05,0,deployed,0.014654301833373245,0.01039410085633258,0.0187364645316221,20,8000
main,50,pooled,0.05,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,8000
main,50,pooled,0.05,0,inst_excess,-0.033205265210552934,-0.05011174385117612,-0.017329841946771802,20,8000
main,50,pooled,0.05,0,share_bound_zero,0.0045,,,20,8000
main,50,pooled,0.05,0,share_prefix_identical,1.0,,,20,8000
main,50,pooled,0.05,0,n_bound_violations,0.0,,,20,8000
main,50,pooled,0.05,0,max_violation,0.0,,,20,8000
main,50,pooled,0.05,0,share_iters_bound_binds,0.01923008985032796,,,20,8000
main,50,pooled,0.05,0,share_iters_ge90pct_bound,0.025812833405951554,,,20,8000
main,50,pooled,0.05,0,share_iters_ge50pct_bound,0.08227251851764623,,,20,8000
main,50,pooled,0.05,0,share_runs_noisy_no_gain_clean_gain,0.004875,,,20,8000
main,50,pooled,0.05,0,share_runs_deployed_exceeds_bound,0.017375,,,20,8000
main,50,pooled,0.05,20,excess,0.002873237421691083,0.0008962258736950411,0.004666834697070079,20,8000
main,50,pooled,0.05,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,8000
main,50,pooled,0.05,20,normalised,0.04369039270059269,0.01430243495329135,0.0729225455595784,20,8000
main,50,pooled,0.05,20,median_run_ratio,0.08834195817549129,0.04603868792860451,0.15829674210894867,20,8000
main,50,pooled,0.05,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,8000
main,50,pooled,0.05,20,normalised_task,0.03819294834504345,0.012622867397751538,0.062331556071309274,20,8000
main,50,pooled,0.05,20,deployed,0.0077518308148836175,0.0046533885463982344,0.010719219951988566,20,8000
main,50,pooled,0.05,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,8000
main,50,pooled,0.05,20,inst_excess,-0.04953247995181143,-0.07156516923344576,-0.02887245578251054,20,8000
main,50,pooled,0.05,20,share_bound_zero,0.2825,,,20,8000
main,50,pooled,0.05,20,share_prefix_identical,1.0,,,20,8000
main,50,pooled,0.05,20,n_bound_violations,0.0,,,20,8000
main,50,pooled,0.05,20,max_violation,0.0,,,20,8000
main,50,pooled,0.05,20,share_iters_bound_binds,0.14172880690737832,,,20,8000
main,50,pooled,0.05,20,share_iters_ge90pct_bound,0.16306206548553487,,,20,8000
main,50,pooled,0.05,20,share_iters_ge50pct_bound,0.245914162368244,,,20,8000
main,50,pooled,0.05,20,share_runs_noisy_no_gain_clean_gain,0.07775,,,20,8000
main,50,pooled,0.05,20,share_runs_deployed_exceeds_bound,0.2315,,,20,8000
main,50,pooled,0.05,early/late,raw_ratio,3.3007217168497256,1.7506914042913355,8.670548607640429,20,16000
main,50,pooled,0.05,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,16000
main,50,pooled,0.05,early/late,normalised_ratio,0.6273096870286453,0.3247968071267507,1.6755399716438981,20,16000
main,50,pooled,0.05,early/late,normalised_task_ratio,0.30771152990921985,0.14980216988562994,0.8565117051049601,20,16000
main,50,pooled,0.05,early/late,deployed_ratio,1.8904310714878854,1.3447056745060737,2.916964210859505,20,16000
main,50,pooled,0.05,early/late,inst_ratio,0.6703735658472436,0.5501045486693701,0.7755087649331441,20,16000
main,50,pooled,0.05,early/late,inst_diff,0.0163272147412585,0.009203282647071223,0.02426942865593977,20,16000
main,50,pooled,0.05,early/late,mechanical_log_share,1.3905023647283836,,,20,16000
main,50,pooled,0.25,0,excess,0.053335299913869774,0.04037932241363455,0.06758810364242591,20,8000
main,50,pooled,0.25,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,8000
main,50,pooled,0.25,0,normalised,0.15413535220014757,0.1278280196182428,0.18030698522808472,20,8000
main,50,pooled,0.25,0,median_run_ratio,0.09151221283304814,0.06374406550657254,0.11626375842206646,20,8000
main,50,pooled,0.25,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,8000
main,50,pooled,0.25,0,normalised_task,0.06609388368217574,0.04882949007502234,0.08602042099785522,20,8000
main,50,pooled,0.25,0,deployed,0.09050316371236106,0.07700088574808349,0.10477413390105804,20,8000
main,50,pooled,0.25,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,8000
main,50,pooled,0.25,0,inst_excess,-0.019186207950911784,-0.04154511150524798,0.0012611069316562167,20,8000
main,50,pooled,0.25,0,share_bound_zero,0.0045,,,20,8000
main,50,pooled,0.25,0,share_prefix_identical,1.0,,,20,8000
main,50,pooled,0.25,0,n_bound_violations,0.0,,,20,8000
main,50,pooled,0.25,0,max_violation,0.0,,,20,8000
main,50,pooled,0.25,0,share_iters_bound_binds,0.04362686795652328,,,20,8000
main,50,pooled,0.25,0,share_iters_ge90pct_bound,0.06636029628233964,,,20,8000
main,50,pooled,0.25,0,share_iters_ge50pct_bound,0.20147140215970513,,,20,8000
main,50,pooled,0.25,0,share_runs_noisy_no_gain_clean_gain,0.014,,,20,8000
main,50,pooled,0.25,0,share_runs_deployed_exceeds_bound,0.05875,,,20,8000
main,50,pooled,0.25,20,excess,0.011916857418954626,0.007107515853263007,0.01709898460564967,20,8000
main,50,pooled,0.25,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,8000
main,50,pooled,0.25,20,normalised,0.18120750358481064,0.1171764515464549,0.25796467481710533,20,8000
main,50,pooled,0.25,20,median_run_ratio,0.3339782927264831,0.19837406209897837,0.5248936664017229,20,8000
main,50,pooled,0.25,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,8000
main,50,pooled,0.25,20,normalised_task,0.1584066518142114,0.10440428977230844,0.21983646212027536,20,8000
main,50,pooled,0.25,20,deployed,0.040767144860459736,0.03091667612068329,0.05065525540379064,20,8000
main,50,pooled,0.25,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,8000
main,50,pooled,0.25,20,inst_excess,-0.0836352841904143,-0.1255297301784411,-0.04648098823254823,20,8000
main,50,pooled,0.25,20,share_bound_zero,0.2825,,,20,8000
main,50,pooled,0.25,20,share_prefix_identical,1.0,,,20,8000
main,50,pooled,0.25,20,n_bound_violations,0.0,,,20,8000
main,50,pooled,0.25,20,max_violation,0.0,,,20,8000
main,50,pooled,0.25,20,share_iters_bound_binds,0.263526014801525,,,20,8000
main,50,pooled,0.25,20,share_iters_ge90pct_bound,0.29889689392240415,,,20,8000
main,50,pooled,0.25,20,share_iters_ge50pct_bound,0.43436028257456827,,,20,8000
main,50,pooled,0.25,20,share_runs_noisy_no_gain_clean_gain,0.15625,,,20,8000
main,50,pooled,0.25,20,share_runs_deployed_exceeds_bound,0.409,,,20,8000
main,50,pooled,0.25,early/late,raw_ratio,4.47561786121869,3.0671806827295733,7.296395378097795,20,16000
main,50,pooled,0.25,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,16000
main,50,pooled,0.25,early/late,normalised_ratio,0.8506013777073393,0.6030486192699197,1.2494951716410225,20,16000
main,50,pooled,0.25,early/late,normalised_task_ratio,0.4172418451195756,0.26682293897091774,0.6623735843400688,20,16000
main,50,pooled,0.25,early/late,deployed_ratio,2.220002505010856,1.8225789381855895,2.810719835395033,20,16000
main,50,pooled,0.25,early/late,inst_ratio,0.22940327323130894,-0.024911322765640453,0.35983138778227625,20,16000
main,50,pooled,0.25,early/late,inst_diff,0.06444907623950252,0.043775274769521214,0.08715159496563113,20,16000
main,50,pooled,0.25,early/late,mechanical_log_share,1.1079720280589813,,,20,16000
main,50,pooled,1.0,0,excess,0.14085709218330708,0.10949465124163715,0.17381219991021862,20,8000
main,50,pooled,1.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,8000
main,50,pooled,1.0,0,normalised,0.40706731842932337,0.3592456612546892,0.45270871184947553,20,8000
main,50,pooled,1.0,0,median_run_ratio,0.3940158411308653,0.34940397501122733,0.4423437645936643,20,8000
main,50,pooled,1.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,8000
main,50,pooled,1.0,0,normalised_task,0.17455216866891576,0.1285561683074906,0.22790187623479133,20,8000
main,50,pooled,1.0,0,deployed,0.29697946135301206,0.2658523556581723,0.3294462986500264,20,8000
main,50,pooled,1.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,8000
main,50,pooled,1.0,0,inst_excess,0.11577324773604292,0.09090767774337337,0.1405073918528785,20,8000
main,50,pooled,1.0,0,share_bound_zero,0.0045,,,20,8000
main,50,pooled,1.0,0,share_prefix_identical,1.0,,,20,8000
main,50,pooled,1.0,0,n_bound_violations,0.0,,,20,8000
main,50,pooled,1.0,0,max_violation,0.0,,,20,8000
main,50,pooled,1.0,0,share_iters_bound_binds,0.13904720969394363,,,20,8000
main,50,pooled,1.0,0,share_iters_ge90pct_bound,0.20491291701503786,,,20,8000
main,50,pooled,1.0,0,share_iters_ge50pct_bound,0.4416267266453915,,,20,8000
main,50,pooled,1.0,0,share_runs_noisy_no_gain_clean_gain,0.0685,,,20,8000
main,50,pooled,1.0,0,share_runs_deployed_exceeds_bound,0.26125,,,20,8000
main,50,pooled,1.0,20,excess,0.028110018092070227,0.01768639185906553,0.03932699735810609,20,8000
main,50,pooled,1.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,8000
main,50,pooled,1.0,20,normalised,0.42744039180043686,0.34487553047862474,0.5143187752997741,20,8000
main,50,pooled,1.0,20,median_run_ratio,0.7887156486688931,0.5799086871291835,0.9868811837374503,20,8000
main,50,pooled,1.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,8000
main,50,pooled,1.0,20,normalised_task,0.3736567193729471,0.3067236509067579,0.4415914694709602,20,8000
main,50,pooled,1.0,20,deployed,0.13606242487967402,0.11102667399893341,0.1601661506942554,20,8000
main,50,pooled,1.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,8000
main,50,pooled,1.0,20,inst_excess,-0.03969783698165674,-0.09490837407363241,0.011238113380471447,20,8000
main,50,pooled,1.0,20,share_bound_zero,0.2825,,,20,8000
main,50,pooled,1.0,20,share_prefix_identical,1.0,,,20,8000
main,50,pooled,1.0,20,n_bound_violations,0.0,,,20,8000
main,50,pooled,1.0,20,max_violation,0.0,,,20,8000
main,50,pooled,1.0,20,share_iters_bound_binds,0.43265025790535994,,,20,8000
main,50,pooled,1.0,20,share_iters_ge90pct_bound,0.4845186701054048,,,20,8000
main,50,pooled,1.0,20,share_iters_ge50pct_bound,0.6391357367122673,,,20,8000
main,50,pooled,1.0,20,share_runs_noisy_no_gain_clean_gain,0.26825,,,20,8000
main,50,pooled,1.0,20,share_runs_deployed_exceeds_bound,0.614375,,,20,8000
main,50,pooled,1.0,early/late,raw_ratio,5.010921434555837,3.507814992337941,8.129087996166529,20,16000
main,50,pooled,1.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,16000
main,50,pooled,1.0,early/late,normalised_ratio,0.9523370421655769,0.7756566114763485,1.19993233163002,20,16000
main,50,pooled,1.0,early/late,normalised_task_ratio,0.4671458042072438,0.32690153966773067,0.6580104981529571,20,16000
main,50,pooled,1.0,early/late,deployed_ratio,2.182670650002336,1.8551917573507843,2.6481439338166717,20,16000
main,50,pooled,1.0,early/late,inst_ratio,-2.9163616090604254,-27.808542570292076,19.843181717697345,20,16000
main,50,pooled,1.0,early/late,inst_diff,0.15547108471769966,0.10914514686051334,0.2047183470265819,20,16000
main,50,pooled,1.0,early/late,mechanical_log_share,1.030302600176228,,,20,16000
main,50,pooled,5.0,0,excess,0.21966992272126634,0.17051965930195398,0.2696308156044137,20,8000
main,50,pooled,5.0,0,bound,0.3460289878509695,0.2882900209786484,0.4089957903577972,20,8000
main,50,pooled,5.0,0,normalised,0.6348309836280985,0.5669152713656104,0.6922502920022421,20,8000
main,50,pooled,5.0,0,median_run_ratio,0.7302580429698053,0.6522258151845584,0.8079945787081666,20,8000
main,50,pooled,5.0,0,bound_task,0.8069627164041698,0.6735473594319363,0.943049618697747,20,8000
main,50,pooled,5.0,0,normalised_task,0.27221818090941885,0.19828316499256327,0.3587602663713393,20,8000
main,50,pooled,5.0,0,deployed,0.7109222754180802,0.6444052533096168,0.7764190433515328,20,8000
main,50,pooled,5.0,0,bound_final,0.4826932063569712,0.4061970424767386,0.5595766785427135,20,8000
main,50,pooled,5.0,0,inst_excess,0.4448587032727619,0.3668062152700172,0.5204483363041772,20,8000
main,50,pooled,5.0,0,share_bound_zero,0.0045,,,20,8000
main,50,pooled,5.0,0,share_prefix_identical,1.0,,,20,8000
main,50,pooled,5.0,0,n_bound_violations,0.0,,,20,8000
main,50,pooled,5.0,0,max_violation,0.0,,,20,8000
main,50,pooled,5.0,0,share_iters_bound_binds,0.3396678010810302,,,20,8000
main,50,pooled,5.0,0,share_iters_ge90pct_bound,0.4267713939165558,,,20,8000
main,50,pooled,5.0,0,share_iters_ge50pct_bound,0.6788380692189028,,,20,8000
main,50,pooled,5.0,0,share_runs_noisy_no_gain_clean_gain,0.234625,,,20,8000
main,50,pooled,5.0,0,share_runs_deployed_exceeds_bound,0.71125,,,20,8000
main,50,pooled,5.0,20,excess,0.049030622180795354,0.02974015384373319,0.06977292785678998,20,8000
main,50,pooled,5.0,20,bound,0.0657635979923821,0.04042189499356116,0.09362413322965624,20,8000
main,50,pooled,5.0,20,normalised,0.7455586932222739,0.6912824900722233,0.7971419525817406,20,8000
main,50,pooled,5.0,20,median_run_ratio,1.0,1.0,1.0,20,8000
main,50,pooled,5.0,20,bound_task,0.0752295265537928,0.04704741929001567,0.10573734606871556,20,8000
main,50,pooled,5.0,20,normalised_task,0.6517470523456779,0.6032148576861993,0.690921330661338,20,8000
main,50,pooled,5.0,20,deployed,0.44427850401566726,0.3835223873092724,0.5028672138391796,20,8000
main,50,pooled,5.0,20,bound_final,0.10055276152342034,0.059472802476130515,0.14471801258671407,20,8000
main,50,pooled,5.0,20,inst_excess,0.2555390440195555,0.16296790891056323,0.3461986543867011,20,8000
main,50,pooled,5.0,20,share_bound_zero,0.2825,,,20,8000
main,50,pooled,5.0,20,share_prefix_identical,1.0,,,20,8000
main,50,pooled,5.0,20,n_bound_violations,0.0,,,20,8000
main,50,pooled,5.0,20,max_violation,0.0,,,20,8000
main,50,pooled,5.0,20,share_iters_bound_binds,0.6557874523435748,,,20,8000
main,50,pooled,5.0,20,share_iters_ge90pct_bound,0.7124565485534873,,,20,8000
main,50,pooled,5.0,20,share_iters_ge50pct_bound,0.8417035770352097,,,20,8000
main,50,pooled,5.0,20,share_runs_noisy_no_gain_clean_gain,0.436875,,,20,8000
main,50,pooled,5.0,20,share_runs_deployed_exceeds_bound,0.851,,,20,8000
main,50,pooled,5.0,early/late,raw_ratio,4.480259742804328,3.0964422491792303,7.4706921111463656,20,16000
main,50,pooled,5.0,early/late,bound_ratio,5.261710101248608,3.55821249644663,8.849883414073973,20,16000
main,50,pooled,5.0,early/late,normalised_ratio,0.8514835778849084,0.7777299435239666,0.9337592075470267,20,16000
main,50,pooled,5.0,early/late,normalised_task_ratio,0.41767458698844717,0.3094220165865613,0.5487075955910529,20,16000
main,50,pooled,5.0,early/late,deployed_ratio,1.6001725696659181,1.4414406983846189,1.802664542933024,20,16000
main,50,pooled,5.0,early/late,inst_ratio,1.7408639254309741,1.3771559776079036,2.5133859888138304,20,16000
main,50,pooled,5.0,early/late,inst_diff,0.18931965925320637,0.11838938840658297,0.26392858328013585,20,16000
main,50,pooled,5.0,early/late,mechanical_log_share,1.107206174309934,,,20,16000
budget,25,gaussian,0.05,0,excess,0.0064186861991850416,0.0020506324613204143,0.011494190589686521,20,600
budget,25,gaussian,0.05,0,bound,0.2231908669462605,0.16912886799102922,0.28349317479641406,20,600
budget,25,gaussian,0.05,0,normalised,0.0287587314257376,0.009477687563265516,0.05221139087193164,20,600
budget,25,gaussian,0.05,0,median_run_ratio,0.0110120554526691,0.0035478606030840605,0.0334374185494216,20,600
budget,25,gaussian,0.05,0,bound_task,0.692390790658455,0.5419125053699735,0.8532456888057354,20,600
budget,25,gaussian,0.05,0,normalised_task,0.009270322895370909,0.0027908091358147566,0.018654683875255835,20,600
budget,25,gaussian,0.05,0,deployed,0.011685484972099697,0.004687236917158194,0.01870462134482756,20,600
budget,25,gaussian,0.05,0,bound_final,0.39061656950755436,0.3109076884098336,0.47632931398092526,20,600
budget,25,gaussian,0.05,0,inst_excess,-0.007188510060110997,-0.01846659733900985,0.0029502609894142364,20,600
budget,25,gaussian,0.05,0,share_bound_zero,0.023333333333333334,,,20,600
budget,25,gaussian,0.05,0,share_prefix_identical,1.0,,,20,600
budget,25,gaussian,0.05,0,n_bound_violations,0.0,,,20,600
budget,25,gaussian,0.05,0,max_violation,0.0,,,20,600
budget,25,gaussian,0.05,0,share_iters_bound_binds,0.05265241488519398,,,20,600
budget,25,gaussian,0.05,0,share_iters_ge90pct_bound,0.06621140142517815,,,20,600
budget,25,gaussian,0.05,0,share_iters_ge50pct_bound,0.14390340459224069,,,20,600
budget,25,gaussian,0.05,0,share_runs_noisy_no_gain_clean_gain,0.02,,,20,600
budget,25,gaussian,0.05,0,share_runs_deployed_exceeds_bound,0.023333333333333334,,,20,600
budget,25,gaussian,0.05,10,excess,0.0029241048726686564,-0.0007288833468986454,0.006526804283840258,20,600
budget,25,gaussian,0.05,10,bound,0.10225722656785226,0.07112672746348732,0.13613443098464206,20,600
budget,25,gaussian,0.05,10,normalised,0.028595581660220186,-0.00850270064249103,0.05738584139395356,20,600
budget,25,gaussian,0.05,10,median_run_ratio,0.011295017955134747,0.003006666446319084,0.03224723171015845,20,600
budget,25,gaussian,0.05,10,bound_task,0.12589315954310287,0.09159524280687335,0.16422691468353193,20,600
budget,25,gaussian,0.05,10,normalised_task,0.023226876529915917,-0.006736140843247793,0.04659688300240461,20,600
budget,25,gaussian,0.05,10,deployed,0.007025922234251801,0.0014325876155527823,0.012536589913564782,20,600
budget,25,gaussian,0.05,10,bound_final,0.16623387219568836,0.11558918848105879,0.22032737704397376,20,600
