error_model,jitter_std,jitter_iteration,group,n_landscapes,deployed,deployed_lo,deployed_hi,search_traj,search_traj_lo,search_traj_hi,deployed_over_search_traj,search_final,search_final_lo,search_final_hi,selection_excess,selection_share,selection_share_lo,selection_share_hi,deployed_decomposition_check
pooled,0.05,0,all20,20,0.014654301833373226,0.01043349044879263,0.01874073655025483,0.009483757155441055,0.005743483171392346,0.01426430576166437,1.545200029185238,0.010171207099538036,0.00652707324104874,0.013786896408093713,0.004483094733835208,0.30592346089293376,0.2031002254817791,0.42897200832873567,0.014654301833373245
pooled,0.05,0,laws6,6,0.008820737272772354,0.001729522759411477,0.017009123618155948,0.008286080908770992,0.0020516892609141013,0.01524595690967775,1.0645246371460622,0.005394927185265896,-0.0004494939047281618,0.012296552409187742,0.0034258100875064735,0.3883813769265272,0.24336329985159028,1.0465138039133588,0.008820737272772371
pooled,0.05,0,classical13,13,0.017721964471997993,0.013047074894481694,0.022192508812335955,0.010561789843217376,0.005928057229087796,0.016987926948378352,1.6779319353129123,0.012800204647779327,0.008486532339620462,0.017378470567946287,0.004921759824218682,0.27772089442992737,0.1433409450582831,0.4345674708665946,0.01772196447199801
pooled,0.05,0,smooth_classical3,3,0.02022446727365665,0.016923177939387083,0.02441101395445681,0.010030084843069059,0.0051537707318684055,0.016350753566176733,2.016380478339828,0.008945970760157705,0.004748825183386712,0.01383661009482994,0.011278496513498997,0.5576659380388108,0.28453074624201335,0.7193892778061347,0.020224467273656704
pooled,0.05,0,rugged_classical10,10,0.016971213631500393,0.011410562673358925,0.02285752420860565,0.010721301343261871,0.005014613647249297,0.01823606568640864,1.5829434401791598,0.013956474814065816,0.00865700750511103,0.019355911541016728,0.003014738817434588,0.17763837536279126,0.08493433546907758,0.2945300857305254,0.016971213631500403
pooled,0.05,20,all20,20,0.007751830814883597,0.004601385955166004,0.010786099192529522,0.0028732374216910634,0.000882486556131859,0.00472318633865901,2.697943008942576,0.003474973284447584,0.0011815020129744324,0.0059196660251398725,0.004276857530436035,0.5517222489201407,0.3729386929996316,0.8217886045608112,0.007751830814883616
pooled,0.05,20,laws6,6,0.004695629077071218,0.0011891433831380646,0.00823090415840355,0.002272991432968742,0.0001638511070349211,0.004524815230673992,2.0658366806681197,0.0015552448506509318,-0.00016490259827551713,0.003475547915257934,0.0031403842264203044,0.6687888193202494,0.5469021915532494,1.0970323240917033,0.004695629077071236
pooled,0.05,20,classical13,13,0.008585361269464142,0.004380726732847373,0.012337978006478052,0.0029137616026757088,0.00022601203705684142,0.005319427068637151,2.9464872011423995,0.0038743466204531206,0.00032793239004122644,0.00726142774002939,0.004711014649011044,0.5487264310899606,0.3196703573941785,0.8873971270248058,0.008585361269464164
pooled,0.05,20,smooth_classical3,3,0.014675642865576882,0.011973912211180224,0.018775200528185734,0.0030788665414165817,0.0004944882622218227,0.007883420874149125,4.766573239912063,0.003137627661616051,0.0008041656527833513,0.007483783701320805,0.011538015203960889,0.7862016887195012,0.43636937115905017,0.9400840683935592,0.014675642865576937
pooled,0.05,20,rugged_classical10,10,0.006758276790630319,0.0017759460438145334,0.011086341423451515,0.0028642301210534474,-0.0009095868880270324,0.005860956846763388,2.359543928036293,0.004095362308104241,-0.0003437446705650031,0.008141704699563827,0.0026629144825260913,0.39402270209144935,0.19162675454709227,1.0154502131144505,0.006758276790630331
pooled,0.25,0,all20,20,0.09050316371236106,0.07703927825535224,0.10550634368515324,0.053335299913869726,0.04018918377598263,0.06772664295550503,1.6968717502013317,0.06183586280787527,0.04924952281504709,0.07562734193977674,0.02866730090448579,0.3167546826937097,0.23873003267808585,0.4036202659963418,0.09050316371236106
pooled,0.25,0,laws6,6,0.09680399934928237,0.07205008485329444,0.12271754664672256,0.07274410480654045,0.06138705715401749,0.08397778000978266,1.330747001516179,0.06886026191896426,0.05413037989676458,0.08583776056469272,0.027943737430318142,0.28866304716908675,0.19533194472611978,0.3590724574978727,0.09680399934928237
pooled,0.25,0,classical13,13,0.08652862335639429,0.06964846925240138,0.10484204696742963,0.04512566827849876,0.02796609969586306,0.06576442862144045,1.9175034222733713,0.05835077128779526,0.041427891044058335,0.07801962440040557,0.028177852068599022,0.32564775649486555,0.20079920466803855,0.4709234495333178,0.08652862335639429
pooled,0.25,0,smooth_classical3,3,0.09598162551668621,0.06094336437549732,0.12992043973554804,0.04332567728430257,0.015082352736243898,0.09042166058391203,2.2153519929268723,0.044024578990660757,0.012965588728071758,0.09699454941962841,0.05195704652602549,0.5413228443082873,0.2534311797507768,0.787251838474401,0.09598162551668625
pooled,0.25,0,rugged_classical10,10,0.08369272270830669,0.06597068520627232,0.10639966606343317,0.045665665576757615,0.027590302538936014,0.06745766555334698,1.8327275350368186,0.06264862897693561,0.04692091728587304,0.0864875206326962,0.02104409373137108,0.25144472602135104,0.14165436816895813,0.3718364363850457,0.0836927227083067
pooled,0.25,20,all20,20,0.04076714486045972,0.031030030270183678,0.050721787298890895,0.011916857418954596,0.007193428001656311,0.017222522800223142,3.4209643891196286,0.01625308322371318,0.009855490402832243,0.02256509004424837,0.024514061636746555,0.6013190700662207,0.4960487496606058,0.7192562992079767,0.040767144860459736
pooled,0.25,20,laws6,6,0.029445116237795322,0.014542698148487075,0.04465492435519744,0.007342679850084066,0.0004486625239737525,0.016302106614170954,4.010132109662687,0.008447018537901014,0.0002550823233529334,0.01841598764192164,0.02099809769989433,0.7131266703216971,0.5322747744314347,0.982467557944138,0.029445116237795343
