run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_Trajectory,response_TrajectoryAlpha,response_TrajectorySize,response_EgoTrajectory,response_EgoTrajectoryAlpha,response_EgoTrajectorySize,response_PedestrianIntention,response_PedestrianIntentionSize,response_SemanticSegmentation,response_SemanticSegmentationAlpha,response_CarStatus,response_CarStatusAlpha,response_CoveredArea,response_CoveredAreaAlpha,response_CoveredAreaSize,response_OccludedCars
9168c69e-c1dc-4a75-b713-daeb3466a5b1,opticarvis,composite,logei,10,gradient_boosting,True,none,0.0,0,50,0,1,2,2.1251854711191593,1.7886596769220162,3.6265244971328015,224.1806149420925,4.48361229884185,198.31086252949856,4.047160459785685,3.6265244971328015,198.31086252949856,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.8110070146927479,0.5378984009647907,-0.6890934914067084,0.7572466330309067,-0.2866901827620374,0.7173201458850996,-0.3827186142490073,0.12808264389404267,0.09232521621189305,-0.6344514446873049,-0.5428993892201188,0.2676496833481,-0.2419960912251753,-0.07465309120033403,-0.6726788665639014,-0.6836629514552983
9168c69e-c1dc-4a75-b713-daeb3466a5b1,opticarvis,composite,logei,10,gradient_boosting,True,none,0.0,20,50,0,21,22,0.4970399949222376,1.7886596769220162,3.6265244971328015,224.1806149420925,4.48361229884185,198.31086252949856,3.737431188084238,3.6265244971328015,198.31086252949856,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.08344077405703243,-0.07427778422992715,0.0,-0.13672509727187576,-0.007552779543434002,-0.10295825866493069,-0.1190237232158145,-0.2506619605525928,-0.20256214303977294,-0.011784909805220706,0.2211183339326338,0.1351517548279173,0.1251363306830475,-0.06330991104957062,0.0,-0.0149356365939132
dffb1b6d-3c58-4743-918d-fb52547eccad,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.018685,0,50,0,1,2,2.1251854711191593,1.217501642221547,4.197682531833271,235.01199093406504,4.7002398186813,219.02573816205057,4.469913023715318,4.197682531833271,219.02573816205057,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.8110070146927479,0.5378984009647907,-0.6890934914067084,0.7572466330309067,-0.2866901827620374,0.7173201458850996,-0.3827186142490073,0.12808264389404267,0.09232521621189305,-0.6344514446873049,-0.5428993892201188,0.2676496833481,-0.2419960912251753,-0.07465309120033403,-0.6726788665639014,-0.6836629514552983
aa28e664-f344-48cf-af21-7dea42b569a3,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.093427,0,50,0,1,2,2.1251854711191593,1.0606744967186874,4.354509677336131,245.14584388540132,4.9029168777080265,224.90701848760995,4.589939152808366,4.354509677336131,226.01780189678936,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.8110070146927479,0.5378984009647907,-0.6890934914067084,0.7572466330309067,-0.2866901827620374,0.7173201458850996,-0.3827186142490073,0.12808264389404267,0.09232521621189305,-0.6344514446873049,-0.5428993892201188,0.2676496833481,-0.2419960912251753,-0.07465309120033403,-0.6726788665639014,-0.6836629514552983
1b7b5b28-439e-48da-9f84-694410a12450,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.373709,0,50,0,1,2,2.1251854711191593,2.683416004817704,2.731768169237115,229.3662342305441,4.587324684610882,198.14234417776504,4.043721309750307,2.9064202591201496,206.1196723059508,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.8110070146927479,0.5378984009647907,-0.6890934914067084,0.7572466330309067,-0.2866901827620374,0.7173201458850996,-0.3827186142490073,0.12808264389404267,0.09232521621189305,-0.6344514446873049,-0.5428993892201188,0.2676496833481,-0.2419960912251753,-0.07465309120033403,-0.6726788665639014,-0.6836629514552983
25b5d7e2-7502-44c6-82cb-098420626ac1,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,1.868543,0,50,0,1,2,2.1251854711191593,1.3629815635532354,4.052202610501583,248.6825670082135,4.97365134016427,217.82746856936453,4.445458542231929,4.671281001405458,238.00543761800876,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.8110070146927479,0.5378984009647907,-0.6890934914067084,0.7572466330309067,-0.2866901827620374,0.7173201458850996,-0.3827186142490073,0.12808264389404267,0.09232521621189305,-0.6344514446873049,-0.5428993892201188,0.2676496833481,-0.2419960912251753,-0.07465309120033403,-0.6726788665639014,-0.6836629514552983
3cb73c16-04d9-4474-9f5a-d6fa338519c4,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.018685,20,50,0,21,22,0.44612819494912376,1.46608431389561,3.9490998601592087,230.11662723800663,4.6023325447601335,206.0328567499362,4.00370685085795,3.9490998601592087,206.0328567499362,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",0.15880629966233117,0.020905461812285142,0.0,-0.19091589723995755,-0.1289538133686662,-0.05205900939618058,-0.11442171043686108,-0.21554878922501874,-0.13984633078373632,-0.06046409273732631,0.1120448196824005,0.1328581121452671,0.06367728381684781,-0.01833249919821056,0.0,-0.0149356365939132
c0617232-37cd-4561-87ec-4326a1e8e074,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.093427,20,50,0,21,22,0.3497821357500067,1.437894094603557,3.9772900794512616,230.5139951462469,4.610279902924939,210.04464327594494,4.1420443172720445,3.9772900794512616,211.1145484762216,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.07496930837507199,0.05022519958597094,0.0,-0.12439268346411436,-0.1327982558473136,-0.058235943038919435,0.16997558393079132,-0.017976227979227266,-0.02980109738519121,0.0867496319019066,0.08439264384861399,0.02753833163545838,0.008277333398844816,0.17861612363358337,0.0,-0.0149356365939132
c0b4c3f2-1de6-4f70-8ea0-978aaa9e36a7,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,0.373709,20,50,0,21,22,0.4355160066135294,1.5047359559194833,3.9104482181353353,230.5059843225539,4.610119686451078,205.9096317511188,3.999457712967693,4.139417633203258,208.57459113256255,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.17515210395698805,0.08859994646139013,0.0157142886112088,-0.0031653303775697195,-0.09131140400266602,-0.16217463822034306,-0.2132656682821199,-0.04233387736000749,-0.012212245478416373,-0.010146864959935692,0.0529026031546944,-0.010433805529437734,0.1352095589533939,-0.16860251457139375,0.0764339098745713,0.1151781781403882
db49db68-e44f-4be0-b92e-283fb3b0a8e6,opticarvis,composite,logei,10,gradient_boosting,False,gaussian,1.868543,20,50,0,21,22,0.618831211046531,1.2283926784829184,4.1867914955719,237.4050314151592,4.748100628303185,211.42249542373202,4.189556460299184,4.411808229219273,220.19805264962565,"Trajectory,TrajectoryAlpha,TrajectorySize,EgoTrajectory,EgoTrajectoryAlpha,EgoTrajectorySize,PedestrianIntention,PedestrianIntentionSize,SemanticSegmentation,SemanticSegmentationAlpha,CarStatus,CarStatusAlpha,CoveredArea,CoveredAreaAlpha,CoveredAreaSize,OccludedCars",-0.1985315919329393,-0.05450004908816275,0.0154327755999945,0.004943067862284489,0.0215567114504506,-0.27436780053079657,-0.10952431885975289,-0.03191035181284041,0.031858759741683285,0.1712014363597058,0.1408498596548265,-0.13492129641633716,0.17229383598165013,-0.1878666305476468,0.17919760757507,0.2934110005758277
