dataset,acquisition,error_model,jitter_std,jitter_iteration,n_seeds
power_law_practice,qnei,misclick,0.15,0,5
power_law_practice,qnei,misclick,0.15,20,5
power_law_practice,qnei,misclick,0.4,0,5
power_law_practice,qnei,misclick,0.4,20,5
rastrigin,logei,misclick,0.01,0,5
rastrigin,logei,misclick,0.01,20,5
rastrigin,logei,misclick,0.05,0,5
rastrigin,logei,misclick,0.05,20,5
rastrigin,logei,misclick,0.15,0,5
rastrigin,logei,misclick,0.15,20,5
rastrigin,logei,misclick,0.4,0,5
rastrigin,logei,misclick,0.4,20,5
rastrigin,qnei,misclick,0.01,0,5
rastrigin,qnei,misclick,0.01,20,5
rastrigin,qnei,misclick,0.05,0,5
rastrigin,qnei,misclick,0.05,20,5
rastrigin,qnei,misclick,0.15,0,5
rastrigin,qnei,misclick,0.15,20,5
rastrigin,qnei,misclick,0.4,0,5
rastrigin,qnei,misclick,0.4,20,5
rosenbrock,logei,misclick,0.01,0,5
rosenbrock,logei,misclick,0.01,20,5
rosenbrock,logei,misclick,0.05,0,5
rosenbrock,logei,misclick,0.05,20,5
rosenbrock,logei,misclick,0.15,0,5
rosenbrock,logei,misclick,0.15,20,5
rosenbrock,logei,misclick,0.4,0,5
rosenbrock,logei,misclick,0.4,20,5
rosenbrock,qnei,misclick,0.01,0,5
rosenbrock,qnei,misclick,0.01,20,5
rosenbrock,qnei,misclick,0.05,0,5
rosenbrock,qnei,misclick,0.05,20,5
rosenbrock,qnei,misclick,0.15,0,5
rosenbrock,qnei,misclick,0.15,20,5
rosenbrock,qnei,misclick,0.4,0,5
rosenbrock,qnei,misclick,0.4,20,5
schwefel,logei,misclick,0.01,0,5
schwefel,logei,misclick,0.01,20,5
schwefel,logei,misclick,0.05,0,5
schwefel,logei,misclick,0.05,20,5
schwefel,logei,misclick,0.15,0,5
schwefel,logei,misclick,0.15,20,5
schwefel,logei,misclick,0.4,0,5
schwefel,logei,misclick,0.4,20,5
schwefel,qnei,misclick,0.01,0,5
schwefel,qnei,misclick,0.01,20,5
schwefel,qnei,misclick,0.05,0,5
schwefel,qnei,misclick,0.05,20,5
schwefel,qnei,misclick,0.15,0,5
schwefel,qnei,misclick,0.15,20,5
schwefel,qnei,misclick,0.4,0,5
schwefel,qnei,misclick,0.4,20,5
shekel,logei,misclick,0.01,0,5
shekel,logei,misclick,0.01,20,5
shekel,logei,misclick,0.05,0,5
shekel,logei,misclick,0.05,20,5
shekel,logei,misclick,0.15,0,5
shekel,logei,misclick,0.15,20,5
shekel,logei,misclick,0.4,0,5
shekel,logei,misclick,0.4,20,5
shekel,qnei,misclick,0.01,0,5
shekel,qnei,misclick,0.01,20,5
shekel,qnei,misclick,0.05,0,5
shekel,qnei,misclick,0.05,20,5
shekel,qnei,misclick,0.15,0,5
shekel,qnei,misclick,0.15,20,5
shekel,qnei,misclick,0.4,0,5
shekel,qnei,misclick,0.4,20,5
steering_law,logei,misclick,0.01,0,5
steering_law,logei,misclick,0.01,20,5
steering_law,logei,misclick,0.05,0,5
steering_law,logei,misclick,0.05,20,5
steering_law,logei,misclick,0.15,0,5
steering_law,logei,misclick,0.15,20,5
steering_law,logei,misclick,0.4,0,5
steering_law,logei,misclick,0.4,20,5
steering_law,qnei,misclick,0.01,0,5
steering_law,qnei,misclick,0.01,20,5
steering_law,qnei,misclick,0.05,0,5
steering_law,qnei,misclick,0.05,20,5
steering_law,qnei,misclick,0.15,0,5
steering_law,qnei,misclick,0.15,20,5
steering_law,qnei,misclick,0.4,0,5
steering_law,qnei,misclick,0.4,20,5
stevens,logei,misclick,0.01,0,5
stevens,logei,misclick,0.01,20,5
stevens,logei,misclick,0.05,0,5
stevens,logei,misclick,0.05,20,5
stevens,logei,misclick,0.15,0,5
stevens,logei,misclick,0.15,20,5
stevens,logei,misclick,0.4,0,5
stevens,logei,misclick,0.4,20,5
stevens,qnei,misclick,0.01,0,5
stevens,qnei,misclick,0.01,20,5
stevens,qnei,misclick,0.05,0,5
stevens,qnei,misclick,0.05,20,5
stevens,qnei,misclick,0.15,0,5
stevens,qnei,misclick,0.15,20,5
stevens,qnei,misclick,0.4,0,5
stevens,qnei,misclick,0.4,20,5
weber_fechner,logei,misclick,0.01,0,5
weber_fechner,logei,misclick,0.01,20,5
weber_fechner,logei,misclick,0.05,0,5
weber_fechner,logei,misclick,0.05,20,5
weber_fechner,logei,misclick,0.15,0,5
weber_fechner,logei,misclick,0.15,20,5
weber_fechner,logei,misclick,0.4,0,5
weber_fechner,logei,misclick,0.4,20,5
weber_fechner,qnei,misclick,0.01,0,5
weber_fechner,qnei,misclick,0.01,20,5
weber_fechner,qnei,misclick,0.05,0,5
weber_fechner,qnei,misclick,0.05,20,5
weber_fechner,qnei,misclick,0.15,0,5
weber_fechner,qnei,misclick,0.15,20,5
weber_fechner,qnei,misclick,0.4,0,5
weber_fechner,qnei,misclick,0.4,20,5
yerkes_dodson,logei,misclick,0.01,0,5
yerkes_dodson,logei,misclick,0.01,20,5
yerkes_dodson,logei,misclick,0.05,0,5
yerkes_dodson,logei,misclick,0.05,20,5
yerkes_dodson,logei,misclick,0.15,0,5
yerkes_dodson,logei,misclick,0.15,20,5
yerkes_dodson,logei,misclick,0.4,0,5
yerkes_dodson,logei,misclick,0.4,20,5
yerkes_dodson,qnei,misclick,0.01,0,5
yerkes_dodson,qnei,misclick,0.01,20,5
yerkes_dodson,qnei,misclick,0.05,0,5
yerkes_dodson,qnei,misclick,0.05,20,5
yerkes_dodson,qnei,misclick,0.15,0,5
yerkes_dodson,qnei,misclick,0.15,20,5
yerkes_dodson,qnei,misclick,0.4,0,5
yerkes_dodson,qnei,misclick,0.4,20,5
