error_model,jitter_iteration,n_runs,n_benchmarks,n_cells,n_nonpositive_cells,gain_prediction,interval,beta_c,beta_z,beta_z_lo,beta_z_hi,beta_z_pct_lo,beta_z_pct_hi,gain_gap,gain_gap_lo,gain_gap_hi,gain_gap_pct_lo,gain_gap_pct_hi,verdict,leverage_dataset,beta_z_without_leverage,gain_gap_without_leverage,loglog_beta_c,loglog_beta_z,loglog_beta_z_lo,loglog_beta_z_hi,loglog_beta_z_pct_lo,loglog_beta_z_pct_hi,loglog_gain_gap,loglog_gain_gap_lo,loglog_gain_gap_hi,loglog_gain_gap_pct_lo,loglog_gain_gap_pct_hi,loglog_verdict,loglog_leverage_dataset,loglog_beta_z_without_leverage,loglog_gain_gap_without_leverage,bootstrap_reps_used
misclick,0,800,20,80,11,0.0959604124957808,bca,0.9040395875042192,0.9249450185583202,0.22366371402927984,1.5865107666483385,0.7515642804106631,1.8722918375989026,0.8289846060625394,-0.5368318186301246,1.2990584431237324,0.6895533256549781,1.7550746523692746,gain,shekel,1.5041329328909971,1.326918268404965,1.216644684834172,1.544501521938861,0.8869210772637427,2.3831331459110094,1.048276026688274,2.5696533700399775,1.761146206773033,0.9058795058669104,2.6380823061742253,1.1397844923140397,2.943066112415167,neither,shekel,2.1788592283929527,2.3998984527644316,2000
misclick,20,800,20,80,33,0.35565553983944076,bca,0.6443444601605592,1.1975929225843214,0.5914272865378125,2.1313919037047464,1.0189641711718154,2.385482870056864,0.8419373827448806,0.42735830035021904,1.8470407452049655,0.6452675131887429,2.0851678067406767,neither,shekel,2.102520159316358,1.7849612033337139,0.9042167090497762,2.269752770137927,1.377469072781396,3.1999808236209453,1.6722852751221262,3.499921702051912,2.1739694791877033,1.0147004594796272,3.1954399015382546,1.334168954461985,3.553953946298981,neither,shekel,2.8998506948995324,2.869710813790544,2000
