error_model,jitter_std,jitter_iteration,dataset,acquisition,fragility,absolute_loss,inference_excess,acq_failures,seeds
misclick,0.01,0,ackley,logei,0.020252070013066524,0.5829799631278638,0.808809056002351,0,5
misclick,0.01,0,ackley,qnei,0.030646725383587554,0.5165246223043034,0.6642503249400321,0,5
misclick,0.01,0,branin,logei,0.0,0.05402172247712457,0.0,0,5
misclick,0.01,0,branin,qnei,2.3463485381603653e-05,0.05208119150938748,-2.3552312042000023e-06,0,5
misclick,0.01,0,eggholder,logei,0.00011490798494455875,0.23777509089525348,0.00077031402708598,0,5
misclick,0.01,0,eggholder,qnei,0.0,0.23224658366011613,0.0,0,5
misclick,0.01,0,griewank,logei,0.00044773440366003913,0.1793985691093653,0.00329104504004026,0,5
misclick,0.01,0,griewank,qnei,0.016627938901539623,0.20086018970554909,0.010958593783028641,0,5
misclick,0.01,0,hartmann_3,logei,0.0003214865294069871,0.1262038067078669,0.00213296872877234,0,5
misclick,0.01,0,hartmann_3,qnei,0.00018111568862828786,0.1196961196604494,0.00140300104885292,0,5
misclick,0.01,0,hartmann_6,logei,0.0025536239031673713,0.24833645622241685,-0.0071044043136840405,0,5
misclick,0.01,0,hartmann_6,qnei,0.0057286112187250595,0.25359956115747845,0.04204674953247984,0,5
misclick,0.01,0,hicks_law,logei,0.0,0.10138698760173474,0.0,0,5
misclick,0.01,0,hicks_law,qnei,0.0,0.10338353908841683,0.0,0,5
misclick,0.01,0,levy_10,logei,-0.004529426617569271,0.2783684110561448,-0.03061615418782086,0,5
misclick,0.01,0,levy_10,qnei,0.012371061830015823,0.25123475548024576,0.04195284327055416,0,5
misclick,0.01,0,michalewicz,logei,0.01115807353411354,0.7094149071006827,0.28677771697565485,0,5
misclick,0.01,0,michalewicz,qnei,0.03414815602897228,0.7126998247389867,0.10354211397062149,0,5
misclick,0.01,0,moving_peaks,logei,0.004521929470984638,0.32679161562511283,-0.0253999585832405,0,5
misclick,0.01,0,moving_peaks,qnei,-0.0022366139731326107,0.33250115024742516,-0.02258907673984254,0,5
misclick,0.01,0,powell,logei,0.00016830663104322035,0.044655983249323294,-0.00019944001468748,0,5
misclick,0.01,0,powell,qnei,0.0007542332594944227,0.04540495894291431,0.00015133912805754,0,5
misclick,0.01,0,power_law_practice,logei,0.0,0.06918641862497202,0.0,0,5
misclick,0.01,0,power_law_practice,qnei,0.0,0.07000770087905729,0.0,0,5
misclick,0.01,0,rastrigin,logei,-0.009927639975510483,0.40230007350769065,0.033923999367538385,0,5
misclick,0.01,0,rastrigin,qnei,0.020052514074752337,0.44424405679098256,0.01824690976015998,0,5
misclick,0.01,0,rosenbrock,logei,5.8359357144284776e-05,0.04909190585624277,2.039440665874e-05,0,5
misclick,0.01,0,rosenbrock,qnei,0.0001754928051559081,0.04856723950332721,8.660718411720004e-06,0,5
misclick,0.01,0,schwefel,logei,0.021221703578364826,0.5106348610102214,0.16367036562274984,0,5
misclick,0.01,0,schwefel,qnei,0.0,0.46440863532493387,0.0,0,5
misclick,0.01,0,shekel,logei,0.0034529259868322838,0.8169207119835356,0.27057309152080933,0,5
misclick,0.01,0,shekel,qnei,0.0,0.8388381931165354,0.0,0,5
misclick,0.01,0,steering_law,logei,-2.972698683684471e-06,0.07272561454247087,-3.775043716247594e-06,0,5
misclick,0.01,0,steering_law,qnei,-4.297810631200592e-05,0.07292689803527132,-8.0470428111e-05,0,5
misclick,0.01,0,stevens,logei,0.0,0.07312819166285091,0.0,0,5
misclick,0.01,0,stevens,qnei,0.0,0.07281286920491867,0.0,0,5
misclick,0.01,0,weber_fechner,logei,0.0,0.06636861448963449,0.0,0,5
misclick,0.01,0,weber_fechner,qnei,0.0,0.06564500465330725,0.0,0,5
misclick,0.01,0,yerkes_dodson,logei,8.56918162501899e-05,0.1362024239193062,0.00060695771114544,0,5
misclick,0.01,0,yerkes_dodson,qnei,0.0019188006006002948,0.13605235687668518,0.0025993552265873602,0,5
misclick,0.01,20,ackley,logei,0.0,0.367363979299295,0.0,0,5
misclick,0.01,20,ackley,qnei,0.0,0.26919475495311973,0.0,0,5
misclick,0.01,20,branin,logei,8.512897583863354e-06,0.0010249507057748144,1.9910079387439992e-05,0,5
misclick,0.01,20,branin,qnei,-4.5073676441682336e-07,0.0007068897730999885,-3.267986545038e-05,0,5
misclick,0.01,20,eggholder,logei,-0.0005898997542769388,0.11063553659221212,-0.00539029934488882,0,5
misclick,0.01,20,eggholder,qnei,0.0,0.1172209316060628,0.0,0,5
misclick,0.01,20,griewank,logei,0.00024978940003838804,0.020732295353624093,0.00035593884427632,0,5
misclick,0.01,20,griewank,qnei,0.0,0.020104526732852228,0.0,0,5
misclick,0.01,20,hartmann_3,logei,0.0,0.0019333558199760125,0.0,0,5
misclick,0.01,20,hartmann_3,qnei,0.0,0.0016049503767297814,0.0,0,5
misclick,0.01,20,hartmann_6,logei,0.0,0.06549490577998562,0.0,0,5
misclick,0.01,20,hartmann_6,qnei,0.0,0.05642639874569089,0.0,0,5
misclick,0.01,20,hicks_law,logei,0.0,0.0,0.0,0,5
misclick,0.01,20,hicks_law,qnei,0.0,0.0,0.0,0,5
misclick,0.01,20,levy_10,logei,-0.0007760956219645232,0.181570979936559,0.00831380679258284,0,5
misclick,0.01,20,levy_10,qnei,0.0,0.11271805919182758,0.0,0,5
misclick,0.01,20,michalewicz,logei,0.008357811312153553,0.6117337327463783,0.2139113786813888,0,5
misclick,0.01,20,michalewicz,qnei,0.0,0.5820915633021928,0.0,0,5
misclick,0.01,20,moving_peaks,logei,0.004253851968028974,0.22540552990787216,0.03929171488925512,0,5
misclick,0.01,20,moving_peaks,qnei,0.003868002682487273,0.2367060863583171,0.0737219767932932,0,5
misclick,0.01,20,powell,logei,-2.843377123826979e-05,0.008457296285000622,3.955464429642e-05,0,5
misclick,0.01,20,powell,qnei,0.0,0.0038190524097238892,0.0,0,5
misclick,0.01,20,power_law_practice,logei,0.0,0.0,0.0,0,5
misclick,0.01,20,power_law_practice,qnei,0.0,0.0,0.0,0,5
misclick,0.01,20,rastrigin,logei,0.0,0.3036986968649395,0.0,0,5
misclick,0.01,20,rastrigin,qnei,0.0,0.3139266505985193,0.0,0,5
misclick,0.01,20,rosenbrock,logei,-4.128905232684523e-07,0.002955195109618889,-2.4561266995060003e-05,0,5
misclick,0.01,20,rosenbrock,qnei,-4.155310746784835e-07,0.0031102103854307043,-3.5311918897800084e-06,0,5
misclick,0.01,20,schwefel,logei,-0.0037099851926914174,0.3783442295415717,0.0007644588442784199,0,5
misclick,0.01,20,schwefel,qnei,0.0,0.3768916626922617,0.0,0,5
misclick,0.01,20,shekel,logei,0.0,0.7556939061407789,0.0,0,5
misclick,0.01,20,shekel,qnei,0.0,0.7848163968470581,0.0,0,5
misclick,0.01,20,steering_law,logei,-3.523468247706555e-07,0.0002223743864552554,-9.093191933207123e-07,0,5
misclick,0.01,20,steering_law,qnei,0.0,0.0001156872280796854,0.0,0,5
misclick,0.01,20,stevens,logei,0.0,0.0,0.0,0,5
misclick,0.01,20,stevens,qnei,0.0,0.0,0.0,0,5
misclick,0.01,20,weber_fechner,logei,0.0,0.0,0.0,0,5
misclick,0.01,20,weber_fechner,qnei,0.0,0.0,0.0,0,5
misclick,0.01,20,yerkes_dodson,logei,0.00031180748089469894,0.003604493530709746,0.0024792410915094602,0,5
misclick,0.01,20,yerkes_dodson,qnei,0.0,0.004085410748507835,0.0,0,5
misclick,0.05,0,ackley,logei,0.028711815085740933,0.5914397082005383,0.9064605653007713,0,5
misclick,0.05,0,ackley,qnei,0.08341277525042677,0.5692906721711426,2.706754515567546,0,5
misclick,0.05,0,branin,logei,0.008172040397770256,0.062193762874894865,0.014844541975979642,0,5
misclick,0.05,0,branin,qnei,0.001195609856087121,0.053253337880093024,0.00015981720672307998,0,5
misclick,0.05,0,eggholder,logei,0.11789949673521061,0.35555967964551954,0.4106656784362686,0,5
misclick,0.05,0,eggholder,qnei,0.026348820432060105,0.25859540409217624,-0.005820174773447123,0,5
misclick,0.05,0,griewank,logei,0.007315570483214398,0.18626640518891963,0.01873991110974416,0,5
misclick,0.05,0,griewank,qnei,0.003463243793519452,0.18769549459752893,0.015091685482070261,0,5
misclick,0.05,0,hartmann_3,logei,0.018018363500342176,0.1439006836788021,0.0009669966764521999,0,5
misclick,0.05,0,hartmann_3,qnei,0.0018405381655076645,0.12135554213732876,0.00266833321949442,0,5
misclick,0.05,0,hartmann_6,logei,0.18961008677008656,0.4353929190893361,1.156858372548921,0,5
misclick,0.05,0,hartmann_6,qnei,0.02951339650659763,0.27738434644535104,0.04484271443628882,0,5
misclick,0.05,0,hicks_law,logei,0.0789544862265426,0.18034147382827734,0.0,0,5
misclick,0.05,0,hicks_law,qnei,0.009837083592132981,0.1132206226805498,0.0,0,5
misclick,0.05,0,levy_10,logei,0.006358772889391279,0.28925661056310537,0.019712986538743142,0,5
misclick,0.05,0,levy_10,qnei,0.03149701372924081,0.2703607073794707,0.008493492641825539,0,5
misclick,0.05,0,michalewicz,logei,-0.01796733316272995,0.6802895004038392,0.7999309258992989,0,5
misclick,0.05,0,michalewicz,qnei,-0.04355674294519166,0.6349949257648229,-1.014037324788684,0,5
misclick,0.05,0,moving_peaks,logei,0.0552181419351957,0.37748782808932385,0.2240057518420481,0,5
misclick,0.05,0,moving_peaks,qnei,0.034104985082370705,0.3688427493029285,0.25978155739063197,0,5
misclick,0.05,0,powell,logei,6.3587883589406e-06,0.04449403540663897,-0.00030374340120303996,0,5
misclick,0.05,0,powell,qnei,-0.019535504496020463,0.02511522118739943,0.00463732391070564,0,5
misclick,0.05,0,power_law_practice,logei,0.02519792361651519,0.0943843422414872,0.0375040035152593,0,5
misclick,0.05,0,power_law_practice,qnei,0.023175377726872157,0.09318307860592943,0.02027916155374254,0,5
misclick,0.05,0,rastrigin,logei,0.01938384545399103,0.43161155893719216,0.2697293891777456,0,5
misclick,0.05,0,rastrigin,qnei,-0.005497587314003345,0.41869395540222687,0.059545961815594316,0,5
misclick,0.05,0,rosenbrock,logei,6.262918475115327e-05,0.049096175683849656,0.00115680943576706,0,5
misclick,0.05,0,rosenbrock,qnei,-0.006165166147903157,0.042226580550268136,0.00070362451937776,0,5
misclick,0.05,0,schwefel,logei,0.06667324956318513,0.5560864069950416,0.4463750233783328,0,5
misclick,0.05,0,schwefel,qnei,0.032718290024105465,0.49712692534903935,0.09878775758263061,0,5
misclick,0.05,0,shekel,logei,0.01197449252212317,0.8254422785188265,3.8804852909818734,0,5
misclick,0.05,0,shekel,qnei,-0.0057261561855055845,0.8331120369310299,0.19317032215626,0,5
misclick,0.05,0,steering_law,logei,0.0035131228983734013,0.07624171013952795,1.3698591572630664e-06,0,5
misclick,0.05,0,steering_law,qnei,0.0036320792958031006,0.07660195543738643,6.756819334878314e-05,0,5
misclick,0.05,0,stevens,logei,0.0452358740978321,0.11836406576068301,0.0,0,5
misclick,0.05,0,stevens,qnei,0.020098525534421395,0.09291139473934008,0.0,0,5
misclick,0.05,0,weber_fechner,logei,0.0012087781298472176,0.06757739261948173,0.0,0,5
misclick,0.05,0,weber_fechner,qnei,0.002173492406841413,0.06781849706014868,0.00266165903673076,0,5
misclick,0.05,0,yerkes_dodson,logei,0.011495951437563498,0.14761268354061954,0.0101696510255749,0,5
misclick,0.05,0,yerkes_dodson,qnei,0.0695049232514056,0.2036384795274905,0.059122883972970844,0,5
misclick,0.05,20,ackley,logei,0.04219821454341875,0.40956219384271375,0.8894390290715058,0,5
misclick,0.05,20,ackley,qnei,0.047496227955068235,0.316690982908188,0.5153390780591427,0,5
misclick,0.05,20,branin,logei,3.9006458068231416e-05,0.0010554442662591998,0.0001607925775171,0,5
misclick,0.05,20,branin,qnei,-8.396191985809618e-05,0.0006233785900063054,4.5972193596459996e-05,0,5
misclick,0.05,20,eggholder,logei,0.0005939116640371059,0.1118193480105262,0.00815355409160006,0,5
misclick,0.05,20,eggholder,qnei,-0.008027500588592217,0.10919343101747059,-0.05163970954488406,0,5
misclick,0.05,20,griewank,logei,0.001407798042368669,0.021890303995954374,0.006655892016537981,0,5
misclick,0.05,20,griewank,qnei,-2.0361795812742104e-05,0.020084164937039486,0.0025545435264756203,0,5
misclick,0.05,20,hartmann_3,logei,0.000245686344612499,0.002179042164588511,0.00193902182313998,0,5
misclick,0.05,20,hartmann_3,qnei,0.00036212057668116946,0.001967070953410971,0.0022630190509595797,0,5
misclick,0.05,20,hartmann_6,logei,0.009922625018369127,0.07541753079835475,0.0059698111522087,0,5
misclick,0.05,20,hartmann_6,qnei,0.011719615943022533,0.06814601468871342,0.08975949108964613,0,5
misclick,0.05,20,hicks_law,logei,0.0,0.0,0.0,0,5
misclick,0.05,20,hicks_law,qnei,0.0,0.0,0.0,0,5
misclick,0.05,20,levy_10,logei,0.0012076081420330051,0.18355468370055653,-0.0009743411023136576,0,5
misclick,0.05,20,levy_10,qnei,0.02788763525801345,0.14060569444984106,0.0502277756875813,0,5
misclick,0.05,20,michalewicz,logei,0.04770365046458899,0.6510795718988138,0.9421707896870386,0,5
misclick,0.05,20,michalewicz,qnei,0.004995905639478428,0.5870874689416714,0.5965688647682981,0,5
misclick,0.05,20,moving_peaks,logei,0.006787775639133275,0.22793945357897644,0.04195426567296802,0,5
misclick,0.05,20,moving_peaks,qnei,-0.01207102296421982,0.22076706071161004,-0.07823260922528372,0,5
misclick,0.05,20,powell,logei,-0.0003464421394019309,0.008139287916836987,-0.00029696014961640003,0,5
misclick,0.05,20,powell,qnei,0.00016372764842058395,0.003982780058144421,0.00022296722446619996,0,5
misclick,0.05,20,power_law_practice,logei,0.0,0.0,0.0,0,5
misclick,0.05,20,power_law_practice,qnei,0.0,0.0,0.0,0,5
misclick,0.05,20,rastrigin,logei,-0.02085260251724103,0.2828460943476985,-0.08304956383173948,0,5
misclick,0.05,20,rastrigin,qnei,0.03921021415051766,0.353136864749037,0.11604971738858456,0,5
misclick,0.05,20,rosenbrock,logei,-1.3025355785902924e-05,0.002942582644356257,0.00022995136728783997,0,5
misclick,0.05,20,rosenbrock,qnei,0.00040405913260498213,0.0035146850491103872,0.0007870574981328999,0,5
misclick,0.05,20,schwefel,logei,-0.013727733986869467,0.36832648074739366,-0.19717002459996757,0,5
misclick,0.05,20,schwefel,qnei,0.005309202462694361,0.3822008651549561,0.03227707254308852,0,5
misclick,0.05,20,shekel,logei,0.014910264969622524,0.7706041711104014,1.0019991074303234,0,5
misclick,0.05,20,shekel,qnei,0.012259587973935228,0.7970759848209933,1.4951685854760242,0,5
misclick,0.05,20,steering_law,logei,3.1015511713281605e-05,0.0002537422449932933,2.9167950841202385e-05,0,5
misclick,0.05,20,steering_law,qnei,-3.854860072491827e-05,7.713862735475165e-05,-7.797419286028e-05,0,5
misclick,0.05,20,stevens,logei,0.0,0.0,0.0,0,5
misclick,0.05,20,stevens,qnei,0.0,0.0,0.0,0,5
misclick,0.05,20,weber_fechner,logei,0.0,0.0,0.0,0,5
misclick,0.05,20,weber_fechner,qnei,0.0,0.0,0.0,0,5
misclick,0.05,20,yerkes_dodson,logei,0.0008855817826455541,0.004178267832460602,0.008122891121869018,0,5
misclick,0.05,20,yerkes_dodson,qnei,0.009872028040290456,0.01395743878879831,0.04222979551875134,0,5
