dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
eggholder,value,qnei,0.43749999999999994,1.475,0.012361390804523819,52.577749402221855,18.931113953452325,7,8
eggholder,value,logei,0.5625,1.525,0.03351416446483913,53.70089745789684,14.306649360604226,2,8
