dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
yerkes_dodson,value,exact,slip,0,0.01,sobol,5,8,3.0,0.2857142857142857,7.0,-2.081681036560127,-1.0452984363819269,-0.042483286460410774,82.99093102398841,-0.00689671387986508,True
yerkes_dodson,value,exact,slip,0,0.01,qucb,5,8,3.0,0.2857142857142857,5.0,-16.762749888645708,-2.1154607775591714,-0.34209693650297357,45.807881823429476,-0.005814953129554046,True
yerkes_dodson,value,exact,slip,0,0.01,ucb,5,8,4.2,0.4571428571428572,5.0,-14.768871941457286,0.3133104016701509,-0.3014055498256589,38.15174449749856,-0.0016668337123932676,False
yerkes_dodson,value,exact,slip,0,0.01,logei,5,8,4.4,0.48571428571428577,3.0,-5.767076590199135,1.881748740468442,-0.11769544061630885,37.16762539191292,0.006358225262433836,False
yerkes_dodson,value,exact,slip,0,0.01,qnei,5,8,4.8,0.5428571428571428,2.4,2.2165017051397213,1.156413524556772,0.04523472867632085,28.10464839733451,-0.006448064716730717,False
yerkes_dodson,value,exact,slip,0,0.01,ei,5,8,5.0,0.5714285714285714,3.8,1.2815477463309228,1.7276572445762568,0.026154035639406513,43.84775447347139,0.00045365211289409845,False
yerkes_dodson,value,exact,slip,0,0.01,pi,5,8,5.2,0.6,2.8,0.4931460683891082,-1.0320897222979895,0.010064205477328747,29.711045760662234,-0.0030151358724581413,False
yerkes_dodson,value,exact,slip,0,0.01,random,5,8,6.4,0.7714285714285715,7.0,3.5531831120460566,3.499121072084492,0.07251394106216447,78.24210963474647,0.0005440631560480247,False
yerkes_dodson,value,exact,slip,0,0.05,qucb,5,8,2.8,0.2571428571428571,3.8,-21.101597245181033,-1.5823242408587888,-0.43064484173838835,41.46903446689415,-0.02454121025728795,True
yerkes_dodson,value,exact,slip,0,0.05,ei,5,8,3.4,0.34285714285714286,2.2,-12.719542796045667,-1.031992967967522,-0.2595825060417484,29.8466639310948,0.0008659368192852846,False
yerkes_dodson,value,exact,slip,0,0.05,random,5,8,3.6,0.37142857142857144,6.2,-3.8363998817520537,0.7099921151983821,-0.07829387513779706,70.85252664094837,-0.006884787995301877,False
yerkes_dodson,value,exact,slip,0,0.05,sobol,5,8,3.6,0.37142857142857144,6.6,-7.2558121209924735,-10.349755432792534,-0.14807779838760154,77.81679993955606,0.009421179160415561,False
yerkes_dodson,value,exact,slip,0,0.05,logei,5,8,5.0,0.5714285714285714,3.8,-6.072077108866684,8.769193311262399,-0.12391994099727925,36.86262487324537,0.028761183577136685,False
yerkes_dodson,value,exact,slip,0,0.05,pi,5,8,5.4,0.6285714285714287,2.6,7.039787890032466,3.3258555362535915,0.1436691406129075,36.25768758230559,0.0030652535182715823,False
yerkes_dodson,value,exact,slip,0,0.05,ucb,5,8,5.6,0.6571428571428571,6.4,21.142024726953125,8.461443086064993,0.4314698923867984,74.06264116590897,0.01668913761675268,False
yerkes_dodson,value,exact,slip,0,0.05,qnei,5,8,6.6,0.7999999999999999,4.4,21.54464061075313,10.194429380909877,0.43968654307659455,47.432787302947915,0.042144210490304056,False
yerkes_dodson,value,exact,slip,0,0.15,qucb,5,8,2.2,0.17142857142857146,3.0,-15.438427579785145,0.36808865616080766,-0.3150699506078601,47.13220413229004,-0.007859589808507627,True
yerkes_dodson,value,exact,slip,0,0.15,random,5,8,3.8,0.39999999999999997,5.6,0.15164366214836988,-8.323518919326517,0.0030947686152728695,74.84057018484877,0.021518583686050263,False
yerkes_dodson,value,exact,slip,0,0.15,sobol,5,8,3.8,0.39999999999999997,7.4,2.7719306717086893,-2.489849613290275,0.05657001370834056,87.84454273225722,0.061622470848547994,False
yerkes_dodson,value,exact,slip,0,0.15,ei,5,8,4.2,0.4571428571428572,2.8,1.1865906987143462,14.397542173003902,0.02421613670845595,43.75279742585481,-0.023050072123957998,False
yerkes_dodson,value,exact,slip,0,0.15,logei,5,8,5.0,0.5714285714285714,3.6,6.575965638506861,8.917111500912842,0.13420338037769108,49.51066762061892,-0.07710403582928596,False
yerkes_dodson,value,exact,slip,0,0.15,ucb,5,8,5.0,0.5714285714285714,5.0,11.063030242609814,27.84835750854673,0.22577612740020023,63.98364668156565,0.07655011778448398,False
yerkes_dodson,value,exact,slip,0,0.15,qnei,5,8,5.2,0.6,3.4,23.4236816032489,21.562182197304285,0.4780343184336511,49.31182829544369,-0.011551660523601948,False
yerkes_dodson,value,exact,slip,0,0.15,pi,5,8,6.8,0.8285714285714285,5.2,29.438519107309798,24.810878231632998,0.6007861042308124,58.65641879958292,0.09528273196077264,False
yerkes_dodson,value,exact,slip,0,0.4,sobol,5,8,2.4,0.19999999999999998,4.6,16.683117531925777,17.651203326569217,0.3404717863658321,101.75572959247431,0.07340093523222664,True
yerkes_dodson,value,exact,slip,0,0.4,random,5,8,2.8,0.2571428571428571,4.0,17.322879055692546,21.04710921133062,0.3535281439937254,92.01180557839297,0.22634433497309456,False
yerkes_dodson,value,exact,slip,0,0.4,ei,5,8,3.4,0.34285714285714286,1.8,39.450021209208316,42.96061443653143,0.8051024736573125,82.01622793634877,0.10566901260793364,False
yerkes_dodson,value,exact,slip,0,0.4,qucb,5,8,4.2,0.4571428571428572,5.4,42.79922259694657,62.81948973958111,0.8734535223866647,105.36985430902175,0.17647738324465684,False
yerkes_dodson,value,exact,slip,0,0.4,logei,5,8,5.2,0.6,4.4,56.538524881129646,64.37777946294638,1.1538474465536663,99.4732268632417,0.3374728100103145,False
yerkes_dodson,value,exact,slip,0,0.4,pi,5,8,5.8,0.6857142857142857,5.0,71.33203319564367,73.17697910859775,1.455755779502932,100.54993288791678,0.20492745775667465,False
yerkes_dodson,value,exact,slip,0,0.4,ucb,5,8,6.0,0.7142857142857143,6.0,57.229648559983204,67.63542379229996,1.1679520114282287,110.15026499893904,0.11785602974041395,False
yerkes_dodson,value,exact,slip,0,0.4,qnei,5,8,6.2,0.7428571428571429,4.8,74.83245611678679,66.94259999295812,1.5271929819752406,100.72060280898158,0.26080863216959765,False
yerkes_dodson,value,exact,slip,20,0.01,random,5,8,2.7,0.24285714285714288,6.2,-0.5968365779380178,-0.39442199578461157,-0.020651741370524945,74.09208994476242,0.0067617158868681915,True
yerkes_dodson,value,exact,slip,20,0.01,ucb,5,8,3.4,0.34285714285714286,5.2,-6.124444616191461,-0.05272485540139016,-0.21118834147558788,46.79617182276438,-0.010172954023916037,False
