dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
ackley,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,17.0,False,1.68
ackley,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
ackley,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
ackley,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
ackley,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-7.0,False,0.72
ackley,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,9.0,False,1.9
ackley,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,18.0,False,1.72
ackley,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
ackley,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,4.0,False,1.16
ackley,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
ackley,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
ackley,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,4.0,False,1.4
ackley,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-3.0,False,0.88
ackley,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
ackley,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
ackley,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
ackley,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,4.0,False,1.16
ackley,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
ackley,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,4.0,False,1.16
branin,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,12.0,False,1.48
branin,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,26.0,True,2.04
branin,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
branin,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,31.0,False,2.24
branin,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,40.0,True,5.0
branin,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,37.0,True,2.48
branin,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
branin,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-1.0,False,0.96
branin,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
branin,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,42.0,True,2.68
branin,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
branin,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,40.0,True,5.0
branin,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,40.0,True,2.6
branin,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
branin,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,38.0,True,2.52
branin,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,35.0,False,4.5
branin,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,38.0,True,2.52
branin,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,9.0,False,1.36
branin,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,7.0,False,1.28
branin,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-4.0,False,0.6
branin,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,1.0,False,1.04
branin,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
branin,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,37.0,True,2.48
branin,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,12.0,False,2.2
branin,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,8.0,False,1.32
branin,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
branin,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,38.0,True,2.52
branin,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
branin,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,34.0,True,2.36
branin,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,17.0,False,2.7
branin,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,34.0,True,2.36
branin,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,2.0,False,1.2
branin,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-2.0,False,0.92
branin,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,6.0,False,1.6
branin,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,34.0,True,2.36
eggholder,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
eggholder,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
eggholder,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,36.0,True,2.44
eggholder,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,15.0,False,2.5
eggholder,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,10.0,False,1.4
eggholder,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
eggholder,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
eggholder,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
eggholder,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-11.0,False,0.56
eggholder,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,33.0,True,2.32
eggholder,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
eggholder,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
eggholder,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
eggholder,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,16.0,False,1.64
eggholder,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
eggholder,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
eggholder,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,5.0,False,1.2
eggholder,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,41.0,True,5.1
eggholder,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,28.0,True,2.12
eggholder,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
eggholder,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-9.0,False,0.64
eggholder,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
eggholder,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,-13.0,False,0.48
eggholder,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-3.0,False,0.88
eggholder,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
eggholder,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,-12.0,False,0.52
eggholder,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
eggholder,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-1.0,False,0.96
eggholder,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-2.0,False,0.8
eggholder,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,34.0,True,2.36
griewank,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,13.0,False,2.3
griewank,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,33.0,True,2.32
griewank,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
griewank,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,33.0,True,2.32
griewank,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,12.0,False,2.2
griewank,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,41.0,True,5.1
griewank,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-3.0,False,0.7
griewank,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,28.0,True,2.12
griewank,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,23.0,False,3.3
griewank,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,28.0,True,2.12
griewank,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
griewank,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
griewank,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,12.0,False,2.2
griewank,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
griewank,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
griewank,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
griewank,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,19.0,False,2.9
griewank,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
griewank,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
griewank,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,43.0,True,5.3
griewank,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,12.0,False,2.2
griewank,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
griewank,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,41.0,True,5.1
griewank,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,25.0,True,2.0
griewank,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,9.0,False,1.9
griewank,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
griewank,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
griewank,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,2.0,False,1.2
griewank,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,28.0,True,2.12
griewank,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,40.0,False,5.0
griewank,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,28.0,True,2.12
griewank,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,7.0,False,1.7
griewank,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
griewank,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
griewank,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
hartmann_3,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hartmann_3,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,14.0,False,1.56
hartmann_3,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hartmann_3,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,37.0,True,2.48
hartmann_3,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-3.0,False,0.7
hartmann_3,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-7.0,False,0.72
hartmann_3,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
hartmann_3,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,-9.0,False,0.64
hartmann_3,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-2.0,False,0.8
hartmann_3,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,4.0,False,1.16
hartmann_3,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,35.0,False,4.5
hartmann_3,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,36.0,True,2.44
hartmann_3,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hartmann_3,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-2.0,False,0.92
hartmann_3,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,40.0,True,5.0
hartmann_3,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,31.0,True,2.24
hartmann_3,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
hartmann_3,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-1.0,False,0.96
hartmann_3,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,15.0,False,2.5
hartmann_3,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,36.0,True,2.44
hartmann_3,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,23.0,False,3.3
hartmann_3,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,34.0,False,2.36
hartmann_3,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
hartmann_3,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,36.0,True,2.44
hartmann_3,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
hartmann_3,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,31.0,True,2.24
hartmann_3,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,25.0,False,3.5
hartmann_3,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,31.0,True,2.24
hartmann_3,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,-2.0,False,0.8
hartmann_3,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,5.0,False,1.2
hartmann_3,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
hartmann_3,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,3.0,False,1.12
hartmann_3,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
hartmann_3,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,9.0,False,1.36
hartmann_3,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hartmann_3,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,28.0,False,2.12
hartmann_3,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,5.0,False,1.5
hartmann_3,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,6.0,False,1.24
hartmann_3,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,26.0,False,3.6
hartmann_3,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,37.0,True,2.48
hartmann_6,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,8.0,False,1.8
hartmann_6,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-3.0,False,0.88
hartmann_6,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
hartmann_6,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
hartmann_6,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hartmann_6,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,26.0,True,2.04
hartmann_6,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-2.0,False,0.8
hartmann_6,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,26.0,True,2.04
hartmann_6,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,16.0,False,2.6
hartmann_6,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
hartmann_6,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,7.0,False,1.7
hartmann_6,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,15.0,False,1.6
hartmann_6,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hartmann_6,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,3.0,False,1.12
hartmann_6,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hartmann_6,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
hartmann_6,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,44.0,True,5.4
hartmann_6,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,32.0,True,2.28
hartmann_6,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,44.0,True,5.4
hartmann_6,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,32.0,True,2.28
hartmann_6,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,8.0,False,1.8
hartmann_6,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
hartmann_6,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hartmann_6,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,27.0,True,2.08
hartmann_6,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,4.0,False,1.4
hartmann_6,qnei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,4.0,False,1.16
hartmann_6,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-2.0,False,0.8
hartmann_6,qnei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,26.0,True,2.04
hartmann_6,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
hartmann_6,qnei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,12.0,False,1.48
hartmann_6,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,11.0,False,2.1
hartmann_6,qnei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,36.0,True,2.44
hartmann_6,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hartmann_6,qnei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,17.0,False,1.68
hartmann_6,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,43.0,True,5.3
hartmann_6,qnei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,30.0,True,2.2
hartmann_6,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,2.0,False,1.2
hartmann_6,qnei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,-3.0,False,0.88
hartmann_6,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,43.0,True,5.3
hartmann_6,qnei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,29.0,True,2.16
hicks_law,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hicks_law,logei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
hicks_law,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hicks_law,logei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,1.0,False,1.04
hicks_law,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hicks_law,logei,11,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,1.0,False,1.04
hicks_law,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-3.0,False,0.7
hicks_law,logei,11,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,-3.0,False,0.88
hicks_law,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,3.0,False,1.3
hicks_law,logei,7,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,3.0,False,1.12
hicks_law,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
hicks_law,logei,7,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,42.0,True,2.68
hicks_law,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hicks_law,logei,8,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,1.0,False,1.04
hicks_law,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,-1.0,False,0.9
hicks_law,logei,8,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,-1.0,False,0.96
hicks_law,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,1.0,False,1.1
hicks_law,logei,9,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,1.0,False,1.04
hicks_law,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,42.0,True,5.2
hicks_law,logei,9,gaussian,1.0,0,noise-self_report_conf-r0,50,25,0.01,42.0,True,2.68
hicks_law,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,10,0.01,0.0,False,1.0
hicks_law,qnei,10,gaussian,0.25,0,noise-self_report_conf-r0,50,25,0.01,0.0,False,1.0
hicks_law,qnei,10,gaussian,1.0,0,noise-self_report_conf-r0,50,10,0.01,4.0,False,1.4
