dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rastrigin,value,logei,0.3,1.35,0.06495362922750886,78.14588186003213,0.0,3,4
rastrigin,value,qnei,0.7,1.65,0.24024196110695634,82.35854374629335,0.0,1,4
