iteration,x0,x1,x2,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.4092325421731401,True,-0.10456152108458061,qnei,0.0,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.5560280172216874,True,-0.24226225023836134,qnei,0.0,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.2654733059056438,True,0.20722782153217933,qnei,0.0,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.44956524959907784,True,0.16710295445527845,qnei,0.0,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-1.4012640649352552,True,-0.7946030253896847,qnei,0.0,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.1876423565838122,0.3754083349540021,0.7230827643419,1.2184003509224928,1.3795968579905686,True,0.16119650706807587,qnei,0.6583781999652274,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.2184003509224928,1.8365005912332348,18.60700737677523,1.8365005912332348,3.101167896129205,1.2184003509224928,1.8365005912332348,hartmann_3
7,0.2529602723043613,0.329680419530319,0.7697931545298993,1.3130077935302091,1.3184994525821343,True,0.0054916590519251685,qnei,0.5138147000106983,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,1.3130077935302091,1.7418931486255185,20.348900525400747,1.7418931486255185,2.906985789342964,1.2184003509224928,1.8365005912332348,hartmann_3
8,0.20904685214335694,0.42847574274885103,0.8864681403255832,2.3569124127497854,2.176471809924129,True,-0.18044060282565644,qnei,0.7196098000276834,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.3569124127497854,0.6979885294059422,21.04688905480669,0.6979885294059422,2.6308611318508364,2.3569124127497854,0.6979885294059422,hartmann_3
9,0.2929547698473935,0.4500341686237848,1.0,0.9097108133453612,0.9872598142020318,True,0.0775490008566706,qnei,0.5901957000023685,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.3569124127497854,2.1451901288103663,23.192079183617057,0.6979885294059422,2.576897687068562,2.3569124127497854,0.6979885294059422,hartmann_3
10,0.19247948710753518,0.5925922464608077,0.965349175720584,1.8299246777402314,1.5733882422745378,True,-0.2565364354656936,qnei,0.7152458999771625,False,0,11,ee19fee9-6c4a-4723-bc11-7bb7d748b3e1,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2",3.0549009421557276,2.3569124127497854,1.2249762644154962,24.417055448032553,0.6979885294059422,2.441705544803255,2.3569124127497854,0.6979885294059422,hartmann_3
