iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.120034192579507,-5.846363798417062,6.568897705490613,-7.014357538359595,0.25609232873129706,-7.2816079195898675,3.7807295956226223,6.834954486245579,-1.4898200519004678,9.138520069067326,6.506658127695964,-1.157811806498557,,-1.157811806498557,0.0,False,True,,logei,0.0,False,True,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.157811806498557,3.7822921382771693,3.7822921382771693,3.7822921382771693,3.7822921382771693,-1.157811806498557,3.7822921382771693,levy_10
2,-3.2356937505684797,1.5152109588902718,5.066037294169538,6.54207874049591,8.668769417031626,-7.100106101275454,4.911604220878749,-7.212972122643553,8.130575122258538,-5.477711326509452,7.064794998112124,-0.20877564190001702,,-0.20877564190001702,0.0,False,True,,logei,0.0,False,True,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.20877564190001702,2.833255973678629,6.615548111955798,2.833255973678629,3.307774055977899,-1.157811806498557,3.7822921382771693,levy_10
3,-3.873642689357524,9.396607364126435,0.3566842723373931,-3.550508824678773,-4.351329656706408,2.11729991639352,-3.324710865613234,3.5729754701628575,-6.911498590782119,-5.0044896120743365,7.397884921122195,0.45606599894833727,0.45606599894833727,0.45606599894833727,0.0,False,True,0.0,logei,0.0,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.168414332830275,8.783962444786074,2.168414332830275,2.9279874815953577,0.45606599894833727,2.168414332830275,levy_10
4,2.0073564087183815,-4.760338880589325,-7.011701988380235,-7.2642170102962105,-5.021581248170072,-2.3435066685918553,2.98158113248871,6.751275201221233,5.52063894020953,-3.2096884953116263,-7.028625234553525,0.27876479459721293,0.27876479459721293,0.27876479459721293,0.0,False,True,0.0,logei,0.0,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.345715537181399,11.129677981967472,2.168414332830275,2.782419495491868,0.45606599894833727,2.168414332830275,levy_10
5,-0.8596122661526415,-1.242712846223995,1.4843517980603984,-2.534615529594186,2.676501147241977,-7.707112820416979,-5.338190515371233,5.344820340774543,9.742485437801879,6.160021586447218,6.859312880498479,0.1399951525674407,0.1399951525674407,0.1399951525674407,0.0,False,True,0.0,logei,0.0,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.4844851792111715,13.614163161178643,2.168414332830275,2.7228326322357286,0.45606599894833727,2.168414332830275,levy_10
6,-4.946454527214614,10.0,-2.0061397476467207,-5.083855703128377,-9.785796997018185,8.603642342142887,-0.5032903605652236,2.8837754605224104,-10.0,-10.0,4.8352330818464395,-3.851129036649103,-3.851129036649103,-3.851129036649103,0.0,False,True,0.0,logei,0.2502519999979995,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,6.475609368427715,20.089772529606357,2.168414332830275,3.3482954216010596,0.45606599894833727,2.168414332830275,levy_10
7,-2.200285021116213,4.998308050662355,-0.44130198235660245,-3.8337950947227677,-2.5915666344491646,-1.1455776411658738,-2.9200232039782636,4.515537980617467,-1.4576351970067853,-2.13770681672702,5.109360216330426,1.6232774961548813,1.6232774961548813,1.6232774961548813,0.0,False,True,0.0,logei,0.3673945000045933,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.6232774961548813,1.001202835623731,21.090975365230086,1.001202835623731,3.012996480747155,1.6232774961548813,1.001202835623731,levy_10
8,-0.7736229611840388,10.0,-0.6421450947830368,-3.7783166901168412,-0.4086853919231778,-4.600173738496932,-3.105397598533477,5.336959860089983,-10.0,-6.2504088735151715,3.863774170430594,-1.28765885109077,-1.28765885109077,-1.28765885109077,0.0,False,True,0.0,logei,0.5544553000363521,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.6232774961548813,3.9121391828693826,25.003114548099468,1.001202835623731,3.1253893185124335,1.6232774961548813,1.001202835623731,levy_10
9,-9.212781304182974,8.398963851216555,2.2827954677698106,-3.0350128629042454,-10.0,10.0,-3.922391744007143,0.5403709798749657,-1.3682693225572218,-2.1905278730690703,10.0,-1.5810176375114724,-1.5810176375114724,-1.5810176375114724,0.0,False,True,0.0,logei,0.371461900009308,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.6232774961548813,4.205497969290085,29.208612517389554,1.001202835623731,3.2454013908210615,1.6232774961548813,1.001202835623731,levy_10
10,-3.5790226729111674,3.4890055109095446,0.7493983504189583,-3.2897893013998623,-3.1589000507496054,0.4414484964967165,-3.81359995331765,3.752108538272416,2.646763199842882,0.7366416040467159,7.441972218656502,2.0648582023719135,2.0648582023719135,2.0648582023719135,0.0,False,True,0.0,logei,0.36728589999256656,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,0.5596221294066988,29.76823464679625,0.5596221294066988,2.976823464679625,2.0648582023719135,0.5596221294066988,levy_10
11,1.3081612499808681,0.8050691121153086,-0.4884110289936146,-3.3806444925385435,0.5941050170512042,1.6849191675440554,-3.91748736080266,6.539469670841881,3.3849738308328603,-0.34391464668057137,10.0,1.94100715990486,1.94100715990486,1.94100715990486,0.0,False,True,0.0,logei,0.5676757000037469,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,0.6834731718737523,30.451707818670005,0.5596221294066988,2.768337074424546,2.0648582023719135,0.5596221294066988,levy_10
12,1.4695358930728788,4.822176037927599,-2.100505863807826,-5.247982967236791,-1.4811254126804048,0.5365855601300163,-0.6382520606464812,7.155829439663599,-5.352915378644071,2.372163562678024,10.0,1.3420426049501653,1.3420426049501653,1.3420426049501653,0.0,False,True,0.0,logei,1.1949048000387847,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,1.282437726828447,31.734145545498453,0.5596221294066988,2.6445121287915376,2.0648582023719135,0.5596221294066988,levy_10
13,0.36858811378383044,5.568530312666629,4.033382381704435,-1.0842509237040252,4.808399592732905,0.5276572526498565,-7.892262865766545,6.475590343306701,0.8990412137036833,7.359950281347773,7.734819337917418,1.509940675516183,1.509940675516183,1.509940675516183,0.0,False,True,0.0,logei,0.5659888000227511,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,1.1145396562624292,32.84868520176088,0.5596221294066988,2.526821938596991,2.0648582023719135,0.5596221294066988,levy_10
14,-2.556112826737062,-4.070003371840467,7.381163812592096,-7.451112545827663,-4.7285485219249175,0.22499769705030567,-0.2547310326459893,4.795427742045614,1.390895311893724,-2.0735943671442434,10.0,1.389208115795049,1.389208115795049,1.389208115795049,0.0,False,True,0.0,logei,0.7566754000145011,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,1.2352722159835632,34.08395741774444,0.5596221294066988,2.434568386981746,2.0648582023719135,0.5596221294066988,levy_10
15,-8.489891176711264,7.1398184148917645,-3.749186443360214,2.2160531530756917,5.5011213918360005,0.3888722321683308,-0.5724841845055002,3.473483856855279,2.4596169790745783,-0.07723635880507955,10.0,1.7307618955191029,1.7307618955191029,1.7307618955191029,0.0,False,True,0.0,logei,0.7492474999744445,False,False,,10,c7610e37-8c7a-4a42-8915-57f99cd077eb,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0648582023719135,0.8937184362595094,34.977675854003955,0.5596221294066988,2.331845056933597,2.0648582023719135,0.5596221294066988,levy_10
