iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,imputed_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.501909332093339,7.944276019391509,5.513713804903871,-5.495856200188163,-3.9966743017754913,7.471068907925236,-9.894693908688506,6.424568367655326,5.941388575040925,-0.641300943125584,-3.939351463613729,-0.44983930380907383,,-0.44983930380907383,0.0,False,True,,logei,0.0,False,True,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.074319635587686,3.074319635587686,3.074319635587686,3.074319635587686,-0.44983930380907383,3.074319635587686,levy_10
2,-4.4314877579845335,-4.902608246917508,-1.0984738823470686,0.09096517915906688,1.0699470414898489,9.910005668687852,5.853238384275061,2.443584588823253,9.779202953637697,-5.693826035288021,-6.795759322843109,-0.6193893504772024,-0.6193893504772024,-0.6193893504772024,0.0,False,True,0.0,logei,0.0,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.2438696822558146,6.318189317843501,3.074319635587686,3.1590946589217506,-0.6193893504772024,3.2438696822558146,levy_10
3,2.250792085460615,-9.121159840772332,-9.286394424528076,0.29777640542740613,-0.675879493494218,8.343355463857044,2.5845250898202092,0.2823529319902782,-0.06253129212991482,-5.049701559453384,-9.764119489149882,0.48461625305099937,0.48461625305099937,0.48461625305099937,0.0,False,True,0.0,logei,0.0,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,2.139864078727613,8.458053396571113,2.139864078727613,2.8193511321903713,0.48461625305099937,2.139864078727613,levy_10
4,-6.151957120293787,3.840642417636783,-5.987865520260096,-2.609273787955866,-9.925315158958481,6.60095459603491,-6.910778378771203,-4.648013908724291,7.606643079616575,0.19581619736846356,6.943004927317386,-1.5068566253412978,-1.5068566253412978,-1.5068566253412978,0.0,False,True,0.0,logei,0.0,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,4.13133695711991,12.589390353691023,2.139864078727613,3.1473475884227557,0.48461625305099937,2.139864078727613,levy_10
5,2.794343338850524,4.835418947237143,-8.170087898739087,0.8228764275297742,0.15544472600699955,7.426787533857613,-2.774718819716848,1.9636813441442609,-8.814967153089928,-2.247363977785426,-3.539273074835867,1.5853975188741656,1.5853975188741656,1.5853975188741656,0.0,False,True,0.0,logei,0.0,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.0390828129044467,13.62847316659547,1.0390828129044467,2.725694633319094,1.5853975188741656,1.0390828129044467,levy_10
6,8.607772041058967,4.706035890388689,-10.0,2.5698419579677165,4.781720914140897,7.491177771091566,-1.5135750016717897,4.810019016521826,-10.0,-3.2666485141883603,-9.2123272020282,-1.6453743392184916,,-1.6453743392184916,0.0,False,True,,logei,0.2746820999891497,False,True,-1.5068566253412978,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,4.269854670997104,17.898327837592575,1.0390828129044467,2.9830546395987625,1.5853975188741656,1.0390828129044467,levy_10
7,1.297494777706645,8.48940772031153,-7.162199959293046,0.6478487277853103,-0.19178357383101874,7.374459259071706,-3.845797536035829,2.1321541608605465,-10.0,-1.5203413263173142,-0.915927281486159,-0.035246527063376776,,-0.035246527063376776,0.0,False,True,,logei,0.4792140999925323,False,True,-1.5068566253412978,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,2.659726858841989,20.558054696434564,1.0390828129044467,2.936864956633509,1.5853975188741656,1.0390828129044467,levy_10
8,2.0459987922374347,3.89005369840894,-8.072153737721527,0.5323722639405253,-0.6344054010090732,7.436196302116496,-2.7115585263109208,1.3791140694179342,-8.423213913951354,-2.251008037121009,-3.1421692213554597,1.9180775502443401,,1.9180775502443401,0.0,False,True,,logei,0.40440609998768196,False,True,-1.5068566253412978,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9180775502443401,0.7064027815342722,21.264457477968836,0.7064027815342722,2.6580571847461045,1.5853975188741656,1.0390828129044467,levy_10
9,2.9135183301997385,-0.7878296358535074,-8.702838784199555,0.7320552401111031,0.16735799214826405,7.820622642677606,-0.4746043904461757,1.5086347834400038,-5.195420434928814,-3.464070324189032,-6.434923409766821,1.7865001549245434,1.7865001549245434,1.7865001549245434,0.0,False,True,0.0,logei,0.5690070999553427,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9180775502443401,0.8379801768540689,22.102437654822904,0.7064027815342722,2.455826406091434,1.7865001549245434,0.8379801768540689,levy_10
10,2.8716872848862054,5.117633652646247,-6.836796148420939,1.845012315762718,5.290489890123832,8.823066913021846,1.6493485837356288,5.650046866389568,-1.8844440089383465,-4.646115703147068,-7.411725683922739,0.36986340671553913,0.36986340671553913,0.36986340671553913,0.0,False,True,0.0,logei,1.2272679000161588,False,False,,7,ba3ed6be-20d0-4c12-ab38-00c97d129863,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9180775502443401,2.254616925063073,24.357054579885975,0.7064027815342722,2.4357054579885977,1.7865001549245434,0.8379801768540689,levy_10
