dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,metric,n_pairs,mean_diff,median_diff,std_diff,cohens_dz,ci95_low,ci95_high,dz_ci95_low,dz_ci95_high,t_stat,p_value_t,wilcoxon_stat,p_value_wilcoxon,p_value_t_fdr_bh,p_value_wilcoxon_fdr_bh
rosenbrock,value,exact,gaussian,0,0.25,logei,auc_simple_regret_excess_true,5,0.09318148013563374,0.1612973201126482,0.34702265403190297,0.2685169946486181,-0.33770405593690045,0.524067016208168,-0.641618714279426,1.1478430650241356,0.6004222531482574,0.5805858847921055,5.0,0.625,0.7741145130561407,0.8333333333333334
rosenbrock,value,exact,gaussian,0,0.25,pi,auc_simple_regret_excess_true,5,-0.005947432930746776,0.07620388870555939,0.3331166085914332,-0.017853906942362305,-0.41956633302246416,0.4076714671609706,-0.8933864944100474,0.8598212291413785,-0.039922549587077534,0.9700680256765619,6.0,0.8125,0.9700680256765619,0.975
rosenbrock,value,exact,gaussian,0,1.0,logei,auc_simple_regret_excess_true,5,1.0187993157733293,0.8619856844527569,1.0233233033645595,0.9955791218900656,-0.251824388537393,2.2894230200840515,-0.140340059904666,2.060391682819491,2.2261825935257358,0.08999169711453671,0.0,0.0625,0.3117946597417526,0.3
rosenbrock,value,exact,gaussian,0,1.0,pi,auc_simple_regret_excess_true,5,0.2603090156933792,0.268332392006958,0.5515967372350344,0.47191906355033786,-0.4245887944580247,0.9452068258447832,-0.48445823663213283,1.3787820895167016,1.0552431059765985,0.3508337288163643,4.0,0.4375,0.5262505932245465,0.75
rosenbrock,value,exact,gaussian,0,5.0,logei,auc_simple_regret_excess_true,5,1.236576655041947,0.05323125283027208,2.6066704403343586,0.47438933434305985,-2.000032185903179,4.473185495987073,-0.48264516046507755,1.381717158242707,1.0607667993919572,0.34859810439224564,5.0,0.625,0.5262505932245465,0.8333333333333334
rosenbrock,value,exact,gaussian,0,5.0,pi,auc_simple_regret_excess_true,5,1.2564097112788268,1.5211191132449806,0.9248194187038218,1.3585459884046818,0.1080947342345584,2.4047246883230953,0.06319387576470814,2.584885934113636,3.03780118063251,0.038485045182930076,0.0,0.0625,0.3117946597417526,0.3
rosenbrock,value,exact,gaussian,20,0.25,logei,auc_simple_regret_excess_true,5,-0.009004807443730733,0.0,0.07452658094292718,-0.12082678864104418,-0.10154177990978214,0.08353216502232066,-0.99388162952098,0.7665972065838959,-0.2701769129043742,0.8003909198636923,3.0,1.0,0.9604691038364307,1.0
rosenbrock,value,exact,gaussian,20,0.25,pi,auc_simple_regret_excess_true,5,0.039853258622675726,0.022612527109572067,0.05106420272754541,0.7804539480487728,-0.023551323501095865,0.10325784074644731,-0.27295046907653914,1.7672169986918946,1.7451480811451452,0.1558973298708763,0.0,0.125,0.3117946597417526,0.3
rosenbrock,value,exact,gaussian,20,1.0,logei,auc_simple_regret_excess_true,5,-0.0044737637955976515,0.0,0.07476886386585473,-0.059834583064204076,-0.09731157024442778,0.08836404265323249,-0.9336872795860556,0.821183668789979,-0.13379419513691798,0.9000268277411679,3.0,1.0,0.9700680256765619,1.0
rosenbrock,value,exact,gaussian,20,1.0,pi,auc_simple_regret_excess_true,5,0.045478565807100454,0.025991748190395292,0.04943548461343725,0.9199579242061026,-0.0159036956711607,0.10686082728536161,-0.18577704203295511,1.9555550892056195,2.0570884549644446,0.10881132587496721,0.0,0.125,0.3117946597417526,0.3
rosenbrock,value,exact,gaussian,20,5.0,logei,auc_simple_regret_excess_true,5,0.09900428865287222,0.07097479126393802,0.11692367940129429,0.8467428425090794,-0.04617563459723395,0.2441842119029784,-0.23095627235140068,1.855844509442812,1.8933745553117,0.13123830456069452,0.0,0.25,0.3117946597417526,0.5
rosenbrock,value,exact,gaussian,20,5.0,pi,auc_simple_regret_excess_true,5,0.04554654802342486,0.025770983450048135,0.04969080606017921,0.9165990981966492,-0.016152736903225093,0.10724583295007481,-0.18782338868857407,1.9509410004195966,2.0495778916827128,0.10974288597539181,0.0,0.125,0.3117946597417526,0.3
