iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.702492039700847,2.8681720908755537,1.093462604652252,-2.7947996917665967,True,-3.8882622964188487,logei,0.0,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.15659286124781668,0.15659286124781668,0.15659286124781668,0.15659286124781668,1.093462604652252,0.15659286124781668,branin
2,6.031481500515619,7.775340829201788,-1.7870358936892645,-6.7196370905798695,True,-4.932601196890605,logei,0.0,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,3.037091359589333,3.1936842208371496,0.15659286124781668,1.5968421104185748,1.093462604652252,0.15659286124781668,branin
3,7.1607462960356525,9.153801204905076,-2.509995580323207,-6.748230726131691,True,-4.238235145808485,logei,0.0,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,3.7600510462232757,6.953735267060425,0.15659286124781668,2.3179117556868083,1.093462604652252,0.15659286124781668,branin
4,8.603936491828847,9.182376290487625,-1.4555553772043401,-4.362989982105537,True,-2.907434604901197,logei,0.0,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,2.7056108431044086,9.659346110164833,0.15659286124781668,2.4148365275412083,1.093462604652252,0.15659286124781668,branin
5,0.2658773446759721,4.372480001295087,0.27663796601556684,-1.3503176899949147,True,-1.6269556560104816,logei,0.0,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.9734174998845018,10.632763610049334,0.15659286124781668,2.126552722009867,0.27663796601556684,0.9734174998845018,branin
6,1.6463448669731264,0.0,0.1593746172729173,-1.6748255439431858,True,-1.8342001612161032,logei,0.1696164999739267,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,1.0906808486271513,11.723444458676486,0.15659286124781668,1.9539074097794142,0.27663796601556684,0.9734174998845018,branin
7,10.0,0.0,0.7445238005749768,-2.838956674432234,True,-3.583480475007211,logei,0.24341179995099083,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.5055316653250919,12.228976124001578,0.15659286124781668,1.7469965891430825,0.27663796601556684,0.9734174998845018,branin
8,0.0,0.0,-1.3919476339504895,-5.496738576139943,True,-4.104790942189454,logei,0.26370799995493144,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,2.642003099850558,14.870979223852135,0.15659286124781668,1.858872402981517,0.27663796601556684,0.9734174998845018,branin
9,1.7734179421653147,2.9200606317355238,0.8619041435625018,-2.9128322159598126,True,-3.7747363595223145,logei,0.1641622000024654,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.3881513223375669,15.259130546189702,0.15659286124781668,1.6954589495766337,0.27663796601556684,0.9734174998845018,branin
10,0.0,5.873858114275839,0.3302044572848524,-4.995468890009507,True,-5.32567334729436,logei,0.24538290000054985,False,0,9,138e638c-20bf-4c28-9fd6-8971da4b1aec,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1",1.2500554659000687,1.093462604652252,0.9198510086152163,16.178981554804917,0.15659286124781668,1.6178981554804917,0.27663796601556684,0.9734174998845018,branin
