iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,rater_id,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,8.702492039700847,2.8681720908755537,1.093462604652252,1.5651115208504622,True,0.47164891619821026,logei,0.0,False,0,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.093462604652252,0.15659286124781668,0.15659286124781668,0.15659286124781668,0.15659286124781668,1.093462604652252,0.15659286124781668,branin
2,6.031481500515619,7.775340829201788,-1.7870358936892645,-2.0920760603231727,True,-0.3050401666339082,logei,0.0,False,1,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.093462604652252,3.037091359589333,3.1936842208371496,0.15659286124781668,1.5968421104185748,1.093462604652252,0.15659286124781668,branin
3,7.1607462960356525,9.153801204905076,-2.509995580323207,-2.2245688640417205,True,0.2854267162814863,logei,0.0,False,2,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.093462604652252,3.7600510462232757,6.953735267060425,0.15659286124781668,2.3179117556868083,1.093462604652252,0.15659286124781668,branin
4,8.603936491828847,9.182376290487625,-1.4555553772043401,-3.042561870137206,True,-1.5870064929328658,logei,0.0,False,3,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.093462604652252,2.7056108431044086,9.659346110164833,0.15659286124781668,2.4148365275412083,1.093462604652252,0.15659286124781668,branin
5,0.2658773446759721,4.372480001295087,0.27663796601556684,-0.7694655110366895,True,-1.0461034770522564,logei,0.0,False,4,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.093462604652252,0.9734174998845018,10.632763610049334,0.15659286124781668,2.126552722009867,1.093462604652252,0.15659286124781668,branin
6,9.09113042609855,1.3407222854254768,1.188720324047313,1.4748444203806965,True,0.28612409633338354,logei,0.20289849996333942,False,0,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.188720324047313,0.06133514185275568,10.69409875190209,0.06133514185275568,1.7823497919836815,1.093462604652252,0.15659286124781668,branin
7,6.258891083671915,1.8018281464181012,0.3074813131351325,-0.2219531576690163,True,-0.5294344708041487,logei,0.12469920003786683,False,1,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.188720324047313,0.9425741527649362,11.636672904667025,0.06133514185275568,1.6623818435238606,1.093462604652252,0.15659286124781668,branin
8,10.0,2.5550237678228562,1.1664990619087445,0.6170771635816603,True,-0.5494218983270842,logei,0.1419778999988921,False,2,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.188720324047313,0.08355640399132414,11.720229308658348,0.06133514185275568,1.4650286635822936,1.093462604652252,0.15659286124781668,branin
9,8.427543630904305,1.8914765879168405,1.0390734951807186,-0.31775768821171035,True,-1.356831183392429,logei,0.15617909998400137,False,3,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.188720324047313,0.2109819707193501,11.931211279377699,0.06133514185275568,1.3256901421530776,1.093462604652252,0.15659286124781668,branin
10,10.0,0.0,0.7445238005749768,-0.23414370063228296,True,-0.9786675012072598,logei,0.14578540000366047,False,4,9,771bd622-b3aa-49c0-a2cb-4e1648e67d9e,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1",1.2500554659000687,1.188720324047313,0.5055316653250919,12.436742944702791,0.06133514185275568,1.2436742944702792,1.093462604652252,0.15659286124781668,branin
