User_ID;Run;Phase;value;x0;x1;x2
6;1;sampling;0.42347626760856893;0.2508244581084461;0.9467529428594246;0.1893203845397613
6;2;sampling;-0.5332681049776111;0.1792914104181076;0.3498892405959575;0.2305412465899059
6;3;sampling;0.12388758375227171;0.6704457427727847;0.1150793821234474;0.8963093737046804
6;4;sampling;-0.7920673503571475;0.8581304890839089;0.00282703218662;0.5414661617187942
6;5;sampling;-0.6917489511926852;0.1068512740237399;0.2579549587609903;0.4168960406331027
6;6;optimization;0.2527486756747472;0.5440793429616099;0.1930977228795888;1.0
6;7;optimization;-1.139603983989807;0.7505278955373964;0.0;1.0
6;8;optimization;-1.6038502330986057;1.0;0.1519290908338689;0.0
6;9;optimization;-1.7248387121696822;0.5166595622898345;0.1321608053477772;0.7729888922214515
6;10;optimization;0.6346565970750845;0.3879138355686183;0.1157508617291947;1.0
6;11;optimization;-0.5803649769712664;0.5775366503605596;0.1785141259676761;0.6992472983778713
6;12;optimization;-0.371424359414063;0.5276359077445802;0.110383320944036;0.5925254995292014
6;13;optimization;1.6861731839076695;0.6542759846792677;0.2206699409691952;0.7915796597941063
6;14;optimization;0.2239142848311455;0.7138451513569029;0.2760785645039842;0.8153165428658805
6;15;optimization;0.674624456121043;0.7939487708840725;0.3686648708083444;0.822564825183658
6;16;optimization;3.739243567897132;0.8786956725622144;0.4676825505573567;0.818118223004318
6;17;optimization;1.5783568825890173;0.8693765143618248;0.5503960343394853;0.8197645373566317
6;18;optimization;2.3619820879939297;0.0;0.5551338816063626;0.8221577302535135
6;19;optimization;1.761534176960127;0.0;0.5703084643953605;0.757727071392293
6;20;optimization;2.076925836100529;0.0;0.5772097960384821;0.8916577669603842
