iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,9.120034192579507,-5.846363798417062,6.568897705490613,-7.014357538359595,0.25609232873129706,-7.2816079195898675,3.7807295956226223,6.834954486245579,-1.4898200519004678,9.138520069067326,6.506658127695964,-1.157811806498557,-1.71773052552835,True,-0.559918719029793,logei,0.0,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-1.157811806498557,3.7822921382771693,3.7822921382771693,3.7822921382771693,3.7822921382771693,-1.157811806498557,3.7822921382771693,levy_10
2,-3.2356937505684797,1.5152109588902718,5.066037294169538,6.54207874049591,8.668769417031626,-7.100106101275454,4.911604220878749,-7.212972122643553,8.130575122258538,-5.477711326509452,7.064794998112124,-0.20877564190001702,-1.1581221351407331,True,-0.9493464932407161,logei,0.0,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.20877564190001702,2.833255973678629,6.615548111955798,2.833255973678629,3.307774055977899,-0.20877564190001702,2.833255973678629,levy_10
3,-3.873642689357524,9.396607364126435,0.3566842723373931,-3.550508824678773,-4.351329656706408,2.11729991639352,-3.324710865613234,3.5729754701628575,-6.911498590782119,-5.0044896120743365,7.397884921122195,0.45606599894833727,-2.4883594169454204,True,-2.9444254158937575,logei,0.0,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.168414332830275,8.783962444786074,2.168414332830275,2.9279874815953577,-0.20877564190001702,2.833255973678629,levy_10
4,2.0073564087183815,-4.760338880589325,-7.011701988380235,-7.2642170102962105,-5.021581248170072,-2.3435066685918553,2.98158113248871,6.751275201221233,5.52063894020953,-3.2096884953116263,-7.028625234553525,0.27876479459721293,0.12613806073191655,True,-0.15262673386529638,logei,0.0,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.345715537181399,11.129677981967472,2.168414332830275,2.782419495491868,0.27876479459721293,2.345715537181399,levy_10
5,-0.8596122661526415,-1.242712846223995,1.4843517980603984,-2.534615529594186,2.676501147241977,-7.707112820416979,-5.338190515371233,5.344820340774543,9.742485437801879,6.160021586447218,6.859312880498479,0.1399951525674407,1.606824664502709,True,1.4668295119352683,logei,0.0,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.4844851792111715,13.614163161178643,2.168414332830275,2.7228326322357286,0.1399951525674407,2.4844851792111715,levy_10
6,-3.0784457271041137,-2.310688146137288,-4.328324440842704,-4.276184366255099,0.29201884708324133,-7.060098669649776,-8.46164478981438,8.137884704730277,10.0,5.191780491073324,1.8724743613374564,0.12177488570065842,-1.055730679702349,True,-1.1775055654030073,logei,0.39739910000935197,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.502705446077954,16.1168686072566,2.168414332830275,2.6861447678760997,0.1399951525674407,2.4844851792111715,levy_10
7,-1.695849848282776,-1.071013967726629,2.4659716296980023,-2.116618572493168,4.099087686373145,-9.299692731395986,-8.536822173652553,6.206528148330926,10.0,9.337050914200821,9.433894287970675,-0.9997614665977042,-0.2876552640848623,True,0.7121062025128418,logei,0.4564975000103004,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,3.6242417983763167,19.741110405632917,2.168414332830275,2.820158629376131,0.1399951525674407,2.4844851792111715,levy_10
8,0.26442878137273723,-1.277153944147664,4.768675623848089,-1.4804659569086467,4.646269950987617,-8.984983000892843,-4.587479720398799,4.2084848476967895,10.0,8.046664344005809,9.9893747842807,0.4114410389573874,-1.0770929183193072,True,-1.4885339572766947,logei,0.5194459999911487,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.213039292821225,21.95414969845414,2.168414332830275,2.7442687123067677,0.1399951525674407,2.4844851792111715,levy_10
9,-1.9019673270733015,-0.6619440676566137,0.8492679170577861,-1.7986359178542766,2.88060537030339,-7.426915754068016,-5.3986703204703055,4.582649348866635,10.0,4.8166720714906965,6.416748433709199,0.30511639914109384,-0.7328766494247076,True,-1.0379930485658015,logei,0.6120205000042915,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.45606599894833727,2.3193639326375184,24.27351363109166,2.168414332830275,2.6970570701212955,0.1399951525674407,2.4844851792111715,levy_10
10,1.4623100609842612,-4.136074778150618,1.6714092071200402,-3.4125847648268657,2.849722840476,-8.836248046032194,-3.355613089883588,5.883839455114808,10.0,7.5337660581952886,5.347385389562152,0.5094163807895775,1.407574498400732,True,0.8981581176111544,logei,0.6877887999871746,False,0.75,10,27cf80a2-f2f8-45a2-b704-5c2314b50057,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.5094163807895775,2.1150639509890348,26.388577582080696,2.1150639509890348,2.6388577582080694,0.1399951525674407,2.4844851792111715,levy_10
