iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-3.4605544678887856,9.74553686675851,-3.625783230289665,5.770978716400579,7.3979302339243205,-2.178303869216121,-1.2423625375440235,-2.5450219382129387,-7.860928070544513,-0.42069091674566117,-5.172957098306354,0.4104892994768138,0.8723360683183339,True,0.4618467688415201,qnei,0.0,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.2139910323017986,2.2139910323017986,2.2139910323017986,2.2139910323017986,0.4104892994768138,2.2139910323017986,levy_10
2,-4.857095028977405,-6.305368863311703,-6.122709021913786,6.276553403100419,-1.5403162371154728,-4.881589896835479,1.8180570353082324,2.085445921169116,2.937160541203758,8.22712760897048,-6.9958777607606315,0.2824822027103648,0.30835189173375543,True,0.025869689023390652,qnei,0.0,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.3419981290682474,4.5559891613700465,2.2139910323017986,2.2779945806850233,0.4104892994768138,2.2139910323017986,levy_10
3,-2.5722574311520763,-4.307587249783749,-9.664358953510986,-6.36892125274541,-2.1066283740279435,-2.1337857982735153,2.3345588881400197,-0.954669423457073,2.1466133514294974,-5.538800291732544,-7.320257364012419,-0.3949587224150516,-2.05562491851038,True,-1.6606661960953284,qnei,0.0,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,3.019439054193664,7.5754282155637105,2.2139910323017986,2.525142738521237,0.4104892994768138,2.2139910323017986,levy_10
4,-3.4142124657649227,-8.07783132943706,-2.6832017066440805,-0.7964138502008424,4.379772877790282,7.3404973867082575,-8.963286949666518,9.12191821331799,4.402028504307356,9.775471973463084,-7.624457814034196,-0.35953658243578,-1.6914526013939168,True,-1.331916018958137,qnei,0.0,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.984016914214392,10.559445129778103,2.2139910323017986,2.639861282444526,0.4104892994768138,2.2139910323017986,levy_10
5,-2.499564886034009,0.045080238101624204,4.944469240369569,-3.7793810035347697,-1.0019144783080218,-4.47681294798707,-1.0166967459785354,0.19948015802741992,1.30055879529049,4.083814301840809,-5.1636002684237425,2.0834676156006213,1.9916933551172042,True,-0.09177426048341708,qnei,0.0,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.541012716177991,11.100457845956093,0.541012716177991,2.2200915691912186,2.0834676156006213,0.541012716177991,levy_10
6,-3.3183481425892025,5.43475939339589,4.448834663073164,3.2273760726528335,2.2906176062007284,-5.852703794401111,-0.5563403314309621,-1.374357739780605,-3.1011670581065327,5.457959569272786,-4.547453495801533,1.0567730881737492,3.623544982571607,True,2.566771894397858,qnei,0.5516531000030227,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.5677072436048631,12.668165089560956,0.541012716177991,2.1113608482601594,1.0567730881737492,1.5677072436048631,levy_10
7,-3.9722201582139975,7.20079092170309,6.957527450438584,7.743084075397194,2.4658569648168123,-8.464629018896579,0.24062746331750762,-1.9452965608315789,-4.193086111514808,9.150532047517595,-3.9245255051248082,1.0966607168527673,1.1438881317933627,True,0.04722741494059535,qnei,0.6053720000199974,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.527819614925845,14.1959847044868,0.541012716177991,2.0279978149266857,1.0567730881737492,1.5677072436048631,levy_10
8,-3.3990446533834056,7.440176076937627,4.551068879678618,4.14569484642592,1.4152537949304085,-8.70864728768245,1.762817680191348,-3.6259647864558633,-4.317943126697779,4.088621351565878,-4.133643926838448,1.8639119241934783,2.1815445282962327,True,0.3176326041027544,qnei,1.1206946999882348,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.760568407585134,14.956553112071935,0.541012716177991,1.869569139008992,1.0567730881737492,1.5677072436048631,levy_10
9,-2.7119320928569564,8.830765292448996,5.466851507685372,1.462446991876471,4.325038393373135,-4.420757814358864,-1.8842851988926157,-2.123577594015998,-5.217632503238439,2.847382450856843,-4.164249316981686,1.0116377129628558,2.092264634294962,True,1.0806269213321062,qnei,0.755520400009118,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.6128426188157565,16.569395730887692,0.541012716177991,1.8410439700986325,1.0567730881737492,1.5677072436048631,levy_10
10,-2.9364481234670037,3.794517952849198,4.631183807696148,0.5624846978784792,2.2607300510979886,-3.8530081732918355,-2.001518133830706,-0.09680950882415396,-1.8329275785753485,5.089427672055162,-4.834975403052223,1.8473297206891957,2.8495178069173015,True,1.0021880862281058,qnei,0.7715435000136495,False,0.75,8,d3bb9b91-25fb-4cbe-ae04-b551088c02c0,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.7771506110894166,17.34654634197711,0.541012716177991,1.734654634197711,1.0567730881737492,1.5677072436048631,levy_10
