User_ID;Run;Phase;value;x0;x1
33;1;sampling;1.7742575376904197;8.702492039700847;2.8681720908755537
33;2;sampling;-2.201835689022937;6.031481500515619;7.775340829201788
33;3;sampling;-3.1853128800322867;7.1607462960356525;9.153801204905076
33;4;sampling;-3.537522952970992;8.603936491828847;9.182376290487625
33;5;sampling;-1.4111983563495825;0.2658773446759721;4.372480001295087
33;6;optimization;1.92423384444109;8.80560802644051;2.6308605233915823
33;7;optimization;1.2375869748295079;9.0960583328602;2.04247962057934
33;8;optimization;2.072118709324326;9.225015696430908;1.8237189817335748
33;9;optimization;0.729575478800153;9.220388612836937;1.8325795893713723
33;10;optimization;0.8642196004417035;9.21560811953574;1.8429374793887032
33;11;optimization;2.8249450795198774;9.214228887839136;1.850275732140812
33;12;optimization;1.6362783890024375;9.218640674764028;1.8596381878086008
33;13;optimization;3.2368277903069913;9.238948522734606;1.886527828786216
33;14;optimization;1.4312826613117793;9.36622688688626;2.069932752691535
33;15;optimization;1.7500397907366727;9.567300708329528;2.399763710189903
33;16;optimization;1.9468325507723239;9.514589099940135;2.3178680018023083
33;17;optimization;1.6734297684012427;9.507017307199604;2.317054182947564
33;18;optimization;2.5564745151628463;9.50499526622722;2.312249462875952
33;19;optimization;2.0707407362253396;9.499932577998214;2.3097142007038385
33;20;optimization;1.2300374729721457;9.495051263427747;2.307406546171788
