dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
schwefel,value,logei,0.475,1.65,0.6269343609660301,118.25032319307772,63.45993237724575,6,8
schwefel,value,qnei,0.525,1.35,0.42412848967069805,113.89435637948954,86.85941215496356,2,8
