dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
ackley,value,qnei,0.5,1.4,3.1890200882135256,723.5219831543825,0.0,1,2
ackley,value,logei,0.5,1.6,5.556832677942756,784.9441047264659,0.0,1,2
