iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,0.24904007775011222,0.24904007775011222,0.0,False,True,0.0,ucb,0.0,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,1.1754030797677335,0.0,False,True,0.0,ucb,0.0,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,1.1880648068824795,0.0,False,True,0.0,ucb,0.0,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,-0.26232363504763334,0.0,False,True,0.0,ucb,0.0,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,-0.3085779726034354,0.0,False,True,0.0,ucb,0.0,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,1.0,1.0,-0.6369908231132015,,-0.6369908231132015,0.0,False,True,,ucb,0.17650709999725223,False,True,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.691891765268929,16.924790119298308,1.866836135273248,2.8207983532163845,1.1880648068824795,1.866836135273248,hartmann_3
7,0.0,1.0,1.0,-0.6369908231132015,-0.6369908231132015,-0.6369908231132015,0.0,False,True,0.0,ucb,0.1843712999834679,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.691891765268929,20.616681884567235,1.866836135273248,2.945240269223891,1.1880648068824795,1.866836135273248,hartmann_3
8,0.0,0.11672272128648285,0.7921549689260701,-0.2703153689455832,-0.2703153689455832,-0.2703153689455832,0.0,False,True,0.0,ucb,0.32284949999302626,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.3252163111013107,23.941898195668546,1.866836135273248,2.9927372744585683,1.1880648068824795,1.866836135273248,hartmann_3
9,0.1726495866716694,0.6138261802317275,0.8339225447456611,2.8952228759694054,2.8952228759694054,2.8952228759694054,0.0,False,True,0.0,ucb,0.2993560000322759,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8952228759694054,0.1596780661863222,24.10157626185487,0.1596780661863222,2.6779529179838746,2.8952228759694054,0.1596780661863222,hartmann_3
10,0.0,0.567345305625461,0.9747548577396289,1.6772978546056139,1.6772978546056139,1.6772978546056139,0.0,False,True,0.0,ucb,0.5686357999802567,False,False,7,17e447c5-1578-48f6-b38f-2fb6a4cd6d49,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.8952228759694054,1.3776030875501137,25.479179349404983,0.1596780661863222,2.5479179349404983,2.8952228759694054,0.1596780661863222,hartmann_3
