iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,-0.5371018995290565,0.0,False,True,0.0,logei,0.0,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,,-0.6314564796850167,0.0,False,True,,logei,0.0,False,True,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,-0.7389082132097465,0.0,False,True,0.0,logei,0.0,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,-0.12261625756300014,0.0,False,True,0.0,logei,0.0,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.26719788296726216,0.26719788296726216,0.0,False,True,0.0,logei,0.0,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.36714654738567504,0.35248368539862474,0.7818648238370566,1.5830769973458687,1.5830769973458687,1.5830769973458687,0.0,False,True,0.0,logei,0.1981443000258878,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.5830769973458687,1.471823944809859,18.509213622608055,1.471823944809859,3.0848689371013425,1.5830769973458687,1.471823944809859,hartmann_3
7,0.4537425112875135,0.23981269640577707,0.8222534256653831,0.6565223598446791,0.6565223598446791,0.6565223598446791,0.0,False,True,0.0,logei,0.2661944000283256,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.5830769973458687,2.3983785823110484,20.907592204919105,1.471823944809859,2.986798886417015,1.5830769973458687,1.471823944809859,hartmann_3
8,0.5557585728483337,0.429696089108373,0.7966855604294214,2.244751869303434,2.244751869303434,2.244751869303434,0.0,False,True,0.0,logei,0.31444659997941926,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.244751869303434,0.8101490728522935,21.7177412777714,0.8101490728522935,2.714717659721425,2.244751869303434,0.8101490728522935,hartmann_3
9,0.7852028904895042,0.5323207161780091,0.8250388873895954,2.7294633950137204,2.7294633950137204,2.7294633950137204,0.0,False,True,0.0,logei,0.30259839998325333,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7294633950137204,0.32543754714200723,22.043178824913404,0.32543754714200723,2.449242091657045,2.7294633950137204,0.32543754714200723,hartmann_3
10,0.049650982088753556,0.6113040237952346,0.9102215164643928,2.6257167050051096,2.6257167050051096,2.6257167050051096,0.0,False,True,0.0,logei,0.24906659999396652,False,False,8,d7e3ee20-5022-401c-b60a-f615dd177c45,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.7294633950137204,0.42918423715061804,22.472363062064023,0.32543754714200723,2.2472363062064025,2.7294633950137204,0.32543754714200723,hartmann_3
