iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.8702492039700847,0.28681720908755537,0.6031481500515619,-0.39422817498468915,-0.39422817498468915,-0.39422817498468915,0.0,False,True,0.0,logei,0.0,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.39422817498468915,3.4491291171404166,3.4491291171404166,3.4491291171404166,3.4491291171404166,-0.39422817498468915,3.4491291171404166,hartmann_3
2,0.7775340829201788,0.7160746296035653,0.9153801204905075,1.7378678023125438,1.7378678023125438,1.7378678023125438,0.0,False,True,0.0,logei,0.0,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3170331398431838,4.7661622569836,1.3170331398431838,2.3830811284918,1.7378678023125438,1.3170331398431838,hartmann_3
3,0.8603936491828846,0.9182376290487624,0.026587734467597213,-0.9871025361789454,,-0.9871025361789454,0.0,False,True,,logei,0.0,False,True,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,4.0420034783346726,8.808165735318273,1.3170331398431838,2.936055245106091,1.7378678023125438,1.3170331398431838,hartmann_3
4,0.4372480001295087,0.48494432697728806,0.06515419737010752,-0.9087857119633538,-0.9087857119633538,-0.9087857119633538,0.0,False,True,0.0,logei,0.0,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.9636866541190816,12.771852389437354,1.3170331398431838,3.1929630973593386,1.7378678023125438,1.3170331398431838,hartmann_3
5,0.005626050679392924,0.830621436971257,0.9833022442861755,0.28104361833347785,0.28104361833347785,0.28104361833347785,0.0,False,True,0.0,logei,0.0,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,2.77385732382225,15.545709713259605,1.3170331398431838,3.109141942651921,1.7378678023125438,1.3170331398431838,hartmann_3
6,0.9127777966903802,0.832722891915857,1.0,0.02514940208104062,0.02514940208104062,0.02514940208104062,0.0,False,True,0.0,logei,0.1946116999606602,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,3.029751540074687,18.575461253334293,1.3170331398431838,3.0959102088890487,1.7378678023125438,1.3170331398431838,hartmann_3
7,0.7216835744261428,0.7179833656300327,0.9178434631878412,1.724206181584177,1.724206181584177,1.724206181584177,0.0,False,True,0.0,logei,0.3363498999970034,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.7378678023125438,1.3306947605715507,19.906156013905843,1.3170331398431838,2.8437365734151205,1.7378678023125438,1.3170331398431838,hartmann_3
8,0.0,0.6741774970763935,0.866662247878823,2.5528602776512557,2.5528602776512557,2.5528602776512557,0.0,False,True,0.0,logei,0.403542100044433,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.5528602776512557,0.5020406645044719,20.408196678410313,0.5020406645044719,2.551024584801289,2.5528602776512557,0.5020406645044719,hartmann_3
9,0.0,0.6148904549627833,0.8031646996442329,2.700858671413155,2.700858671413155,2.700858671413155,0.0,False,True,0.0,logei,0.30186459998367354,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.700858671413155,0.35404227074257255,20.762238949152884,0.35404227074257255,2.306915438794765,2.700858671413155,0.35404227074257255,hartmann_3
10,0.0,0.5343659461003722,0.877910150078292,2.9622439041984436,2.9622439041984436,2.9622439041984436,0.0,False,True,0.0,logei,0.35018639999907464,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9622439041984436,0.09265703795728397,20.85489598711017,0.09265703795728397,2.0854895987110167,2.9622439041984436,0.09265703795728397,hartmann_3
11,0.0,0.44533427269722103,0.8535535071158679,2.6226827358294456,2.6226827358294456,2.6226827358294456,0.0,False,True,0.0,logei,0.3214849999640137,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9622439041984436,0.43221820632628205,21.28711419343645,0.09265703795728397,1.9351921994033139,2.9622439041984436,0.09265703795728397,hartmann_3
12,0.0,0.425514520491866,1.0,0.8033288746848742,0.8033288746848742,0.8033288746848742,0.0,False,True,0.0,logei,0.30756460002157837,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9622439041984436,2.2515720674708533,23.538686260907305,0.09265703795728397,1.961557188408942,2.9622439041984436,0.09265703795728397,hartmann_3
13,0.0,0.5558985253964049,0.8503383955570445,3.045900983872586,3.045900983872586,3.045900983872586,0.0,False,True,0.0,logei,0.24899079999886453,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,0.008999958283141485,23.547686219190446,0.008999958283141485,1.8113604783992652,3.045900983872586,0.008999958283141485,hartmann_3
14,1.0,0.5461370549563503,0.8463069168608898,2.6814278790312343,2.6814278790312343,2.6814278790312343,0.0,False,True,0.0,logei,0.3128327000304125,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,0.37347306312449335,23.92115928231494,0.008999958283141485,1.7086542344510671,3.045900983872586,0.008999958283141485,hartmann_3
15,0.0,0.5558794095946537,0.8502377599604132,3.0458450851270236,3.0458450851270236,3.0458450851270236,0.0,False,True,0.0,logei,0.31284549995325506,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,0.00905585702870404,23.930215139343645,0.008999958283141485,1.595347675956243,3.045900983872586,0.008999958283141485,hartmann_3
16,0.0,1.0,0.353699578465778,-0.21929005563616547,-0.21929005563616547,-0.21929005563616547,0.0,False,True,0.0,logei,0.3149097000132315,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.274190997791893,27.20440613713554,0.008999958283141485,1.7002753835709712,3.045900983872586,0.008999958283141485,hartmann_3
17,0.0,0.0,0.2588256775278907,-0.3818404392633729,-0.3818404392633729,-0.3818404392633729,0.0,False,True,0.0,logei,0.36123320000479,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.4367413814191003,30.64114751855464,0.008999958283141485,1.80242044226792,3.045900983872586,0.008999958283141485,hartmann_3
18,1.0,1.0,0.0,-0.987339742589853,,-0.987339742589853,0.0,False,True,,logei,0.3085246999980882,False,True,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,4.042240684745581,34.68338820330022,0.008999958283141485,1.9268549001833455,3.045900983872586,0.008999958283141485,hartmann_3
19,0.0,0.5557115997694492,0.8502623061973782,3.045863433061502,3.045863433061502,3.045863433061502,0.0,False,True,0.0,logei,0.27649810002185404,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,0.009037509094225626,34.692425712394446,0.008999958283141485,1.8259171427576024,3.045900983872586,0.008999958283141485,hartmann_3
20,1.0,1.0,0.0,-0.987339742589853,-0.987339742589853,-0.987339742589853,0.0,False,True,0.0,logei,0.3089114000322297,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,4.042240684745581,38.734666397140025,0.008999958283141485,1.9367333198570011,3.045900983872586,0.008999958283141485,hartmann_3
21,1.0,0.0,0.0,-0.9549860660082171,-0.9549860660082171,-0.9549860660082171,0.0,False,True,0.0,logei,0.22706860001198947,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,4.009887008163945,42.74455340530397,0.008999958283141485,2.0354549240620936,3.045900983872586,0.008999958283141485,hartmann_3
22,0.0,0.5567790231786183,0.3593315505411367,-0.5494198688922532,-0.5494198688922532,-0.5494198688922532,0.0,False,True,0.0,logei,0.3145997999818064,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.6043208110479807,46.34887421635195,0.008999958283141485,2.1067670098341797,3.045900983872586,0.008999958283141485,hartmann_3
23,0.0,0.5551864866423867,0.8501658623222949,3.0458086651677814,3.0458086651677814,3.0458086651677814,0.0,False,True,0.0,logei,0.28708259999984875,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,0.009092276987946235,46.3579664933399,0.008999958283141485,2.0155637605799956,3.045900983872586,0.008999958283141485,hartmann_3
24,0.0,0.0,0.7792287392724689,-0.7289689269555641,-0.7289689269555641,-0.7289689269555641,0.0,False,True,0.0,logei,0.26400020002620295,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.7838698691112915,50.141836362451194,0.008999958283141485,2.0892431817687998,3.045900983872586,0.008999958283141485,hartmann_3
25,1.0,1.0,0.6001426012025554,-0.7000875744095817,-0.7000875744095817,-0.7000875744095817,0.0,False,True,0.0,logei,0.36171140003716573,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.754988516565309,53.896824879016506,0.008999958283141485,2.15587299516066,3.045900983872586,0.008999958283141485,hartmann_3
26,0.0,0.0,0.4886766862416047,-0.8287361711606115,-0.8287361711606115,-0.8287361711606115,0.0,False,True,0.0,logei,0.3438183000544086,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.883637113316339,57.780461992332846,0.008999958283141485,2.222325461243571,3.045900983872586,0.008999958283141485,hartmann_3
27,1.0,0.0,1.0,-0.8986706747820983,-0.8986706747820983,-0.8986706747820983,0.0,False,True,0.0,logei,0.3417905000387691,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.953571616937826,61.734033609270675,0.008999958283141485,2.2864456892322473,3.045900983872586,0.008999958283141485,hartmann_3
28,1.0,0.7920276858515587,0.19054699344433046,-0.9794988584999401,-0.9794988584999401,-0.9794988584999401,0.0,False,True,0.0,logei,0.3573175999918021,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,4.034399800655668,65.76843340992635,0.008999958283141485,2.3488726217830838,3.045900983872586,0.008999958283141485,hartmann_3
29,1.0,0.2753833834009572,0.26572972606952955,-0.7399239181518954,-0.7399239181518954,-0.7399239181518954,0.0,False,True,0.0,logei,0.41496180003741756,False,False,9,0456fa62-81ad-4d4a-a6e8-0cee65f79896,missing_low,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045900983872586,3.794824860307623,69.56325827023397,0.008999958283141485,2.3987330438011716,3.045900983872586,0.008999958283141485,hartmann_3
