iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.625095466604667,0.8972138009695755,0.7756856902451935,0.24904007775011222,,0.24904007775011222,0.0,False,True,,logei,0.0,False,True,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.24904007775011222,2.8058608644056156,2.8058608644056156,2.8058608644056156,2.8058608644056156,0.24904007775011222,2.8058608644056156,hartmann_3
2,0.22520718999059186,0.30016628491122543,0.8735534453962619,1.1754030797677335,1.1754030797677335,1.1754030797677335,0.0,False,True,0.0,logei,0.0,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1754030797677335,1.879497862387994,4.685358726793609,1.879497862387994,2.3426793633968046,1.1754030797677335,1.879497862387994,hartmann_3
3,0.005265304565574724,0.8212284183827663,0.7970694287520462,1.1880648068824795,1.1880648068824795,1.1880648068824795,0.0,False,True,0.0,logei,0.0,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,1.866836135273248,6.552194862066857,1.866836135273248,2.184064954022286,1.1880648068824795,1.866836135273248,hartmann_3
4,0.4679349528437208,0.3030324268193135,0.2784256121007733,-0.26232363504763334,-0.26232363504763334,-0.26232363504763334,0.0,False,True,0.0,logei,0.0,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.317224577203361,9.869419439270217,1.866836135273248,2.4673548598175543,1.1880648068824795,1.866836135273248,hartmann_3
5,0.2548695876541246,0.4450763058826466,0.5045482589579533,-0.3085779726034354,-0.3085779726034354,-0.3085779726034354,0.0,False,True,0.0,logei,0.0,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.363478914759163,13.23289835402938,1.866836135273248,2.646579670805876,1.1880648068824795,1.866836135273248,hartmann_3
6,0.0,1.0,0.9683603660272413,-0.5395405390399152,,-0.5395405390399152,0.0,False,True,,logei,0.1690938000101596,False,True,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.5944414811956427,16.827339835225022,1.866836135273248,2.8045566392041703,1.1880648068824795,1.866836135273248,hartmann_3
7,0.0,1.0,0.968360367079204,-0.5395405422574303,,-0.5395405422574303,0.0,False,True,,logei,0.22040209994884208,False,True,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.594441484413158,20.42178131963818,1.866836135273248,2.9173973313768826,1.1880648068824795,1.866836135273248,hartmann_3
8,0.0,1.0,0.9683603645789771,-0.5395405346102793,,-0.5395405346102793,0.0,False,True,,logei,0.1838566000224091,False,True,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.594441476766007,24.016222796404186,1.866836135273248,3.0020278495505233,1.1880648068824795,1.866836135273248,hartmann_3
9,0.0,1.0,0.9683603662495827,-0.5395405397199645,-0.5395405397199645,-0.5395405397199645,0.0,False,True,0.0,logei,0.22925890004262328,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1880648068824795,3.594441481875692,27.610664278279877,1.866836135273248,3.067851586475542,1.1880648068824795,1.866836135273248,hartmann_3
10,0.15412905637138746,0.42157860420848503,0.8037677773838935,2.3116539749316654,2.3116539749316654,2.3116539749316654,0.0,False,True,0.0,logei,0.2656487000058405,False,False,7,a678c74d-c484-4c7e-b8c8-7ac471c6910b,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.3116539749316654,0.7432469672240622,28.35391124550394,0.7432469672240622,2.835391124550394,2.3116539749316654,0.7432469672240622,hartmann_3
