iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,True,0.0,ucb,0.0,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,True,0.0,ucb,0.0,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,,-0.4727011274378231,0.0,False,True,,ucb,0.0,False,True,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,True,0.0,ucb,0.0,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,-0.6066610395455705,-0.6066610395455705,0.0,False,True,0.0,ucb,0.0,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.08528237823476563,0.7572617491219901,0.42154000051547386,0.6412747552989794,0.6412747552989794,0.6412747552989794,0.0,False,True,0.0,ucb,0.18857679999200627,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,2.413626186856748,19.184132972398743,2.413626186856748,3.1973554953997905,0.6412747552989794,2.413626186856748,hartmann_3
7,0.24963889239695033,0.9093961053843579,1.0,-0.29462949228996665,-0.29462949228996665,-0.29462949228996665,0.0,False,True,0.0,ucb,0.21010659995954484,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,3.349530434445694,22.533663406844436,2.413626186856748,3.219094772406348,0.6412747552989794,2.413626186856748,hartmann_3
8,0.1293050819704458,0.0,0.2419651848876595,-0.23370942445119228,-0.23370942445119228,-0.23370942445119228,0.0,False,True,0.0,ucb,0.1428652000031434,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,3.2886103666069197,25.822273773451357,2.413626186856748,3.2277842216814197,0.6412747552989794,2.413626186856748,hartmann_3
9,0.049076835050164316,0.5860919843054865,0.0,-0.977247979699529,,-0.977247979699529,0.0,False,True,,ucb,0.17249000002630055,False,True,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,4.032148921855256,29.854422695306614,2.413626186856748,3.3171580772562903,0.6412747552989794,2.413626186856748,hartmann_3
10,0.04907682705282923,0.5860919656292137,0.0,-0.9772479781158616,,-0.9772479781158616,0.0,False,True,,ucb,0.2038695000228472,False,True,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,4.032148920271589,33.886571615578205,2.413626186856748,3.3886571615578207,0.6412747552989794,2.413626186856748,hartmann_3
11,0.04907686500038035,0.5860919486491863,0.0,-0.9772479758063298,,-0.9772479758063298,0.0,False,True,,ucb,0.20882259996142238,False,True,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,4.032148917962058,37.91872053354027,2.413626186856748,3.4471564121400244,0.6412747552989794,2.413626186856748,hartmann_3
12,0.04907683773101269,0.5860919772021767,0.0,-0.9772479789871361,-0.9772479789871361,-0.9772479789871361,0.0,False,True,0.0,ucb,0.20362759998533875,False,False,11,2c56c7dc-7683-4ec1-9dda-f36b56a861e8,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.6412747552989794,4.032148921142864,41.95086945468313,2.413626186856748,3.4959057878902606,0.6412747552989794,2.413626186856748,hartmann_3
