iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,-0.5371018995290565,-0.5371018995290565,0.0,False,True,0.0,logei,0.0,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,-0.6314564796850167,-0.6314564796850167,0.0,False,True,0.0,logei,0.0,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,-0.7389082132097465,-0.7389082132097465,0.0,False,True,0.0,logei,0.0,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,-0.12261625756300014,0.0,False,True,0.0,logei,0.0,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,,0.26719788296726216,0.0,False,True,,logei,0.0,False,True,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,-0.12261625756300014,3.1775171997187277,hartmann_3
6,0.4489977005793844,0.1097877126580602,0.29554868169514714,0.015550674536197398,0.015550674536197398,0.015550674536197398,0.0,False,True,0.0,logei,0.379652299976442,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.0393502676195303,20.076739945417724,2.7877030591884653,3.3461233242362876,0.015550674536197398,3.0393502676195303,hartmann_3
7,0.022569685006181724,0.11053099866560552,0.3335871601741495,-0.3444347515351879,-0.3444347515351879,-0.3444347515351879,0.0,False,True,0.0,logei,0.2757024000165984,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.3993356936909156,23.47607563910864,2.7877030591884653,3.3537250913012344,0.015550674536197398,3.0393502676195303,hartmann_3
8,0.6301940575677769,0.01816428697870628,0.31874693623268524,-0.2725812836000659,-0.2725812836000659,-0.2725812836000659,0.0,False,True,0.0,logei,0.3583999000256881,False,False,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.3274822257557934,26.803557864864434,2.7877030591884653,3.3504447331080542,0.015550674536197398,3.0393502676195303,hartmann_3
9,0.35951217473604224,0.1791961247093764,0.3228056119040731,-0.06435694946892072,,-0.06435694946892072,0.0,False,True,,logei,0.3230980999651365,False,True,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.1192578916246485,29.922815756489083,2.7877030591884653,3.324757306276565,0.015550674536197398,3.0393502676195303,hartmann_3
10,0.35951216843345773,0.17919611290486148,0.3228056125456037,-0.06435693894162627,,-0.06435693894162627,0.0,False,True,,logei,0.27885339997010306,False,True,8,aee12376-0926-465a-b337-eea0632bc00e,missing_mcar,0.15,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,3.119257881097354,33.042073637586434,2.7877030591884653,3.3042073637586435,0.015550674536197398,3.0393502676195303,hartmann_3
