iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.3269722766055607,0.9872768433379255,0.31871083848551673,-0.5371018995290565,,-0.5371018995290565,0.0,False,True,,ucb,0.0,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.592002841684784,3.592002841684784,3.592002841684784,3.592002841684784,-0.5371018995290565,3.592002841684784,hartmann_3
2,0.7885489358200289,0.8698965116962161,0.391084806539194,-0.6314564796850167,,-0.6314564796850167,0.0,False,True,,ucb,0.0,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.686357421840744,7.278360263525528,3.592002841684784,3.639180131762764,-0.5371018995290565,3.592002841684784,hartmann_3
3,0.4378818731227988,0.37274890308935305,0.10695359647277436,-0.7389082132097465,,-0.7389082132097465,0.0,False,True,,ucb,0.0,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.5371018995290565,3.7938091553654743,11.072169418891002,3.592002841684784,3.690723139630334,-0.5371018995290565,3.592002841684784,hartmann_3
4,0.47896545416271696,0.24135214508468228,0.25714524855112975,-0.12261625756300014,-0.12261625756300014,-0.12261625756300014,0.0,False,True,0.0,ucb,0.0,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,-0.12261625756300014,3.1775171997187277,14.24968661860973,3.1775171997187277,3.5624216546524323,-0.12261625756300014,3.1775171997187277,hartmann_3
5,0.1847315568344149,0.1938645489043107,0.813827670155021,0.26719788296726216,0.26719788296726216,0.26719788296726216,0.0,False,True,0.0,ucb,0.0,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.26719788296726216,2.7877030591884653,17.037389677798195,2.7877030591884653,3.407477935559639,0.26719788296726216,2.7877030591884653,hartmann_3
6,0.0,0.5866424504327749,1.0,1.1882326984041924,1.1882326984041924,1.1882326984041924,0.0,False,True,0.0,ucb,0.23330989998066798,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,1.8666682437515352,18.90405792154973,1.8666682437515352,3.150676320258288,1.1882326984041924,1.8666682437515352,hartmann_3
7,0.0,0.8918250622197694,1.0,-0.20735892958716254,,-0.20735892958716254,0.0,False,True,,ucb,0.24403999996138737,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,3.26225987174289,22.16631779329262,1.8666682437515352,3.1666168276132316,1.1882326984041924,1.8666682437515352,hartmann_3
8,0.0,0.8918250640283766,1.0,-0.2073589385432568,,-0.2073589385432568,0.0,False,True,,ucb,0.18120739998994395,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,3.262259880698984,25.428577673991605,1.8666682437515352,3.1785722092489506,1.1882326984041924,1.8666682437515352,hartmann_3
9,0.0,0.8918250709414893,1.0,-0.2073589727765003,-0.2073589727765003,-0.2073589727765003,0.0,False,True,0.0,ucb,0.16085149999707937,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,3.262259914932228,28.690837588923834,1.8666682437515352,3.1878708432137595,1.1882326984041924,1.8666682437515352,hartmann_3
10,0.41935808564024013,0.5450149926573721,1.0,1.1572940530482634,,1.1572940530482634,0.0,False,True,,ucb,0.31916010001441464,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,1.8976068891074642,30.5884444780313,1.8666682437515352,3.05884444780313,1.1882326984041924,1.8666682437515352,hartmann_3
11,0.419357984437744,0.5450150129936113,1.0,1.157294088150914,1.157294088150914,1.157294088150914,0.0,False,True,0.0,ucb,0.2822250999743119,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,1.8976068540048137,32.48605133203611,1.8666682437515352,2.9532773938214647,1.1882326984041924,1.8666682437515352,hartmann_3
12,0.0,0.5867975926080801,0.36164519908644,-0.4870410171641993,-0.4870410171641993,-0.4870410171641993,0.0,False,True,0.0,ucb,0.29163140000309795,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.1882326984041924,3.541941959319927,36.02799329135604,1.8666682437515352,3.00233277427967,1.1882326984041924,1.8666682437515352,hartmann_3
13,0.0,0.5258909907923858,0.8232157739966932,2.9343535127785367,,2.9343535127785367,0.0,False,True,,ucb,0.27345779997995123,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9343535127785367,0.12054742937719087,36.14854072073323,0.12054742937719087,2.780656978517941,1.1882326984041924,1.8666682437515352,hartmann_3
14,0.0,0.52589099057787,0.8232157856173433,2.934353575254278,2.934353575254278,2.934353575254278,0.0,False,True,0.0,ucb,0.2532663000165485,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,0.1205473669014494,36.26908808763468,0.1205473669014494,2.590649149116763,2.934353575254278,0.1205473669014494,hartmann_3
15,0.5605872466722598,0.6171322997302089,0.7521349720955913,1.9590774585572246,,1.9590774585572246,0.0,False,True,,ucb,0.34176330000627786,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,1.095823483598503,37.36491157123318,0.1205473669014494,2.4909941047488786,2.934353575254278,0.1205473669014494,hartmann_3
16,0.5605866341984737,0.6171323107504152,0.7521349498959805,1.9590777220548619,1.9590777220548619,1.9590777220548619,0.0,False,True,0.0,ucb,0.22908339998684824,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,1.0958232201008657,38.46073479133405,0.1205473669014494,2.403795924458378,2.934353575254278,0.1205473669014494,hartmann_3
17,0.0,0.4607795560641941,0.7341335006581619,1.7966698305145197,1.7966698305145197,1.7966698305145197,0.0,False,True,0.0,ucb,0.21502540004439652,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,1.258231111641208,39.718965902975256,0.1205473669014494,2.3364097589985446,2.934353575254278,0.1205473669014494,hartmann_3
18,1.0,0.5115881768405279,0.8422864308303344,2.632964614233466,,2.632964614233466,0.0,False,True,,ucb,0.21504879998974502,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,0.42193632792226143,40.14090223089752,0.1205473669014494,2.230050123938751,2.934353575254278,0.1205473669014494,hartmann_3
19,1.0,0.5115881765674999,0.8422864308044168,2.6329646135518194,2.6329646135518194,2.6329646135518194,0.0,False,True,0.0,ucb,0.2055570000084117,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,0.4219363286039082,40.56283855950142,0.1205473669014494,2.134886239973759,2.934353575254278,0.1205473669014494,hartmann_3
20,0.0,0.6156077993123706,0.857904313759764,2.9165363892953007,2.9165363892953007,2.9165363892953007,0.0,False,True,0.0,ucb,0.2715081999776885,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.934353575254278,0.13836455286042693,40.70120311236185,0.1205473669014494,2.0350601556180927,2.934353575254278,0.1205473669014494,hartmann_3
21,0.0,0.5216997555974643,0.8675196857995016,2.9793454877277012,2.9793454877277012,2.9793454877277012,0.0,False,True,0.0,ucb,0.27912530000321567,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9793454877277012,0.07555545442802636,40.77675856678988,0.07555545442802636,1.9417504079423753,2.9793454877277012,0.07555545442802636,hartmann_3
22,0.0,0.5559859131369619,0.8493319079449594,3.0452403884997428,3.0452403884997428,3.0452403884997428,0.0,False,True,0.0,ucb,0.2863937999936752,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0452403884997428,0.009660553655984838,40.78641912044586,0.009660553655984838,1.8539281418384483,3.0452403884997428,0.009660553655984838,hartmann_3
23,0.0,0.555024276535476,0.8500691349676539,3.045747695561715,3.045747695561715,3.045747695561715,0.0,False,True,0.0,ucb,0.3865196999977343,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.045747695561715,0.009153246594012732,40.795572367039874,0.009153246594012732,1.773720537697386,3.045747695561715,0.009153246594012732,hartmann_3
24,0.0,0.5547251134735353,0.8508065924525853,3.0461224272050957,3.0461224272050957,3.0461224272050957,0.0,False,True,0.0,ucb,0.3745160000398755,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0461224272050957,0.008778514950631866,40.80435088199051,0.008778514950631866,1.7001812867496044,3.0461224272050957,0.008778514950631866,hartmann_3
25,0.0,0.5548610117586872,0.8514517937491943,3.046378244688588,3.046378244688588,3.046378244688588,0.0,False,True,0.0,ucb,0.34656919998815283,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.046378244688588,0.00852269746713974,40.81287357945765,0.00852269746713974,1.6325149431783061,3.046378244688588,0.00852269746713974,hartmann_3
26,0.0,0.5552674332020824,0.8519334105033896,3.0465246099621375,3.0465246099621375,3.0465246099621375,0.0,False,True,0.0,ucb,0.2986809999565594,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0465246099621375,0.00837633219359013,40.82124991165124,0.00837633219359013,1.5700480735250477,3.0465246099621375,0.00837633219359013,hartmann_3
27,0.0,0.5557928460778233,0.8522770801641266,3.0465933659216136,3.0465933659216136,3.0465933659216136,0.0,False,True,0.0,ucb,0.42517250002129003,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.0465933659216136,0.008307576234114045,40.82955748788536,0.008307576234114045,1.512205832884643,3.0465933659216136,0.008307576234114045,hartmann_3
28,0.0,0.556315846061849,0.85252922444814,3.046611013406714,3.046611013406714,3.046611013406714,0.0,False,True,0.0,ucb,0.3916524999658577,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.046611013406714,0.008289928749013686,40.837847416634375,0.008289928749013686,1.4584945505940847,3.046611013406714,0.008289928749013686,hartmann_3
29,0.0,0.5567367299029071,0.8527042311625364,3.046600403152188,,3.046600403152188,0.0,False,True,,ucb,0.36434400000143796,False,True,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.046611013406714,0.008300539003539775,40.84614795563792,0.008289928749013686,1.4084878605392386,3.046611013406714,0.008289928749013686,hartmann_3
30,0.0,0.5567367583445079,0.8527041968531576,3.0466003981775276,3.0466003981775276,3.0466003981775276,0.0,False,True,0.0,ucb,0.3891301999683492,False,False,8,f4232a6a-7297-4c82-baa3-0a61a9448b86,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,3.046611013406714,0.008300543978200015,40.85444849961612,0.008289928749013686,1.3618149499872039,3.046611013406714,0.008289928749013686,hartmann_3
