iteration,x0,x1,x2,objective_true,objective_observed,objective_true_deployed,input_error_l2,input_error_applied,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,missing,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,0.12857020276919962,0.49927786244011496,0.6014983576233575,0.5137940632577207,0.5137940632577207,0.5137940632577207,0.0,False,True,0.0,logei,0.0,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.541106878898007,2.541106878898007,2.541106878898007,2.541106878898007,0.5137940632577207,2.541106878898007,hartmann_3
2,0.028689008371944547,0.14792608457745593,0.9282110229603695,-0.31376576698332603,-0.31376576698332603,-0.31376576698332603,0.0,False,True,0.0,logei,0.0,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.3686667091390534,5.90977358803706,2.541106878898007,2.95488679401853,0.5137940632577207,2.541106878898007,hartmann_3
3,0.07042057615419683,0.12977394939929798,0.9483284532917751,-0.4727011274378231,-0.4727011274378231,-0.4727011274378231,0.0,False,True,0.0,logei,0.0,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.527602069593551,9.43737565763061,2.541106878898007,3.14579188587687,0.5137940632577207,2.541106878898007,hartmann_3
4,0.6218835927963828,0.368993123729791,0.5113900218032627,-0.6166682040543563,-0.6166682040543563,-0.6166682040543563,0.0,False,True,0.0,logei,0.0,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.671569146210084,13.108944803840695,2.541106878898007,3.2772362009601737,0.5137940632577207,2.541106878898007,hartmann_3
5,0.6628429525167993,0.2753088157611293,0.13796807286695534,-0.6066610395455705,,-0.6066610395455705,0.0,False,True,,logei,0.0,False,True,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,3.661561981701298,16.770506785541993,2.541106878898007,3.354101357108399,0.5137940632577207,2.541106878898007,hartmann_3
6,0.0,0.4716800683675877,0.6187847672887473,0.49785742615395806,0.49785742615395806,0.49785742615395806,0.0,False,True,0.0,logei,0.18506310001248494,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,0.5137940632577207,2.5570435160017695,19.327550301543763,2.541106878898007,3.221258383590627,0.5137940632577207,2.541106878898007,hartmann_3
7,0.07092102211658359,0.6405844033261058,0.7199800735545859,1.8829716899273743,1.8829716899273743,1.8829716899273743,0.0,False,True,0.0,logei,0.19048360001761466,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.8829716899273743,1.1719292522283533,20.499479553772115,1.1719292522283533,2.928497079110302,1.8829716899273743,1.1719292522283533,hartmann_3
8,0.0,0.7366018968439936,0.7801520387114297,1.82566525535954,1.82566525535954,1.82566525535954,0.0,False,True,0.0,logei,0.19981270004063845,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,1.8829716899273743,1.2292356867961876,21.728715240568302,1.1719292522283533,2.716089405071038,1.8829716899273743,1.1719292522283533,hartmann_3
9,0.7354357706558741,0.6441496284595912,0.792909382561441,2.1659679640854526,,2.1659679640854526,0.0,False,True,,logei,0.21100500004831702,False,True,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1659679640854526,0.888932978070275,22.61764821863858,0.888932978070275,2.513072024293175,1.8829716899273743,1.1719292522283533,hartmann_3
10,0.7354358386379557,0.644149640318651,0.7929093521334891,2.1659675250046435,,2.1659675250046435,0.0,False,True,,logei,0.2673343999776989,False,True,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1659679640854526,0.8889334171510841,23.50658163578966,0.888932978070275,2.350658163578966,1.8829716899273743,1.1719292522283533,hartmann_3
11,0.7354356815519127,0.6441496458733352,0.7929093694385887,2.165967791922597,2.165967791922597,2.165967791922597,0.0,False,True,0.0,logei,0.2641891000093892,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.1659679640854526,0.8889331502331306,24.395514786022794,0.888932978070275,2.2177740714566174,2.165967791922597,0.8889331502331306,hartmann_3
12,0.0,0.5880253171882742,0.8811450795561292,2.932674498658314,,2.932674498658314,0.0,False,True,,logei,0.1983706000028178,False,True,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.932674498658314,0.1222264434974134,24.517741229520208,0.1222264434974134,2.0431451024600173,2.165967791922597,0.8889331502331306,hartmann_3
13,0.0,0.588025316746828,0.8811450786798685,2.9326745045264104,2.9326745045264104,2.9326745045264104,0.0,False,True,0.0,logei,0.22144660004414618,False,False,11,bbb9c9b4-9b77-4e3e-823f-5120b03cae07,missing_mcar,0.3,0,exact,value,learned,1e-06,"x0,x1,x2",3.0549009421557276,2.9326745045264104,0.12222643762931718,24.639967667149527,0.12222643762931718,1.8953821282422714,2.9326745045264104,0.12222643762931718,hartmann_3
