run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5
28b7e725-53ce-4927-8dd3-66bf85c52000,griewank,value,logei,10,exact,True,none,0.0,0,25,0,1,2,1433.2609662752625,2.7312393830325083,0.0226164326264624,28.01305857762053,1.1205223431048212,14.72034936738565,0.6133478903077354,0.0226164326264624,14.72034936738565,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
d6fe8857-a0e1-4f60-8d1e-e5d2716f4408,griewank,value,logei,10,exact,False,gaussian,0.7071,0,25,0,1,2,1433.2609662752625,2.449361444035593,0.3044943716233779,40.00757531589631,1.6003030126358524,20.34825202272483,0.8478438342802012,1.0266102418370633,33.23893027095809,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
5856df4c-55f3-49f5-8b92-0100934dee11,griewank,value,logei,10,exact,False,gaussian,3.5355,0,25,0,1,2,1433.2609662752625,2.5300327734304267,0.2238230422285441,30.164643040605743,1.2065857216242295,16.22315998724925,0.6759649994687188,0.4883728157250755,22.01456671917553,"x0,x1,x2,x3,x4,x5",-320.35827581741296,760.8790970797585,-483.52306544346493,969.1726564456152,375.03394793788016,242.75485014128327
9cd0d2d2-22f9-4657-a6b5-a8fdfbbab94f,griewank,value,logei,11,exact,True,none,0.0,0,25,0,1,2,1096.3402760066645,2.741018637278131,0.0128371783808396,24.59441696408702,0.9837766785634808,14.916187872541277,0.6215078280225532,0.0128371783808396,14.916187872541277,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
584d8706-7451-40df-ae43-2472c4fd768a,griewank,value,logei,11,exact,False,gaussian,0.7071,0,25,0,1,2,1096.3402760066645,1.784557630526768,0.9692981851322028,61.19687949659032,2.4478751798636127,38.82355623401714,1.617648176417381,1.579171026766837,52.39207038417594,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
e0663d99-6914-4b07-baf8-1e72498a8178,griewank,value,logei,11,exact,False,gaussian,3.5355,0,25,0,1,2,1096.3402760066645,2.413918103739455,0.3399377119195157,60.16239480155937,2.406495792062375,20.417236152397685,0.8507181730165702,1.0186273689814038,36.51103886905518,"x0,x1,x2,x3,x4,x5",-69.77955193800335,-443.40469564898035,416.1961148021012,711.8335013093259,265.28044698280206,-500.1852013885283
8187f9d1-0b96-4680-9982-75b499e12176,griewank,value,logei,7,exact,True,none,0.0,0,25,0,1,2,1075.6730602218613,2.7364210404262628,0.0174347752327079,44.08795519095136,1.7635182076380544,27.41777413148096,1.1424072554783733,0.0174347752327079,27.41777413148096,"x0,x1,x2,x3,x4,x5",-743.7961944469107,-91.18245910417102,25.660486208223347,291.2733154237547,3.4393702897057494,-714.1533999545863
dcea61a9-dfba-4c59-b7e4-9dcc304329f7,griewank,value,logei,7,exact,False,gaussian,0.7071,0,25,0,1,2,1075.6730602218613,2.272674720822117,0.4811810948368538,53.69641979409788,2.1478567917639158,36.94065841220833,1.5391941005086804,0.65568986184718,39.10125748603209,"x0,x1,x2,x3,x4,x5",-743.7961944469107,-91.18245910417102,25.660486208223347,291.2733154237547,3.4393702897057494,-714.1533999545863
d7dd7933-294b-426b-83ee-060b6723a38c,griewank,value,logei,7,exact,False,gaussian,3.5355,0,25,0,1,2,1075.6730602218613,0.7319877661319749,2.021868049526996,73.52674157852638,2.941069663141056,52.03904820300175,2.168293675125073,2.8914755950122064,69.33859115978645,"x0,x1,x2,x3,x4,x5",-743.7961944469107,-91.18245910417102,25.660486208223347,291.2733154237547,3.4393702897057494,-714.1533999545863
46fe1658-ce67-4aac-ad79-0ca6a6ff2405,griewank,value,logei,8,exact,True,none,0.0,0,25,0,1,2,1165.6913993258613,2.7362632087321788,0.0175926069267919,35.01660498712386,1.4006641994849545,20.223053551449773,0.8426272313104072,0.0175926069267919,20.223053551449773,"x0,x1,x2,x3,x4,x5",133.09151582068571,-737.4335282982871,-254.10869041529085,-371.5001779887745,-754.2532399338406,-160.72746958567706
