dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
steering_law,value,qnei,0.29999999999999993,1.2999999999999998,0.101427142018396,14.733171575067585,0.0,2,2
steering_law,value,logei,0.7000000000000001,1.7000000000000002,0.1582090299241108,20.36906375835761,0.0,0,2
