dataset,objective,acquisition,oracle_model,error_model,jitter_std,jitter_iteration,seed,param_columns,delta_excess_x0,delta_excess_x1,delta_excess_x2,delta_excess_x3,delta_excess_l2_norm,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true
iso_rastrigin,composite,logei,gradient_boosting,gaussian,0.226732,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.21312532984923527,-6.075250608925643,-0.12150501217851284,-18.900231792707118
iso_rastrigin,composite,logei,gradient_boosting,gaussian,0.906928,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.1806376536546097,-16.241243101163448,-0.32482486202326877,-8.313127982468245
iso_rastrigin,composite,logei,gradient_boosting,gaussian,4.53464,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.4887006847089863,43.86702400643068,0.8773404801286135,5.409176251256639
iso_rastrigin,composite,qnei,gradient_boosting,gaussian,0.226732,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.25382634487275624,-5.979719742190383,-0.11959439484380763,1.1819568169305654
iso_rastrigin,composite,qnei,gradient_boosting,gaussian,0.906928,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.43777258036183575,39.681985417937625,0.7936397083587523,22.356419917522715
iso_rastrigin,composite,qnei,gradient_boosting,gaussian,4.53464,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.1359478456744418,78.67423137528797,1.57348462750576,23.809632485791127
iso_rastrigin,composite,ucb,gradient_boosting,gaussian,0.226732,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.9150217722347276,31.16040134558284,0.6232080269116569,32.10079356006976
iso_rastrigin,composite,ucb,gradient_boosting,gaussian,0.906928,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,0.7529843939585434,29.75905200957365,0.595181040191473,25.736157803563998
iso_rastrigin,composite,ucb,gradient_boosting,gaussian,4.53464,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,1.134481199931255,72.46801463671792,1.4493602927343585,39.408156716253
iso_rastrigin,composite,ei,gradient_boosting,gaussian,0.226732,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.108066294184465,-9.834988477797253,-0.19669976955594493,-9.07043516134776
iso_rastrigin,composite,ei,gradient_boosting,gaussian,0.906928,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.07440295939515451,8.032402620583753,0.16064805241167512,1.8472002264046097
iso_rastrigin,composite,ei,gradient_boosting,gaussian,4.53464,0,11,"x0,x1,x2,x3",0.0,0.0,0.0,0.0,0.0,-0.08630792117189845,11.563319251615468,0.23126638503230934,-8.114942229651533
