dataset,objective,oracle_model,error_model,jitter_iteration,jitter_std,acquisition,n_seeds,n_acquisitions,mean_rank,mean_rank_normalized,mean_rank_absolute,mean_auc_simple_regret_excess_true,median_auc_simple_regret_excess_true,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_win
power_law_practice,value,exact,misclick,0,0.01,logei,5,2,1.5,0.5,1.3,0.0,0.0,0.0,5.822809267771256,0.0,True
power_law_practice,value,exact,misclick,0,0.01,qnei,5,2,1.5,0.5,1.7,0.0,0.0,0.0,5.8919293352004685,0.0,True
power_law_practice,value,exact,misclick,0,0.05,qnei,5,2,1.4,0.3999999999999999,1.3,1.9504666796472043,0.0,0.03980544244177968,7.842396014847674,0.0,True
power_law_practice,value,exact,misclick,0,0.05,logei,5,2,1.6,0.6000000000000001,1.7,2.120686488458863,0.0,0.0432793160909972,7.943495756230119,0.0,False
power_law_practice,value,exact,misclick,0,0.15,qnei,5,2,1.4,0.3999999999999999,1.4,5.523683546916773,4.980330957885952,0.11272823565136272,11.415612882117241,0.0,True
power_law_practice,value,exact,misclick,0,0.15,logei,5,2,1.6,0.6000000000000001,1.6,14.282583798471132,6.331155342808213,0.2914813020096149,20.105393066242392,0.0,False
power_law_practice,value,exact,misclick,0,0.4,qnei,5,2,1.2,0.19999999999999996,1.2,7.104520533410738,7.1574480507036755,0.1449902149675661,12.996449868611208,0.0,True
power_law_practice,value,exact,misclick,0,0.4,logei,5,2,1.8,0.8,1.8,20.400584226893915,25.66384437026513,0.41633845361007993,26.223393494665174,0.0,False
power_law_practice,value,exact,misclick,20,0.01,logei,5,2,1.5,0.5,1.3,0.0,0.0,0.0,5.822809267771256,0.0,True
power_law_practice,value,exact,misclick,20,0.01,qnei,5,2,1.5,0.5,1.7,0.0,0.0,0.0,5.8919293352004685,0.0,True
power_law_practice,value,exact,misclick,20,0.05,logei,5,2,1.5,0.5,1.3,0.0,0.0,0.0,5.822809267771256,0.0,True
power_law_practice,value,exact,misclick,20,0.05,qnei,5,2,1.5,0.5,1.7,0.0,0.0,0.0,5.8919293352004685,0.047999914030887214,True
power_law_practice,value,exact,misclick,20,0.15,logei,5,2,1.5,0.5,1.3,0.0,0.0,0.0,5.822809267771256,-0.2,True
power_law_practice,value,exact,misclick,20,0.15,qnei,5,2,1.5,0.5,1.7,0.0,0.0,0.0,5.8919293352004685,0.0,True
power_law_practice,value,exact,misclick,20,0.4,logei,5,2,1.5,0.5,1.3,0.0,0.0,0.0,5.822809267771256,-0.21843327462660006,True
power_law_practice,value,exact,misclick,20,0.4,qnei,5,2,1.5,0.5,1.7,0.0,0.0,0.0,5.8919293352004685,0.0,True
