iteration,x0,x1,x2,x3,x4,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.0272137021115593,3.101621678089748,1.0012596288055424,2.477299543768252,2.73286049052822,0.15323094724110708,2.276833777029526,True,2.123602829788419,qnei,0.0,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.15323094724110708,7.894490219447871,7.894490219447871,7.894490219447871,7.894490219447871,0.15323094724110708,7.894490219447871,michalewicz
2,1.2286291551541173,1.3756464757427227,1.1710252155791652,0.3360046329538751,1.5047143521208903,0.32604765500876154,-1.0662208770809332,True,-1.3922685320896946,qnei,0.0,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,7.721673511680216,15.616163731128086,7.721673511680216,7.808081865564043,0.15323094724110708,7.894490219447871,michalewicz
3,0.7582301259261758,0.8078456237537506,0.5803513018372032,0.6090434426292817,2.5567150298471115,-1.0282202964532643,-1.1516428971962653,True,-0.12342260074300104,qnei,0.0,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.32604765500876154,9.075941463142243,24.69210519427033,7.721673511680216,8.230701731423443,0.15323094724110708,7.894490219447871,michalewicz
4,1.3288440180585444,0.8039979789080718,1.8563760580914754,1.898377406065081,2.032164425727874,0.5224310245244812,5.183460643224589,True,4.661029618700108,qnei,0.0,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,7.525290142164497,32.217395336434826,7.525290142164497,8.054348834108707,0.5224310245244812,7.525290142164497,michalewicz
5,2.863110509619268,0.4718864178640059,1.1667470743524408,0.8941621038640123,0.052722372294653944,-0.1443543065132659,-0.09520726011998049,True,0.049147046393285404,qnei,0.0,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.192075473202244,40.40947080963707,7.525290142164497,8.081894161927414,0.5224310245244812,7.525290142164497,michalewicz
6,1.2868551085580777,0.0,2.723307531694814,2.1645076524777878,2.005302477299024,-1.0529297543676805,-0.8311709983820637,True,0.2217587559856169,qnei,0.7824678000179119,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,9.100650921056658,49.510121730693726,7.525290142164497,8.251686955115622,0.5224310245244812,7.525290142164497,michalewicz
7,1.215082428309386,1.3331716061039938,1.68107328892988,2.2462374724453644,2.3446768784758247,-0.7972420570529063,-3.529919230089929,True,-2.7326771730370227,qnei,0.8027191000292078,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.844963223741885,58.35508495443561,7.525290142164497,8.336440707776516,0.5224310245244812,7.525290142164497,michalewicz
8,1.3548889622086546,0.7245635583738371,2.1262740747620246,2.089392101334011,1.9998394756967761,-0.7215782092099616,-1.6774983238002958,True,-0.9559201145903342,qnei,1.1028496000217274,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.76929937589894,67.12438433033455,7.525290142164497,8.390548041291819,0.5224310245244812,7.525290142164497,michalewicz
9,1.320140987712621,0.8000617327892418,1.78763025094391,1.8315714443862285,2.0377670692894108,-0.8031686858997795,-0.4400380742665852,True,0.3631306116331943,qnei,1.080354499979876,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.5224310245244812,8.850889852588757,75.9752741829233,7.525290142164497,8.441697131435923,0.5224310245244812,7.525290142164497,michalewicz
10,1.3330061903449977,0.810286691229084,1.8874123092628161,1.932052758385638,2.030392492342829,0.7329608123915803,2.7138363904191323,True,1.980875578027552,qnei,1.2420593000133522,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.7329608123915803,7.314760354297398,83.29003453722069,7.314760354297398,8.32900345372207,0.5224310245244812,7.525290142164497,michalewicz
11,1.4230985969044732,0.8625335981615974,2.208035846987187,2.2803413197612765,1.9612293956474685,0.4572911932411716,1.4250775743507536,True,0.9677863811095819,qnei,1.127180400013458,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.7329608123915803,7.590429973447806,90.8804645106685,7.314760354297398,8.261860410060773,0.5224310245244812,7.525290142164497,michalewicz
12,1.3281357006855457,0.7384210997249436,1.8778202352358033,1.8671967188734822,2.0191710932032176,-0.1825575957478361,1.6332231348091004,True,1.8157807305569365,qnei,1.4522881000302732,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.7329608123915803,8.230278762436814,99.11074327310531,7.314760354297398,8.25922860609211,0.5224310245244812,7.525290142164497,michalewicz
13,1.3334656539569658,0.8743860786344312,1.8633793636587859,1.9596187691405773,2.0431434869074008,0.25742225947334246,-1.4372363970198723,True,-1.6946586564932147,qnei,1.1943038000026718,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,0.7329608123915803,7.790298907215636,106.90104218032096,7.314760354297398,8.22315709079392,0.5224310245244812,7.525290142164497,michalewicz
14,2.0970252209396874,0.8055246609257618,2.1974278953552617,2.2942674649711337,1.2068570887398156,1.6201184557331634,-0.2268712245277913,True,-1.8469896802609547,qnei,1.4454234999720939,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,1.6201184557331634,6.427602710955815,113.32864489127677,6.427602710955815,8.094903206519769,0.5224310245244812,7.525290142164497,michalewicz
15,1.3239099861479988,0.7879388459319872,1.872891072024737,1.2319795241497096,2.309357683770168,-0.5542928278101271,-1.6375767089434332,True,-1.083283881133306,qnei,1.4072467999649234,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,1.6201184557331634,8.602013994499105,121.93065888577587,6.427602710955815,8.128710592385058,0.5224310245244812,7.525290142164497,michalewicz
16,0.29941227448606833,0.7146157879092611,0.41908772721633486,2.5478331649253674,2.0005531420350002,-0.8634071614274147,-6.795890181550219,True,-5.932483020122804,qnei,0.6450096000335179,False,1.5,8,663ef49a-8dad-4cdd-b8ff-0637abf33f8f,gaussian,5.0,0,exact,value,learned,16.666666666666668,"x0,x1,x2,x3,x4",8.047721166688978,1.6201184557331634,8.911128328116392,130.84178721389227,6.427602710955815,8.177611700868267,0.5224310245244812,7.525290142164497,michalewicz
