iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.3383367775873012,-1.3851170901962888,-8.118523490769508,-3.0384089912800905,2.4301807676135887,-9.56689993634579,7.492647558910754,7.080990630538842,-9.113915684234303,6.048419257318084,-6.304096770263028,-0.11920060342619195,-0.028909897220286862,True,0.09029070620590508,qnei,0.0,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.11920060342619195,2.743680935204804,2.743680935204804,2.743680935204804,2.743680935204804,-0.11920060342619195,2.743680935204804,levy_10
2,3.912478297971882,-6.899994902686666,3.83239511966533,9.172676621288407,9.699699754998953,3.2659053398640054,-6.728236753555262,-2.1017870544866035,-4.440095747101971,9.11339390559717,-4.01309873000524,-1.5532294020663435,-1.8902338998021664,True,-0.33700449773582286,qnei,0.0,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.11920060342619195,4.177709733844956,6.92139066904976,2.743680935204804,3.46069533452488,-0.11920060342619195,2.743680935204804,levy_10
3,1.2215398945265932,-1.8526940960112448,-7.2254489839848475,-2.3051697626895606,5.3883010765742885,-1.7280128507125898,3.5862917451637237,1.6370775299250475,-8.469556417669544,4.597697160933441,3.479521067529223,1.2724059407808321,-0.2659161979552005,True,-1.5383221387360326,qnei,0.0,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,1.3520743909977802,8.27346506004754,1.3520743909977802,2.7578216866825134,-0.11920060342619195,2.743680935204804,levy_10
4,6.0386549000982335,-7.021370900301774,9.489982413480021,7.353070951747739,8.061397034248007,9.238901604876215,2.4233801649891635,-2.5763978218705352,-8.840692590608688,3.97186839944224,2.63183915000657,-0.8296150314879308,-1.1791047954377558,True,-0.349489763949825,qnei,0.0,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,3.454095363266543,11.727560423314083,1.3520743909977802,2.9318901058285207,-0.11920060342619195,2.743680935204804,levy_10
5,2.9807366646171722,-9.867654218814808,8.913660128884008,-2.2589757208187606,-8.594954958952453,9.784059467113533,4.715199946100963,0.4640270117688914,5.292952604225555,6.0518227519022645,3.3328570947917147,-1.48029180892682,-2.5821899036720777,True,-1.1018980947452577,qnei,0.0,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,4.104772140705432,15.832332564019515,1.3520743909977802,3.166466512803903,-0.11920060342619195,2.743680935204804,levy_10
6,3.1974672448787813,2.5798304261292873,-8.846993897186078,-6.757695692349982,5.196809498492391,-9.107260840081498,10.0,8.725252279678294,-10.0,-1.5270563414160194,0.8311723601743218,-2.4160527131527654,-3.436975159846489,True,-1.0209224466937235,qnei,0.342313600005582,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,5.040533044931378,20.872865608950892,1.3520743909977802,3.4788109348251486,-0.11920060342619195,2.743680935204804,levy_10
7,-0.28892503129637437,-1.248881980042072,-10.0,-2.224029897995807,7.175687492049153,-3.9472577552645083,10.0,0.7905180923304138,-10.0,6.631692701927823,2.979466514533993,-2.2139512679341644,-1.7862383941223174,True,0.42771287381184697,qnei,0.52880999998888,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,4.838431599712777,25.71129720866367,1.3520743909977802,3.6730424583805243,-0.11920060342619195,2.743680935204804,levy_10
8,2.39548045603303,-2.291227342842683,-5.399207947521023,-1.8230898895905254,2.30498284191821,-6.788520400444489,3.250403128467906,6.398751974643882,-8.605184524964152,5.2303004622237,-5.444058836047912,0.4770655374070523,0.4708947865706563,True,-0.006170750836396011,qnei,0.4480778999859467,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,2.14741479437156,27.85871200303523,1.3520743909977802,3.4823390003794037,0.4770655374070523,2.14741479437156,levy_10
9,1.4869709088701906,-0.6382285099264426,-10.0,-4.763488491102227,0.9846573402618185,-10.0,-1.620007993855156,8.813847481115141,-7.010131145594584,4.826091082268779,-6.528020745440936,-2.0631936093437178,-1.5208022613870606,True,0.5423913479566571,qnei,0.6107890999992378,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,4.6876739411223305,32.546385944157564,1.3520743909977802,3.616265104906396,0.4770655374070523,2.14741479437156,levy_10
10,3.5144263923496903,-3.9619805479941244,-1.7251674480112635,0.05172941815361019,0.5447752124865429,-7.158507492227959,4.588223651811279,7.256697467070003,-9.682037751829302,5.962250916847068,-9.11433220834994,-0.010826580198082952,-0.6060374796905527,True,-0.5952108994924697,qnei,0.47384480002801865,False,1.2523118106821833,16,02a57bc4-896f-4b3c-9706-7eaf806ea9fd,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,2.6353069119766954,35.18169285613426,1.3520743909977802,3.518169285613426,0.4770655374070523,2.14741479437156,levy_10
