iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-3.4605544678887856,9.74553686675851,-3.625783230289665,5.770978716400579,7.3979302339243205,-2.178303869216121,-1.2423625375440235,-2.5450219382129387,-7.860928070544513,-0.42069091674566117,-5.172957098306354,0.4104892994768138,0.8104603339493295,True,0.3999710344725157,qnei,0.0,False,1.2523118106821833,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.2139910323017986,2.2139910323017986,2.2139910323017986,2.2139910323017986,0.4104892994768138,2.2139910323017986,levy_10
2,-4.857095028977405,-6.305368863311703,-6.122709021913786,6.276553403100419,-1.5403162371154728,-4.881589896835479,1.8180570353082324,2.085445921169116,2.937160541203758,8.22712760897048,-6.9958777607606315,0.2824822027103648,0.30488601059262455,True,0.022403807882259763,qnei,0.0,False,1.2523118106821833,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.3419981290682474,4.5559891613700465,2.2139910323017986,2.2779945806850233,0.4104892994768138,2.2139910323017986,levy_10
3,-2.5722574311520763,-4.307587249783749,-9.664358953510986,-6.36892125274541,-2.1066283740279435,-2.1337857982735153,2.3345588881400197,-0.954669423457073,2.1466133514294974,-5.538800291732544,-7.320257364012419,-0.3949587224150516,-1.833137835439676,True,-1.4381791130246242,qnei,0.0,False,1.2523118106821833,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,3.019439054193664,7.5754282155637105,2.2139910323017986,2.525142738521237,0.4104892994768138,2.2139910323017986,levy_10
4,-3.4142124657649227,-8.07783132943706,-2.6832017066440805,-0.7964138502008424,4.379772877790282,7.3404973867082575,-8.963286949666518,9.12191821331799,4.402028504307356,9.775471973463084,-7.624457814034196,-0.35953658243578,-1.5130096905609625,True,-1.1534731081251826,qnei,0.0,False,1.2523118106821833,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.4104892994768138,2.984016914214392,10.559445129778103,2.2139910323017986,2.639861282444526,0.4104892994768138,2.2139910323017986,levy_10
5,-2.499564886034009,0.045080238101624204,4.944469240369569,-3.7793810035347697,-1.0019144783080218,-4.47681294798707,-1.0166967459785354,0.19948015802741992,1.30055879529049,4.083814301840809,-5.1636002684237425,2.0834676156006213,1.2523118106821833,True,-0.831155804918438,qnei,0.0,False,1.2523118106821833,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.541012716177991,11.100457845956093,0.541012716177991,2.2200915691912186,2.0834676156006213,0.541012716177991,levy_10
6,-3.266812265346705,7.0845608408603935,3.5120753638825173,3.6202218248450357,3.441937839286867,-5.403736485789343,-0.6640127280126454,-1.9560005766548612,-4.455223780958466,4.085100717151348,-4.4984952265580755,1.7119035038823223,2.5834676156006213,True,0.8715641117182991,qnei,0.34908989997347817,False,2.5834676156006213,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,0.91257682789629,12.013034673852383,0.541012716177991,2.002172445642064,1.7119035038823223,0.91257682789629,levy_10
7,-3.9368157567575546,8.37946473777412,5.965234429195894,8.035568724825596,3.5024943850679233,-7.843013423941243,0.015100668913055275,-2.266085710581996,-5.234938825987506,8.024146552540614,-3.9448278166949042,1.1316790455991714,1.1725791866927957,True,0.040900141093624276,qnei,0.2494042000034824,False,2.211903503882322,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.4928012861794409,13.505835960031824,0.541012716177991,1.9294051371474035,1.7119035038823223,0.91257682789629,levy_10
8,-3.4458186890236986,8.961347165246137,4.366183074568022,4.9125047630121434,1.6527265320103313,-9.678325773162692,2.556473271964851,-4.688283495473471,-5.399827322893609,3.3385359703994286,-3.9281469674404716,-0.08096697184210012,0.1941109323810904,True,0.2750779042231905,qnei,0.5854957000119612,False,2.211903503882322,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,2.7054473036207125,16.211283263652536,0.541012716177991,2.026410407956567,1.7119035038823223,0.91257682789629,levy_10
9,-3.0755879255189402,9.640250360570109,7.288824038366373,4.235271763741087,5.5540603560315125,-4.356763138594839,-2.9398852084086493,-1.3438402629582278,-5.835504916978507,6.161328879776722,-3.9068823681421487,-0.14493523241489578,0.7909151334720763,True,0.9358503658869721,qnei,0.5386886000051163,False,2.211903503882322,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,2.769415564193508,18.980698827846044,0.541012716177991,2.1089665364273382,1.7119035038823223,0.91257682789629,levy_10
10,-3.8852378629273256,5.8551230622520976,1.1079233831244717,6.484968135209265,3.679690930753559,-5.278433682144151,-0.3198985696379882,-1.3104822351882415,-4.253000588643406,5.389674219195749,-4.885515035158181,1.2837060988711786,2.151626440914828,True,0.8679203420436494,qnei,0.5460310999769717,False,2.211903503882322,8,a5f7d244-3111-4c38-ac6a-7df9e677df7f,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,2.0834676156006213,1.3407742329074337,20.32147306075348,0.541012716177991,2.032147306075348,1.7119035038823223,0.91257682789629,levy_10
