iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.501909332093339,7.944276019391509,5.513713804903871,-5.495856200188163,-3.9966743017754913,7.471068907925236,-9.894693908688506,6.424568367655326,5.941388575040925,-0.641300943125584,-3.939351463613729,-0.44983930380907383,-0.2188310325753295,True,0.23100827123374434,qnei,0.0,False,1.2523118106821833,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.074319635587686,3.074319635587686,3.074319635587686,3.074319635587686,-0.44983930380907383,3.074319635587686,levy_10
2,-4.4314877579845335,-4.902608246917508,-1.0984738823470686,0.09096517915906688,1.0699470414898489,9.910005668687852,5.853238384275061,2.443584588823253,9.779202953637697,-5.693826035288021,-6.795759322843109,-0.6193893504772024,-0.6888266005489959,True,-0.06943725007179347,qnei,0.0,False,1.2523118106821833,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.2438696822558146,6.318189317843501,3.074319635587686,3.1590946589217506,-0.44983930380907383,3.074319635587686,levy_10
3,2.250792085460615,-9.121159840772332,-9.286394424528076,0.29777640542740613,-0.675879493494218,8.343355463857044,2.5845250898202092,0.2823529319902782,-0.06253129212991482,-5.049701559453384,-9.764119489149882,0.48461625305099937,0.526022386118181,True,0.041406133067181605,qnei,0.0,False,1.2523118106821833,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,2.139864078727613,8.458053396571113,2.139864078727613,2.8193511321903713,0.48461625305099937,2.139864078727613,levy_10
4,-6.151957120293787,3.840642417636783,-5.987865520260096,-2.609273787955866,-9.925315158958481,6.60095459603491,-6.910778378771203,-4.648013908724291,7.606643079616575,0.19581619736846356,6.943004927317386,-1.5068566253412978,-1.2095119859869925,True,0.29734463935430533,qnei,0.0,False,1.2523118106821833,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,4.13133695711991,12.589390353691023,2.139864078727613,3.1473475884227557,0.48461625305099937,2.139864078727613,levy_10
5,2.794343338850524,4.835418947237143,-8.170087898739087,0.8228764275297742,0.15544472600699955,7.426787533857613,-2.774718819716848,1.9636813441442609,-8.814967153089928,-2.247363977785426,-3.539273074835867,1.5853975188741656,1.2523118106821833,True,-0.33308570819198224,qnei,0.0,False,1.2523118106821833,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.0390828129044467,13.62847316659547,1.0390828129044467,2.725694633319094,1.5853975188741656,1.0390828129044467,levy_10
6,8.47178477536756,-1.08883596198802,-9.150122797736955,1.0766466077092562,3.369565052566574,7.82536358969211,-0.7360483841187629,4.694450656105108,-10.0,-4.125560564689277,-10.0,-0.4070864574690078,-0.39207800958210326,True,0.01500844788690453,qnei,0.3938133000046946,False,2.0853975188741654,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,3.03156678924762,16.66003995584309,1.0390828129044467,2.776673325973848,1.5853975188741656,1.0390828129044467,levy_10
7,1.9086017427356514,8.760722657720034,-10.0,5.102434464620581,2.2913383845784896,6.932434005813116,-0.49581134307892255,-1.244113495741388,-10.0,-1.8987505313640314,-1.715188685488715,-1.5581758245749,-1.5342867645832785,True,0.023889059991621497,qnei,0.4877472000080161,False,2.0853975188741654,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,4.182656156353512,20.842696112196602,1.0390828129044467,2.977528016028086,1.5853975188741656,1.0390828129044467,levy_10
8,2.2787479439804934,6.921132796548251,-9.039849524691235,-0.04010167154514315,-1.4763020195832928,7.041809600259873,-5.027980327516129,1.6197935265628896,-10.0,-1.298546899601869,-2.108790926676743,-0.17297894066895986,0.19603841171720526,True,0.3690173523861651,qnei,0.7841030000126921,False,2.0853975188741654,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,2.797459272447572,23.640155384644174,1.0390828129044467,2.955019423080522,1.5853975188741656,1.0390828129044467,levy_10
9,2.186362843024731,1.9055480435516543,-7.8813259937611075,1.3189934035702546,0.44116803568291085,7.709317831916307,-0.7642187677533692,1.2382633547299948,-6.6771047064625595,-3.0099569118333553,-4.409517452563823,1.3832908652945997,1.3161813780890121,True,-0.06710948720558751,qnei,0.7772590999957174,False,2.0853975188741654,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.2411894664840126,24.881344851128187,1.0390828129044467,2.7645938723475765,1.3832908652945997,1.2411894664840126,levy_10
10,2.674182757071613,7.147466914509496,-3.888054294484461,1.1633525533678828,3.454768956016053,8.365084647948896,-0.8776643799935049,5.196058335506366,-6.161924234999125,-3.042940405515549,-4.39085333243462,1.0364167351471352,1.4918897322448825,True,0.45547299709774736,qnei,1.0493864000309259,False,1.8832908652945997,7,e6c19623-1ac9-4769-aed6-f5a49d5d0852,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.5880635966314771,26.469408447759665,1.0390828129044467,2.6469408447759664,1.0364167351471352,1.5880635966314771,levy_10
