iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,1.3383367775873012,-1.3851170901962888,-8.118523490769508,-3.0384089912800905,2.4301807676135887,-9.56689993634579,7.492647558910754,7.080990630538842,-9.113915684234303,6.048419257318084,-6.304096770263028,-0.11920060342619195,-0.31038325934354766,True,-0.19118265591735573,qnei,0.0,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.11920060342619195,2.743680935204804,2.743680935204804,2.743680935204804,2.743680935204804,-0.11920060342619195,2.743680935204804,levy_10
2,3.912478297971882,-6.899994902686666,3.83239511966533,9.172676621288407,9.699699754998953,3.2659053398640054,-6.728236753555262,-2.1017870544866035,-4.440095747101971,9.11339390559717,-4.01309873000524,-1.5532294020663435,-1.8921477365832997,True,-0.3389183345169562,qnei,0.0,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.11920060342619195,4.177709733844956,6.92139066904976,2.743680935204804,3.46069533452488,-0.11920060342619195,2.743680935204804,levy_10
3,1.2215398945265932,-1.8526940960112448,-7.2254489839848475,-2.3051697626895606,5.3883010765742885,-1.7280128507125898,3.5862917451637237,1.6370775299250475,-8.469556417669544,4.597697160933441,3.479521067529223,1.2724059407808321,1.101018747289226,True,-0.17138719349160603,qnei,0.0,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,1.3520743909977802,8.27346506004754,1.3520743909977802,2.7578216866825134,1.2724059407808321,1.3520743909977802,levy_10
4,6.0386549000982335,-7.021370900301774,9.489982413480021,7.353070951747739,8.061397034248007,9.238901604876215,2.4233801649891635,-2.5763978218705352,-8.840692590608688,3.97186839944224,2.63183915000657,-0.8296150314879308,-0.9069465280048296,True,-0.07733149651689875,qnei,0.0,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,3.454095363266543,11.727560423314083,1.3520743909977802,2.9318901058285207,1.2724059407808321,1.3520743909977802,levy_10
5,2.9807366646171722,-9.867654218814808,8.913660128884008,-2.2589757208187606,-8.594954958952453,9.784059467113533,4.715199946100963,0.4640270117688914,5.292952604225555,6.0518227519022645,3.3328570947917147,-1.48029180892682,-1.5455492951033427,True,-0.06525748617652272,qnei,0.0,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,4.104772140705432,15.832332564019515,1.3520743909977802,3.166466512803903,1.2724059407808321,1.3520743909977802,levy_10
6,0.6728944190938677,-0.8886951744719014,-9.308961410519565,-4.2980953315348405,5.781462219936221,-0.3137307555554117,4.4103541861992825,0.6165122854955449,-9.392288607852016,3.153509030136018,8.156105794356131,0.3260335598168019,0.11387991896318655,True,-0.21215364085361532,qnei,0.3863431999925524,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,2.2984467719618102,18.130779335981323,1.3520743909977802,3.0217965559968873,1.2724059407808321,1.3520743909977802,levy_10
7,-0.10462189916981762,-2.4598407945500833,-6.7952788401739355,-2.515339598063125,2.2104885000613703,-1.5837930023075164,0.7619199433238442,1.763738102511219,-2.705840898978006,7.188753568858269,2.0819390596995677,1.1943265824406066,1.1426679512518896,True,-0.05165863118871705,qnei,0.6029376999940723,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.2724059407808321,1.4301537493380057,19.560933085319327,1.3520743909977802,2.794419012188475,1.1943265824406066,1.4301537493380057,levy_10
8,3.278592883048968,-1.8866994434043896,-5.206532802541005,0.20429506909832423,-4.43246176882369,-1.1342164541107527,8.182040957615742,2.2971204837661863,-4.157483256076891,4.330246909694438,3.259249677151183,1.9112952092962745,1.2523118106821833,True,-0.6589833986140912,qnei,0.45016960002249107,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9112952092962745,0.7131851224823378,20.274118207801664,0.7131851224823378,2.534264775975208,1.9112952092962745,0.7131851224823378,levy_10
9,-1.6703703195685367,0.9422004167613627,-4.479793739319548,-7.503069637440334,9.328941383614474,-0.8349970007447014,2.9262545557067035,3.1229976268082837,-10.0,3.542945215709349,3.3730680716201906,-0.39231554902888854,-0.22829135372268805,True,0.1640241953062005,qnei,0.9788363000261597,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9112952092962745,3.016795880807501,23.290914088609163,0.7131851224823378,2.587879343178796,1.9112952092962745,0.7131851224823378,levy_10
10,1.2496671636989873,-0.7794966818883887,-8.294093559376295,0.3389643002921502,-2.6013781197000525,-3.419422999339086,4.0465752834030875,2.3300303813246743,-1.8385854101765375,7.136449674591352,1.7380765796207907,1.9459597136022697,1.2523118106821833,True,-0.6936479029200864,qnei,0.6239347000373527,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9459597136022697,0.6785206181763426,23.969434706785506,0.6785206181763426,2.3969434706785506,1.9112952092962745,0.7131851224823378,levy_10
11,5.181647564350765,-7.821187323926078,-9.317961339105931,-0.6838836675563854,-5.855751802488042,-3.0336301913282737,5.2208027082461905,2.2930532406255946,-4.0521168043722495,3.386284197795094,2.116639717176389,0.35503312398352294,0.5117320596859455,True,0.15669893570242255,qnei,0.719817699980922,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9459597136022697,2.269447207795089,26.238881914580595,0.6785206181763426,2.3853529013255086,1.9112952092962745,0.7131851224823378,levy_10
12,-4.033343282849547,-2.1068853961145053,-4.627673248138303,0.1207817292440639,4.678389581671341,-3.4623796134378395,10.0,3.953446175015074,-2.9013755515004926,10.0,3.6900800725656047,-0.1316535614007767,-0.001538408623517451,True,0.13011515277725924,qnei,0.7564464999595657,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9459597136022697,2.756133893179389,28.995015807759984,0.6785206181763426,2.416251317313332,1.9112952092962745,0.7131851224823378,levy_10
13,2.5483460777615834,0.19020806964648607,-6.657977724327726,3.8545049019856172,-2.399323220621601,-0.8428569832801365,2.047813801842481,-0.12914020921072455,-0.7986951676487583,8.387876384403313,2.3095060947179284,1.4115163646554214,1.2523118106821833,True,-0.15920455397323807,qnei,0.6352212999481708,False,1.2523118106821833,16,c3a81ec4-f6cd-4165-954b-29f50fcee8ea,gaussian,0.25,0,exact,value,learned,0.0625,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.9459597136022697,1.2129639671231909,30.207979774883174,0.6785206181763426,2.32369075191409,1.9112952092962745,0.7131851224823378,levy_10
