iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,6.619666377782231,-2.781066663314869,4.054786111641098,7.202375733051888,2.8263496157632932,0.9672641762662781,5.246268450623866,4.326287652800808,-0.6566249217829601,1.4491787636529416,4.9264472018262335,1.7252899069162502,1.2523118106821833,True,-0.47297809623406684,logei,0.0,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,0.8991904248623621,0.8991904248623621,0.8991904248623621,0.8991904248623621,1.7252899069162502,0.8991904248623621,levy_10
2,-8.728721617216062,2.93752085417748,4.721142857914884,-2.024823097441173,0.14365060644246874,-5.42558744472752,3.0038836169437744,9.425685284013465,-4.0257383055063745,-0.7433842143113285,7.832278000476215,0.641068706468326,-0.9356813774804675,True,-1.5767500839487936,logei,0.0,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,1.9834116253102863,2.8826020501726486,0.8991904248623621,1.4413010250863243,1.7252899069162502,0.8991904248623621,levy_10
3,1.0280175459500782,-1.5707051977474045,3.3658149160146458,-9.383595371937346,-6.924071642281742,7.426467687014991,-6.835203118031609,-9.41066322358149,8.527910746046778,5.055701141794504,9.548614569027734,-1.3748896397594967,-1.6032336400873568,True,-0.22834400032786006,logei,0.0,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,3.9993699715381092,6.881972021710758,0.8991904248623621,2.293990673903586,1.7252899069162502,0.8991904248623621,levy_10
4,5.194379039768071,8.456167517775178,-3.1117311061683983,5.092652424257164,-6.711832380158144,6.477802233342519,4.646240563372807,-6.173360639760432,-6.320655896314438,-6.625923677953867,6.3774676487440125,-1.496082298344275,-1.5194202189228292,True,-0.023337920578554217,logei,0.0,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,4.120562630122887,11.002534651833646,0.8991904248623621,2.7506336629584114,1.7252899069162502,0.8991904248623621,levy_10
5,3.286507395594988,-4.383647969127777,3.088453389376099,3.7204323930048453,3.7776484284983862,9.919337459653303,6.899273919882646,-1.4002907085632739,-9.058643916072864,-5.428094967704686,-8.503866845897171,0.13649633195016725,-0.11214549884734995,True,-0.2486418307975172,logei,0.0,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,2.487983999828445,13.490518651662091,0.8991904248623621,2.6981037303324182,1.7252899069162502,0.8991904248623621,levy_10
6,9.184044303357224,-5.371370000170523,5.073174631448214,9.570543293706887,5.153778348862745,0.841799132009646,6.281319296091908,5.810516190994698,0.06990780856727151,2.685579550067112,3.8414741395765373,-0.505174922318722,1.2523118106821833,True,1.7574867330009054,logei,0.9475649999803863,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,3.1296552540973344,16.620173905759426,0.8991904248623621,2.7700289842932375,1.7252899069162502,0.8991904248623621,levy_10
7,6.781852165040683,-9.419999264256624,2.90444798831472,9.518028038284791,9.870574456368509,0.004547776094659334,2.5167957524971705,3.065803382120417,0.8321951982517913,1.6585460215794878,7.925995996572911,-0.7791457771303509,-1.5282697558344118,True,-0.7491239787040609,logei,1.141858599963598,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,3.403626108908963,20.02380001466839,0.8991904248623621,2.860542859238341,1.7252899069162502,0.8991904248623621,levy_10
8,10.0,-4.502515929445366,6.415346775614013,10.0,3.502460347373627,1.5028902598944247,8.698602129382724,7.289757840717137,0.9024286894867454,4.301342205991621,2.0098865648242032,-0.4225294197386687,0.19618393075017776,True,0.6187133504888465,logei,0.6753556000185199,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7252899069162502,3.047009751517281,23.07080976618567,0.8991904248623621,2.8838512207732085,1.7252899069162502,0.8991904248623621,levy_10
9,8.683420202521496,-3.6560670181092885,3.564449663832212,7.948561609088253,4.700979115734537,0.8257636508694637,3.8582902834487323,4.001692593782815,-3.4679294719814115,-1.0626236829759421,3.5195125938366836,1.7691890420543488,1.2523118106821833,True,-0.5168772313721655,logei,0.4478099999832921,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7691890420543488,0.8552912897242635,23.926101055909932,0.8552912897242635,2.6584556728788815,1.7252899069162502,0.8991904248623621,levy_10
10,10.0,-5.02875086208895,4.36169011828887,10.0,3.941036695906835,1.9801017644429255,4.7516139192168465,3.3341689422233154,0.9664796161826442,2.6344578808996073,4.755539151693397,0.09033624087631563,1.2523118106821833,True,1.1619755698058678,logei,1.3747951000113972,False,1.2523118106821833,14,e34d8810-c2ae-4fd5-8681-9b80c2c0e88c,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.7691890420543488,2.5341440909022968,26.460245146812227,0.8552912897242635,2.6460245146812227,1.7252899069162502,0.8991904248623621,levy_10
