iteration,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,ceiling_value,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,2.501909332093339,7.944276019391509,5.513713804903871,-5.495856200188163,-3.9966743017754913,7.471068907925236,-9.894693908688506,6.424568367655326,5.941388575040925,-0.641300943125584,-3.939351463613729,-0.44983930380907383,-0.5679786132422626,True,-0.11813930943318879,qnei,0.0,False,1.2523118106821833,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.074319635587686,3.074319635587686,3.074319635587686,3.074319635587686,-0.44983930380907383,3.074319635587686,levy_10
2,-4.4314877579845335,-4.902608246917508,-1.0984738823470686,0.09096517915906688,1.0699470414898489,9.910005668687852,5.853238384275061,2.443584588823253,9.779202953637697,-5.693826035288021,-6.795759322843109,-0.6193893504772024,0.14903644290988083,True,0.7684257933870833,qnei,0.0,False,1.2523118106821833,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,-0.44983930380907383,3.2438696822558146,6.318189317843501,3.074319635587686,3.1590946589217506,-0.6193893504772024,3.2438696822558146,levy_10
3,2.250792085460615,-9.121159840772332,-9.286394424528076,0.29777640542740613,-0.675879493494218,8.343355463857044,2.5845250898202092,0.2823529319902782,-0.06253129212991482,-5.049701559453384,-9.764119489149882,0.48461625305099937,0.43491180096196963,True,-0.04970445208902974,qnei,0.0,False,1.2523118106821833,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,2.139864078727613,8.458053396571113,2.139864078727613,2.8193511321903713,0.48461625305099937,2.139864078727613,levy_10
4,-6.151957120293787,3.840642417636783,-5.987865520260096,-2.609273787955866,-9.925315158958481,6.60095459603491,-6.910778378771203,-4.648013908724291,7.606643079616575,0.19581619736846356,6.943004927317386,-1.5068566253412978,-1.1524194430541508,True,0.35443718228714705,qnei,0.0,False,1.2523118106821833,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,0.48461625305099937,4.13133695711991,12.589390353691023,2.139864078727613,3.1473475884227557,0.48461625305099937,2.139864078727613,levy_10
5,2.794343338850524,4.835418947237143,-8.170087898739087,0.8228764275297742,0.15544472600699955,7.426787533857613,-2.774718819716848,1.9636813441442609,-8.814967153089928,-2.247363977785426,-3.539273074835867,1.5853975188741656,1.2523118106821833,True,-0.33308570819198224,qnei,0.0,False,1.2523118106821833,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.0390828129044467,13.62847316659547,1.0390828129044467,2.725694633319094,1.5853975188741656,1.0390828129044467,levy_10
6,4.458194161911806,6.882368038206937,-10.0,3.8236045746210294,5.66890929498494,8.071975294022984,1.1118071532337808,4.024455428738538,-10.0,-3.5158617957151264,-5.971715618799828,-1.43843861377764,-1.4079416536605618,True,0.030496960117078142,qnei,0.41644690005341545,False,2.0853975188741654,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,4.062918945556252,17.69139211215172,1.0390828129044467,2.948565352025287,1.5853975188741656,1.0390828129044467,levy_10
7,-2.4937861281121485,7.399952328069461,-9.449294598953417,2.2218565630994065,-0.41002145617460595,7.660986396308404,-0.7997515542057314,-0.5567386231282373,-10.0,-1.9283718512460548,2.054776159506725,-0.3884779195319103,-1.2202212818909297,True,-0.8317433623590194,qnei,0.5142993000335991,False,2.0853975188741654,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,3.0129582513105224,20.704350363462243,1.0390828129044467,2.9577643376374634,1.5853975188741656,1.0390828129044467,levy_10
8,3.2908780093584866,1.0696817120838902,-8.843964845950655,0.56323145402684,-0.27876913457090613,7.516535265068882,-1.905954133353001,1.4873719380548365,-7.439603082503128,-2.8538084609634073,-5.404989420666808,1.4221472951082212,2.0853975188741654,True,0.6632502237659441,qnei,0.5869410000159405,False,2.0853975188741654,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,1.202333036670391,21.906683400132636,1.0390828129044467,2.7383354250165794,1.4221472951082212,1.202333036670391,levy_10
9,6.157538105301197,1.8084097841138864,-8.156069138501401,-0.4351190784409262,-0.694514767287053,7.072545832668551,-4.557881492258871,2.6510219624931626,-10.0,-2.310034304032052,-6.924134894629199,0.1233383184294016,0.5382686682215745,True,0.4149303497921729,qnei,0.7195102999685332,False,1.9221472951082212,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,2.501142013349211,24.407825413481845,1.0390828129044467,2.7119806014979826,1.4221472951082212,1.202333036670391,levy_10
10,3.0040870749731567,-0.994120536607619,-10.0,0.8994684513700597,-1.29475280532889,7.260620808219471,-1.5661850206153887,-0.2805001589422616,-8.071522474207768,-2.854920028917602,-4.8281688516130465,0.43782818282960706,0.12129486081168783,True,-0.3165333220179192,qnei,0.6769546999712475,False,1.9221472951082212,7,ca5e1a57-a1b2-461e-a1c2-111252655161,gaussian,1.0,0,exact,value,learned,1.0,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",2.6244803317786123,1.5853975188741656,2.186652148949005,26.59447756243085,1.0390828129044467,2.659447756243085,1.4221472951082212,1.202333036670391,levy_10
