dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
rosenbrock,value,qnei,0.44999999999999996,1.3,0.0006467587460920981,2.675239251032926,0.0,3,4
rosenbrock,value,logei,0.55,1.7,0.003914698751591354,2.964348877222757,0.0,1,4
