dataset,objective,acquisition,mean_rank_normalized,mean_rank_absolute,mean_auc_excess_postonset_per_iter,mean_auc_simple_regret_true_jitter,mean_response_l2_excess,condition_wins,conditions
ackley,value,logei,0.25,1.4,1.3735453047136763,579.963023438241,0.0,4,4
ackley,value,ucb,0.75,1.6,2.114238545853165,583.1888328076959,0.0,0,4
