run_id,dataset,objective,acquisition,seed,oracle_model,baseline,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2,final_best_true,final_simple_regret_true,final_cum_regret_true,final_avg_regret_true,auc_simple_regret_true,auc_simple_regret_true_postonset_per_iter,final_inference_simple_regret_true,auc_inference_simple_regret_true,param_columns,response_x0,response_x1,response_x2,response_x3
473e6cef-103f-4b1d-b89f-95526fcbb0f5,rastrigin,value,logei,10,exact,True,none,0.0,0,50,0,1,2,8.570560621307576,2.3562673945098958,1.2826716789281565,126.5933964799582,2.531867929599164,79.97812292953813,1.6322065903987373,1.2826716789281565,79.97812292953813,"x0,x1,x2,x3",-4.5383382342902845,-0.7348449900404757,-1.4275420722524126,7.090847756597849
77ca2661-e728-4f24-84bf-35d95afd610b,rastrigin,value,logei,10,exact,False,missing_low,0.15,0,50,0,1,2,8.570560621307576,2.3061904985827155,1.3327485748553365,136.33116905581662,2.7266233811163323,87.16895616985212,1.7789582891806557,1.3327485748553365,87.16895616985212,"x0,x1,x2,x3",-4.5383382342902845,-0.7348449900404757,-1.4275420722524126,7.090847756597849
0ca06a27-a1c8-4399-bae8-f35f0feba84f,rastrigin,value,logei,10,exact,False,missing_low,0.3,0,50,0,1,2,8.570560621307576,2.941181996951004,0.697757076487048,125.74983937365978,2.5149967874731955,69.33853975030163,1.415072239802074,0.697757076487048,69.33853975030163,"x0,x1,x2,x3",-4.5383382342902845,-0.7348449900404757,-1.4275420722524126,7.090847756597849
26605d79-3531-4a59-88b1-ae330498e7ca,rastrigin,value,logei,10,exact,False,missing_mcar,0.15,0,50,0,1,2,8.570560621307576,2.751151738606658,0.8877873348313936,144.9516648949211,2.8990332978984217,92.44087209142641,1.8865484100291106,0.8877873348313936,107.41210552401445,"x0,x1,x2,x3",-4.5383382342902845,-0.7348449900404757,-1.4275420722524126,7.090847756597849
9b0c2d99-4179-4237-8296-b8df556149e4,rastrigin,value,logei,10,exact,False,missing_mcar,0.3,0,50,0,1,2,8.570560621307576,2.611235505152823,1.027703568285229,128.08061847362004,2.561612369472401,73.66660039476568,1.5034000080564425,1.027703568285229,76.14258787034296,"x0,x1,x2,x3",-4.5383382342902845,-0.7348449900404757,-1.4275420722524126,7.090847756597849
69758c67-2a74-4c8f-9350-d314883d3cc6,rastrigin,value,logei,11,exact,True,none,0.0,0,50,0,1,2,7.069458103081879,2.6163010911088973,1.0226379823291545,126.67350112617936,2.533470022523587,81.24129446529683,1.6579856013325884,1.0226379823291545,81.24129446529683,"x0,x1,x2,x3",0.1982042297165445,4.392275563727407,-5.438236482244204,1.0351097961200995
f2a39c6f-a030-4618-9353-2be06539e59a,rastrigin,value,logei,11,exact,False,missing_low,0.15,0,50,0,1,2,7.069458103081879,2.6163010911088973,1.0226379823291545,126.67350112617936,2.533470022523587,81.24129446529683,1.6579856013325884,1.0226379823291545,81.24129446529683,"x0,x1,x2,x3",0.1982042297165445,4.392275563727407,-5.438236482244204,1.0351097961200995
d301fcb0-b523-4d68-a31c-b4f374c2b04c,rastrigin,value,logei,11,exact,False,missing_low,0.3,0,50,0,1,2,7.069458103081879,3.068096746455947,0.5708423269821048,122.33777526962648,2.4467555053925296,65.7740689094884,1.3423279369283347,0.5708423269821048,65.7740689094884,"x0,x1,x2,x3",0.1982042297165445,4.392275563727407,-5.438236482244204,1.0351097961200995
c88b8207-dc25-4378-a982-d498d76dfe73,rastrigin,value,logei,11,exact,False,missing_mcar,0.15,0,50,0,1,2,7.069458103081879,2.532361350890269,1.1065777225477826,125.9531107689402,2.519062215378804,83.6811857104322,1.707779300212902,1.1065777225477826,83.93350666886529,"x0,x1,x2,x3",0.1982042297165445,4.392275563727407,-5.438236482244204,1.0351097961200995
390c9dd9-56d8-44ab-8f1e-844ccde6038e,rastrigin,value,logei,11,exact,False,missing_mcar,0.3,0,50,0,1,2,7.069458103081879,2.1887566650930945,1.4501824083449573,156.5225207867996,3.130450415735992,103.49596809756241,2.1121626142359675,1.4501824083449573,104.2420395591471,"x0,x1,x2,x3",0.1982042297165445,4.392275563727407,-5.438236482244204,1.0351097961200995
710cbd45-c3fe-4048-b2f6-a5fda50c0a27,rastrigin,value,logei,7,exact,True,none,0.0,0,50,0,1,2,10.517470356330351,2.8158721331317014,0.8230669403063504,101.83510039763851,2.0367020079527705,59.76754516648718,1.2197458197242281,0.8230669403063504,59.76754516648718,"x0,x1,x2,x3",-3.327274820540841,-0.24228204107073203,-7.889104749359297,6.103257378735867
3f970652-2bc5-46d2-995c-674216d7f137,rastrigin,value,logei,7,exact,False,missing_low,0.15,0,50,0,1,2,10.517470356330351,2.8158721331317014,0.8230669403063504,101.83510039763851,2.0367020079527705,59.76754516648718,1.2197458197242281,0.8230669403063504,59.76754516648718,"x0,x1,x2,x3",-3.327274820540841,-0.24228204107073203,-7.889104749359297,6.103257378735867
76aa0002-f8fc-4ca5-b408-f6bbf49e2219,rastrigin,value,logei,7,exact,False,missing_low,0.3,0,50,0,1,2,10.517470356330351,2.6221130589613773,1.0168260144766743,123.24700857932024,2.4649401715864045,83.84965029160405,1.7112173528898786,1.0168260144766743,83.84965029160405,"x0,x1,x2,x3",-3.327274820540841,-0.24228204107073203,-7.889104749359297,6.103257378735867
3cca8ed7-f2ba-4bfa-af9a-00627b2531c1,rastrigin,value,logei,7,exact,False,missing_mcar,0.15,0,50,0,1,2,10.517470356330351,2.7793369679930757,0.8596021054449765,132.05513943183792,2.641102788636758,80.54002822780315,1.6436740454653704,0.8596021054449765,80.54002822780315,"x0,x1,x2,x3",-3.327274820540841,-0.24228204107073203,-7.889104749359297,6.103257378735867
18a81f3f-f8ce-4261-aaa4-b4b2308be1ff,rastrigin,value,logei,7,exact,False,missing_mcar,0.3,0,50,0,1,2,10.517470356330351,3.1796554801167334,0.4592835933213184,116.93464222774044,2.3386928445548083,63.639866159098986,1.2987727787571222,0.4593016644320693,64.98368907201497,"x0,x1,x2,x3",-3.327274820540841,-0.24228204107073203,-7.889104749359297,6.103257378735867
