User_ID;Run;Phase;value;x0;x1;x2
14;1;sampling;1.1826628962166361;0.8309833188891115;0.3609466668342566;0.7027393055820549
14;2;sampling;-1.2535372243585143;0.8601187866525944;0.6413174807881646;0.5483632088133139
14;3;sampling;-0.7935607994902425;0.7623134225311933;0.7163143826400404;0.467168753910852
14;4;sampling;-0.34878955072520446;0.572458938182647;0.7463223600913117;0.0635639191391969
14;5;sampling;-1.9214953168719642;0.646876042708874;0.7360571428957442;0.3987588451279413
14;6;optimization;0.03404206809090604;0.8238296786179445;0.3375892086727937;0.7166394313112506
14;7;optimization;-0.6692486527079805;0.8120860353791918;0.3121532367090794;0.7318718274115633
14;8;optimization;1.549472653699147;0.9240445816626556;0.3207060447058253;0.7286287104133509
14;9;optimization;-0.1556323439473144;0.6061726929368778;0.3261296770411832;0.7245472121632845
14;10;optimization;0.9698922332967662;0.1610983894116903;0.3252197698996354;0.7277286989908459
14;11;optimization;0.5246725651905133;0.0;0.3260244881938872;0.7309479760782277
14;12;optimization;1.2135615561853266;0.0;0.3334418510768864;0.7898919807985497
14;13;optimization;0.9070683675982004;0.0;0.3474001383706285;0.8210395082190014
14;14;optimization;0.2097414375215798;0.0;0.3628195524741971;0.8531582409714935
14;15;optimization;2.07436695023721;0.0;0.3773085413146152;0.8792952497031048
14;16;optimization;2.784075316063528;0.0;0.3920723450038638;0.8819972888130929
14;17;optimization;1.3826928655269493;0.0;0.4256130271380451;0.8823414383533951
14;18;optimization;4.280564447597183;0.0;0.4603789044468989;0.8755653292611201
14;19;optimization;3.8260746346150536;0.0012018698355808;0.4937024873291413;0.8680774955572805
14;20;optimization;1.7955242111335348;0.003231853444445;0.5268138024559134;0.8609138381408407
