iteration,x0,x1,objective_true,objective_observed,error_applied,error_magnitude,acquisition,fit_time_sec,acq_opt_failed,noise_effort,seed,run_id,error_model,jitter_std,jitter_iteration,oracle_model,objective,observation_noise,known_noise_var,param_columns,y_opt,best_true_so_far,regret_inst_true,regret_cum_true,simple_regret_true,regret_avg_true,inference_value_true,inference_simple_regret_true,dataset
1,-177.18038875590582,498.97148757803575,0.44332084815357076,0.7261430789072849,True,0.28282223075371415,qnei,0.0,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,0.44332084815357076,2.761724682901488,2.761724682901488,2.761724682901488,2.761724682901488,0.44332084815357076,2.761724682901488,eggholder
2,-185.64010139083086,295.47411027970963,0.40041572224414207,0.41625760672208856,True,0.01584188447794649,qnei,0.0,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,0.44332084815357076,2.8046298088109167,5.566354491712405,2.761724682901488,2.7831772458562023,0.44332084815357076,2.761724682901488,eggholder
3,378.77402797692525,-111.52915810386537,1.222393723857696,0.20544752047713,True,-1.016946203380566,qnei,0.0,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.222393723857696,1.9826518071973627,7.5490062989097675,1.9826518071973627,2.5163354329699223,0.44332084815357076,2.761724682901488,eggholder
4,-63.608961922254025,-130.30512323650248,0.46099718007714546,-0.3546314765944946,True,-0.8156286566716401,qnei,0.0,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.222393723857696,2.744048350977913,10.293054649887681,1.9826518071973627,2.5732636624719203,0.44332084815357076,2.761724682901488,eggholder
5,-402.47951721187906,-21.53937493737783,-1.2619283954788965,-1.3181284229053067,True,-0.05620002742641028,qnei,0.0,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.222393723857696,4.466973926533955,14.760028576421636,1.9826518071973627,2.952005715284327,0.44332084815357076,2.761724682901488,eggholder
6,-91.6174335784713,512.0,-1.2798282285047686,0.29199212834315613,True,1.5718203568479248,qnei,0.33424809999996796,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.222393723857696,4.484873759559827,19.244902335981465,1.9826518071973627,3.2074837226635773,0.44332084815357076,2.761724682901488,eggholder
7,499.2947879043611,510.4240114683355,1.3658266871474787,1.394747454266267,True,0.028920767118788326,qnei,0.20427209994522855,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.3658266871474787,1.83921884390758,21.084121179889046,1.83921884390758,3.0120173114127207,1.3658266871474787,1.83921884390758,eggholder
8,512.0,212.27887297661377,-0.9030198814693157,-0.708510430038514,True,0.19450945143080167,qnei,0.27731380000477657,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.3658266871474787,4.1080654125243745,25.19218659241342,1.83921884390758,3.1490233240516776,1.3658266871474787,1.83921884390758,eggholder
9,391.45106654781944,512.0,1.8180947673989094,2.4798409072934993,True,0.6617461398945899,qnei,0.19187689997488633,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,1.8180947673989094,1.3869507636561493,26.57913735606957,1.3869507636561493,2.95323748400773,1.8180947673989094,1.3869507636561493,eggholder
10,320.178549494936,512.0,2.1193242835244184,2.7330366429132305,True,0.6137123593888121,qnei,0.25242150004487485,False,2.0,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,0.5,"x0,x1",3.2050455310550587,2.1193242835244184,1.0857212475306404,27.66485860360021,1.0857212475306404,2.766485860360021,2.1193242835244184,1.0857212475306404,eggholder
11,300.4710508455288,436.41243774766633,0.8754852130706083,2.189326313875142,True,1.3138411008045339,qnei,0.3138236000086181,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,2.32956031798445,29.99441892158466,1.0857212475306404,2.7267653565076966,2.1193242835244184,1.0857212475306404,eggholder
12,-504.22935091356715,512.0,-3.406598504379508,-2.6573887769788196,True,0.7492097274006886,qnei,0.22651219996623695,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,6.611644035434567,36.606062957019226,1.0857212475306404,3.0505052464182687,2.1193242835244184,1.0857212475306404,eggholder
13,220.02841197964617,-512.0,0.6359082835390356,2.6985109818953212,True,2.0626026983562857,qnei,0.24931179999839514,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,2.5691372475160232,39.17520020453525,1.0857212475306404,3.013476938810404,2.1193242835244184,1.0857212475306404,eggholder
14,298.5018307176172,-512.0,1.962087906336324,1.5538293322647454,True,-0.4082585740715785,qnei,0.33539889997337013,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,1.2429576247187348,40.418157829253985,1.0857212475306404,2.8870112735181417,2.1193242835244184,1.0857212475306404,eggholder
15,156.3021866150216,-512.0,-1.2608889870969369,-2.4479210300660386,True,-1.1870320429691017,qnei,0.34061260003363714,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,4.465934518151996,44.88409234740598,1.0857212475306404,2.9922728231603988,2.1193242835244184,1.0857212475306404,eggholder
16,245.32581783319492,-508.7165492042567,1.4579687860672594,-0.5244867544732763,True,-1.9824555405405357,qnei,0.31299439998110756,False,0.75,8,5d3b00a1-a66c-4ed7-9280-f3aee077e1c8,gaussian,1.0,0,exact,value,learned,1.3333333333333333,"x0,x1",3.2050455310550587,2.1193242835244184,1.7470767449877993,46.63116909239378,1.0857212475306404,2.9144480682746114,2.1193242835244184,1.0857212475306404,eggholder
