run_id,dataset,objective,acquisition,seed,oracle_model,baseline,variant,error_model,jitter_std,jitter_iteration,n_iterations,acq_opt_failures,response_start_iteration,response_end_iteration,response_l2_jitter,final_best_true_jitter,final_simple_regret_true_jitter,final_cum_regret_true_jitter,final_avg_regret_true_jitter,auc_simple_regret_true_jitter,auc_simple_regret_true_postonset_per_iter_jitter,final_inference_simple_regret_true_jitter,auc_inference_simple_regret_true_jitter,param_columns,response_x0,response_x1,response_x2,response_x3,response_x4,response_x5,response_x6,response_x7,response_x8,response_x9,response_x10,response_l2_baseline,final_best_true_baseline,final_simple_regret_true_baseline,final_cum_regret_true_baseline,final_avg_regret_true_baseline,auc_simple_regret_true_baseline,auc_simple_regret_true_postonset_per_iter_baseline,final_inference_simple_regret_true_baseline,auc_inference_simple_regret_true_baseline,response_l2_excess,final_best_true_excess,final_simple_regret_excess_true,final_cum_regret_excess_true,final_avg_regret_excess_true,auc_simple_regret_excess_true,auc_simple_regret_excess_true_postonset_per_iter,final_inference_simple_regret_excess_true,auc_inference_simple_regret_excess_true
b8bb80dc-8589-4a98-a9a1-0215dbf920d5,levy_10,value,logei,10,exact,False,noise-self_report_conf-r0.3,gaussian,0.25,0,50,0,1,2,31.125862049461226,2.082111849920396,0.5423684818582166,78.86037513559232,1.5772075027118464,49.66911257715048,1.0136553587173567,0.5950556154038398,58.27038146964078,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,0.025891890135517404,-0.02589189013551696,-29.643212574007393,-0.5928642514801479,1.954695463198739,0.03989174414691299,0.026795243410106195,10.555964355689042
1e1ace5c-e2b9-4f4c-87c2-1687e18a801f,levy_10,value,logei,10,exact,False,noise-self_report_conf-r0.3,gaussian,1.0,0,50,0,1,2,31.125862049461226,1.3631431038430772,1.261337227935535,106.30393571626072,2.1260787143252142,81.76191240797769,1.668610457305667,1.696788939522012,93.59657177418623,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-12.355727943147988,7.361574757307334,-1.502860411321075,13.556436278855504,8.41267708830033,0.18150181831441348,1.1308746252561264,-14.047926608889131,9.620395174159006,-14.616231395576778,0.5581368704161598,31.125862049461226,2.0562199597848787,0.5682603719937336,108.50358770959971,2.1700717541919943,47.71441711395174,0.9737636145704437,0.5682603719937336,47.71441711395174,0.0,-0.6930768559418015,0.6930768559418015,-2.199651993338989,-0.04399303986678005,34.04749529402595,0.6948468427352233,1.1285285675282783,45.88215466023449
2437780e-b05f-4ef7-b7e3-6646ecf5f235,levy_10,value,logei,11,exact,False,noise-self_report_conf-r0.3,gaussian,0.25,0,50,0,1,2,26.46118990581866,2.200822092875176,0.4236582389034367,72.71874635111665,1.454374927022333,34.87969809923307,0.711830573453736,0.4596596822206198,35.777736636138044,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922,26.46118990581866,2.1816526652768524,0.4428276665017598,75.42771018620648,1.5085542037241295,32.0009746480338,0.6530811152659959,0.4428276665017598,32.0009746480338,0.0,0.01916942759832363,-0.01916942759832313,-2.7089638350898326,-0.054179276701796564,2.8787234511992708,0.05874945818774013,0.016832015718860005,3.776761988104248
6705f44e-a47e-4691-93ea-85cb4b4d2b46,levy_10,value,logei,11,exact,False,noise-self_report_conf-r0.3,gaussian,1.0,0,50,0,1,2,26.46118990581866,1.935258012530009,0.6892223192486033,98.36168097062412,1.9672336194124824,39.485858578676456,0.8058338485444175,1.1015434145741565,76.49458051385996,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",7.656396380681262,3.271301801533685,-6.523790837244563,2.1855812899002167,12.802270198530717,-5.157008777157715,8.839234746579272,13.739249731407202,-7.985063688434973,7.180600930018455,-3.289673247994922,26.46118990581866,2.1816526652768524,0.4428276665017598,75.42771018620648,1.5085542037241295,32.0009746480338,0.6530811152659959,0.4428276665017598,32.0009746480338,0.0,-0.24639465274684347,0.24639465274684352,22.93397078441764,0.4586794156883529,7.48488393064266,0.15275273327842165,0.6587157480723966,44.49360586582616
32913d35-fc22-497a-bfd3-00ab953ac67d,levy_10,value,logei,7,exact,False,noise-self_report_conf-r0.3,gaussian,0.25,0,50,0,1,2,25.138189916473408,2.316815141658842,0.3076651901197702,68.5219743034678,1.370439486069356,34.09830386495014,0.6958837523459213,0.3076651901197702,35.09532418497538,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-6.9333970900778725,-12.846884266309017,-6.612187687250939,5.58682137934723,5.06662134326534,2.4389367607626156,15.747932292963567,-3.9809837788320728,3.8378143785967715,-5.052525092162437,-2.85640785922938,25.138189916473408,2.070012963314243,0.5544673684643695,81.16715442890728,1.6233430885781457,44.68148210699852,0.9118669817754801,0.5544673684643695,44.68148210699852,0.0,0.24680217834459928,-0.24680217834459928,-12.645180125439481,-0.2529036025087896,-10.583178242048383,-0.21598322942955883,-0.24680217834459928,-9.58615792202314
1c0f8fb6-93d0-4c26-aaa9-cd0888df5dcb,levy_10,value,logei,7,exact,False,noise-self_report_conf-r0.3,gaussian,1.0,0,50,0,1,2,25.138189916473408,1.926756740341304,0.6977235914373081,98.49668304703695,1.9699336609407396,44.60218685629399,0.9102487113529386,0.9871326229743288,56.3391537796836,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-6.9333970900778725,-12.846884266309017,-6.612187687250939,5.58682137934723,5.06662134326534,2.4389367607626156,15.747932292963567,-3.9809837788320728,3.8378143785967715,-5.052525092162437,-2.85640785922938,25.138189916473408,2.070012963314243,0.5544673684643695,81.16715442890728,1.6233430885781457,44.68148210699852,0.9118669817754801,0.5544673684643695,44.68148210699852,0.0,-0.14325622297293883,0.1432562229729386,17.32952861812967,0.34659057236259394,-0.0792952507045328,-0.001618270422541479,0.4326652545099593,11.657671672685076
f3b6a612-b8db-43bd-a79d-7d1edc0a6148,levy_10,value,logei,8,exact,False,noise-self_report_conf-r0.3,gaussian,0.25,0,50,0,1,2,24.0579731692512,2.253288395255864,0.3711919365227483,67.50836531401178,1.3501673062802355,30.269188766508492,0.6177385462552754,0.416568171392818,32.68078681075477,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.396540561088619,-16.050905730070212,-2.496925791624121,0.5055746866998394,-8.938246471039793,-2.7032860276193578,3.060419572852256,4.630467859382055,10.79808861174827,8.647818525716142,-1.822920662454278,24.0579731692512,2.4820490864514664,0.1424312453271459,53.98379413314895,1.0796758826629789,25.56574515791671,0.5217499011819736,0.1424312453271459,25.56574515791671,0.0,-0.22876069119560238,0.22876069119560238,13.524571180862836,0.27049142361725664,4.703443608591783,0.09598864507330174,0.2741369260656721,7.115041652838059
a8528fce-da54-4c30-b1fb-25bb554bade5,levy_10,value,logei,8,exact,False,noise-self_report_conf-r0.3,gaussian,1.0,0,50,0,1,2,24.0579731692512,2.0834676156006213,0.541012716177991,115.98976399171322,2.3197952798342643,32.36504719915488,0.6605111673296914,1.721376153112986,72.02632713763147,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-1.396540561088619,-16.050905730070212,-2.496925791624121,0.5055746866998394,-8.938246471039793,-2.7032860276193578,3.060419572852256,4.630467859382055,10.79808861174827,8.647818525716142,-1.822920662454278,24.0579731692512,2.4820490864514664,0.1424312453271459,53.98379413314895,1.0796758826629789,25.56574515791671,0.5217499011819736,0.1424312453271459,25.56574515791671,0.0,-0.39858147085084505,0.39858147085084505,62.00596985856427,1.2401193971712854,6.799302041238171,0.13876126614771778,1.5789449077858402,46.46058197971476
42b1de70-c9df-4575-95a9-763a7abd4c05,levy_10,value,logei,9,exact,False,noise-self_report_conf-r0.3,gaussian,0.25,0,50,0,1,2,29.7755626024173,1.9709259993908652,0.6535543323877469,133.99228221117733,2.6798456442235463,71.25320371001142,1.454147014490029,0.7723460025064455,85.49430556566486,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-16.101900131999543,-5.623823168163247,4.549465738393904,4.115363227319936,1.370704461382287,-11.995532610244688,-3.101198891868618,-12.381131117010316,14.28321496816303,-3.150015607624434,5.952931767016869,29.7755626024173,2.547142289896561,0.0773380418820508,81.43522281798296,1.628704456359659,38.7236755801104,0.7902790934716408,0.0773380418820508,38.7236755801104,0.0,-0.5762162905056958,0.576216290505696,52.557059393194365,1.0511411878638872,32.52952812990102,0.6638679210183882,0.6950079606243946,46.77062998555446
d0fad782-7baf-4274-ae48-6a27a43a8903,levy_10,value,logei,9,exact,False,noise-self_report_conf-r0.3,gaussian,1.0,0,50,0,1,2,29.7755626024173,1.3100350333570292,1.314445298421583,135.3307480324402,2.706614960648804,82.74057304481491,1.6885831233635695,2.7703661068749894,129.0790428551272,"x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10",-16.101900131999543,-5.623823168163247,4.549465738393904,4.115363227319936,1.370704461382287,-11.995532610244688,-3.101198891868618,-12.381131117010316,14.28321496816303,-3.150015607624434,5.952931767016869,29.7755626024173,2.547142289896561,0.0773380418820508,81.43522281798296,1.628704456359659,38.7236755801104,0.7902790934716408,0.0773380418820508,38.7236755801104,0.0,-1.2371072565395318,1.2371072565395322,53.89552521445724,1.077910504289145,44.016897464704506,0.8983040298919287,2.6930280649929386,90.35536727501679
