dataset,acquisition,seed,error_model,jitter_std,jitter_iteration,variant,budget,k,tolerance,extra,censored,multiplier
ackley,logei,10,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,10,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,10,missing_low,0.3,0,miss-drop,50,10,0.01,2.0,False,1.2
ackley,logei,10,missing_low,0.3,0,miss-drop,50,25,0.01,10.0,False,1.4
ackley,logei,10,missing_mcar,0.15,0,miss-drop,50,10,0.01,-1.0,False,0.9
ackley,logei,10,missing_mcar,0.15,0,miss-drop,50,25,0.01,5.0,False,1.2
ackley,logei,10,missing_mcar,0.3,0,miss-drop,50,10,0.01,2.0,False,1.2
ackley,logei,10,missing_mcar,0.3,0,miss-drop,50,25,0.01,21.0,False,1.84
ackley,logei,11,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,11,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,11,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,11,missing_low,0.3,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,11,missing_mcar,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,11,missing_mcar,0.15,0,miss-drop,50,25,0.01,2.0,False,1.08
ackley,logei,11,missing_mcar,0.3,0,miss-drop,50,10,0.01,20.0,False,3.0
ackley,logei,11,missing_mcar,0.3,0,miss-drop,50,25,0.01,11.0,False,1.44
ackley,logei,7,missing_low,0.15,0,miss-drop,50,10,0.01,-1.0,False,0.9
ackley,logei,7,missing_low,0.15,0,miss-drop,50,25,0.01,23.0,False,1.92
ackley,logei,7,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,7,missing_low,0.3,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,7,missing_mcar,0.15,0,miss-drop,50,10,0.01,-1.0,False,0.9
ackley,logei,7,missing_mcar,0.15,0,miss-drop,50,25,0.01,17.0,False,1.68
ackley,logei,7,missing_mcar,0.3,0,miss-drop,50,10,0.01,2.0,False,1.2
ackley,logei,7,missing_mcar,0.3,0,miss-drop,50,25,0.01,29.0,True,2.16
ackley,logei,8,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,8,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,8,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,8,missing_low,0.3,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,8,missing_mcar,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,8,missing_mcar,0.15,0,miss-drop,50,25,0.01,17.0,False,1.68
ackley,logei,8,missing_mcar,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,8,missing_mcar,0.3,0,miss-drop,50,25,0.01,13.0,False,1.52
ackley,logei,9,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,logei,9,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,logei,9,missing_low,0.3,0,miss-drop,50,10,0.01,3.0,False,1.3
ackley,logei,9,missing_low,0.3,0,miss-drop,50,25,0.01,1.0,False,1.04
ackley,logei,9,missing_mcar,0.15,0,miss-drop,50,10,0.01,7.0,False,1.7
ackley,logei,9,missing_mcar,0.15,0,miss-drop,50,25,0.01,10.0,False,1.4
ackley,logei,9,missing_mcar,0.3,0,miss-drop,50,10,0.01,5.0,False,1.5
ackley,logei,9,missing_mcar,0.3,0,miss-drop,50,25,0.01,23.0,False,1.92
ackley,ucb,10,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,10,missing_low,0.15,0,miss-drop,50,25,0.01,6.0,False,1.24
ackley,ucb,10,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,10,missing_low,0.3,0,miss-drop,50,25,0.01,23.0,False,1.92
ackley,ucb,10,missing_mcar,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,10,missing_mcar,0.15,0,miss-drop,50,25,0.01,6.0,False,1.24
ackley,ucb,10,missing_mcar,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,10,missing_mcar,0.3,0,miss-drop,50,25,0.01,26.0,True,2.04
ackley,ucb,11,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,11,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,ucb,11,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,11,missing_low,0.3,0,miss-drop,50,25,0.01,12.0,False,1.48
ackley,ucb,11,missing_mcar,0.15,0,miss-drop,50,10,0.01,8.0,False,1.8
ackley,ucb,11,missing_mcar,0.15,0,miss-drop,50,25,0.01,13.0,False,1.52
ackley,ucb,11,missing_mcar,0.3,0,miss-drop,50,10,0.01,-1.0,False,0.9
ackley,ucb,11,missing_mcar,0.3,0,miss-drop,50,25,0.01,12.0,False,1.48
ackley,ucb,7,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,7,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,ucb,7,missing_low,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,7,missing_low,0.3,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,ucb,7,missing_mcar,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,7,missing_mcar,0.15,0,miss-drop,50,25,0.01,1.0,False,1.04
ackley,ucb,7,missing_mcar,0.3,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,7,missing_mcar,0.3,0,miss-drop,50,25,0.01,5.0,False,1.2
ackley,ucb,8,missing_low,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,8,missing_low,0.15,0,miss-drop,50,25,0.01,0.0,False,1.0
ackley,ucb,8,missing_low,0.3,0,miss-drop,50,10,0.01,12.0,False,2.2
ackley,ucb,8,missing_low,0.3,0,miss-drop,50,25,0.01,8.0,False,1.32
ackley,ucb,8,missing_mcar,0.15,0,miss-drop,50,10,0.01,0.0,False,1.0
ackley,ucb,8,missing_mcar,0.15,0,miss-drop,50,25,0.01,1.0,False,1.04
ackley,ucb,8,missing_mcar,0.3,0,miss-drop,50,10,0.01,13.0,False,2.3
ackley,ucb,8,missing_mcar,0.3,0,miss-drop,50,25,0.01,2.0,False,1.08
